path_label,stage,rows,time_start_s,time_end_s,rho_start,rho_end
highT_reference,single_step,192,0.0,47750.44567267567,0.7,0.9800000040582414
lower_failure,first_step,97,0.0,561.2520409067367,0.7,0.8800000102226334
lower_failure,second_step,2002,1461.2520409067367,1800561.2520409068,0.880024884150874,0.973288134611024
success,first_step,97,0.0,561.2520409067367,0.7,0.8800000102226334
success,second_step,226,1461.2520409067367,192825.87519940527,0.8814795501280952,0.9800000001273186
upper_failure,first_step,97,0.0,561.2520409067367,0.7,0.8800000102226334
upper_failure,second_step,205,735.4286812211577,169147.5559883374,0.8820000102226334,0.9800000002320683
