path_label,closed_fraction_switch,closed_fraction_final,closed_removed,open_removed,accommodation_min
highT_reference,0.9999999999999984,0.9999999999999984,0.23872499864394933,0.041275005414292174,0.0
lower_failure,0.6498434138451351,0.00012283132542176842,0.23355472540303987,0.03571808287619731,0.15217399465928982
success,0.9453094397506113,0.9453094397506113,0.24391741273366668,0.03608258739365189,0.011185333237421317
upper_failure,0.9999995648448311,0.9999995648448311,0.24316724825515168,0.0368327519769168,0.001663809070387023
