material_id,topology_id,q_TJ,G0_nm,G1_nm,T1_C,rho_switch,T2_first_success_C,T2_last_success_C,T_lower_density_C,T_upper_growth_C,window_width_C,first_step_growth_fraction,maximum_second_step_growth_fraction,prep_growth_tolerance,second_step_growth_tolerance,practical_T2_less_T1,tier,rejection_reason
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.19021124814765636,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.19021124814765636,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.19021124814765636,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.19021124814765636,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0142,D0014,0,600,631.2995574624273,1500,0.88,nan,nan,nan,nan,nan,0.05216592910404543,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0014,0,600,631.2995574624273,1500,0.88,nan,nan,nan,nan,nan,0.05216592910404543,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0066,0,300,358.1856042184457,1300,0.8,nan,nan,nan,nan,nan,0.19395201406148557,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0066,0,300,358.1856042184457,1300,0.8,nan,nan,nan,nan,nan,0.19395201406148557,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0066,0,300,358.1856042184457,1300,0.8,nan,nan,nan,nan,nan,0.19395201406148557,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0142,D0066,0,300,358.1856042184457,1300,0.8,nan,nan,nan,nan,nan,0.19395201406148557,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0142,D0066,0,600,631.9329121327617,1300,0.8,nan,nan,nan,nan,nan,0.05322152022126921,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0066,0,600,631.9329121327617,1300,0.8,nan,nan,nan,nan,nan,0.05322152022126921,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0066,0,600,646.6507728334708,1500,0.88,nan,nan,nan,nan,nan,0.07775128805578456,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0066,0,600,646.6507728334708,1500,0.88,nan,nan,nan,nan,nan,0.07775128805578456,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0091,0,300,347.16155900804296,1300,0.8,nan,nan,nan,nan,nan,0.1572051966934763,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0091,0,300,347.16155900804296,1300,0.8,nan,nan,nan,nan,nan,0.1572051966934763,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0091,0,300,347.16155900804296,1300,0.8,nan,nan,nan,nan,nan,0.1572051966934763,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0142,D0091,0,300,347.16155900804296,1300,0.8,nan,nan,nan,nan,nan,0.1572051966934763,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0142,D0091,0,600,643.1582178113492,1500,0.88,nan,nan,nan,nan,nan,0.07193036301891526,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0091,0,600,643.1582178113492,1500,0.88,nan,nan,nan,nan,nan,0.07193036301891526,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0021,D0047,0,600,612.5945401502103,1300,0.8,nan,nan,nan,nan,nan,0.020990900250350268,nan,0.05,0.05,True,reject,no_success
E0021,D0047,0,600,612.5945401502103,1300,0.8,nan,nan,nan,nan,nan,0.020990900250350268,nan,0.1,0.05,True,reject,no_success
E0021,D0047,0,600,612.5945401502103,1300,0.8,nan,nan,nan,nan,nan,0.020990900250350268,nan,0.2,0.05,True,reject,no_success
E0021,D0047,0,300,352.4738577406806,1500,0.88,nan,nan,nan,nan,nan,0.17491285913560184,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0021,D0047,0,300,352.4738577406806,1500,0.88,nan,nan,nan,nan,nan,0.17491285913560184,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0021,D0047,0,300,352.4738577406806,1500,0.88,nan,nan,nan,nan,nan,0.17491285913560184,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0021,D0047,0,300,352.4738577406806,1500,0.88,nan,nan,nan,nan,nan,0.17491285913560184,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0021,D0047,0,300,352.4738577406806,1500,0.88,nan,nan,nan,nan,nan,0.17491285913560184,nan,0.2,0.05,True,reject,no_success
E0142,D0065,1,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.05,0.05,True,reject,no_success
E0142,D0065,1,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.1,0.05,True,reject,no_success
E0142,D0065,1,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.2,0.05,True,reject,no_success
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1100,1090,1110,0,0.0061467871411988685,0.04622406304760856,0.05,0.05,True,reject,isolated_success_not_window
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1100,1090,1110,0,0.0061467871411988685,0.04622406304760856,0.1,0.05,True,reject,isolated_success_not_window
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1100,1090,1110,0,0.0061467871411988685,0.04622406304760856,0.2,0.05,True,reject,isolated_success_not_window
E0142,D0115,0,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.05,0.05,True,reject,no_success
E0142,D0115,0,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.1,0.05,True,reject,no_success
E0142,D0115,0,300,302.4372434582077,1300,0.8,nan,nan,nan,nan,nan,0.008124144860692264,nan,0.2,0.05,True,reject,no_success
E0021,D0022,0,600,615.1513780812517,1300,0.8,nan,nan,nan,nan,nan,0.025252296802086047,nan,0.05,0.05,True,reject,no_success
E0021,D0022,0,600,615.1513780812517,1300,0.8,nan,nan,nan,nan,nan,0.025252296802086047,nan,0.1,0.05,True,reject,no_success
E0021,D0022,0,600,615.1513780812517,1300,0.8,nan,nan,nan,nan,nan,0.025252296802086047,nan,0.2,0.05,True,reject,no_success
E0021,D0022,0,600,673.210623207454,1500,0.88,nan,nan,nan,nan,nan,0.12201770534575652,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0021,D0022,0,600,673.210623207454,1500,0.88,nan,nan,nan,nan,nan,0.12201770534575652,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0021,D0022,0,600,673.210623207454,1500,0.88,nan,nan,nan,nan,nan,0.12201770534575652,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0021,D0022,0,600,673.210623207454,1500,0.88,nan,nan,nan,nan,nan,0.12201770534575652,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0021,D0036,0,600,621.471411465195,1300,0.8,nan,nan,nan,nan,nan,0.03578568577532504,nan,0.05,0.05,True,reject,no_success
E0021,D0036,0,600,621.471411465195,1300,0.8,nan,nan,nan,nan,nan,0.03578568577532504,nan,0.1,0.05,True,reject,no_success
E0021,D0036,0,600,621.471411465195,1300,0.8,nan,nan,nan,nan,nan,0.03578568577532504,nan,0.2,0.05,True,reject,no_success
E0021,D0036,0,600,683.9064667348239,1500,0.88,nan,nan,nan,nan,nan,0.13984411122470622,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0021,D0036,0,600,683.9064667348239,1500,0.88,nan,nan,nan,nan,nan,0.13984411122470622,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0021,D0036,0,600,683.9064667348239,1500,0.88,nan,nan,nan,nan,nan,0.13984411122470622,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0021,D0036,0,600,683.9064667348239,1500,0.88,nan,nan,nan,nan,nan,0.13984411122470622,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0142,D0039,1,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.05,0.05,True,reject,no_success
E0142,D0039,1,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.1,0.05,True,reject,no_success
E0142,D0039,1,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.2,0.05,True,reject,no_success
E0021,D0048,1,600,653.0471761169587,1500,0.88,nan,nan,nan,nan,nan,0.08841196019493101,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0021,D0048,1,600,653.0471761169587,1500,0.88,nan,nan,nan,nan,nan,0.08841196019493101,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0064,0,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.05,0.05,True,reject,no_success
E0142,D0064,0,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.1,0.05,True,reject,no_success
E0142,D0064,0,300,302.72998353894644,1300,0.8,nan,nan,nan,nan,nan,0.00909994512982127,nan,0.2,0.05,True,reject,no_success
