material_id,topology_id,q_TJ,G0_nm,G1_nm,T1_C,rho_switch,T2_first_success_C,T2_last_success_C,T_lower_density_C,T_upper_growth_C,window_width_C,first_step_growth_fraction,maximum_second_step_growth_fraction,prep_growth_tolerance,second_step_growth_tolerance,practical_T2_less_T1,tier,rejection_reason
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1120,1090,1130,20,0.021441721249602492,0.04203075715914125,0.05,0.05,True,Tier_C,
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1150,1090,1160,50,0.021441721249602492,0.08280879497831621,0.05,0.1,True,Tier_C,
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1120,1090,1130,20,0.021441721249602492,0.04203075715914125,0.1,0.05,True,Tier_C,
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1150,1090,1160,50,0.021441721249602492,0.08280879497831621,0.1,0.1,True,Tier_C,
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1120,1090,1130,20,0.021441721249602492,0.04203075715914125,0.2,0.05,True,Tier_C,
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100,1150,1090,1160,50,0.021441721249602492,0.08280879497831621,0.2,0.1,True,Tier_C,
E0142,D0014,0,300,357.0633744442969,1500,0.88,1060,1080,1050,1090,20,0.19021124814765636,0.04861560850619039,0.2,0.05,True,Tier_C,
E0142,D0014,0,300,357.0633744442969,1500,0.88,1060,1110,1050,1120,50,0.19021124814765636,0.09570410426950492,0.2,0.1,True,Tier_C,
E0142,D0014,0,600,631.2995574624273,1500,0.88,1060,1130,1050,1140,70,0.05216592910404543,0.04975703364655843,0.1,0.05,True,Tier_C,
E0142,D0014,0,600,631.2995574624273,1500,0.88,1060,1240,1050,1250,180,0.05216592910404543,0.09993237312215945,0.1,0.1,True,Tier_C,
E0142,D0014,0,600,631.2995574624273,1500,0.88,1060,1130,1050,1140,70,0.05216592910404543,0.04975703364655843,0.2,0.05,True,Tier_C,
E0142,D0014,0,600,631.2995574624273,1500,0.88,1060,1240,1050,1250,180,0.05216592910404543,0.09993237312215945,0.2,0.1,True,Tier_C,
E0142,D0066,0,300,358.1856042184457,1300,0.8,1100,1110,1090,1120,10,0.19395201406148557,0.03939984512103357,0.2,0.05,True,Tier_C,
E0142,D0066,0,300,358.1856042184457,1300,0.8,1100,1130,1090,1140,30,0.19395201406148557,0.08972608415164744,0.2,0.1,True,Tier_C,
E0142,D0066,0,600,631.9329121327617,1300,0.8,1100,1140,1090,1150,40,0.05322152022126921,0.045171332938631056,0.1,0.05,True,Tier_C,
E0142,D0066,0,600,631.9329121327617,1300,0.8,1100,1150,1090,1160,50,0.05322152022126921,0.06838278947414653,0.1,0.1,True,Tier_C,
E0142,D0066,0,600,631.9329121327617,1300,0.8,1100,1140,1090,1150,40,0.05322152022126921,0.045171332938631056,0.2,0.05,True,Tier_C,
E0142,D0066,0,600,631.9329121327617,1300,0.8,1100,1150,1090,1160,50,0.05322152022126921,0.06838278947414653,0.2,0.1,True,Tier_C,
E0142,D0066,0,600,646.6507728334708,1500,0.88,1060,1140,1050,1150,80,0.07775128805578456,0.0431709369158889,0.1,0.05,True,Tier_C,
E0142,D0066,0,600,646.6507728334708,1500,0.88,1060,1160,1050,1170,100,0.07775128805578456,0.09808426365350707,0.1,0.1,True,Tier_C,
E0142,D0066,0,600,646.6507728334708,1500,0.88,1060,1140,1050,1150,80,0.07775128805578456,0.0431709369158889,0.2,0.05,True,Tier_C,
E0142,D0066,0,600,646.6507728334708,1500,0.88,1060,1160,1050,1170,100,0.07775128805578456,0.09808426365350707,0.2,0.1,True,Tier_C,
E0142,D0091,0,300,347.16155900804296,1300,0.8,1100,1110,1090,1120,10,0.1572051966934763,0.03880187540355253,0.2,0.05,True,Tier_C,
E0142,D0091,0,300,347.16155900804296,1300,0.8,1100,1130,1090,1140,30,0.1572051966934763,0.08472192182495929,0.2,0.1,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1140,1090,1150,40,0.042676338292580454,0.03975948635774516,0.05,0.05,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1160,1090,1170,60,0.042676338292580454,0.08543900688815247,0.05,0.1,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1140,1090,1150,40,0.042676338292580454,0.03975948635774516,0.1,0.05,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1160,1090,1170,60,0.042676338292580454,0.08543900688815247,0.1,0.1,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1140,1090,1150,40,0.042676338292580454,0.03975948635774516,0.2,0.05,True,Tier_C,
E0142,D0091,0,600,625.6058029755484,1300,0.8,1100,1160,1090,1170,60,0.042676338292580454,0.08543900688815247,0.2,0.1,True,Tier_C,
E0142,D0091,0,600,643.1582178113492,1500,0.88,1060,1140,1050,1150,80,0.07193036301891526,0.037649751390108364,0.1,0.05,True,Tier_C,
E0142,D0091,0,600,643.1582178113492,1500,0.88,1060,1170,1050,1180,110,0.07193036301891526,0.09231847700082103,0.1,0.1,True,Tier_C,
E0142,D0091,0,600,643.1582178113492,1500,0.88,1060,1140,1050,1150,80,0.07193036301891526,0.037649751390108364,0.2,0.05,True,Tier_C,
E0142,D0091,0,600,643.1582178113492,1500,0.88,1060,1170,1050,1180,110,0.07193036301891526,0.09231847700082103,0.2,0.1,True,Tier_C,
E0021,D0047,0,600,612.5945401502103,1300,0.8,1240,1260,1230,1270,20,0.020990900250350268,0.08725599598452223,0.05,0.1,True,Tier_C,
E0021,D0047,0,600,612.5945401502103,1300,0.8,1240,1260,1230,1270,20,0.020990900250350268,0.08725599598452223,0.1,0.1,True,Tier_C,
E0021,D0047,0,600,612.5945401502103,1300,0.8,1240,1260,1230,1270,20,0.020990900250350268,0.08725599598452223,0.2,0.1,True,Tier_C,
E0021,D0047,0,300,352.4738577406806,1500,0.88,1190,1210,1180,1220,20,0.17491285913560184,0.09976236537946452,0.2,0.1,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1230,1180,1240,40,0.049001982679232364,0.04735444846526568,0.05,0.05,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1270,1180,1280,80,0.049001982679232364,0.09955679624558085,0.05,0.1,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1230,1180,1240,40,0.049001982679232364,0.04735444846526568,0.1,0.05,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1270,1180,1280,80,0.049001982679232364,0.09955679624558085,0.1,0.1,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1230,1180,1240,40,0.049001982679232364,0.04735444846526568,0.2,0.05,True,Tier_C,
E0021,D0047,0,600,629.4011896075395,1500,0.88,1190,1270,1180,1280,80,0.049001982679232364,0.09955679624558085,0.2,0.1,True,Tier_C,
E0142,D0065,1,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.05,0.1,True,Tier_C,
E0142,D0065,1,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.1,0.1,True,Tier_C,
E0142,D0065,1,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.2,0.1,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1130,1090,1140,30,0.0021021322684259265,0.04828542828184251,0.05,0.05,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1140,1090,1150,40,0.0021021322684259265,0.07789159891542934,0.05,0.1,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1130,1090,1140,30,0.0021021322684259265,0.04828542828184251,0.1,0.05,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1140,1090,1150,40,0.0021021322684259265,0.07789159891542934,0.1,0.1,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1130,1090,1140,30,0.0021021322684259265,0.04828542828184251,0.2,0.05,True,Tier_C,
E0142,D0065,1,600,601.2612793610556,1300,0.8,1100,1140,1090,1150,40,0.0021021322684259265,0.07789159891542934,0.2,0.1,True,Tier_C,
E0142,D0065,1,300,303.86340809979646,1500,0.88,1060,1070,1050,1080,10,0.01287802699932142,0.03989575957179869,0.05,0.05,True,Tier_C,
E0142,D0065,1,300,303.86340809979646,1500,0.88,1060,1070,1050,1080,10,0.01287802699932142,0.03989575957179869,0.1,0.05,True,Tier_C,
E0142,D0065,1,300,303.86340809979646,1500,0.88,1060,1070,1050,1080,10,0.01287802699932142,0.03989575957179869,0.2,0.05,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1120,1050,1130,60,0.0033179537386815255,0.049901768375418126,0.05,0.05,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1130,1050,1140,70,0.0033179537386815255,0.07465731568534695,0.05,0.1,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1120,1050,1130,60,0.0033179537386815255,0.049901768375418126,0.1,0.05,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1130,1050,1140,70,0.0033179537386815255,0.07465731568534695,0.1,0.1,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1120,1050,1130,60,0.0033179537386815255,0.049901768375418126,0.2,0.05,True,Tier_C,
E0142,D0065,1,600,601.990772243209,1500,0.88,1060,1130,1050,1140,70,0.0033179537386815255,0.07465731568534695,0.2,0.1,True,Tier_C,
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1120,1090,1130,20,0.0061467871411988685,0.09580946804344218,0.05,0.1,True,Tier_C,
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1120,1090,1130,20,0.0061467871411988685,0.09580946804344218,0.1,0.1,True,Tier_C,
E0142,D0087,1,300,301.8440361423597,1300,0.8,1100,1120,1090,1130,20,0.0061467871411988685,0.09580946804344218,0.2,0.1,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1130,1090,1140,30,0.0015894241194460584,0.03753298900216524,0.05,0.05,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1140,1090,1150,40,0.0015894241194460584,0.0615235924069232,0.05,0.1,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1130,1090,1140,30,0.0015894241194460584,0.03753298900216524,0.1,0.05,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1140,1090,1150,40,0.0015894241194460584,0.0615235924069232,0.1,0.1,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1130,1090,1140,30,0.0015894241194460584,0.03753298900216524,0.2,0.05,True,Tier_C,
E0142,D0087,1,600,600.9536544716677,1300,0.8,1100,1140,1090,1150,40,0.0015894241194460584,0.0615235924069232,0.2,0.1,True,Tier_C,
E0142,D0087,1,300,302.93301080737535,1500,0.88,1060,1080,1050,1090,20,0.009776702691250961,0.04079365988062823,0.05,0.05,True,Tier_C,
E0142,D0087,1,300,302.93301080737535,1500,0.88,1060,1080,1050,1090,20,0.009776702691250961,0.04079365988062823,0.1,0.05,True,Tier_C,
E0142,D0087,1,300,302.93301080737535,1500,0.88,1060,1080,1050,1090,20,0.009776702691250961,0.04079365988062823,0.2,0.05,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1120,1050,1130,60,0.002516255613841637,0.0390353771239278,0.05,0.05,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1140,1050,1150,80,0.002516255613841637,0.09372463613682827,0.05,0.1,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1120,1050,1130,60,0.002516255613841637,0.0390353771239278,0.1,0.05,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1140,1050,1150,80,0.002516255613841637,0.09372463613682827,0.1,0.1,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1120,1050,1130,60,0.002516255613841637,0.0390353771239278,0.2,0.05,True,Tier_C,
E0142,D0087,1,600,601.509753368305,1500,0.88,1060,1140,1050,1150,80,0.002516255613841637,0.09372463613682827,0.2,0.1,True,Tier_C,
E0142,D0115,0,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.05,0.1,True,Tier_C,
E0142,D0115,0,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.1,0.1,True,Tier_C,
E0142,D0115,0,300,302.4372434582077,1300,0.8,1100,1110,1090,1120,10,0.008124144860692264,0.08439722067195307,0.2,0.1,True,Tier_C,
E0142,D0115,0,600,601.2612793610556,1300,0.8,1100,1130,1090,1140,30,0.0021021322684259265,0.04828542828184251,0.05,0.05,True,Tier_C,
E0142,D0115,0,600,601.2612793610556,1300,0.8,1100,1140,1090,1150,40,0.0021021322684259265,0.07789159891542934,0.05,0.1,True,Tier_C,
E0142,D0115,0,600,601.2612793610556,1300,0.8,1100,1130,1090,1140,30,0.0021021322684259265,0.04828542828184251,0.1,0.05,True,Tier_C,
E0142,D0115,0,600,601.2612793610556,1300,0.8,1100,1140,1090,1150,40,0.0021021322684259265,0.07789159891542934,0.1,0.1,True,Tier_C,
