material_id,peak_T_C,hold_h,fast_rate_C_min,both_paths_attained,numerical_censored,max_ratio,span_ge_1p2,span_ge_1p5,meaningful,rejection_reason,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form
M021,1350,2,50,True,False,0.9999985004995205,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1350,2,100,True,False,0.9999982022278673,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1450,8,20,True,False,0.9999996827345843,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1450,8,50,True,False,0.9999985004995205,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1450,8,100,True,False,0.9999982022278673,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1550,20,20,True,False,0.9999996827345843,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1550,20,50,True,False,0.9999985004995205,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M021,1550,20,100,True,False,0.9999982022278673,0.0,0.0,False,ratio_or_span_below_threshold,425000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1350,2,20,True,False,1.0000000250932386,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1350,2,50,True,False,1.0000000241865872,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1350,2,100,True,False,1.0000000240310403,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1450,8,20,True,False,1.0000000250932386,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1450,8,50,True,False,1.0000000241865872,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1450,8,100,True,False,1.0000000240310403,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1550,20,20,True,False,1.0000000250932386,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1550,20,50,True,False,1.0000000241865872,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M022,1550,20,100,True,False,1.0000000240310403,0.0,0.0,False,ratio_or_span_below_threshold,500000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction
M023,1350,2,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1350,2,50,True,False,1.000000027821532,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1350,2,100,True,False,1.0000000281459165,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1450,8,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1450,8,50,True,False,1.000000027821532,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1450,8,100,True,False,1.0000000281459165,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1550,20,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1550,20,50,True,False,1.000000027821532,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M023,1550,20,100,True,False,1.0000000281459165,0.0,0.0,False,ratio_or_span_below_threshold,575000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1350,2,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1350,2,50,True,False,1.000000027821979,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1350,2,100,True,False,1.0000000281637902,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1450,8,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1450,8,50,True,False,1.000000027821979,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1450,8,100,True,False,1.0000000281637902,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1550,20,20,True,False,1.0000000268657268,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1550,20,50,True,False,1.000000027821979,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M024,1550,20,100,True,False,1.0000000281637902,0.0,0.0,False,ratio_or_span_below_threshold,650000.0,2e-05,650000.0,0.0002,300000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1350,2,20,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1350,2,50,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1350,2,100,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1450,8,20,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1450,8,50,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1450,8,100,False,False,nan,0,0,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1550,20,20,False,False,71.76994705777373,0.007000000000000006,0.007000000000000006,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1550,20,50,False,False,123.83593079833436,0.007000000000000006,0.007000000000000006,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M025,1550,20,100,False,False,148.35695780525603,0.007000000000000006,0.007000000000000006,False,unattained_interval,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction
M026,1350,2,20,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1350,2,50,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1350,2,100,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1450,8,20,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1450,8,50,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1450,8,100,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1550,20,20,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1550,20,50,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M026,1550,20,100,False,False,nan,0,0,False,unattained_interval,425000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1350,2,20,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1350,2,50,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1350,2,100,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1450,8,20,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1450,8,50,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1450,8,100,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1550,20,20,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1550,20,50,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M027,1550,20,100,False,False,nan,0,0,False,unattained_interval,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1350,2,20,False,False,nan,0,0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1350,2,50,False,False,nan,0,0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1350,2,100,False,False,nan,0,0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1450,8,20,False,False,1.0002987868936972,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1450,8,50,False,False,1.0002988156660462,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1450,8,100,False,False,1.0002988200348157,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1550,20,20,False,False,1.0061057082558564,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1550,20,50,False,False,1.006105962884656,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M028,1550,20,100,False,False,1.0061059870182956,0.0,0.0,False,unattained_interval,575000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,5.0000000000000004e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1350,2,20,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1350,2,50,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1350,2,100,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1450,8,20,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1450,8,50,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1450,8,100,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1550,20,20,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1550,20,50,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M029,1550,20,100,False,False,nan,0,0,False,unattained_interval,650000.0,2e-05,250000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M030,1350,2,20,True,False,1.0465534991925374,0.0,0.0,False,ratio_or_span_below_threshold,350000.0,2e-05,350000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M030,1350,2,50,True,False,1.0577532698393226,0.0,0.0,False,ratio_or_span_below_threshold,350000.0,2e-05,350000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M030,1350,2,100,True,False,1.0654263105625588,0.0,0.0,False,ratio_or_span_below_threshold,350000.0,2e-05,350000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M030,1450,8,20,True,False,1.0465534991925374,0.0,0.0,False,ratio_or_span_below_threshold,350000.0,2e-05,350000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
M030,1450,8,50,True,False,1.0577532698393226,0.0,0.0,False,ratio_or_span_below_threshold,350000.0,2e-05,350000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2e-08,0.65,7.500000000000001e-08,0.7,0.002,GB_to_TJ,serial_fraction
