figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,path_pair_id,rho,G_highT_nm,G_two_step_nm,R_TS,reduction_TS,highT_attained,two_step_attained,interpolation_support_flag,density_window_label
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9,124.07702314026221,117.17595166544064,1.0588949471007962,0.05561925407430435,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.901,126.73722333535991,117.18318659186602,1.0815307811757107,0.07538461465431445,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.902,129.39742353045762,117.1905743735642,1.1041623801414444,0.09433610673105985,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.903,149.41584568484674,117.19811457271743,1.2748997390409325,0.21562459432906533,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.904,154.99795743694165,117.20580063042586,1.322442717026287,0.24382357955840095,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.905,197.28392251882636,117.21363070634446,1.6831141679510138,0.4058632390829565,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.906,204.06626660817872,117.22160272604457,1.7408588678410792,0.42557089579573626,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.907,252.85549607043868,117.22971444302136,2.156923244859879,0.5363766409476647,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.908,259.1303492344909,117.23797238401207,2.2102936784484077,0.5475714337191677,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.909,304.87679390929344,117.24637832858487,2.6003088390062787,0.6154302962019869,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.91,310.4806131678471,117.25491696443973,2.647911245052585,0.6223438372912152,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.911,351.7308000988953,117.26358584146506,2.9994886952750965,0.6666098453462297,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.912,356.7459979885401,117.27240186061624,3.0420285790048838,0.6712719903745538,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.913,393.9715573606315,117.28134891606102,3.3592004270227087,0.702310111669547,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.914,398.51412838163907,117.29041954004718,3.3976699030015145,0.7056806492247536,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.915,432.48173053772825,117.29963570593162,3.6869827253509406,0.7287755125283869,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.916,436.64793743366585,117.30897422537828,3.722204036962781,0.7313419710285487,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.917,468.0048584512677,117.31844372645564,3.989183998574738,0.7493221670503838,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.918,471.8667789479017,117.32804564813549,4.021773109244664,0.7513534521126152,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.919,501.10390495616167,117.3377717060349,4.270610372690323,0.7658414341905797,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.92,504.71465184452336,117.34763454546332,4.3010210968418345,0.7674970716292736,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.921,532.1975127651776,117.35762125284391,4.534835548673674,0.7794848370427733,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.922,535.5967168655991,117.36774472504435,4.563406395175552,0.7808654515063127,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.923,561.6002454988237,117.37799766836874,4.7845444346863735,0.7909936852607473,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.924,564.8181560428718,117.3883836389346,4.811533633346125,0.7921660584331067,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.925,589.5535394438078,117.39891015305102,5.021797380190469,0.8008681106998244,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.926,592.6137632163619,117.40956726660144,5.047406076122537,0.8018784332153024,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.927,616.2468007794406,117.42037163354807,5.248210273960445,0.8094588540094122,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.928,619.1681354340022,117.43131795011602,5.272598027870388,0.8103401786530839,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.929,641.8315945459748,117.44240572900227,5.465075332559159,0.8170199056466209,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.93,644.6292738127402,117.45364541385555,5.488371787366386,0.8177966000222712,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.931,667.1472071285581,117.46504151566252,5.679538341963657,0.8239293513327604,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.932,679.0094695962541,117.47659150181238,5.779955486585416,0.8269882869650329,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.933,690.8405894823827,117.48830032877937,5.880079867945436,0.8299342827890175,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.934,702.3036861248054,117.50017311366841,5.977043841845274,0.8326932131568114,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.935,713.7384665014619,117.51221700288998,6.073738413801766,0.8353567552847465,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.936,724.8386232389586,117.52443843765748,6.167556576953649,0.8378612360465882,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.937,735.9128815455365,117.53683864079704,6.261125363381188,0.840284303226286,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9380000000000001,746.6810886491007,117.54942335331079,6.352060838315209,0.8425707773502316,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9390000000000001,757.4254840782078,117.56219847503807,6.4427638637519316,0.8447871098262397,True,True,True,context
