figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,first_success_C,last_success_C,lower_boundary_C,upper_boundary_C,window_width_C,lower_bracketed,upper_bracketed,complete
Candidate 693168,Chen_boundaries,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_window_boundaries_fine.csv,fine boundary summary,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Both boundaries bracketed.,925.0,1205.0,925.0,1205.0,280.0,True,True,True
