figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,T1_C,T2_C,rho_switch,G0_nm,G1_nm,first_step_growth_fraction,rho2,G2_nm,growth_fraction,target_density,target_attained,classification,lower_boundary_flag,upper_boundary_flag,success_band_flag,practical_T2_less_than_T1,window_width_C,closed_fraction,phi_closed,phi_open,phi_connected,phi_iso,closed_accommodation_capacity,closed_accommodation_used,closed_accommodation_factor,open_shrinkage_flux,closed_shrinkage_flux,open_shrinkage_contribution,closed_shrinkage_contribution,PR_damage_memory,H_PR,H_dens,w_PR,w_dens,migration_factor,G_dot,rho_dot
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,850.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9639744384332948,117.06770660505217,8.039174879792554e-06,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8329654727658807,0.916310954915146,,,2.830630131901918e-06,0.0910277927670909,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,855.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.964618055060326,117.06795447962013,1.0156552659124074e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8891406033088177,0.97810689867661,,,3.8402057098152814e-06,0.1121479461666076,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,860.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9653063246567076,117.06826367510504,1.2797741929748696e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8977675419746656,0.987597038022541,,,5.108804131642241e-06,0.1359942189082832,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,865.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9660491220150286,117.06864813231763,1.6081826964553514e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8987367668400396,0.9886632423142618,,,6.690605576650164e-06,0.1623074302872307,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,870.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9668446879067604,117.06912460326916,2.015190568860348e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8982625191417726,0.9881415419851686,,,8.648517031582669e-06,0.1912909851070281,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,875.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9677097720138286,117.06971312252394,2.5179116035944915e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8971621061195265,0.9869310230138753,,,1.1054877253875e-05,0.2232016139819408,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,880.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9686490786059646,117.07043753291286,3.136712666340635e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8957633055229389,0.9853922601811986,,,1.3992012250816936e-05,0.2582934550377161,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,885.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9696701427565734,117.07132606524004,3.89570888825741e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8941071057419465,0.983570343124046,,,1.7552498732865814e-05,0.2968152480162445,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,890.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9707852843289324,117.07241196742416,4.823301087153453e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8919997178759632,0.9812520926671048,,,2.183904831183027e-05,0.3392171536194693,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,895.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9719897442151196,117.07373417816544,5.9527512225709955e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8897523642101751,0.9787798716076982,,,2.6963755104113337e-05,0.3858251082811378,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,900.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.973293017204994,117.0753380327753,7.32278532509234e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8870969570597844,0.9758587677429924,,,3.304666688298508e-05,0.4370087012525117,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,905.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9746916509914892,117.07727599337204,8.978217239263842e-05,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8841232477519918,0.9725875128055992,,,4.0213295498274886e-05,0.4933777766572351,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,910.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9761850621696736,117.07960838588394,0.0001097057818153,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8807007819380075,0.9688225993479462,,,4.859105263855698e-05,0.5554464655330127,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,915.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9777669169635612,117.0824041344138,0.0001335874404422,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8767709761905491,0.964499582158377,,,5.830429983515182e-05,0.6236618714782352,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,920.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9794307255757928,117.08574439181456,0.0001621203668191,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.8721913777795769,0.9594617548650656,,,6.946828311653853e-05,0.7006815724338471,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,925.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.980000000013552,117.0881784909968,0.0001829127682506,0.98,True,SUCCESS,True,False,True,True,270.0,,,,,,,0.8675200309065474,0.9543229988734728,,,7.674608850646511e-05,0.7143303629053007,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,930.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000003074758,117.09005265905974,0.0001989221630191,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8619950942569673,0.9482452439811698,,,8.170858956683293e-05,0.6784204532063786,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,935.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000000348734,117.09207149763846,0.0002161673527223,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8557518667311856,0.9413773269270505,,,8.684646364295195e-05,0.6416542860418778,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,940.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.980000000450844,117.09424655980436,0.0002347470252441,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8486292381267044,0.9335420170234998,,,9.214339547218284e-05,0.6014286093212977,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,945.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9799999999873908,117.09658535872032,0.000254725359029,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8404113491536225,0.924501856370373,,,9.757540095703672e-05,0.5632849071687273,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,950.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000003823888,117.09910675582584,0.0002762634710207,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8306478423085895,0.9137614252564804,,,0.0001031170193425,0.5244497958925939,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,955.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000000579238,117.10179234233928,0.0002992041109395,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8185689910172576,0.9004739792303122,,,0.0001087136839146,0.4883216930537007,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,960.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.980000000151308,117.1046967423958,0.0003240138854683,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.8030175657118266,0.8833664977826193,,,0.0001143345238193,0.4464608022229083,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,965.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000001009864,117.10784088017805,0.0003508715317799,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.7824360108034261,0.8607255782627107,,,0.0001199176484678,0.4023049679903842,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,970.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.980000000746308,117.1111671278008,0.0003792847847556,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.7547639364086921,0.8302846707555535,,,0.0001253520443646,0.3604155306716033,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,975.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.979996796777148,117.11470091587373,0.0004094708760711,0.98,False,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0,,,,,,,0.7175793556619314,0.7893794474225326,,,0.0001305145395913,0.3185809300303596,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,980.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9799999999396576,117.11854135102806,0.0004422763878526,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.668620813841799,0.7355221752147234,,,0.0001353810901656,0.2750629453283028,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,985.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000005332348,117.1226448625748,0.0004773291334352,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.6051016639049454,0.6656473786751124,,,0.0001396801952305,0.2318102037924063,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,990.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000001377902,117.12702827407966,0.0005147728219725,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.524579012516518,0.577067731620801,,,0.0001432270205282,0.1916642052379298,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,995.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000000800448,117.13171554012452,0.0005548120767129,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.424511111663274,0.466987161915168,,,0.0001457483568725,0.1551708812774402,1.0,,,,,,,
Candidate 693168,fine_T2,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,101-point exact T2 scan,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Complete fine scan including failures.,1400.0,1000.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.1370693265721414,0.9800000001389056,117.13672231847444,0.0005975806483837,0.98,True,SUCCESS,False,False,True,True,270.0,,,,,,,0.3021332060517316,0.3323642763121464,,,0.0001468956420509,0.1247432868433485,1.0,,,,,,,
