family,D50_input_nm,sigma_ln_input,tail_weight,bin,radius_nm,phi_open,provenance
bimodal,10.0,0.65,0.05,8,40.777623738016025,0.02546963963648118,synthetic_forward_state
bimodal,10.0,0.65,0.05,9,56.50469000989538,0.01238580361823176,synthetic_forward_state
bimodal,10.0,0.65,0.05,10,78.29735282337724,0.0056749432526901015,synthetic_forward_state
bimodal,10.0,0.65,0.05,11,108.49498436456926,0.0035932951427225714,synthetic_forward_state
bimodal,10.0,0.65,0.05,12,150.33920315060243,0.003365386383459343,synthetic_forward_state
bimodal,10.0,0.65,0.05,13,208.3218513402464,0.00315940033987766,synthetic_forward_state
bimodal,10.0,0.65,0.05,14,288.66717952704414,0.002434392937701041,synthetic_forward_state
bimodal,10.0,0.65,0.05,15,400.0,0.0014722422520764085,synthetic_forward_state
bimodal,10.0,0.65,0.1,0,3.0,0.0012823943636371053,synthetic_forward_state
bimodal,10.0,0.65,0.1,1,4.157036494298019,0.004462744853334445,synthetic_forward_state
bimodal,10.0,0.65,0.1,2,5.760317471641877,0.012072921867609181,synthetic_forward_state
bimodal,10.0,0.65,0.1,3,7.981949982785926,0.02538945098739181,synthetic_forward_state
bimodal,10.0,0.65,0.1,4,11.060419124700841,0.0415077349234685,synthetic_forward_state
bimodal,10.0,0.65,0.1,5,15.326188647871078,0.052755107347152976,synthetic_forward_state
bimodal,10.0,0.65,0.1,6,21.237175175898688,0.05214435207492189,synthetic_forward_state
bimodal,10.0,0.65,0.1,7,29.42790408067032,0.040163186741799674,synthetic_forward_state
bimodal,10.0,0.65,0.1,8,40.777623738016025,0.02438986489346494,synthetic_forward_state
bimodal,10.0,0.65,0.1,9,56.50469000989538,0.012449833961666061,synthetic_forward_state
bimodal,10.0,0.65,0.1,10,78.29735282337724,0.006904380403497268,synthetic_forward_state
bimodal,10.0,0.65,0.1,11,108.49498436456926,0.005939784129204969,synthetic_forward_state
bimodal,10.0,0.65,0.1,12,150.33920315060243,0.0064589371273289856,synthetic_forward_state
bimodal,10.0,0.65,0.1,13,208.3218513402464,0.006272727988406096,synthetic_forward_state
bimodal,10.0,0.65,0.1,14,288.66717952704414,0.004862715570583729,synthetic_forward_state
bimodal,10.0,0.65,0.1,15,400.0,0.0029438627665323946,synthetic_forward_state
bimodal,10.0,0.65,0.25,0,3.0,0.0010686619992192148,synthetic_forward_state
bimodal,10.0,0.65,0.25,1,4.157036494298019,0.0037189546522561645,synthetic_forward_state
bimodal,10.0,0.65,0.25,2,5.760317471641877,0.01006077795106807,synthetic_forward_state
bimodal,10.0,0.65,0.25,3,7.981949982785926,0.02115799685862526,synthetic_forward_state
bimodal,10.0,0.65,0.25,4,11.060419124700841,0.034590949763894555,synthetic_forward_state
bimodal,10.0,0.65,0.25,5,15.326188647871078,0.04397139139168961,synthetic_forward_state
bimodal,10.0,0.65,0.25,6,21.237175175898688,0.04350507312603788,synthetic_forward_state
bimodal,10.0,0.65,0.25,7,29.42790408067032,0.03370307758419164,synthetic_forward_state
bimodal,10.0,0.65,0.25,8,40.777623738016025,0.02115054066441622,synthetic_forward_state
bimodal,10.0,0.65,0.25,9,56.50469000989538,0.01264192499196897,synthetic_forward_state
bimodal,10.0,0.65,0.25,10,78.29735282337724,0.010592691855918773,synthetic_forward_state
bimodal,10.0,0.65,0.25,11,108.49498436456926,0.012979251088652173,synthetic_forward_state
bimodal,10.0,0.65,0.25,12,150.33920315060243,0.01573958935893793,synthetic_forward_state
bimodal,10.0,0.65,0.25,13,208.3218513402464,0.015612710933991419,synthetic_forward_state
bimodal,10.0,0.65,0.25,14,288.66717952704414,0.0121476834692318,synthetic_forward_state
bimodal,10.0,0.65,0.25,15,400.0,0.007358724309900359,synthetic_forward_state
bimodal,10.0,0.85,0.0,0,3.0,0.0003216183347038242,synthetic_forward_state
bimodal,10.0,0.85,0.0,1,4.157036494298019,0.0010011727974258632,synthetic_forward_state
bimodal,10.0,0.85,0.0,2,5.760317471641877,0.0026898017635965097,synthetic_forward_state
bimodal,10.0,0.85,0.0,3,7.981949982785926,0.006236982103227204,synthetic_forward_state
bimodal,10.0,0.85,0.0,4,11.060419124700841,0.012481641731597786,synthetic_forward_state
bimodal,10.0,0.85,0.0,5,15.326188647871078,0.021558171286154695,synthetic_forward_state
bimodal,10.0,0.85,0.0,6,21.237175175898688,0.032136243888065484,synthetic_forward_state
bimodal,10.0,0.85,0.0,7,29.42790408067032,0.04134483870826328,synthetic_forward_state
bimodal,10.0,0.85,0.0,8,40.777623738016025,0.0459082227548869,synthetic_forward_state
bimodal,10.0,0.85,0.0,9,56.50469000989538,0.043994931854418655,synthetic_forward_state
bimodal,10.0,0.85,0.0,10,78.29735282337724,0.036387968434657046,synthetic_forward_state
bimodal,10.0,0.85,0.0,11,108.49498436456926,0.025975024157622095,synthetic_forward_state
bimodal,10.0,0.85,0.0,12,150.33920315060243,0.016002841428137498,synthetic_forward_state
bimodal,10.0,0.85,0.0,13,208.3218513402464,0.008509053111342361,synthetic_forward_state
bimodal,10.0,0.85,0.0,14,288.66717952704414,0.00390488598515215,synthetic_forward_state
bimodal,10.0,0.85,0.0,15,400.0,0.0015466016607487032,synthetic_forward_state
bimodal,10.0,0.85,0.05,0,3.0,0.00030553756790280024,synthetic_forward_state
bimodal,10.0,0.85,0.05,1,4.157036494298019,0.0009511154774608976,synthetic_forward_state
bimodal,10.0,0.85,0.05,2,5.760317471641877,0.002555321703746314,synthetic_forward_state
bimodal,10.0,0.85,0.05,3,7.981949982785926,0.005925198757350681,synthetic_forward_state
bimodal,10.0,0.85,0.05,4,11.060419124700841,0.011857931804040933,synthetic_forward_state
bimodal,10.0,0.85,0.05,5,15.326188647871078,0.020482080508939866,synthetic_forward_state
bimodal,10.0,0.85,0.05,6,21.237175175898688,0.030537094722655502,synthetic_forward_state
bimodal,10.0,0.85,0.05,7,29.42790408067032,0.03930547729563459,synthetic_forward_state
bimodal,10.0,0.85,0.05,8,40.777623738016025,0.04370035923790192,synthetic_forward_state
bimodal,10.0,0.85,0.05,9,56.50469000989538,0.04203244867497845,synthetic_forward_state
bimodal,10.0,0.85,0.05,10,78.29735282337724,0.03512352810791176,synthetic_forward_state
bimodal,10.0,0.85,0.05,11,108.49498436456926,0.02579656846741374,synthetic_forward_state
bimodal,10.0,0.85,0.05,12,150.33920315060243,0.017154556358345452,synthetic_forward_state
bimodal,10.0,0.85,0.05,13,208.3218513402464,0.011018588836766369,synthetic_forward_state
bimodal,10.0,0.85,0.05,14,288.66717952704414,0.0075186135669897914,synthetic_forward_state
bimodal,10.0,0.85,0.05,15,400.0,0.005735578911961002,synthetic_forward_state
bimodal,10.0,0.85,0.1,0,3.0,0.0002894568011017763,synthetic_forward_state
bimodal,10.0,0.85,0.1,1,4.157036494298019,0.0009010581574959322,synthetic_forward_state
bimodal,10.0,0.85,0.1,2,5.760317471641877,0.002420841643896118,synthetic_forward_state
bimodal,10.0,0.85,0.1,3,7.981949982785926,0.0056134154114741595,synthetic_forward_state
bimodal,10.0,0.85,0.1,4,11.060419124700841,0.011234221876484082,synthetic_forward_state
bimodal,10.0,0.85,0.1,5,15.326188647871078,0.019405989731725033,synthetic_forward_state
bimodal,10.0,0.85,0.1,6,21.237175175898688,0.028937945557245513,synthetic_forward_state
bimodal,10.0,0.85,0.1,7,29.42790408067032,0.03726611588300589,synthetic_forward_state
bimodal,10.0,0.85,0.1,8,40.777623738016025,0.04149249572091696,synthetic_forward_state
bimodal,10.0,0.85,0.1,9,56.50469000989538,0.04006996549553824,synthetic_forward_state
bimodal,10.0,0.85,0.1,10,78.29735282337724,0.03385908778116647,synthetic_forward_state
bimodal,10.0,0.85,0.1,11,108.49498436456926,0.025618112777205382,synthetic_forward_state
bimodal,10.0,0.85,0.1,12,150.33920315060243,0.018306271288553406,synthetic_forward_state
bimodal,10.0,0.85,0.1,13,208.3218513402464,0.013528124562190373,synthetic_forward_state
bimodal,10.0,0.85,0.1,14,288.66717952704414,0.011132341148827423,synthetic_forward_state
bimodal,10.0,0.85,0.1,15,400.0,0.009924556163173294,synthetic_forward_state
bimodal,10.0,0.85,0.25,0,3.0,0.00024121450069870443,synthetic_forward_state
bimodal,10.0,0.85,0.25,1,4.157036494298019,0.0007508861976010356,synthetic_forward_state
bimodal,10.0,0.85,0.25,2,5.760317471641877,0.00201740146434553,synthetic_forward_state
bimodal,10.0,0.85,0.25,3,7.981949982785926,0.00467806537384459,synthetic_forward_state
bimodal,10.0,0.85,0.25,4,11.060419124700841,0.009363092093813526,synthetic_forward_state
bimodal,10.0,0.85,0.25,5,15.326188647871078,0.016177717400080536,synthetic_forward_state
bimodal,10.0,0.85,0.25,6,21.237175175898688,0.024140498061015557,synthetic_forward_state
bimodal,10.0,0.85,0.25,7,29.42790408067032,0.031148031645119815,synthetic_forward_state
bimodal,10.0,0.85,0.25,8,40.777623738016025,0.03486890516996203,synthetic_forward_state
bimodal,10.0,0.85,0.25,9,56.50469000989538,0.03418251595721762,synthetic_forward_state
bimodal,10.0,0.85,0.25,10,78.29735282337724,0.030065766800930607,synthetic_forward_state
bimodal,10.0,0.85,0.25,11,108.49498436456926,0.025082745706580322,synthetic_forward_state
bimodal,10.0,0.85,0.25,12,150.33920315060243,0.021761416079177275,synthetic_forward_state
bimodal,10.0,0.85,0.25,13,208.3218513402464,0.02105673173846239,synthetic_forward_state
bimodal,10.0,0.85,0.25,14,288.66717952704414,0.02197352389434034,synthetic_forward_state
bimodal,10.0,0.85,0.25,15,400.0,0.02249148791681018,synthetic_forward_state
bimodal,10.0,1.1,0.0,0,3.0,3.723442832916505e-05,synthetic_forward_state
bimodal,10.0,1.1,0.0,1,4.157036494298019,0.0001088036634125705,synthetic_forward_state
bimodal,10.0,1.1,0.0,2,5.760317471641877,0.0002911743672000277,synthetic_forward_state
bimodal,10.0,1.1,0.0,3,7.981949982785926,0.000713630751911647,synthetic_forward_state
bimodal,10.0,1.1,0.0,4,11.060419124700841,0.0016017870078842771,synthetic_forward_state
bimodal,10.0,1.1,0.0,5,15.326188647871078,0.003292659116150822,synthetic_forward_state
bimodal,10.0,1.1,0.0,6,21.237175175898688,0.006198685035888405,synthetic_forward_state
bimodal,10.0,1.1,0.0,7,29.42790408067032,0.01068718094469499,synthetic_forward_state
bimodal,10.0,1.1,0.0,8,40.777623738016025,0.0168747578440292,synthetic_forward_state
bimodal,10.0,1.1,0.0,9,56.50469000989538,0.024401848717007187,synthetic_forward_state
bimodal,10.0,1.1,0.0,10,78.29735282337724,0.03231608229647041,synthetic_forward_state
bimodal,10.0,1.1,0.0,11,108.49498436456926,0.03919453123712631,synthetic_forward_state
bimodal,10.0,1.1,0.0,12,150.33920315060243,0.043535450022182294,synthetic_forward_state
bimodal,10.0,1.1,0.0,13,208.3218513402464,0.044286503735582745,synthetic_forward_state
bimodal,10.0,1.1,0.0,14,288.66717952704414,0.04125822569634762,synthetic_forward_state
bimodal,10.0,1.1,0.0,15,400.0,0.03520144513578239,synthetic_forward_state
bimodal,10.0,1.1,0.05,0,3.0,3.5373318553542196e-05,synthetic_forward_state
bimodal,10.0,1.1,0.05,1,4.157036494298019,0.00010336680510633915,synthetic_forward_state
bimodal,10.0,1.1,0.05,2,5.760317471641877,0.00027663220128666124,synthetic_forward_state
bimodal,10.0,1.1,0.05,3,7.981949982785926,0.0006780246820395266,synthetic_forward_state
bimodal,10.0,1.1,0.05,4,11.060419124700841,0.0015220127739555233,synthetic_forward_state
bimodal,10.0,1.1,0.05,5,15.326188647871078,0.0031292311733587094,synthetic_forward_state
bimodal,10.0,1.1,0.05,6,21.237175175898688,0.0058929708882821214,synthetic_forward_state
bimodal,10.0,1.1,0.05,7,29.42790408067032,0.01016635712006516,synthetic_forward_state
bimodal,10.0,1.1,0.05,8,40.777623738016025,0.01607077739312707,synthetic_forward_state
bimodal,10.0,1.1,0.05,9,56.50469000989538,0.023288706639541436,synthetic_forward_state
bimodal,10.0,1.1,0.05,10,78.29735282337724,0.030963763764048354,synthetic_forward_state
bimodal,10.0,1.1,0.05,11,108.49498436456926,0.03782929153859227,synthetic_forward_state
bimodal,10.0,1.1,0.05,12,150.33920315060243,0.04258707371585563,synthetic_forward_state
bimodal,10.0,1.1,0.05,13,208.3218513402464,0.04439676368653503,synthetic_forward_state
bimodal,10.0,1.1,0.05,14,288.66717952704414,0.04322399879704804,synthetic_forward_state
bimodal,10.0,1.1,0.05,15,400.0,0.039835655502604636,synthetic_forward_state
bimodal,10.0,1.1,0.1,0,3.0,3.3512208777919344e-05,synthetic_forward_state
bimodal,10.0,1.1,0.1,1,4.157036494298019,9.792994680010781e-05,synthetic_forward_state
bimodal,10.0,1.1,0.1,2,5.760317471641877,0.00026209003537329477,synthetic_forward_state
bimodal,10.0,1.1,0.1,3,7.981949982785926,0.0006424186121674062,synthetic_forward_state
bimodal,10.0,1.1,0.1,4,11.060419124700841,0.0014422385400267694,synthetic_forward_state
bimodal,10.0,1.1,0.1,5,15.326188647871078,0.0029658032305665966,synthetic_forward_state
bimodal,10.0,1.1,0.1,6,21.237175175898688,0.005587256740675837,synthetic_forward_state
bimodal,10.0,1.1,0.1,7,29.42790408067032,0.009645533295435327,synthetic_forward_state
bimodal,10.0,1.1,0.1,8,40.777623738016025,0.015266796942224941,synthetic_forward_state
bimodal,10.0,1.1,0.1,9,56.50469000989538,0.022175564562075693,synthetic_forward_state
bimodal,10.0,1.1,0.1,10,78.29735282337724,0.0296114452316263,synthetic_forward_state
bimodal,10.0,1.1,0.1,11,108.49498436456926,0.03646405184005824,synthetic_forward_state
bimodal,10.0,1.1,0.1,12,150.33920315060243,0.04163869740952896,synthetic_forward_state
bimodal,10.0,1.1,0.1,13,208.3218513402464,0.04450702363748731,synthetic_forward_state
bimodal,10.0,1.1,0.1,14,288.66717952704414,0.045189771897748456,synthetic_forward_state
bimodal,10.0,1.1,0.1,15,400.0,0.044469865869426875,synthetic_forward_state
bimodal,10.0,1.1,0.25,0,3.0,2.7928879451050783e-05,synthetic_forward_state
bimodal,10.0,1.1,0.25,1,4.157036494298019,8.16193718814138e-05,synthetic_forward_state
bimodal,10.0,1.1,0.25,2,5.760317471641877,0.00021846353763319535,synthetic_forward_state
bimodal,10.0,1.1,0.25,3,7.981949982785926,0.0005356004025510451,synthetic_forward_state
bimodal,10.0,1.1,0.25,4,11.060419124700841,0.001202915838240508,synthetic_forward_state
bimodal,10.0,1.1,0.25,5,15.326188647871078,0.0024755194021902588,synthetic_forward_state
bimodal,10.0,1.1,0.25,6,21.237175175898688,0.004670114297856988,synthetic_forward_state
bimodal,10.0,1.1,0.25,7,29.42790408067032,0.008083061821545834,synthetic_forward_state
bimodal,10.0,1.1,0.25,8,40.777623738016025,0.012854855589518554,synthetic_forward_state
bimodal,10.0,1.1,0.25,9,56.50469000989538,0.018836138329678453,synthetic_forward_state
bimodal,10.0,1.1,0.25,10,78.29735282337724,0.025554489634360144,synthetic_forward_state
bimodal,10.0,1.1,0.25,11,108.49498436456926,0.03236833274445614,synthetic_forward_state
bimodal,10.0,1.1,0.25,12,150.33920315060243,0.03879356849054897,synthetic_forward_state
bimodal,10.0,1.1,0.25,13,208.3218513402464,0.04483780349034418,synthetic_forward_state
bimodal,10.0,1.1,0.25,14,288.66717952704414,0.051087091199849714,synthetic_forward_state
bimodal,10.0,1.1,0.25,15,400.0,0.058372496969893606,synthetic_forward_state
bimodal,15.0,0.3,0.0,0,3.0,5.235485829976237e-05,synthetic_forward_state
bimodal,15.0,0.3,0.0,1,4.157036494298019,0.0021354839482778474,synthetic_forward_state
bimodal,15.0,0.3,0.0,2,5.760317471641877,0.026705639216502593,synthetic_forward_state
bimodal,15.0,0.3,0.0,3,7.981949982785926,0.10239458428780429,synthetic_forward_state
bimodal,15.0,0.3,0.0,4,11.060419124700841,0.12037002206364868,synthetic_forward_state
bimodal,15.0,0.3,0.0,5,15.326188647871078,0.043383744775735957,synthetic_forward_state
bimodal,15.0,0.3,0.0,6,21.237175175898688,0.004794055707261907,synthetic_forward_state
bimodal,15.0,0.3,0.0,7,29.42790408067032,0.00016242260043629526,synthetic_forward_state
bimodal,15.0,0.3,0.0,8,40.777623738016025,1.6871635566937755e-06,synthetic_forward_state
bimodal,15.0,0.3,0.0,9,56.50469000989538,5.373227834619269e-09,synthetic_forward_state
bimodal,15.0,0.3,0.0,10,78.29735282337724,5.2466327898263686e-12,synthetic_forward_state
bimodal,15.0,0.3,0.0,11,108.49498436456926,1.5707006584861102e-15,synthetic_forward_state
bimodal,15.0,0.3,0.0,12,150.33920315060243,1.441695443522807e-19,synthetic_forward_state
bimodal,15.0,0.3,0.0,13,208.3218513402464,4.057149109565043e-24,synthetic_forward_state
bimodal,15.0,0.3,0.0,14,288.66717952704414,3.500545735191703e-29,synthetic_forward_state
bimodal,15.0,0.3,0.0,15,400.0,9.260147115885549e-35,synthetic_forward_state
bimodal,15.0,0.3,0.05,0,3.0,4.973711538599943e-05,synthetic_forward_state
bimodal,15.0,0.3,0.05,1,4.157036494298019,0.0020287097510969052,synthetic_forward_state
bimodal,15.0,0.3,0.05,2,5.760317471641877,0.02537035728186748,synthetic_forward_state
bimodal,15.0,0.3,0.05,3,7.981949982785926,0.09727485681448236,synthetic_forward_state
bimodal,15.0,0.3,0.05,4,11.060419124700841,0.11435158939944298,synthetic_forward_state
bimodal,15.0,0.3,0.05,5,15.326188647871078,0.04121614827590834,synthetic_forward_state
bimodal,15.0,0.3,0.05,6,21.237175175898688,0.004576215533312516,synthetic_forward_state
bimodal,15.0,0.3,0.05,7,29.42790408067032,0.0003319709629651678,synthetic_forward_state
bimodal,15.0,0.3,0.05,8,40.777623738016025,0.0008553541414911508,synthetic_forward_state
bimodal,15.0,0.3,0.05,9,56.50469000989538,0.0024258198909933,synthetic_forward_state
bimodal,15.0,0.3,0.05,10,78.29735282337724,0.004075600344089893,synthetic_forward_state
bimodal,15.0,0.3,0.05,11,108.49498436456926,0.00404886455403862,synthetic_forward_state
bimodal,15.0,0.3,0.05,12,150.33920315060243,0.002378387511152234,synthetic_forward_state
bimodal,15.0,0.3,0.05,13,208.3218513402464,0.00082611344622073,synthetic_forward_state
bimodal,15.0,0.3,0.05,14,288.66717952704414,0.00016966977129933373,synthetic_forward_state
bimodal,15.0,0.3,0.05,15,400.0,2.060520625302822e-05,synthetic_forward_state
bimodal,15.0,0.3,0.1,0,3.0,4.7119372472236486e-05,synthetic_forward_state
bimodal,15.0,0.3,0.1,1,4.157036494298019,0.0019219355539159635,synthetic_forward_state
bimodal,15.0,0.3,0.1,2,5.760317471641877,0.024035075347232374,synthetic_forward_state
bimodal,15.0,0.3,0.1,3,7.981949982785926,0.09215512934116045,synthetic_forward_state
bimodal,15.0,0.3,0.1,4,11.060419124700841,0.10833315673523733,synthetic_forward_state
bimodal,15.0,0.3,0.1,5,15.326188647871078,0.03904855177608073,synthetic_forward_state
bimodal,15.0,0.3,0.1,6,21.237175175898688,0.004358375359363127,synthetic_forward_state
bimodal,15.0,0.3,0.1,7,29.42790408067032,0.0005015193254940399,synthetic_forward_state
bimodal,15.0,0.3,0.1,8,40.777623738016025,0.0017090211194256064,synthetic_forward_state
bimodal,15.0,0.3,0.1,9,56.50469000989538,0.00485163440875876,synthetic_forward_state
bimodal,15.0,0.3,0.1,10,78.29735282337724,0.008151200682933145,synthetic_forward_state
bimodal,15.0,0.3,0.1,11,108.49498436456926,0.00809772910807566,synthetic_forward_state
bimodal,15.0,0.3,0.1,12,150.33920315060243,0.0047567750223044625,synthetic_forward_state
bimodal,15.0,0.3,0.1,13,208.3218513402464,0.001652226892441458,synthetic_forward_state
bimodal,15.0,0.3,0.1,14,288.66717952704414,0.00033933954259866714,synthetic_forward_state
bimodal,15.0,0.3,0.1,15,400.0,4.121041250605639e-05,synthetic_forward_state
bimodal,15.0,0.3,0.25,0,3.0,3.926614373094767e-05,synthetic_forward_state
bimodal,15.0,0.3,0.25,1,4.157036494298019,0.0016016129623731376,synthetic_forward_state
bimodal,15.0,0.3,0.25,2,5.760317471641877,0.020029229543327042,synthetic_forward_state
bimodal,15.0,0.3,0.25,3,7.981949982785926,0.07679594692119467,synthetic_forward_state
bimodal,15.0,0.3,0.25,4,11.060419124700841,0.0902778587426203,synthetic_forward_state
bimodal,15.0,0.3,0.25,5,15.326188647871078,0.03254576227659789,synthetic_forward_state
bimodal,15.0,0.3,0.25,6,21.237175175898688,0.0037048548375149563,synthetic_forward_state
bimodal,15.0,0.3,0.25,7,29.42790408067032,0.001010164413080657,synthetic_forward_state
bimodal,15.0,0.3,0.25,8,40.777623738016025,0.004270022053228976,synthetic_forward_state
bimodal,15.0,0.3,0.25,9,56.50469000989538,0.012129077962055151,synthetic_forward_state
bimodal,15.0,0.3,0.25,10,78.29735282337724,0.020378001699462914,synthetic_forward_state
bimodal,15.0,0.3,0.25,11,108.49498436456926,0.0202443227701868,synthetic_forward_state
bimodal,15.0,0.3,0.25,12,150.33920315060243,0.011891937555761158,synthetic_forward_state
bimodal,15.0,0.3,0.25,13,208.3218513402464,0.0041305672311036466,synthetic_forward_state
bimodal,15.0,0.3,0.25,14,288.66717952704414,0.0008483488564966679,synthetic_forward_state
bimodal,15.0,0.3,0.25,15,400.0,0.00010302603126514102,synthetic_forward_state
bimodal,15.0,0.45,0.0,0,3.0,0.00028082050909055496,synthetic_forward_state
bimodal,15.0,0.45,0.0,1,4.157036494298019,0.002513786450309921,synthetic_forward_state
bimodal,15.0,0.45,0.0,2,5.760317471641877,0.013305636290085292,synthetic_forward_state
bimodal,15.0,0.45,0.0,3,7.981949982785926,0.04164382596378874,synthetic_forward_state
bimodal,15.0,0.45,0.0,4,11.060419124700841,0.07706786110317226,synthetic_forward_state
bimodal,15.0,0.45,0.0,5,15.326188647871078,0.08433419374727837,synthetic_forward_state
bimodal,15.0,0.45,0.0,6,21.237175175898688,0.05456847247802779,synthetic_forward_state
bimodal,15.0,0.45,0.0,7,29.42790408067032,0.020877938047434198,synthetic_forward_state
bimodal,15.0,0.45,0.0,8,40.777623738016025,0.004723252035413804,synthetic_forward_state
bimodal,15.0,0.45,0.0,9,56.50469000989538,0.0006318330574648654,synthetic_forward_state
bimodal,15.0,0.45,0.0,10,78.29735282337724,4.9977125860181577e-05,synthetic_forward_state
bimodal,15.0,0.45,0.0,11,108.49498436456926,2.3374800718560618e-06,synthetic_forward_state
bimodal,15.0,0.45,0.0,12,150.33920315060243,6.464460193604684e-08,synthetic_forward_state
bimodal,15.0,0.45,0.0,13,208.3218513402464,1.0571200797851598e-09,synthetic_forward_state
bimodal,15.0,0.45,0.0,14,288.66717952704414,1.0221722514135758e-11,synthetic_forward_state
bimodal,15.0,0.45,0.0,15,400.0,5.844287338455204e-14,synthetic_forward_state
bimodal,15.0,0.45,0.05,0,3.0,0.0002667794836372524,synthetic_forward_state
bimodal,15.0,0.45,0.05,1,4.157036494298019,0.0023880971280273756,synthetic_forward_state
bimodal,15.0,0.45,0.05,2,5.760317471641877,0.012640354501771044,synthetic_forward_state
bimodal,15.0,0.45,0.05,3,7.981949982785926,0.03956163640666759,synthetic_forward_state
bimodal,15.0,0.45,0.05,4,11.060419124700841,0.0732145364869904,synthetic_forward_state
bimodal,15.0,0.45,0.05,5,15.326188647871078,0.08011907479887363,synthetic_forward_state
bimodal,15.0,0.45,0.05,6,21.237175175898688,0.0518619114655401,synthetic_forward_state
bimodal,15.0,0.45,0.05,7,29.42790408067032,0.020011710637613176,synthetic_forward_state
bimodal,15.0,0.45,0.05,8,40.777623738016025,0.005340840769755406,synthetic_forward_state
bimodal,15.0,0.45,0.05,9,56.50469000989538,0.003026056191018479,synthetic_forward_state
bimodal,15.0,0.45,0.05,10,78.29735282337724,0.004123078608672765,synthetic_forward_state
bimodal,15.0,0.45,0.05,11,108.49498436456926,0.004051085160105391,synthetic_forward_state
bimodal,15.0,0.45,0.05,12,150.33920315060243,0.002378448923524073,synthetic_forward_state
bimodal,15.0,0.45,0.05,13,208.3218513402464,0.0008261144504848058,synthetic_forward_state
bimodal,15.0,0.45,0.05,14,288.66717952704414,0.00016966978100997013,synthetic_forward_state
bimodal,15.0,0.45,0.05,15,400.0,2.060520630854895e-05,synthetic_forward_state
bimodal,15.0,0.45,0.1,0,3.0,0.00025273845818394984,synthetic_forward_state
bimodal,15.0,0.45,0.1,1,4.157036494298019,0.0022624078057448295,synthetic_forward_state
bimodal,15.0,0.45,0.1,2,5.760317471641877,0.0119750727134568,synthetic_forward_state
bimodal,15.0,0.45,0.1,3,7.981949982785926,0.037479446849546454,synthetic_forward_state
bimodal,15.0,0.45,0.1,4,11.060419124700841,0.06936121187080856,synthetic_forward_state
bimodal,15.0,0.45,0.1,5,15.326188647871078,0.07590395585046888,synthetic_forward_state
bimodal,15.0,0.45,0.1,6,21.237175175898688,0.049155350453052415,synthetic_forward_state
bimodal,15.0,0.45,0.1,7,29.42790408067032,0.01914548322779215,synthetic_forward_state
bimodal,15.0,0.45,0.1,8,40.777623738016025,0.005958429504097006,synthetic_forward_state
bimodal,15.0,0.45,0.1,9,56.50469000989538,0.005420279324572088,synthetic_forward_state
bimodal,15.0,0.45,0.1,10,78.29735282337724,0.008196180091485337,synthetic_forward_state
bimodal,15.0,0.45,0.1,11,108.49498436456926,0.008099832840138916,synthetic_forward_state
bimodal,15.0,0.45,0.1,12,150.33920315060243,0.004756833202446205,synthetic_forward_state
bimodal,15.0,0.45,0.1,13,208.3218513402464,0.00165222784384953,synthetic_forward_state
bimodal,15.0,0.45,0.1,14,288.66717952704414,0.0003393395517982174,synthetic_forward_state
bimodal,15.0,0.45,0.1,15,400.0,4.121041255865498e-05,synthetic_forward_state
bimodal,15.0,0.45,0.25,0,3.0,0.00021061538182404213,synthetic_forward_state
bimodal,15.0,0.45,0.25,1,4.157036494298019,0.0018853398388971928,synthetic_forward_state
bimodal,15.0,0.45,0.25,2,5.760317471641877,0.009979227348514063,synthetic_forward_state
bimodal,15.0,0.45,0.25,3,7.981949982785926,0.031232878178183012,synthetic_forward_state
bimodal,15.0,0.45,0.25,4,11.060419124700841,0.057801238022262995,synthetic_forward_state
bimodal,15.0,0.45,0.25,5,15.326188647871078,0.0632585990052547,synthetic_forward_state
bimodal,15.0,0.45,0.25,6,21.237175175898688,0.041035667415589366,synthetic_forward_state
bimodal,15.0,0.45,0.25,7,29.42790408067032,0.016546800998329086,synthetic_forward_state
bimodal,15.0,0.45,0.25,8,40.777623738016025,0.007811195707121808,synthetic_forward_state
bimodal,15.0,0.45,0.25,9,56.50469000989538,0.012602948725232923,synthetic_forward_state
bimodal,15.0,0.45,0.25,10,78.29735282337724,0.020415484539923076,synthetic_forward_state
bimodal,15.0,0.45,0.25,11,108.49498436456926,0.020246075880239512,synthetic_forward_state
bimodal,15.0,0.45,0.25,12,150.33920315060243,0.011891986039212609,synthetic_forward_state
bimodal,15.0,0.45,0.25,13,208.3218513402464,0.004130568023943707,synthetic_forward_state
bimodal,15.0,0.45,0.25,14,288.66717952704414,0.0008483488641629599,synthetic_forward_state
bimodal,15.0,0.45,0.25,15,400.0,0.00010302603130897317,synthetic_forward_state
bimodal,15.0,0.65,0.0,0,3.0,0.00021262394824580905,synthetic_forward_state
bimodal,15.0,0.65,0.0,1,4.157036494298019,0.0010119136553446686,synthetic_forward_state
bimodal,15.0,0.65,0.0,2,5.760317471641877,0.003743729526714711,synthetic_forward_state
bimodal,15.0,0.65,0.0,3,7.981949982785926,0.010767012142340545,synthetic_forward_state
bimodal,15.0,0.65,0.0,4,11.060419124700841,0.024072193784524135,synthetic_forward_state
bimodal,15.0,0.65,0.0,5,15.326188647871078,0.04183751382574661,synthetic_forward_state
bimodal,15.0,0.65,0.0,6,21.237175175898688,0.05652568016416521,synthetic_forward_state
