family,peak_C,hold_h,rho_target,both_attain,G_reference_over_G_fast,D50_difference_nm,D90_difference_nm,large_tail_difference,connected_fine_difference,useful_closed_difference,Zener_difference,density_span_ratio_above_1p2,density_span_ratio_above_1p5,density_span_ratio_above_2p0
bimodal,1500,20,0.9,True,0.10059993894403559,-6.917738602530008,-3.0869866679192057,-0.043547092173847834,-2.0914728646640492e-239,-9.17172344304666e-05,-32772.5688383203,0.0,0.0,0.0
bimodal,1500,20,0.92,True,0.124755079369223,-3.261510919423074,-2.397937193313851,-0.04383539284931987,-2.0914728646640492e-239,-9.240105037183508e-05,-32827.29794283114,0.0,0.0,0.0
bimodal,1500,20,0.95,True,0.17458534557669902,-74.40255758917402,-376.56619729513545,-0.32546537625145816,0.0,-1.733937885832006e-05,-10649.152682947932,0.0,0.0,0.0
discrete_bin,1300,0,0.75,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.8,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.85,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.88,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,0,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,1,0.75,True,0.08972068601576193,-6.76884989152876,-87.8395641462582,0.03520403003329736,-1.3288270191813264e-22,-0.0021705890960948093,-65918.82968164259,0.0,0.0,0.0
discrete_bin,1300,1,0.8,True,0.15021761807640696,1.712493076078843,-71.98652402774033,-0.03494622316644544,-1.3286670771714376e-22,-0.0022093766516691274,-66221.35065328261,0.0,0.0,0.0
discrete_bin,1300,1,0.85,True,0.20957990619435607,-40.857915582607404,-217.32530297368035,-0.0286573173701217,-4.815184899848603e-24,9.073288942255572e-06,-35788.14549822034,0.0,0.0,0.0
discrete_bin,1300,1,0.88,True,0.2989817025179945,-28.292806382069585,-207.63765151256942,-0.14105461627937535,-4.792745596654114e-24,2.084002771568835e-06,-35897.84426886967,0.0,0.0,0.0
discrete_bin,1300,1,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,1,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,1,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,2,0.75,True,0.08972068601576193,-6.76884989152876,-87.8395641462582,0.03520403003329736,-1.3288270191813264e-22,-0.0021705890960948093,-65918.82968164259,0.0,0.0,0.0
discrete_bin,1300,2,0.8,True,0.15021761807640696,1.712493076078843,-71.98652402774033,-0.03494622316644544,-1.3286670771714376e-22,-0.0022093766516691274,-66221.35065328261,0.0,0.0,0.0
discrete_bin,1300,2,0.85,True,0.20259080079607658,-51.21070342570502,-241.4592409595082,-0.0592231111052543,-7.804400259421485e-18,1.8605250297393992e-05,-24772.668648234787,0.0,0.0,0.0
discrete_bin,1300,2,0.88,True,0.28901121121947526,-38.6455942251672,-231.77158949839728,-0.17162041001450795,-7.804400236982182e-18,1.1615964126707257e-05,-24882.367418884107,0.0,0.0,0.0
discrete_bin,1300,2,0.9,True,0.3634952265950499,-22.298069160715357,-208.5202733444315,-0.14938584780385245,-7.804400216409928e-18,2.7716466990668334e-06,-24938.421404634453,0.0,0.0,0.0
discrete_bin,1300,2,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,2,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,8,0.75,True,0.08972068601576193,-6.76884989152876,-87.8395641462582,0.03520403003329736,-1.3288270191813264e-22,-0.0021705890960948093,-65918.82968164259,0.0,0.0,0.0
discrete_bin,1300,8,0.8,True,0.15021761807640696,1.712493076078843,-71.98652402774033,-0.03494622316644544,-1.3286670771714376e-22,-0.0022093766516691274,-66221.35065328261,0.0,0.0,0.0
discrete_bin,1300,8,0.85,True,0.20259080079607658,-51.21070342570502,-241.4592409595082,-0.0592231111052543,-7.804400259421485e-18,1.8605250297393992e-05,-24772.668648234787,0.0,0.0,0.0
discrete_bin,1300,8,0.88,True,0.28901121121947526,-38.6455942251672,-231.77158949839728,-0.17162041001450795,-7.804400236982182e-18,1.1615964126707257e-05,-24882.367418884107,0.0,0.0,0.0
discrete_bin,1300,8,0.9,True,0.3634952265950499,-22.298069160715357,-208.5202733444315,-0.14938584780385245,-7.804400216409928e-18,2.7716466990668334e-06,-24938.421404634453,0.0,0.0,0.0
discrete_bin,1300,8,0.92,True,0.4046589040720508,-39.88777790097791,-254.29730583740138,-0.11294021666710086,-2.3543862377749744e-20,3.2656888638875743e-06,-11135.969037521736,0.0,0.0,0.0
discrete_bin,1300,8,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1300,20,0.75,True,0.08972068601576193,-6.76884989152876,-87.8395641462582,0.03520403003329736,-1.3288270191813264e-22,-0.0021705890960948093,-65918.82968164259,0.0,0.0,0.0
discrete_bin,1300,20,0.8,True,0.15021761807640696,1.712493076078843,-71.98652402774033,-0.03494622316644544,-1.3286670771714376e-22,-0.0022093766516691274,-66221.35065328261,0.0,0.0,0.0
discrete_bin,1300,20,0.85,True,0.20259080079607658,-51.21070342570502,-241.4592409595082,-0.0592231111052543,-7.804400259421485e-18,1.8605250297393992e-05,-24772.668648234787,0.0,0.0,0.0
discrete_bin,1300,20,0.88,True,0.28901121121947526,-38.6455942251672,-231.77158949839728,-0.17162041001450795,-7.804400236982182e-18,1.1615964126707257e-05,-24882.367418884107,0.0,0.0,0.0
discrete_bin,1300,20,0.9,True,0.3634952265950499,-22.298069160715357,-208.5202733444315,-0.14938584780385245,-7.804400216409928e-18,2.7716466990668334e-06,-24938.421404634453,0.0,0.0,0.0
discrete_bin,1300,20,0.92,True,0.4046589040720508,-39.88777790097791,-254.29730583740138,-0.11294021666710086,-2.3543862377749744e-20,3.2656888638875743e-06,-11135.969037521736,0.0,0.0,0.0
discrete_bin,1300,20,0.95,True,0.5106430124654873,-41.166570898754856,-251.98246820764075,-0.08762571134442215,-1.6002670819628174e-21,7.706322945906159e-07,-1262.2550624345602,0.0,0.0,0.0
discrete_bin,1350,0,0.75,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.8,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.85,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.88,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,0,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,1,0.75,True,0.055800881187960644,-22.161737961780545,-123.68393386617058,-0.0042584006451845124,3.13816742912151e-26,-0.0015385714719121503,-56559.061527170335,0.0,0.0,0.0
discrete_bin,1350,1,0.8,True,0.09342634158133226,-13.680394994172943,-107.83089374765271,-0.07440865384492731,4.737587528007635e-26,-0.0015773590274864686,-56861.58249881037,0.0,0.0,0.0
discrete_bin,1350,1,0.85,True,0.1351827929815966,2.567907831990354,-95.07557633541458,-0.029142757189644597,6.694038438128947e-26,-0.0016174048577624394,-57014.029570187035,0.0,0.0,0.0
discrete_bin,1350,1,0.88,True,0.18591834763886383,-43.648358470524045,-221.62501095277284,-0.1046735134726696,-2.1732423634543294e-20,7.828103764797016e-06,-29578.22364776023,0.0,0.0,0.0
discrete_bin,1350,1,0.9,True,0.2338332537966683,-27.3008334060722,-198.37369479880707,-0.08243895126201409,-2.173240306228996e-20,-1.016213662843408e-06,-29634.277633510577,0.0,0.0,0.0
discrete_bin,1350,1,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,1,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,2,0.75,True,0.055800881187960644,-22.161737961780545,-123.68393386617058,-0.0042584006451845124,3.13816742912151e-26,-0.0015385714719121503,-56559.061527170335,0.0,0.0,0.0
discrete_bin,1350,2,0.8,True,0.09342634158133226,-13.680394994172943,-107.83089374765271,-0.07440865384492731,4.737587528007635e-26,-0.0015773590274864686,-56861.58249881037,0.0,0.0,0.0
discrete_bin,1350,2,0.85,True,0.1351827929815966,2.567907831990354,-95.07557633541458,-0.029142757189644597,6.694038438128947e-26,-0.0016174048577624394,-57014.029570187035,0.0,0.0,0.0
discrete_bin,1350,2,0.88,True,0.17969295673708668,-71.82028573087828,-259.95640359898516,-0.1505729460795,-6.063048433098729e-22,1.6188582608328407e-05,-18370.99727570976,0.0,0.0,0.0
discrete_bin,1350,2,0.9,True,0.22600345416039813,-55.47276066642644,-236.70508744501936,-0.1283383838688445,-6.062842710565376e-22,7.3442651806879835e-06,-18427.051261460107,0.0,0.0,0.0
discrete_bin,1350,2,0.92,True,0.2826063175264257,-44.09901669548472,-218.62583304543983,-0.10882738345871115,-6.062577476349783e-22,2.281041082458196e-06,-18472.954978972353,0.0,0.0,0.0
discrete_bin,1350,2,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1350,8,0.75,True,0.055800881187960644,-22.161737961780545,-123.68393386617058,-0.0042584006451845124,3.13816742912151e-26,-0.0015385714719121503,-56559.061527170335,0.0,0.0,0.0
discrete_bin,1350,8,0.8,True,0.09342634158133226,-13.680394994172943,-107.83089374765271,-0.07440865384492731,4.737587528007635e-26,-0.0015773590274864686,-56861.58249881037,0.0,0.0,0.0
discrete_bin,1350,8,0.85,True,0.1351827929815966,2.567907831990354,-95.07557633541458,-0.029142757189644597,6.694038438128947e-26,-0.0016174048577624394,-57014.029570187035,0.0,0.0,0.0
discrete_bin,1350,8,0.88,True,0.17969295673708668,-71.82028573087828,-259.95640359898516,-0.1505729460795,-6.063048433098729e-22,1.6188582608328407e-05,-18370.99727570976,0.0,0.0,0.0
discrete_bin,1350,8,0.9,True,0.22600345416039813,-55.47276066642644,-236.70508744501936,-0.1283383838688445,-6.062842710565376e-22,7.3442651806879835e-06,-18427.051261460107,0.0,0.0,0.0
discrete_bin,1350,8,0.92,True,0.2826063175264257,-44.09901669548472,-218.62583304543983,-0.10882738345871115,-6.062577476349783e-22,2.281041082458196e-06,-18472.954978972353,0.0,0.0,0.0
discrete_bin,1350,8,0.95,True,0.4529737494441302,-35.73223335563665,-197.86295195818406,-0.04377463888397558,-1.8645229592495577e-20,7.454732392144429e-07,-4005.071880849634,0.0,0.0,0.0
discrete_bin,1350,20,0.75,True,0.055800881187960644,-22.161737961780545,-123.68393386617058,-0.0042584006451845124,3.13816742912151e-26,-0.0015385714719121503,-56559.061527170335,0.0,0.0,0.0
discrete_bin,1350,20,0.8,True,0.09342634158133226,-13.680394994172943,-107.83089374765271,-0.07440865384492731,4.737587528007635e-26,-0.0015773590274864686,-56861.58249881037,0.0,0.0,0.0
discrete_bin,1350,20,0.85,True,0.1351827929815966,2.567907831990354,-95.07557633541458,-0.029142757189644597,6.694038438128947e-26,-0.0016174048577624394,-57014.029570187035,0.0,0.0,0.0
discrete_bin,1350,20,0.88,True,0.17969295673708668,-71.82028573087828,-259.95640359898516,-0.1505729460795,-6.063048433098729e-22,1.6188582608328407e-05,-18370.99727570976,0.0,0.0,0.0
discrete_bin,1350,20,0.9,True,0.22600345416039813,-55.47276066642644,-236.70508744501936,-0.1283383838688445,-6.062842710565376e-22,7.3442651806879835e-06,-18427.051261460107,0.0,0.0,0.0
discrete_bin,1350,20,0.92,True,0.2826063175264257,-44.09901669548472,-218.62583304543983,-0.10882738345871115,-6.062577476349783e-22,2.281041082458196e-06,-18472.954978972353,0.0,0.0,0.0
discrete_bin,1350,20,0.95,True,0.4529737494441302,-35.73223335563665,-197.86295195818406,-0.04377463888397558,-1.8645229592495577e-20,7.454732392144429e-07,-4005.071880849634,0.0,0.0,0.0
discrete_bin,1400,0,0.75,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.8,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.85,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.88,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,0,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,1,0.75,True,0.9030946940417619,3.949476153071558,-34.452933345733726,-0.033644440469156656,4.0150257199247287e-26,2.07917170061528e-05,-119095.99996222158,0.0,0.0,0.0
discrete_bin,1400,1,0.8,True,0.06060137988303061,-29.56144722249755,-125.47300517567149,0.0009750462193657827,-6.294337143933858e-23,-0.0008529331221181575,-41530.730015278314,0.0,0.0,0.0
discrete_bin,1400,1,0.85,True,0.08768687344987228,-13.313144396334252,-112.71768776343336,0.0462409428746485,-6.292380693023736e-23,-0.0008929789523941283,-41683.17708665498,0.0,0.0,0.0
discrete_bin,1400,1,0.88,True,0.12509200518589006,-0.7480351957964331,-103.03003630232243,-0.06615635603460515,-6.290136762704286e-23,-0.000899968238564815,-41792.8758573043,0.0,0.0,0.0
discrete_bin,1400,1,0.9,True,0.15150199754545887,-56.07200947203458,-192.0839942032654,-0.10503678697838637,-3.385062343061717e-24,5.257968913623261e-06,-17803.351134880184,0.0,0.0,0.0
discrete_bin,1400,1,0.92,True,0.18944587277782465,-44.69826550109286,-174.00473980368588,-0.08552578656825302,-3.358538921502392e-24,1.9474481539347354e-07,-17849.25485239243,0.0,0.0,0.0
discrete_bin,1400,1,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1400,2,0.75,True,0.9030946940417619,3.949476153071558,-34.452933345733726,-0.033644440469156656,4.0150257199247287e-26,2.07917170061528e-05,-119095.99996222158,0.0,0.0,0.0
discrete_bin,1400,2,0.8,True,0.06060137988303061,-29.56144722249755,-125.47300517567149,0.0009750462193657827,-6.294337143933858e-23,-0.0008529331221181575,-41530.730015278314,0.0,0.0,0.0
discrete_bin,1400,2,0.85,True,0.08768687344987228,-13.313144396334252,-112.71768776343336,0.0462409428746485,-6.292380693023736e-23,-0.0008929789523941283,-41683.17708665498,0.0,0.0,0.0
discrete_bin,1400,2,0.88,True,0.12509200518589006,-0.7480351957964331,-103.03003630232243,-0.06615635603460515,-6.290136762704286e-23,-0.000899968238564815,-41792.8758573043,0.0,0.0,0.0
discrete_bin,1400,2,0.9,True,0.14628331801900787,-73.43163802138426,-192.41062833859192,-0.1373796312653811,-5.051888339057779e-18,8.6534553247005e-06,-8269.842695542708,0.0,0.0,0.0
discrete_bin,1400,2,0.92,True,0.18292016807654093,-62.05789405044254,-174.3313739390124,-0.11786863085524776,-5.0518883125343575e-18,3.5902312264707122e-06,-8315.746413054958,0.0,0.0,0.0
discrete_bin,1400,2,0.95,True,0.34614202889282586,-25.9541694346201,-130.32000241009604,-0.1546747635466718,-5.051888147054902e-18,-3.092631016850845e-07,-8412.28543222978,0.0,0.0,0.0
discrete_bin,1400,8,0.75,True,0.9030946940417619,3.949476153071558,-34.452933345733726,-0.033644440469156656,4.0150257199247287e-26,2.07917170061528e-05,-119095.99996222158,0.0,0.0,0.0
discrete_bin,1400,8,0.8,True,0.06060137988303061,-29.56144722249755,-125.47300517567149,0.0009750462193657827,-6.294337143933858e-23,-0.0008529331221181575,-41530.730015278314,0.0,0.0,0.0
discrete_bin,1400,8,0.85,True,0.08768687344987228,-13.313144396334252,-112.71768776343336,0.0462409428746485,-6.292380693023736e-23,-0.0008929789523941283,-41683.17708665498,0.0,0.0,0.0
discrete_bin,1400,8,0.88,True,0.12509200518589006,-0.7480351957964331,-103.03003630232243,-0.06615635603460515,-6.290136762704286e-23,-0.000899968238564815,-41792.8758573043,0.0,0.0,0.0
discrete_bin,1400,8,0.9,True,0.14628331801900787,-73.43163802138426,-192.41062833859192,-0.1373796312653811,-5.051888339057779e-18,8.6534553247005e-06,-8269.842695542708,0.0,0.0,0.0
discrete_bin,1400,8,0.92,True,0.18292016807654093,-62.05789405044254,-174.3313739390124,-0.11786863085524776,-5.0518883125343575e-18,3.5902312264707122e-06,-8315.746413054958,0.0,0.0,0.0
discrete_bin,1400,8,0.95,True,0.34614202889282586,-25.9541694346201,-130.32000241009604,-0.1546747635466718,-5.051888147054902e-18,-3.092631016850845e-07,-8412.28543222978,0.0,0.0,0.0
discrete_bin,1400,20,0.75,True,0.9030946940417619,3.949476153071558,-34.452933345733726,-0.033644440469156656,4.0150257199247287e-26,2.07917170061528e-05,-119095.99996222158,0.0,0.0,0.0
discrete_bin,1400,20,0.8,True,0.06060137988303061,-29.56144722249755,-125.47300517567149,0.0009750462193657827,-6.294337143933858e-23,-0.0008529331221181575,-41530.730015278314,0.0,0.0,0.0
discrete_bin,1400,20,0.85,True,0.08768687344987228,-13.313144396334252,-112.71768776343336,0.0462409428746485,-6.292380693023736e-23,-0.0008929789523941283,-41683.17708665498,0.0,0.0,0.0
discrete_bin,1400,20,0.88,True,0.12509200518589006,-0.7480351957964331,-103.03003630232243,-0.06615635603460515,-6.290136762704286e-23,-0.000899968238564815,-41792.8758573043,0.0,0.0,0.0
discrete_bin,1400,20,0.9,True,0.14628331801900787,-73.43163802138426,-192.41062833859192,-0.1373796312653811,-5.051888339057779e-18,8.6534553247005e-06,-8269.842695542708,0.0,0.0,0.0
discrete_bin,1400,20,0.92,True,0.18292016807654093,-62.05789405044254,-174.3313739390124,-0.11786863085524776,-5.0518883125343575e-18,3.5902312264707122e-06,-8315.746413054958,0.0,0.0,0.0
discrete_bin,1400,20,0.95,True,0.34614202889282586,-25.9541694346201,-130.32000241009604,-0.1546747635466718,-5.051888147054902e-18,-3.092631016850845e-07,-8412.28543222978,0.0,0.0,0.0
discrete_bin,1450,0,0.75,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.8,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.85,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.88,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,0,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1450,1,0.75,True,0.5790704104191434,-1.846412672434397,-43.63563476546665,-0.06116372068624548,-9.633543726459972e-26,-4.138579423049749e-05,-109199.73554676848,0.0,0.0,0.0
discrete_bin,1450,1,0.8,True,0.9695264449539487,6.634930295173206,-27.78259464694878,-0.13131397388598828,-8.034123627573848e-26,-8.017334980481574e-05,-109502.25651840851,0.0,0.0,0.0
discrete_bin,1450,1,0.85,True,0.058623565101719496,-35.306471997959704,-122.20180345447741,0.02151616473860468,5.760117362009193e-26,-0.0001788367693015764,-23042.359858400465,0.0,0.0,0.0
discrete_bin,1450,1,0.88,True,0.0836309817103,-22.741362797421885,-112.51415199336648,-0.09088113417064897,8.00404768145815e-26,-0.00018582605547226311,-23152.058629049785,0.0,0.0,0.0
discrete_bin,1450,1,0.9,True,0.10518437163348174,-6.3938377329700415,-89.26283583940071,-0.06864657195999346,1.0061273014997829e-25,-0.00019467037289990356,-23208.11261480013,0.0,0.0,0.0
discrete_bin,1450,1,0.92,True,0.13152793632778934,4.979906237971676,-71.18358143982118,-0.04913557154986012,1.2713615170930247e-25,-0.00019973359699813334,-23254.016332312378,0.0,0.0,0.0
discrete_bin,1450,1,0.95,True,0.23930933637664328,-26.227900041371015,-92.95865537855451,-0.11733602512820974,-6.964312964737995e-20,-9.062877066980007e-07,-5186.492351053903,0.0,0.0,0.0
discrete_bin,1450,2,0.75,True,0.5790704104191434,-1.846412672434397,-43.63563476546665,-0.06116372068624548,-9.633543726459972e-26,-4.138579423049749e-05,-109199.73554676848,0.0,0.0,0.0
discrete_bin,1450,2,0.8,True,0.9695264449539487,6.634930295173206,-27.78259464694878,-0.13131397388598828,-8.034123627573848e-26,-8.017334980481574e-05,-109502.25651840851,0.0,0.0,0.0
discrete_bin,1450,2,0.85,True,0.058623565101719496,-35.306471997959704,-122.20180345447741,0.02151616473860468,5.760117362009193e-26,-0.0001788367693015764,-23042.359858400465,0.0,0.0,0.0
discrete_bin,1450,2,0.88,True,0.0836309817103,-22.741362797421885,-112.51415199336648,-0.09088113417064897,8.00404768145815e-26,-0.00018582605547226311,-23152.058629049785,0.0,0.0,0.0
discrete_bin,1450,2,0.9,True,0.10518437163348174,-6.3938377329700415,-89.26283583940071,-0.06864657195999346,1.0061273014997829e-25,-0.00019467037289990356,-23208.11261480013,0.0,0.0,0.0
discrete_bin,1450,2,0.92,True,0.13152793632778934,4.979906237971676,-71.18358143982118,-0.04913557154986012,1.2713615170930247e-25,-0.00019973359699813334,-23254.016332312378,0.0,0.0,0.0
discrete_bin,1450,2,0.95,True,0.23076668641142029,-49.39830331573776,-97.60059363146979,0.033191667651770285,-2.8344358673408374e-21,9.70560301296287e-07,-1396.9099762684837,0.0,0.0,0.0
discrete_bin,1450,8,0.75,True,0.5790704104191434,-1.846412672434397,-43.63563476546665,-0.06116372068624548,-9.633543726459972e-26,-4.138579423049749e-05,-109199.73554676848,0.0,0.0,0.0
discrete_bin,1450,8,0.8,True,0.9695264449539487,6.634930295173206,-27.78259464694878,-0.13131397388598828,-8.034123627573848e-26,-8.017334980481574e-05,-109502.25651840851,0.0,0.0,0.0
discrete_bin,1450,8,0.85,True,0.058623565101719496,-35.306471997959704,-122.20180345447741,0.02151616473860468,5.760117362009193e-26,-0.0001788367693015764,-23042.359858400465,0.0,0.0,0.0
discrete_bin,1450,8,0.88,True,0.0836309817103,-22.741362797421885,-112.51415199336648,-0.09088113417064897,8.00404768145815e-26,-0.00018582605547226311,-23152.058629049785,0.0,0.0,0.0
discrete_bin,1450,8,0.9,True,0.10518437163348174,-6.3938377329700415,-89.26283583940071,-0.06864657195999346,1.0061273014997829e-25,-0.00019467037289990356,-23208.11261480013,0.0,0.0,0.0
discrete_bin,1450,8,0.92,True,0.13152793632778934,4.979906237971676,-71.18358143982118,-0.04913557154986012,1.2713615170930247e-25,-0.00019973359699813334,-23254.016332312378,0.0,0.0,0.0
discrete_bin,1450,8,0.95,True,0.23076668641142029,-49.39830331573776,-97.60059363146979,0.033191667651770285,-2.8344358673408374e-21,9.70560301296287e-07,-1396.9099762684837,0.0,0.0,0.0
discrete_bin,1450,20,0.75,True,0.5790704104191434,-1.846412672434397,-43.63563476546665,-0.06116372068624548,-9.633543726459972e-26,-4.138579423049749e-05,-109199.73554676848,0.0,0.0,0.0
discrete_bin,1450,20,0.8,True,0.9695264449539487,6.634930295173206,-27.78259464694878,-0.13131397388598828,-8.034123627573848e-26,-8.017334980481574e-05,-109502.25651840851,0.0,0.0,0.0
discrete_bin,1450,20,0.85,True,0.058623565101719496,-35.306471997959704,-122.20180345447741,0.02151616473860468,5.760117362009193e-26,-0.0001788367693015764,-23042.359858400465,0.0,0.0,0.0
discrete_bin,1450,20,0.88,True,0.0836309817103,-22.741362797421885,-112.51415199336648,-0.09088113417064897,8.00404768145815e-26,-0.00018582605547226311,-23152.058629049785,0.0,0.0,0.0
discrete_bin,1450,20,0.9,True,0.10518437163348174,-6.3938377329700415,-89.26283583940071,-0.06864657195999346,1.0061273014997829e-25,-0.00019467037289990356,-23208.11261480013,0.0,0.0,0.0
discrete_bin,1450,20,0.92,True,0.13152793632778934,4.979906237971676,-71.18358143982118,-0.04913557154986012,1.2713615170930247e-25,-0.00019973359699813334,-23254.016332312378,0.0,0.0,0.0
discrete_bin,1450,20,0.95,True,0.23076668641142029,-49.39830331573776,-97.60059363146979,0.033191667651770285,-2.8344358673408374e-21,9.70560301296287e-07,-1396.9099762684837,0.0,0.0,0.0
discrete_bin,1500,0,0.75,True,0.5312660105013854,-3.073031472612982,-46.17416482320144,-0.06768017736835041,4.0143801432587857e-26,5.857147829889273e-05,-107089.50782306294,0.0,0.0,0.0
discrete_bin,1500,0,0.8,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,0,0.85,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,0,0.88,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,0,0.9,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,0,0.92,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,0,0.95,False,,,,,,,,0.0,0.0,0.0
discrete_bin,1500,1,0.75,True,0.5312660105013854,-3.073031472612982,-46.17416482320144,-0.06768017736835041,4.0143801432587857e-26,5.857147829889273e-05,-107089.50782306294,0.0,0.0,0.0
discrete_bin,1500,1,0.8,True,0.6358503821203306,-1.0274650217881458,-41.954742011357496,-0.041298102634127504,5.612692192639792e-26,2.4189589874722332e-05,-97800.05181206163,0.0,0.0,0.0
discrete_bin,1500,1,0.85,True,0.04018223163975514,-52.17424623266024,-130.71625785791113,-0.01253594001862679,-2.63341393689978e-22,-0.0005727251388291557,-12939.613532651512,0.0,0.0,0.0
discrete_bin,1500,1,0.88,True,0.05732301461899377,-39.60913703212242,-121.0286063968002,-0.12493323892788044,-2.633189543867835e-22,-0.0005797144249998424,-13049.312303300834,0.0,0.0,0.0
discrete_bin,1500,1,0.9,True,0.07209631107431033,-23.261611967670575,-97.77729024283443,-0.10269867671722493,-2.632983821334481e-22,-0.0005885587424274829,-13105.366289051177,0.0,0.0,0.0
discrete_bin,1500,1,0.92,True,0.09015292733309352,-11.887867996728858,-79.6980358432549,-0.08318767630709159,-2.632718587118888e-22,-0.0005936219665257127,-13151.270006563427,0.0,0.0,0.0
discrete_bin,1500,1,0.95,True,0.1637578013009422,-43.406054250688044,-88.22848025715678,0.04662842579432621,-3.5108270424079693e-23,1.0839034629807976e-06,-1558.723010401077,0.0,0.0,0.0
discrete_bin,1500,2,0.75,True,0.5312660105013854,-3.073031472612982,-46.17416482320144,-0.06768017736835041,4.0143801432587857e-26,5.857147829889273e-05,-107089.50782306294,0.0,0.0,0.0
discrete_bin,1500,2,0.8,True,0.6358503821203306,-1.0274650217881458,-41.954742011357496,-0.041298102634127504,5.612692192639792e-26,2.4189589874722332e-05,-97800.05181206163,0.0,0.0,0.0
discrete_bin,1500,2,0.85,True,0.04018223163975514,-52.17424623266024,-130.71625785791113,-0.01253594001862679,-2.63341393689978e-22,-0.0005727251388291557,-12939.613532651512,0.0,0.0,0.0
discrete_bin,1500,2,0.88,True,0.05732301461899377,-39.60913703212242,-121.0286063968002,-0.12493323892788044,-2.633189543867835e-22,-0.0005797144249998424,-13049.312303300834,0.0,0.0,0.0
discrete_bin,1500,2,0.9,True,0.07209631107431033,-23.261611967670575,-97.77729024283443,-0.10269867671722493,-2.632983821334481e-22,-0.0005885587424274829,-13105.366289051177,0.0,0.0,0.0
discrete_bin,1500,2,0.92,True,0.09015292733309352,-11.887867996728858,-79.6980358432549,-0.08318767630709159,-2.632718587118888e-22,-0.0005936219665257127,-13151.270006563427,0.0,0.0,0.0
discrete_bin,1500,2,0.95,True,0.15768913258720063,-72.79236419643132,-91.4128677509691,0.05389621919604636,-1.6092643018339728e-16,-2.4918397060160236e-07,-42.662529141376645,0.0,0.0,0.0
discrete_bin,1500,8,0.75,True,0.5312660105013854,-3.073031472612982,-46.17416482320144,-0.06768017736835041,4.0143801432587857e-26,5.857147829889273e-05,-107089.50782306294,0.0,0.0,0.0
discrete_bin,1500,8,0.8,True,0.6358503821203306,-1.0274650217881458,-41.954742011357496,-0.041298102634127504,5.612692192639792e-26,2.4189589874722332e-05,-97800.05181206163,0.0,0.0,0.0
discrete_bin,1500,8,0.85,True,0.04018223163975514,-52.17424623266024,-130.71625785791113,-0.01253594001862679,-2.63341393689978e-22,-0.0005727251388291557,-12939.613532651512,0.0,0.0,0.0
