state_id,representation,closed_kernel,m,success_points,lower_boundary,upper_boundary,strict_finite_window,lower_success_T2_C,upper_success_T2_C,window_width_C,cloned_first_step_state
bimodal_agglomerate_tail,bimodal,GB_diffusion,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,bimodal,GB_diffusion,4,0,False,False,False,,,0,True
bimodal_agglomerate_tail,bimodal,renewal,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,bimodal,renewal,4,0,False,False,False,,,0,True
bimodal_agglomerate_tail,discrete_bin,GB_diffusion,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,discrete_bin,GB_diffusion,4,0,False,False,False,,,0,True
bimodal_agglomerate_tail,discrete_bin,renewal,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,discrete_bin,renewal,4,0,False,False,False,,,0,True
bimodal_agglomerate_tail,lognormal,GB_diffusion,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,lognormal,GB_diffusion,4,0,False,False,False,,,0,True
bimodal_agglomerate_tail,lognormal,renewal,3,0,False,False,False,,,0,True
bimodal_agglomerate_tail,lognormal,renewal,4,0,False,False,False,,,0,True
broad_fine,bimodal,GB_diffusion,3,0,False,False,False,,,0,True
broad_fine,bimodal,GB_diffusion,4,0,False,False,False,,,0,True
broad_fine,bimodal,renewal,3,0,False,False,False,,,0,True
broad_fine,bimodal,renewal,4,0,False,False,False,,,0,True
broad_fine,discrete_bin,GB_diffusion,3,0,False,False,False,,,0,True
broad_fine,discrete_bin,GB_diffusion,4,0,False,False,False,,,0,True
broad_fine,discrete_bin,renewal,3,0,False,False,False,,,0,True
broad_fine,discrete_bin,renewal,4,0,False,False,False,,,0,True
broad_fine,lognormal,GB_diffusion,3,0,False,False,False,,,0,True
broad_fine,lognormal,GB_diffusion,4,0,False,False,False,,,0,True
broad_fine,lognormal,renewal,3,0,False,False,False,,,0,True
broad_fine,lognormal,renewal,4,0,False,False,False,,,0,True
candidate_response_target_like,bimodal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,bimodal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,bimodal,renewal,3,0,False,False,False,,,0,True
candidate_response_target_like,bimodal,renewal,4,0,False,False,False,,,0,True
candidate_response_target_like,discrete_bin,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,discrete_bin,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,discrete_bin,renewal,3,0,False,False,False,,,0,True
candidate_response_target_like,discrete_bin,renewal,4,0,False,False,False,,,0,True
candidate_response_target_like,lognormal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,lognormal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
candidate_response_target_like,lognormal,renewal,3,0,False,False,False,,,0,True
candidate_response_target_like,lognormal,renewal,4,0,False,False,False,,,0,True
gas_limited_closed,bimodal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,bimodal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,bimodal,renewal,3,0,False,False,False,,,0,True
gas_limited_closed,bimodal,renewal,4,0,False,False,False,,,0,True
gas_limited_closed,discrete_bin,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,discrete_bin,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,discrete_bin,renewal,3,0,False,False,False,,,0,True
gas_limited_closed,discrete_bin,renewal,4,0,False,False,False,,,0,True
gas_limited_closed,lognormal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,lognormal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
gas_limited_closed,lognormal,renewal,3,0,False,False,False,,,0,True
gas_limited_closed,lognormal,renewal,4,0,False,False,False,,,0,True
high_closed_low_accommodation,bimodal,GB_diffusion,3,0,False,False,False,,,0,True
