rho,G_nm,D10_nm,D50_nm,D90_nm,D90_over_D50,sigma_ln_r,pore_surface_area_proxy,large_pore_tail_fraction,connected_fine_pore_fraction,useful_closed_inventory,Zener_pinning_metric_minv,phi_open,phi_precursor,phi_isolated,phi_closed,M0,M1,M2,M3,M4,time_s,T_C,rho_dot_open,rho_dot_closed,rho_dot_total,G_dot_nm_s,Gamma_migration,R_Z_eff_nm,PR_memory,regularization_memory,damage_memory,cumulative_coarsened_volume,cumulative_pinched_volume,cumulative_open_density_gain,cumulative_closed_density_gain,density_identity_residual,pore_balance_residual,representation,provenance,ablation
0.9105212977445293,65.04577767987392,20.308306356646394,40.7765878086696,83.53276052192544,2.0485470955508776,0.582388511642056,12900235.170422228,0.24572783496758624,6.455265616449072e-32,0.2534059343174938,792.1158645422134,0.0001999225167029736,0.0007669398283509964,0.0006201549063688321,0.08789168500404788,5.679327635495788e+21,66300481115899.54,1026568.0972103083,0.021361466648109124,6.307617863089674e-10,7200.0,850.0000000000001,6.497691109969053e-11,0.00010572305683343439,0.00010572312181034549,6.3580110935995e-06,1.0,433.3077986176384,0.9950019363535761,0.0027117221944745586,0.039989975684083606,0.039989975684083606,0.0398000774541431,2.915397954554777e-11,0.0905212977153754,0.0,-2.7755575615628914e-17,lognormal,synthetic_forward_state,baseline
0.9457253149661831,65.13723645581815,33.20553419441902,56.70883639738951,100.89225338577417,1.7791275539277078,0.4473796199166116,5299596.863466265,0.04822828840156395,0.0,0.03332047397371429,226.55318352648555,9.062127341059421e-05,0.00019017098526108095,0.0002029662280261082,0.05379092654711917,7.469421880599674e+20,16322424293303.793,421728.5186074801,0.012957126611831526,4.914061103195789e-10,21600.0,850.0000000000001,5.52971465385358e-16,2.592888254238403e-06,2.5928882547913746e-06,6.349071294264051e-06,1.0,3916731.2280501,0.991521821350982,0.0027117244593395607,0.04016704844203412,0.04016704844203412,0.03990937868889346,3.769599659943309e-11,0.12572531492848707,0.0,1.734723475976807e-18,lognormal,synthetic_forward_state,baseline
0.954866447798955,65.22856690510977,38.728502937228455,63.36655689436982,104.3484285313037,1.6467429136989318,0.3993871132273241,3919813.177285602,0.05173366172911767,0.0,0.017653744242487723,130.51110184972143,5.2204440739888565e-05,0.0001289871649950544,0.00013868660479186135,0.04481367399051815,3.9301121461671625e+20,10360583194123.686,311928.8215808757,0.010774841898138597,4.4043642996237383e-10,36000.0,850.0000000000001,2.866285901219301e-16,6.655791386472545e-07,6.65579138933883e-07,6.340169107879781e-06,1.0,7754073.636844523,0.988842753392553,0.002711724713110232,0.04016704844203412,0.04016704844203412,0.03994779551678141,4.247874833558836e-11,0.13486644775647633,0.0,-1.5178830414797062e-17,lognormal,synthetic_forward_state,baseline
0.9599012603882847,65.31976956653195,43.22173187819566,67.22278178673686,106.1447723794395,1.578999999080401,0.37249036014144865,3264276.938091269,0.054905286875160546,0.0,0.012286861591207595,75.18387891294519,3.0073551565178074e-05,0.00010638306998533082,0.00011179525484808511,0.039850487735316686,2.7260782474633937e+20,7943096737563.189,259762.90515905118,0.009572868931438914,4.0844316678318005e-10,50400.0,850.0000000000001,1.6511889943019091e-16,3.594102632375452e-07,3.594102634026641e-07,6.331304271395627e-06,1.0,13460235.030030703,0.9873140213875365,0.002711724820153646,0.04016704844203412,0.04016704844203412,0.039969926403200906,4.5233960968399924e-11,0.13990126034305078,0.0,7.806255641895632e-18,lognormal,synthetic_forward_state,baseline
0.96334124708892,65.41084497510776,45.130392856395844,69.72860886002798,107.34686101884216,1.5394952340771406,0.3543040369003077,2855707.412055777,0.058051075921568045,0.0,0.00953775849461901,43.31137716547671,1.7324550866190684e-05,9.245107798763298e-05,9.572786415114317e-05,0.03645324941807505,2.1123416855968196e+20,6575360967197.014,227249.97532642042,0.008751632600074189,3.847646053210604e-10,64800.0,850.0000000000001,9.512048438275183e-17,2.4328999883719995e-07,2.432899989323204e-07,6.3224765243291545e-06,1.0,23365515.9417311,0.9864416950694257,0.0027117248713169214,0.04016704844203412,0.04016704844203412,0.03998267540231269,4.682116365993813e-11,0.14334124704209883,0.0,4.7704895589362195e-18,lognormal,synthetic_forward_state,baseline
0.9659417287821646,65.50179366213672,46.67456829657761,71.59139438099679,108.24832694982545,1.5120298729446018,0.34071055067982897,2566481.184234579,0.06121586437329242,0.0,0.007844433999363444,24.950500037746224,9.980200015098489e-06,8.164455036661958e-05,8.418257395020191e-05,0.033882463893503474,1.7355086056547267e+20,5671604020950.473,204234.08341163734,0.008130813326224394,3.6581512901170746e-10,79200.0,850.0000000000001,5.479631022722191e-17,1.8300019946845604e-07,1.8300019952325234e-07,6.3136856087343925e-06,1.0,40560015.5378026,0.9859439275236458,0.0027117248971771286,0.04016704844203412,0.04016704844203412,0.03999001975224944,4.773550773535573e-11,0.1459417287344291,0.0,-1.5178830414797062e-18,lognormal,synthetic_forward_state,baseline
0.968025496078283,65.59261615523103,48.048441816732215,73.09401357425835,108.9706561814005,1.4908287403139246,0.32987947501516557,2346164.9175595976,0.06441458324378493,0.0,0.006685705021908539,14.37330070575273,5.749320282301091e-06,7.235179074882087e-05,7.51198904889895e-05,0.03182128292019691,1.4781933617259715e+20,5018765274917.045,186701.87196919956,0.0076333505280786855,3.4994006218959293e-10,93600.0,850.0000000000001,3.156665580569813e-17,1.461987187447111e-07,1.4619871877627778e-07,6.304931269170162e-06,1.0,70407812.84880926,0.9856598910208347,0.0027117249106564448,0.04016704844203412,0.04016704844203412,0.03999425063145551,4.826223635369303e-11,0.14802549603002071,0.0,4.336808689942018e-18,lognormal,synthetic_forward_state,baseline
0.9697594370057815,65.68331297835124,49.34682194432693,74.3744382736708,109.57518962115249,1.4732909876637421,0.3208740293372784,2170183.872372971,0.06765281945344412,0.0,0.005837137274168584,8.280065403262135,3.312026161304854e-06,6.396592589967736e-05,6.771032287612482e-05,0.03010557471928142,1.2900319571226468e+20,4519212886910.257,172697.7453532346,0.00721940262361759,3.362437828564149e-10,108000.0,850.0000000000001,1.818468705184943e-17,1.214173378322517e-07,1.214173378504364e-07,6.296213252668891e-06,1.0,122220370.79292677,0.9854978139040133,0.0027117249178175594,0.04016704844203412,0.04016704844203412,0.039996687925273076,4.8565670304981286e-11,0.14975943695721575,0.0,-1.0842021724855044e-19,lognormal,synthetic_forward_state,baseline
0.9712408353742483,65.77388465184164,50.623370351389674,75.50861604263042,110.09606057423615,1.4580595744474836,0.31314354701855934,2024881.7108021388,0.07092317467997607,0.0,0.005185544832735449,4.7699191870265185,1.907967674810607e-06,5.6318920382130364e-05,6.153284547540208e-05,0.028639404892219333,1.1456983390286561e+20,4121261752755.3154,161134.96672526703,0.006865744814072936,3.241783567099168e-10,122400.0,850.0000000000001,1.0475700808209006e-17,1.0359197635912168e-07,1.0359197636959738e-07,6.2875313087058995e-06,1.0,212161385.18281645,0.9854053293519562,0.0027117249216712515,0.04016704844203412,0.04016704844203412,0.03999809198358477,4.8740470304748845e-11,0.15124083532550778,0.0,2.2768245622195593e-18,lognormal,synthetic_forward_state,baseline
0.9725312855758885,65.864331692465,51.91188481449255,76.54202879765081,110.55414378390061,1.4443586813744567,0.30628244407879673,1901956.6689606,0.07421378792070123,0.0,0.004667472849510591,2.7478199592636474,1.099127983705459e-06,4.9387560068138954e-05,5.632631693450371e-05,0.027361901419125083,1.0310271277863276e+20,3794742337451.8984,151352.90270583757,0.006557672521465469,3.133627234680041e-10,136800.0,850.0000000000001,6.034764674758165e-18,9.014824206798705e-08,9.014824207402181e-08,6.278885189169148e-06,1.0,368289289.47746205,0.985352555764914,0.0027117249237639134,0.04016704844203412,0.04016704844203412,0.03999890082317518,4.8841167803087715e-11,0.1525312855270473,0.0,-4.553649124439119e-18,lognormal,synthetic_forward_state,baseline
