mobility_case_id,gb_mobility_mode,M0_factor,Q_M_kJ_mol,M0_or_K0_value,M0_refit,calibration_target_used,non_validation_flag,T1_C,T2_C,switch_density,hold_h,classification,first_step_attained,rho1,G1_um,final_rho,final_G_um,density_ok,grain_ok,strict_success,closed_fraction_at_switch,A_closed_at_switch,PR_memory_at_switch,map_resolution_C
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1000,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8138828346371889,0.08203169034810491,0.8138828346371889,0.08203169034810491,False,True,False,0.01956780437498926,0.790840909037486,0.10281532401773498,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1000,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8242503063391098,0.0856569591518787,0.8242503063391098,0.0856569591518787,False,True,False,0.03788272954310116,0.9477706655584935,0.09989824981928454,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1000,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9046412477630267,0.2714821066231283,0.9046412477630267,0.2714821066231283,False,True,False,0.052608535279580475,0.97425159451943,0.2625495960862342,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1000,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9130396051251874,0.27203540364588047,0.9130396051251874,0.27203540364588047,False,True,False,0.06827648331050842,0.9880960673878502,0.2532874693798285,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1100,0.8,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8790235591574556,0.13953005906915136,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1100,0.8,40,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.895570567374193,0.1649428633745272,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1100,0.9,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.9002509932908,0.2709542966753352,0.913481825806018,0.28931598339195513,False,True,False,0.0022757386372982856,0.11493446645298426,0.272091152876649,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1100,0.9,40,MIXED_FAILURE,True,0.9002509932908,0.2709542966753352,0.9296786779368602,0.2991961062850197,False,False,False,0.0022757386372982856,0.11493446645298426,0.272091152876649,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1200,0.8,20,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9323653263497134,0.42184275749115774,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1200,0.8,40,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9584479176395375,0.5535899576873662,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1200,0.9,20,MIXED_FAILURE,True,0.9005910863550803,0.27314329263585524,0.9419565974897602,0.47030342291220606,False,False,False,0.0016946620274929654,0.08910685508367094,0.272674569345585,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1200,0.9,40,MIXED_FAILURE,True,0.9005910863550803,0.27314329263585524,0.9669541556260354,0.5687816542857469,False,False,False,0.0016946620274929654,0.08910685508367094,0.272674569345585,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1300,0.8,20,GRAIN_GROWTH_FAILURE,True,0.8427698490147645,0.10199397923856915,0.9766650599820008,1.593309652832808,True,False,False,0.0001497850976298396,0.01965938110680563,0.15187309570180516,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1300,0.8,40,GRAIN_GROWTH_FAILURE,True,0.8427698490147645,0.10199397923856915,0.9930876881055978,2.2795350087623847,True,False,False,0.0001497850976298396,0.01965938110680563,0.15187309570180516,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1300,0.9,20,GRAIN_GROWTH_FAILURE,True,0.9035440266384046,0.29577504602806887,0.9770656872910455,1.6020659934218455,True,False,False,0.0017364646269736666,0.09109952492030378,0.28234579077886257,100
mobility_00,fixed_highT_literature,1.0,405.238394904,0.0058,False,current high-T estimate,True,1400,1300,0.9,40,GRAIN_GROWTH_FAILURE,True,0.9035440266384046,0.29577504602806887,0.9933132024902527,2.275712555170219,True,False,False,0.0017364646269736666,0.09109952492030378,0.28234579077886257,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,900,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8006670729566733,0.07663934140811056,0.8006670729566733,0.07663934140811056,False,True,False,0.017522717514096953,0.784705663082628,0.10181516492633645,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,900,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.80150387492745,0.07679517121740534,0.80150387492745,0.07679517121740534,False,True,False,0.03262935661446139,0.9483366396883542,0.09822636140167033,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,900,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9014622644374994,0.2651468626814154,0.9014622644374994,0.2651468626814154,False,True,False,0.051439617442524566,0.9698254873282401,0.23875474353249232,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,900,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9046630697304117,0.26516702952784615,0.9046630697304117,0.26516702952784615,False,True,False,0.07273382547267872,0.9941162158583173,0.2303108946683528,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1000,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8136898225393974,0.08195957075756011,0.8136898225393974,0.08195957075756011,False,True,False,0.019251428107704072,0.7856437188866375,0.10286245424675305,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1000,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8240943637880738,0.08560566706485977,0.8240943637880738,0.08560566706485977,False,True,False,0.037591365221408345,0.9466611786872774,0.09994799146632784,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1000,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.903987886515451,0.2661936627763645,0.903987886515451,0.2661936627763645,False,True,False,0.0491955922927761,0.9650948804255008,0.2388109861548997,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1000,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9118043295047468,0.26679407747516465,0.9118043295047468,0.26679407747516465,False,True,False,0.06609280688373398,0.987341580283994,0.23039248909531898,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1100,0.8,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8786471128851279,0.13897002645196604,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1100,0.8,40,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8953499970021447,0.16460550564960985,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1100,0.9,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.9001920463823442,0.2656241556453792,0.912335643011879,0.28466199031555894,False,True,False,0.003028674281625877,0.14551673070837698,0.24722531132002185,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1100,0.9,40,MIXED_FAILURE,True,0.9001920463823442,0.2656241556453792,0.9279666862484446,0.2953425633219328,False,False,False,0.003028674281625877,0.14551673070837698,0.24722531132002185,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1200,0.8,20,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9318415831942417,0.4191780653972045,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1200,0.8,40,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9580977636596689,0.5516910496555774,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1200,0.9,20,MIXED_FAILURE,True,0.9005248500356952,0.2677612906929275,0.9403281096731024,0.4699805057361894,False,False,False,0.0024995408016702035,0.12272521030117442,0.24781004741495669,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1300,1200,0.9,40,MIXED_FAILURE,True,0.9005248500356952,0.2677612906929275,0.9656436868145565,0.5751298551960666,False,False,False,0.0024995408016702035,0.12272521030117442,0.24781004741495669,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,900,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8006785448966991,0.07664226676255194,0.8006785448966991,0.07664226676255194,False,True,False,0.01779129782831522,0.7899240706364474,0.10175429618644666,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,900,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8015201821781253,0.07679748986782263,0.8015201821781253,0.07679748986782263,False,True,False,0.03286479913217729,0.9494992550421469,0.09816762658439718,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,900,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9017541033427281,0.27047415962944527,0.9017541033427281,0.27047415962944527,False,True,False,0.05520424454390574,0.9792399089301604,0.2624955923590851,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,900,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.905242213317067,0.2704927299827458,0.905242213317067,0.2704927299827458,False,True,False,0.07558603975170189,0.9946307693818249,0.2532120428836469,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1000,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8138828346371889,0.08203169034810491,0.8138828346371889,0.08203169034810491,False,True,False,0.01956780437498926,0.790840909037486,0.10281532401773498,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1000,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8242503063391098,0.0856569591518787,0.8242503063391098,0.0856569591518787,False,True,False,0.03788272954310116,0.9477706655584935,0.09989824981928454,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1000,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9046412477630267,0.2714821066231283,0.9046412477630267,0.2714821066231283,False,True,False,0.052608535279580475,0.97425159451943,0.2625495960862342,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1000,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9130396051251874,0.27203540364588047,0.9130396051251874,0.27203540364588047,False,True,False,0.06827648331050842,0.9880960673878502,0.2532874693798285,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1100,0.8,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8790235591574556,0.13953005906915136,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1100,0.8,40,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.895570567374193,0.1649428633745272,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1100,0.9,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.9002509932908,0.2709542966753352,0.913481825806018,0.28931598339195513,False,True,False,0.0022757386372982856,0.11493446645298426,0.272091152876649,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1100,0.9,40,MIXED_FAILURE,True,0.9002509932908,0.2709542966753352,0.9296786779368602,0.2991961062850197,False,False,False,0.0022757386372982856,0.11493446645298426,0.272091152876649,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1200,0.8,20,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9323653263497134,0.42184275749115774,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1200,0.8,40,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9584479176395375,0.5535899576873662,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1200,0.9,20,MIXED_FAILURE,True,0.9005910863550803,0.27314329263585524,0.9419565974897602,0.47030342291220606,False,False,False,0.0016946620274929654,0.08910685508367094,0.272674569345585,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1200,0.9,40,MIXED_FAILURE,True,0.9005910863550803,0.27314329263585524,0.9669541556260354,0.5687816542857469,False,False,False,0.0016946620274929654,0.08910685508367094,0.272674569345585,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1300,0.8,20,GRAIN_GROWTH_FAILURE,True,0.8427698490147645,0.10199397923856915,0.9766650599820008,1.593309652832808,True,False,False,0.0001497850976298396,0.01965938110680563,0.15187309570180516,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1300,0.8,40,GRAIN_GROWTH_FAILURE,True,0.8427698490147645,0.10199397923856915,0.9930876881055978,2.2795350087623847,True,False,False,0.0001497850976298396,0.01965938110680563,0.15187309570180516,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1300,0.9,20,GRAIN_GROWTH_FAILURE,True,0.9035440266384046,0.29577504602806887,0.9770656872910455,1.6020659934218455,True,False,False,0.0017364646269736666,0.09109952492030378,0.28234579077886257,100
mobility_01,CS_endpoint_calibrated,1.0,405.238394904,0.0058,True,inherited global CS endpoint calibration,True,1400,1300,0.9,40,GRAIN_GROWTH_FAILURE,True,0.9035440266384046,0.29577504602806887,0.9933132024902527,2.275712555170219,True,False,False,0.0017364646269736666,0.09109952492030378,0.28234579077886257,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,900,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8006670729566733,0.07663934140811056,0.8006670729566733,0.07663934140811056,False,True,False,0.017522717514096953,0.784705663082628,0.10181516492633645,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,900,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.80150387492745,0.07679517121740534,0.80150387492745,0.07679517121740534,False,True,False,0.03262935661446139,0.9483366396883542,0.09822636140167033,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,900,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9014622644374994,0.2651468626814154,0.9014622644374994,0.2651468626814154,False,True,False,0.051439617442524566,0.9698254873282401,0.23875474353249232,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,900,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9046630697304117,0.26516702952784615,0.9046630697304117,0.26516702952784615,False,True,False,0.07273382547267872,0.9941162158583173,0.2303108946683528,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1000,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8136898225393974,0.08195957075756011,0.8136898225393974,0.08195957075756011,False,True,False,0.019251428107704072,0.7856437188866375,0.10286245424675305,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1000,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8240943637880738,0.08560566706485977,0.8240943637880738,0.08560566706485977,False,True,False,0.037591365221408345,0.9466611786872774,0.09994799146632784,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1000,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.903987886515451,0.2661936627763645,0.903987886515451,0.2661936627763645,False,True,False,0.0491955922927761,0.9650948804255008,0.2388109861548997,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1000,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9118043295047468,0.26679407747516465,0.9118043295047468,0.26679407747516465,False,True,False,0.06609280688373398,0.987341580283994,0.23039248909531898,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1100,0.8,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8786471128851279,0.13897002645196604,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1100,0.8,40,DENSIFICATION_EXHAUSTION_FAILURE,True,0.8022335993206581,0.07719267125393389,0.8953499970021447,0.16460550564960985,False,True,False,0.0001854821022794177,0.024605970572087868,0.10594257225714353,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1100,0.9,20,DENSIFICATION_EXHAUSTION_FAILURE,True,0.9001920463823442,0.2656241556453792,0.912335643011879,0.28466199031555894,False,True,False,0.003028674281625877,0.14551673070837698,0.24722531132002185,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1100,0.9,40,MIXED_FAILURE,True,0.9001920463823442,0.2656241556453792,0.9279666862484446,0.2953425633219328,False,False,False,0.003028674281625877,0.14551673070837698,0.24722531132002185,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1200,0.8,20,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9318415831942417,0.4191780653972045,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1200,0.8,40,MIXED_FAILURE,True,0.810290230892334,0.08032700324945533,0.9580977636596689,0.5516910496555774,False,False,False,0.00012466289922973762,0.019333421714943046,0.1100522840790538,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1200,0.9,20,MIXED_FAILURE,True,0.9005248500356952,0.2677612906929275,0.9403281096731024,0.4699805057361894,False,False,False,0.0024995408016702035,0.12272521030117442,0.24781004741495669,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1300,1200,0.9,40,MIXED_FAILURE,True,0.9005248500356952,0.2677612906929275,0.9656436868145565,0.5751298551960666,False,False,False,0.0024995408016702035,0.12272521030117442,0.24781004741495669,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1400,900,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8006785448966991,0.07664226676255194,0.8006785448966991,0.07664226676255194,False,True,False,0.01779129782831522,0.7899240706364474,0.10175429618644666,100
mobility_02,CS_curve_regularized,1.0,405.238394904,0.0058,True,inherited CS curve/final-G regularized calibration,True,1400,900,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8015201821781253,0.07679748986782263,0.8015201821781253,0.07679748986782263,False,True,False,0.03286479913217729,0.9494992550421469,0.09816762658439718,100
