attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,exact_reconfirmed,rho_high_final,rho_two_final,fingerprint,rho_switch_exact,switch_error,G0_nm,G1_nm,first_step_growth_fraction,first_step_growth_le_20pct,closed_fraction_at_switch,high_density_support_active,production_gate_passed
True,0.2476314287034808,0.3944973982593258,0.4758306896567742,0.0299999999999966,0.0234999999999974,0.0143160363138745,Tier_B,first_step_growth_above_20pct,35.0,True,True,True,560071,True,0.9814873350973516,0.980020770344446,f92a7e89e9cda9ca,0.8799993599999999,6.400000001072215e-07,98.4455298412577,333.7656571789945,2.390358685835587,False,0.07780837291917606,True,False
True,0.7966672502278709,0.9577265647198984,0.9658467671698956,0.0299999999999966,0.0299999999999966,0.0884884518640385,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,845276,True,0.9801516837581516,0.9800092406013658,a9a86a00e6db496a,0.87999936,6.399999999961992e-07,108.13668761612593,1370.5006063084472,11.673780162136858,False,0.5866659837504744,True,False
True,0.4774023973649743,0.5253942419921498,0.5670634695934027,0.0299999999999966,0.0299999999999966,0.0223346015587735,Tier_B,first_step_growth_above_20pct,230.0,True,True,True,741122,True,0.98,0.980503379225704,38b979dab6c7c86a,0.87999936,6.399999999961992e-07,99.17127552807943,323.443923713225,2.2614678190928865,False,0.5862538479189643,True,False
True,0.7868361263078462,0.8161861233727236,0.8239630286463733,0.0299999999999966,0.0299999999999966,0.0503000117868596,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,366006,True,0.9803111615754742,0.9800377346673884,573701e742f28f8a,0.879999683791177,3.1620882301464093e-07,110.02926359276807,3084.3253578864246,27.031864043931936,False,0.9983475032655899,True,False
True,0.9125248495199696,0.9200253879594178,0.92002545116001,0.0299999999999966,0.0299999999999966,0.0756216493937224,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,511984,True,0.9802585447255524,0.9801867921183508,f047627c6adb85b9,0.87999936,6.399999999961992e-07,125.18729008729576,892.0331664807618,6.125588914487469,False,0.3032729096008339,True,False
True,0.4659934508691972,0.4911519618783491,0.518154804818822,0.0299999999999966,0.0299999999999966,0.0202194963830261,Tier_B,first_step_growth_above_20pct,360.0,True,True,True,541476,True,0.9800645358542228,0.9819924236566572,d524255b4a3ee99d,0.8799997239187509,2.760812490842923e-07,100.1544793662505,276.49017790325826,1.760637164236794,False,0.8452833060982409,True,False
True,0.3058455987235825,0.3230609761312497,0.3302931405621322,0.0299999999999966,0.0299999999999966,0.0116348415047674,Tier_B,first_step_growth_above_20pct,105.0,True,True,True,786377,True,0.9804378080864776,0.9801450790003936,6945d597458330c3,0.87999936,6.399999999961992e-07,104.76206306893698,126.87440417078165,0.21107202792764768,False,0.07832551095138693,True,False
True,0.2591687767776749,0.2883915155481581,0.3127552810221983,0.0299999999999966,0.008699999999999,0.0101890145435849,Tier_B,first_step_growth_above_20pct,215.0,True,True,True,91973,True,0.9812237718358776,0.98011677581288,488ebc4393bdb571,0.87999936,6.399999999961992e-07,102.09140596677247,129.51859020597558,0.26865321306408285,False,0.12196419258104799,True,False
True,0.4834296636693348,0.676471258125005,0.7997657425648456,0.0299999999999966,0.0299999999999966,0.034459010337685,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,867804,True,0.980129987546329,0.9800288911326837,41baa50a3591db2d,0.8799993082289918,6.917710082543493e-07,100.85144030657857,740.4315451186585,6.341804369554056,False,9.020098448415022e-07,True,False
True,0.1979103913655326,0.2274520726580204,0.2528850133401676,0.0289999999999968,0.0,0.0077214013829685,Tier_B,first_step_growth_above_20pct,165.0,True,True,True,17327,True,0.9801540868255164,0.9800590629909962,c1287721cc838c96,0.87999936,6.399999999961992e-07,125.67327806271581,379.8590813462288,2.022592290118067,False,0.9999716434297434,True,False
True,0.2502642436624065,0.2750258806901021,0.292371910491266,0.0299999999999966,0.0,0.0096126286941135,Tier_B,first_step_growth_above_20pct,350.0,True,True,True,191845,True,0.9801242831145718,0.9803330655722536,2b7269448afebe29,0.8799993997705351,6.002294649087858e-07,102.22664786778185,261.3310921726064,1.5563891375036327,False,0.9999683749914859,True,False
True,0.426996051333809,0.4398158386480111,0.4443046597653334,0.0299999999999966,0.0299999999999966,0.0173179619832863,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,980745,True,0.9801879109390078,0.9800297572679946,027915cc598ccb1e,0.8799995543804767,4.4561952328159293e-07,101.70409097725971,327.75029910043065,2.2225871737422365,False,0.6677423690171151,True,False
True,0.225554686769529,0.2428947477486851,0.2472778804489055,0.0299999999999966,0.0,0.0082734844239438,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,153825,True,0.9803654630767624,0.9800416910590164,dff83b255cec3484,0.8799992060148529,7.939851470739612e-07,107.91570538076213,507.151934192762,3.6995192442412623,False,0.007177543373743635,True,False
True,0.3389134659058181,0.3496111509495662,0.3580206712960749,0.0299999999999966,0.0299999999999966,0.0128851209652691,Tier_B,first_step_growth_above_20pct,290.0,True,True,True,304947,True,0.9806072660775282,0.980019253689182,6be2ff8751d4d14a,0.8799995925224856,4.074775143969589e-07,110.57436491205684,449.42962453275766,3.064501070299637,False,0.9374132374309572,True,False
True,0.4222736879732608,0.4861547808906113,0.5528879934642024,0.0299999999999966,0.0299999999999966,0.0200796202784055,Tier_B,first_step_growth_above_20pct,340.0,True,True,True,196159,True,0.98,0.98199936,11887e7c725bfc8a,0.87999936,6.399999999961992e-07,99.05618019093953,331.388135700845,2.3454564375697218,False,0.9167605778387886,True,False
True,0.5590210928403393,0.5714764626795512,0.5716755842028587,0.0299999999999966,0.0299999999999966,0.0253164776473467,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,933741,True,0.9805571439221265,0.9802586183596668,4314c52efa05085f,0.87999936,6.399999999961992e-07,101.29937991413588,3818.4620448984415,36.694821509619054,False,0.9850798006896879,True,False
True,0.243389752282757,0.385499680019608,0.5657170728773773,0.0299999999999966,0.0234999999999974,0.0152806110888986,Tier_B,first_step_growth_above_20pct,75.0,True,True,True,752809,True,0.9802757595363828,0.980042614904678,124f76545908c7bb,0.87999936,6.399999999961992e-07,110.67849456228836,1302.8633857186942,10.771603786907855,False,0.3262834735559562,True,False
True,0.3163335195593616,0.3666565495542304,0.4191214178162841,0.0299999999999966,0.0299999999999966,0.0137120323684896,Tier_B,first_step_growth_above_20pct,85.0,True,True,True,577550,True,0.9801959947493686,0.9800002987041314,b34034dda3ca495b,0.8799992392211256,7.607788744534716e-07,99.01274834884086,2285.7295180027218,22.085204240060676,False,0.998569240179835,True,False
True,0.6591784598029047,0.7034753939505798,0.7356273197030831,0.0299999999999966,0.0299999999999966,0.0364252878373611,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,151651,True,0.9812551655048528,0.9801589784767322,3c2ee1f75842f995,0.87999936,6.399999999961992e-07,98.65182976296984,527.8168765245184,4.350299916308708,False,0.971439129815868,True,False
True,0.4190521060812451,0.4829261979930518,0.5550837972727631,0.0299999999999966,0.0299999999999966,0.0198722764410904,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,486959,True,0.9818770191285776,0.9800391669533172,0233694d5a7b708d,0.87999936,6.399999999961992e-07,104.55274122370717,5607.839794130959,52.63646833641689,False,0.999999999999988,True,False
True,0.4186497168601923,0.4534803324699463,0.4839168726916785,0.0299999999999966,0.0299999999999966,0.0181159564470671,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,321890,True,0.981542171606691,0.9802204600446436,948f8c08ef41f172,0.87999936,6.399999999961992e-07,101.27640046374782,1157.3577671111202,10.427714273133155,False,0.9999976243864196,True,False
True,0.6689170305073162,0.7253598960847805,0.7636685705349531,0.0299999999999966,0.0299999999999966,0.0385891382159305,Tier_B,first_step_growth_above_20pct,25.0,True,True,True,147185,True,0.981657416077213,0.9802008379762364,706bdafeb8d8b039,0.87999936,6.399999999961992e-07,119.14207791944554,852.6557597985759,6.156629921924598,False,0.4730022637044616,True,False
True,0.2011278173936612,0.3807857922198365,0.6327083358608991,0.0299999999999966,0.0202999999999977,0.0156017207009716,Tier_B,first_step_growth_above_20pct,130.0,True,True,True,340988,True,0.980482629094092,0.9800686869304276,2ba8033046536ba5,0.87999936,6.399999999961992e-07,100.06217442662339,412.10609888858875,3.1185003349171705,False,0.2146561083736601,True,False
True,0.8418148212204741,0.8690650909635852,0.8856076284347062,0.0299999999999966,0.0299999999999966,0.0606903175753049,Tier_B,first_step_growth_above_20pct,160.0,True,True,True,232887,True,0.9804501725601312,0.9801361374204016,8677700d5eb5b23e,0.87999936,6.399999999961992e-07,101.134424070379,697.5953787764602,5.897704566854572,False,0.9240358518147265,True,False
True,0.3166249632989401,0.3382854309861541,0.3963088245504146,0.0299999999999966,0.0299999999999966,0.0128833918268794,Tier_B,first_step_growth_above_20pct,200.0,True,True,True,443831,True,0.9810383940815096,0.9800005214752958,0528d0e1c345a876,0.87999936,6.399999999961992e-07,112.73933000802532,521.7561072557548,3.627986588341564,False,0.8025346538402662,True,False
True,0.1138243117811675,0.3485779021503284,0.4515606687169183,0.026699999999997,0.0196999999999978,0.012318911277508,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,120073,True,0.9802336634494072,0.980044727138468,588aa105e3e2d2bc,0.87999936,6.399999999961992e-07,106.69813280942527,132.44879673334214,0.2413412797945622,False,0.3543391949851303,True,False
True,0.3443957969199726,0.3699325768717206,0.3889678745019941,0.0299999999999966,0.0299999999999966,0.0138304431896249,Tier_B,first_step_growth_above_20pct,115.0,True,True,True,682435,True,0.98,0.980020853335188,71fe722f2a9fbf8d,0.8799994352591791,5.647408208853122e-07,100.0480584942049,1719.7695067836198,16.18943408465277,False,0.9999999999999274,True,False
True,0.6307837674792556,0.7285101204200575,0.7832753584909917,0.0299999999999966,0.0299999999999966,0.0384257401840543,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,529365,True,0.9800242253278864,0.9800449550439466,386f8a86589a3e53,0.87999936,6.399999999961992e-07,123.91034625876586,488.96081149744464,2.946085425960577,False,0.2687942001634832,True,False
True,0.175893790689587,0.2414879685738948,0.5978389464497466,0.0236999999999973,0.0068999999999992,0.0095832315529543,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,921831,True,0.9804214498642286,0.9800454059543624,02f99c55623d2a9f,0.87999936,6.399999999961992e-07,100.91759855566639,679.9976375924665,5.738147234224744,False,0.06236805852289648,True,False
True,0.2990801317448697,0.4143872207171591,0.570650257196454,0.0299999999999966,0.0297999999999967,0.0166887601610044,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,93845,True,0.9818536879520244,0.9802755039098456,b0d17ef83a970e79,0.87999936,6.399999999961992e-07,100.46591397870185,1059.3680317659464,9.54455177693925,False,1.0,True,False
True,0.3088902259359503,0.3693289185870578,0.4355733811681576,0.0299999999999966,0.0299999999999966,0.013923202984264,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,34679,True,0.98,0.9805400190317431,cb923c88c4e6b984,0.87999936,6.399999999961992e-07,122.83997034913925,1530.957803009005,11.463026477926308,False,0.05881275362673637,True,False
True,0.4478870766882927,0.6135956684901565,0.6957258286411836,0.0299999999999966,0.0299999999999966,0.0279831046710233,Tier_B,first_step_growth_above_20pct,225.0,True,True,True,975930,True,0.9818088593276796,0.9806012719077228,c923226124cae4fd,0.87999936,6.399999999961992e-07,100.04994777954619,910.7969497374866,8.103422539953451,False,0.691533226966037,True,False
True,0.1242379525304848,0.3032589460447101,0.4225582011997686,0.0215999999999976,0.0151999999999983,0.0104018358248647,Tier_B,first_step_growth_above_20pct,40.0,True,True,True,919526,True,0.9802939914485336,0.980114842225194,54f13b55eee91108,0.87999936,6.399999999961992e-07,100.78097121367765,148.97854740776881,0.47824083865893496,False,0.4147868081252619,True,False
True,0.4234152029449584,0.4288312057085762,0.4296510114452488,0.0299999999999966,0.0299999999999966,0.0167677945839561,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,617797,True,0.9809040692811508,0.9800205391917668,bd8c9e8909b47ea7,0.8799994812402948,5.187597051925508e-07,100.65210547497875,881.220023324949,7.7551076966195485,False,0.07150577098019682,True,False
True,0.2567043695062994,0.2643620615185532,0.2664575362384339,0.0299999999999966,0.0,0.0091687035997052,Tier_B,first_step_growth_above_20pct,185.0,True,True,True,622203,True,0.9814694821144868,0.980154775666502,7536a9e8a1226556,0.87999936,6.399999999961992e-07,129.32796703725268,181.29689739132624,0.40183829951571126,False,0.4571444667749379,True,False
True,0.3428812528884047,0.4006946242896699,0.4653058880485546,0.0299999999999966,0.0299999999999966,0.0154646981415884,Tier_B,first_step_growth_above_20pct,235.0,True,True,True,486570,True,0.98,0.9816596999012404,06e8ba5cc8c400b7,0.87999936,6.399999999961992e-07,100.37028296693505,215.61540065932394,1.1481995894178563,False,0.9941961267733728,True,False
True,0.1809624264208529,0.2282626180992157,0.2834833722141977,0.0236999999999973,0.0,0.0078443697735082,Tier_B,first_step_growth_above_20pct,75.0,True,True,True,720210,True,0.98,0.9800729024737622,bf081f78f2744045,0.87999936,6.399999999961992e-07,102.92574250880122,950.8873447015135,8.238576487511885,False,0.8566068191675137,True,False
True,0.347279427425647,0.4207715094781999,0.5580052092631451,0.0299999999999966,0.0299999999999966,0.0169833210197541,Tier_B,first_step_growth_above_20pct,130.0,True,True,True,350504,True,0.9812845010556672,0.9800031625597588,24e833296206c178,0.87999936,6.399999999961992e-07,108.4251433376622,168.5712936268498,0.55472511668145,False,0.6613107515007535,True,False
True,0.630126320660481,0.6707068674236714,0.7037311234690715,0.0299999999999966,0.0299999999999966,0.0332751904606908,Tier_B,first_step_growth_above_20pct,235.0,True,True,True,834077,True,0.9815743112876744,0.9800152957175384,7b5fae68e4ffa299,0.87999936,6.399999999961992e-07,114.15940726110702,1168.5094227832046,9.23576988369056,False,0.17494590770454338,True,False
True,0.6763155307631109,0.7319695557191706,0.7851998881244671,0.0299999999999966,0.0299999999999966,0.0396628350617648,Tier_B,first_step_growth_above_20pct,160.0,True,True,True,445092,True,0.980059073199536,0.9800297339693064,f8caea22040448ce,0.8799992428087415,7.571912584714013e-07,100.81359876462527,1444.4767883714317,13.328193875351344,False,0.9885807600439441,True,False
True,0.6639637545414834,0.6924384689257578,0.7143816561871323,0.0299999999999966,0.0299999999999966,0.0353115892182867,Tier_B,first_step_growth_above_20pct,130.0,True,True,True,848370,True,0.98,0.9802015031684066,a6d0f8cde4d44c04,0.87999936,6.399999999961992e-07,110.51982670881372,430.66081821398353,2.89668379908561,False,0.2897954456228645,True,False
True,0.3923199288392728,0.4056302446265861,0.4098491240723146,0.0299999999999966,0.0299999999999966,0.0155270199337897,Tier_B,first_step_growth_above_20pct,80.0,True,True,True,152945,True,0.9804461801762306,0.9801056547590498,dab6cb12c3842fcc,0.8799995265398002,4.734601998235277e-07,134.76399076411704,268.922387154797,0.9955062597211366,False,0.8563700966374733,True,False
True,0.6837467240743742,0.7067014223180395,0.7260786285221369,0.0299999999999966,0.0299999999999966,0.0368138418253948,Tier_B,first_step_growth_above_20pct,50.0,True,True,True,219531,True,0.9805838686513962,0.981126995197914,a01de5c43d13bd47,0.8799996120454349,3.879545651397365e-07,106.62358182581997,337.98732370349217,2.1699115516080436,False,0.020866851505207604,True,False
True,0.2635041194202815,0.3195913541090571,0.3756238710422047,0.0299999999999966,0.0198999999999978,0.011486029279443,Tier_B,first_step_growth_above_20pct,300.0,True,True,True,789293,True,0.9800526518375324,0.9818841688077328,cda459687fe5a103,0.879999376848588,6.231514120269566e-07,128.60037709655606,1715.8904982053432,12.342810782872075,False,0.9995618929787121,True,False
True,0.6603388676359744,0.7986302660377924,0.8134353039271889,0.0299999999999966,0.0299999999999966,0.0452083829810353,Tier_B,first_step_growth_above_20pct,55.0,True,True,True,619940,True,0.9801633231941732,0.9800170400481668,7bc71a0bf1165ad9,0.8799991314119492,8.685880508174648e-07,109.65260050238959,1086.0979375512502,8.904899040926818,False,3.8033309070834867e-07,True,False
True,0.6460429332165241,0.6651343033817642,0.6745820111137324,0.0299999999999966,0.0299999999999966,0.0326996108881896,Tier_B,first_step_growth_above_20pct,265.0,True,True,True,546963,True,0.9814862270177376,0.980351878074401,19608d20eb122d4f,0.87999936,6.399999999961992e-07,102.80022675052139,699.6794764084998,5.806205574881683,False,0.5821119212077241,True,False
True,0.1671668812066363,0.2311005736837109,0.3249187077257542,0.0216999999999976,0.0031999999999996,0.0081216112382976,Tier_B,first_step_growth_above_20pct,105.0,True,True,True,115793,True,0.98,0.9801553210202242,51862497d43e0fe3,0.87999936,6.399999999961992e-07,100.87167895084687,143.79489728823717,0.42552298904736263,False,0.06262696841241701,True,False
True,0.327936515465275,0.3929308332706349,0.4378350708100857,0.0299999999999966,0.0299999999999966,0.0148055331964377,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,723055,True,0.9801737458977742,0.9801455372130016,c068202e98eb366d,0.87999936,6.399999999961992e-07,99.63487355038156,801.2365170774583,7.041727645414269,False,0.5853565593904421,True,False
True,0.2543215037471364,0.3113441752978878,0.376870756668359,0.0299999999999966,0.017799999999998,0.0112877787694663,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,148377,True,0.9815308209351584,0.9802449035445716,0ba667f280cf47f3,0.87999936,6.399999999961992e-07,100.20987197194223,901.3846670653033,7.994968752356874,False,0.9405150722464348,True,False
True,0.7622772860820642,0.8665798167866161,0.9126806263462433,0.0299999999999966,0.0299999999999966,0.0597931303835747,Tier_B,first_step_growth_above_20pct,35.0,True,True,True,451348,True,0.9805165235369088,0.9804667402055052,2b45cf2715460031,0.87999936,6.399999999961992e-07,100.47392560452494,389.02766029158545,2.8719265515994254,False,0.41908466511789283,True,False
True,0.3639743064353026,0.4904251768024821,0.6470438979713432,0.0299999999999966,0.0299999999999966,0.020960494251929,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,960600,True,0.98,0.9802017944642732,43a389d039703a45,0.8799993599999999,6.400000001072215e-07,101.20775908463955,279.7913361945856,1.7645245653606212,False,0.35596205572618816,True,False
True,0.7036271345520877,0.8321385508292851,0.878279389945162,0.0299999999999966,0.0299999999999966,0.0518781316561122,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,139402,True,0.9808584924369592,0.9802847861188008,6d8cab607bc9b82c,0.87999936,6.399999999961992e-07,104.13270473131418,2806.2603902085957,25.948886014719193,False,0.6424538332336772,True,False
True,0.6359842026179432,0.7432474308227877,0.777091173350337,0.0299999999999966,0.0299999999999966,0.0396505457983171,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,950211,True,0.9819999999999997,0.98003045235973,947ae71e092fb9f2,0.87999936,6.399999999961992e-07,115.85781359735154,509.12480830279424,3.394393373175416,False,0.2950261734477138,True,False
True,0.2564896286475578,0.3034739661645175,0.3434461764543971,0.0299999999999966,0.0167999999999981,0.0108704224146567,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,924141,True,0.9811244017665536,0.9801152778913356,42ef6a1e25ba9c6c,0.8799993600008691,6.399991309136155e-07,105.28165321554472,332.5686808155775,2.1588474407283917,False,0.9988669735703013,True,False
True,0.3997879513482003,0.4672870750544865,0.5227083630340186,0.0299999999999966,0.0299999999999966,0.0187138756197862,Tier_B,first_step_growth_above_20pct,290.0,True,True,True,840513,True,0.980760356799404,0.9807089089953878,007519c3494cf9d8,0.88000569350253,5.6935025299909015e-06,112.48605396391012,2328.870415023076,19.70363687724585,False,0.9999988757109218,True,False
True,0.2573352693649181,0.3261081478460955,0.3781331903503523,0.0299999999999966,0.0194999999999978,0.0115994613710737,Tier_B,first_step_growth_above_20pct,175.0,True,True,True,620812,True,0.9804420357275518,0.9800590296935184,4e96cf1e536757ce,0.87999936,6.399999999961992e-07,104.98115424859105,743.8381110334246,6.085444205271801,False,0.10177652624198558,True,False
True,0.2716940704070194,0.2940137972217789,0.294783904981565,0.0299999999999966,0.0,0.0103099202215593,Tier_B,first_step_growth_above_20pct,325.0,True,True,True,716467,True,0.9811580602374804,0.980927690285336,31a83ee5ce4f4b24,0.87999936,6.399999999961992e-07,112.5977591710933,204.48856134441087,0.8160979654460856,False,0.4694109824579585,True,False
True,0.5442399664029587,0.5461225168795361,0.5469702017897161,0.0299999999999966,0.0299999999999966,0.0236872307843063,Tier_B,first_step_growth_above_20pct,165.0,True,True,True,272157,True,0.9801320779815492,0.980087441865118,50e528fd734f1efb,0.8799996308671477,3.6913285228479253e-07,106.24612404306997,18693.692837314018,174.94705694615254,False,0.9999999998811492,True,False
True,0.1994241638815359,0.2390699454503652,0.2832461202561112,0.0296999999999967,0.0,0.0082373700761061,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,194753,True,0.980131808101351,0.9802087331773698,ac54b1e05da0403e,0.8799995332501064,4.6674989362394115e-07,108.03581666269054,344.5991328182649,2.189674901002252,False,2.2680131961302107e-06,True,False
True,0.6936177972812925,0.7621513166568404,0.8180281075534528,0.0299999999999966,0.0299999999999966,0.0431523018368932,Tier_B,first_step_growth_above_20pct,180.0,True,True,True,149868,True,0.98,0.9800333860943856,d2ed228b47dc436a,0.87999936,6.399999999961992e-07,98.83233674779171,321.7663995025854,2.255679366599362,False,0.9995776052521395,True,False
True,0.3220736186942869,0.3600854537483251,0.3888376251139082,0.0299999999999966,0.0299999999999966,0.0133420165893267,Tier_B,first_step_growth_above_20pct,320.0,True,True,True,874218,True,0.9802846769543064,0.9801654446997092,c9479ee9536f712d,0.8799994510966254,5.489033746419736e-07,101.4498537701751,2185.3925330211996,20.5416035785719,False,0.9823411128757068,True,False
True,0.4205440011047214,0.4885169981557192,0.5472691558425764,0.0299999999999966,0.0299999999999966,0.020305897379489,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,479311,True,0.9800000000001348,0.9811136607754124,85f4b029d5015a8b,0.87999936,6.399999999961992e-07,104.0876757613621,2680.0642523734286,24.74814196560514,False,0.9897330286617854,True,False
True,0.6843523385002528,0.7121201239069317,0.7293522787472826,0.0299999999999966,0.0299999999999966,0.0372086720377529,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,316927,True,0.9800000068685488,0.9801254661600156,f3db9ab2b9ad2d60,0.87999936,6.399999999961992e-07,126.95225164032075,180.43922184312396,0.4213156482985563,False,0.9979975817254371,True,False
True,0.6690982661030465,0.765534752653123,0.8268525564767488,0.0299999999999966,0.0299999999999966,0.0432978371989496,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,557495,True,0.9816538431239544,0.9802202102140842,450fd37e729f97e4,0.87999936,6.399999999961992e-07,108.90856349752933,1008.5992646989806,8.260972987875848,False,0.7070762293549876,True,False
True,0.7836658623304045,0.7966353778886173,0.8008789676303825,0.0299999999999966,0.0299999999999966,0.0475325352484688,Tier_B,first_step_growth_above_20pct,110.0,True,True,True,272406,True,0.98,0.980160434451113,c8a3b15b7fd4022a,0.87999936,6.399999999961992e-07,102.93886510875043,204.43899406523838,0.986023392129469,False,0.9931357890194398,True,False
True,0.2242950816056435,0.2719227230591594,0.3031681373051612,0.0299999999999966,0.0006999999999999,0.0094346183634533,Tier_B,first_step_growth_above_20pct,225.0,True,True,True,799990,True,0.9814681610674254,0.9803317350338764,3b1c12b062f61416,0.8799993599999999,6.400000001072215e-07,102.30335856450007,205.1507333919955,1.0053176774509542,False,0.008210983674201235,True,False
True,0.281604085864335,0.3108920748688971,0.3174752575921788,0.0299999999999966,0.0218999999999975,0.01100029700975,Tier_B,first_step_growth_above_20pct,75.0,True,True,True,946299,True,0.9803052967483776,0.9801354500351928,26923f612083f5f8,0.8799993437760216,6.562239783791668e-07,109.33417337032078,1343.9759127155492,11.292368170777033,False,0.9999999992047063,True,False
True,0.500986337511052,0.5386422800663384,0.5743091260061801,0.0299999999999966,0.0299999999999966,0.0232223016747518,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,781432,True,0.9807523922056302,0.9802330484091848,d7f2db01177d8f46,0.8799997982635039,2.0173649606380906e-07,100.24922547662604,168.0413868156116,0.6762362603468879,False,0.9999999999999993,True,False
True,0.5511743747289335,0.6001235348924636,0.6502613148886218,0.0299999999999966,0.0299999999999966,0.0276266489365315,Tier_B,first_step_growth_above_20pct,185.0,True,True,True,50266,True,0.9801296659270128,0.9800431343100214,b055059e3c6c6aed,0.8799995911486633,4.088513366751201e-07,135.1731862746407,2871.2927136324906,20.241584908701398,False,0.9999999985688556,True,False
True,0.3101854944684442,0.3586557014955583,0.3960025093562959,0.0299999999999966,0.0299999999999966,0.0132983113551998,Tier_B,first_step_growth_above_20pct,230.0,True,True,True,792819,True,0.9800000000043466,0.9800189382927528,3f8712523cae4182,0.8799993600000013,6.399999986639315e-07,127.26077352349722,2372.4974284355517,17.642802198569832,False,1.0,True,False
True,0.3651453683667208,0.408876160073001,0.4383080084846533,0.0299999999999966,0.0299999999999966,0.0156916382880806,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,751756,True,0.9801333891451712,0.9801254486384352,aef840df8b615712,0.8799994155939959,5.844060041448884e-07,116.55434304473255,482.12039606403596,3.1364429970576246,False,1.0,True,False
True,0.2429871742808051,0.3776928076671106,0.5991034998818356,0.0299999999999966,0.0220999999999975,0.0162396140405983,Tier_B,first_step_growth_above_20pct,125.0,True,True,True,840597,True,0.9809516415117568,0.9801579469485008,9228c77303bb02d7,0.87999936,6.399999999961992e-07,119.95004818449469,296.57686951962046,1.472503129498179,False,0.3186047272841872,True,False
True,0.2862524082192678,0.3122868716710957,0.3384351623205178,0.0299999999999966,0.0218999999999975,0.011263291910323,Tier_B,first_step_growth_above_20pct,250.0,True,True,True,55061,True,0.9810355951195708,0.9803353843835092,d8d1207bc6976724,0.87999936,6.399999999961992e-07,100.81708617541219,191.03541217486432,0.8948713895825235,False,0.967353432948617,True,False
True,0.5294268472393558,0.6539461163047515,0.7812669520768889,0.0299999999999966,0.0299999999999966,0.0324155183918902,Tier_B,first_step_growth_above_20pct,75.0,True,True,True,514950,True,0.9802245508645068,0.980111106265492,78527bf7d2b36ca8,0.87999936,6.399999999961992e-07,106.19056588060174,780.7077658833173,6.351950330136929,False,0.21417279768750708,True,False
False,0.2529446648173828,0.2752318438432209,0.3035379923279516,0.0295999999999967,0.0013999999999998,0.0096312320099351,Tier_B,first_step_growth_above_20pct,185.0,True,True,True,229510,True,0.981450052892848,0.9795613132168532,9b85da3db7b7e229,0.879999790012966,2.0998703398333873e-07,103.62159735547255,154.993201130314,0.49576155054444704,False,0.7136504463827006,True,False
True,0.3587538343394346,0.3840268251565883,0.3992995921931238,0.0299999999999966,0.0299999999999966,0.0144703888647625,Tier_B,first_step_growth_above_20pct,265.0,True,True,True,110443,True,0.980242214862629,0.9800395901127732,79211608bba7d0b4,0.87999936,6.399999999961992e-07,107.7635088427483,217.7288313586327,1.020431904053431,False,0.2489790751954777,True,False
True,0.5065862987152632,0.5474831194549123,0.5785915911453935,0.0299999999999966,0.0299999999999966,0.0237039825650235,Tier_B,first_step_growth_above_20pct,195.0,True,True,True,919830,True,0.9801259798085784,0.9800165945789522,d7d60018a8b55349,0.87999936,6.399999999961992e-07,117.9553692147658,715.4473821480169,5.06540750888054,False,0.03924964170994536,True,False
True,0.202929312102233,0.2249397558784864,0.2438409538670622,0.0299999999999966,0.0,0.0076318545962336,Tier_B,first_step_growth_above_20pct,265.0,True,True,True,328082,True,0.9815240972929988,0.980364724790704,f90fa6438381e896,0.87999936,6.399999999961992e-07,105.86551214514881,135.60419427723693,0.2809100105359559,False,0.6340227555988492,True,False
