attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,exact_reconfirmed,rho_high_final,rho_two_final,fingerprint
True,0.7966672502278709,0.9577265647198984,0.9658467671698957,0.029999999999996696,0.029999999999996696,0.0884884518640385,Tier_B,,90,True,True,True,845276,True,0.9801516837581515,0.9800092406013658,a9a86a00e6db496a
True,0.9125248495199696,0.9200253879594178,0.9200254511600099,0.029999999999996696,0.029999999999996696,0.0756216493937224,Tier_B,,100,True,True,True,511984,True,0.9802585447255524,0.9801867921183508,f047627c6adb85b9
True,0.8829405549453849,0.8938129038898149,0.9031276202931201,0.029999999999996696,0.029999999999996696,0.06723643297084728,Tier_B,,275,True,True,True,693168,True,0.9818487260362176,0.9803463726636372,b46304a8d7c7055a
True,0.8716100230510258,0.8848246221978178,0.8895075898023846,0.029999999999996696,0.029999999999996696,0.06454251525433768,Tier_B,,140,True,True,True,650736,True,0.9800510620022908,0.981241534614804,aa167323790d21dd
True,0.8677726718747043,0.8795900236908064,0.884601885346251,0.029999999999996696,0.029999999999996696,0.06323083840810419,Tier_B,,60,True,True,True,516308,True,0.9815295144460613,0.9801237740003342,47684a4d861d2cdb
True,0.8418148212204741,0.8690650909635852,0.8856076284347062,0.029999999999996696,0.029999999999996696,0.060690317575304985,Tier_B,,160,True,True,True,232887,True,0.9804501725601311,0.9801361374204016,8677700d5eb5b23e
True,0.7622772860820642,0.8665798167866161,0.9126806263462433,0.029999999999996696,0.029999999999996696,0.059793130383574714,Tier_B,,35,True,True,True,451348,True,0.9805165235369087,0.9804667402055052,2b45cf2715460031
True,0.7937800338602614,0.851789060624193,0.8961148891803626,0.029999999999996696,0.029999999999996696,0.058106055123400606,Tier_B,,215,True,True,True,697698,True,0.9800470070416736,0.98199936,c0af50eb0a3ac717
True,0.8111729480146513,0.8415515127099277,0.8540441109143122,0.029999999999996696,0.029999999999996696,0.054535552564142734,Tier_B,,40,True,True,True,735002,True,0.9801610995427062,0.9800392760770174,9de729f009488609
True,0.7036271345520877,0.8321385508292851,0.878279389945162,0.029999999999996696,0.029999999999996696,0.05187813165611222,Tier_B,,190,True,True,True,139402,True,0.9808584924369593,0.9802847861188009,6d8cab607bc9b82c
