attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,exact_reconfirmed,rho_high_final,rho_two_final,fingerprint
True,0.054287884903786776,0.07147298781922518,0.09499029224405642,0.0,0.0,0.002259801690244247,Tier_C,,300,True,False,False,272042,True,0.98,0.9801590763488846,f7910ab50af28f34
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,125,True,False,False,258872,True,0.9194506932464909,0.9800021498375977,c0a3a9cd6025e227
True,0.26051714389549696,0.2957817893864687,0.3304786442365655,0.029999999999996696,0.014599999999998392,0.010570782776052404,Tier_B,,385,True,True,True,660883,True,0.9809317849006972,0.980004034228311,0abbc3bc552f259b
True,0.07190870954089656,0.1010533380718881,0.19941943226552006,0.0,0.0,0.003795081050375648,Tier_C,,165,True,False,False,112437,True,0.9816172469302409,0.9800131607546415,900a35497a70954a
True,0.5374631187828149,0.5783182324183873,0.6012059780178998,0.029999999999996696,0.029999999999996696,0.02567860663022126,Tier_B,,100,True,True,True,662126,True,0.9801047454576123,0.9801710328493938,071bb7a77aaa0fc6
True,0.3728923945880013,0.4220580246954325,0.46189704595269376,0.029999999999996696,0.029999999999996696,0.016357176806717035,Tier_B,,215,True,True,True,873929,True,0.9819870890167147,0.9800008723523645,3cad2b9b5c1d6c8f
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.0,True,True,False,576586,True,0.9810544176124627,0.9228559674312783,961fb25852628ced
True,0.29154520426736386,0.35571147496588673,0.4043848697758856,0.029999999999996696,0.027099999999997015,0.012846263394233549,Tier_B,,290,True,True,True,219277,True,0.9808678475361816,0.9801066124447961,a92a388ebddb80e3
True,0.1948628852006139,0.2610564695893729,0.341930113277091,0.02869999999999684,0.007299999999999196,0.009221797663597518,Tier_C,,350,True,False,False,655078,True,0.98,0.9805595302320267,8a92f44a2f802539
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.0,True,False,False,102491,True,0.9801333064314671,0.9175659172520567,ade31410d3c30006
True,0.2940586625586723,0.32983467190195703,0.3830741007489795,0.029999999999996696,0.026899999999997037,0.012328421884007658,Tier_B,,195,True,True,True,825124,True,0.9810941920081689,0.9804936424723022,bbe627165ef84e75
True,0.45711790078592607,0.5761530936076296,0.6645011434782082,0.029999999999996696,0.029999999999996696,0.025270188965270328,Tier_B,,205,True,True,True,534277,True,0.9800000262190887,0.9819995405916858,5befd57a3740c2a3
True,0.538760129763661,0.5970018685189906,0.6490409640838288,0.029999999999996696,0.029999999999996696,0.02729855791401492,Tier_C,,20,True,True,False,865411,True,0.9800486487183835,0.9800057400985392,d164444a9cabcc31
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.0,True,True,False,857795,True,0.980376154375964,0.9145628246740114,d0e050455438748d
True,0.2409794170817544,0.6570440395921804,0.7382874426642179,0.029999999999996696,0.026299999999997103,0.027846474569472816,Tier_B,,155,True,True,True,738954,True,0.9802060522927432,0.980080426849439,d58060851d486a84
True,0.6674878659031493,0.8778829221927967,0.9100263468542157,0.029999999999996696,0.029999999999996696,0.05960975075530014,Tier_C,,0.0,True,True,False,816874,True,0.98026378591172,0.980099641861457,7b5226eaeac3fffb
