candidate_id,ablation,tier,median_reduction,span20,window_width_C,lower_bracketed,upper_bracketed,complete,rho_high_final,rho_two_final,loss_from_full
693168,full_model,Tier_B,0.8938129038898149,0.029999999999996696,275,True,True,True,0.9818487260362176,0.9803463726636372,False
693168,no_PR_damage,reject,-0.07494591781940207,0.0,0.0,True,True,False,0.9801799038629845,0.9802168691006446,True
693168,no_sweep_coalescence,Tier_B,0.8938129038834249,0.029999999999996696,275,True,True,True,0.9818487260362546,0.9803463722812699,False
693168,no_local_region_heterogeneity,Tier_B,0.8973528824428377,0.029999999999996696,275,True,True,True,0.9801199918170022,0.9801898487272408,False
693168,homogenized_network,Tier_B,0.8959581180923001,0.029999999999996696,280,True,True,True,0.9801721123244752,0.98039190821825,False
693168,no_interregion_exchange,Tier_B,0.8938129038832985,0.029999999999996696,275,True,True,True,0.9818487260359083,0.9803463723091369,False
693168,no_pore_detachment,Tier_B,0.8937101700601495,0.029999999999996696,275,True,True,True,0.9819312538122348,0.9803148396064835,False
693168,no_recapture,Tier_B,0.8938146846727189,0.029999999999996696,275,True,True,True,0.9818459268774782,0.9803486658234549,False
693168,no_closed_transition,reject,nan,0.0,0.0,False,False,False,0.8117793720232352,0.8117793720232352,True
693168,no_closed_shrinkage,reject,nan,0.0,0.0,False,False,False,0.7367512888004881,0.7367512888004881,True
693168,infinite_closed_accommodation,reject,nan,0.0,0.0,False,False,False,0.7250591367283508,0.7250591367283508,True
693168,no_attached_pore_drag,Tier_B,0.9108535532586336,0.029999999999996696,250,True,True,True,0.9818387437015745,0.9803548804916993,False
693168,no_persistent_junction,Tier_B,0.8193400431666403,0.029999999999996696,245,True,True,True,0.9818353483486999,0.980357781457885,False
693168,no_TJ_multihit,Tier_B,0.8659568942262695,0.029999999999996696,190,True,True,True,0.9801432827908044,0.9802046706269397,False
693168,q_TJ_0,Tier_B,0.8938129038898149,0.029999999999996696,275,True,True,True,0.9818487260362176,0.9803463726636372,False
693168,q_TJ_1,Tier_B,0.47638395229689146,0.029999999999996696,310,True,True,True,0.9818406362187373,0.9803531895869025,False
693168,q_TJ_2,Tier_B,0.26857416781410937,0.029999999999996696,375,True,True,True,0.9818365924893573,0.9803566174511986,False
