case_id,mode,fast_rate_C_min,metric,rho,G_reference,G_fast,ratio,pct
L012,disabled_local_mixture,20.0,G_mean,0.85,141.2401204111252,141.68261949939534,0.9968768287187687,-0.3132956039559406
L012,disabled_local_mixture,20.0,G_mean,0.851,141.2401204111252,141.75796133824022,0.9963470063887316,-0.3666386899187557
L012,disabled_local_mixture,20.0,G_mean,0.852,141.34433665405825,141.84108664771557,0.9964978413138426,-0.35144669069629086
L012,disabled_local_mixture,20.0,G_mean,0.853,141.44895703776513,141.91692169567304,0.9967025450360922,-0.33083641456823853
L012,disabled_local_mixture,20.0,G_mean,0.854,141.55391552448003,142.00061224565087,0.9968542620055884,-0.3155664889351658
L012,disabled_local_mixture,20.0,G_mean,0.855,141.65902902680668,142.092126516301,0.9969519951589673,-0.30573235780994285
L012,disabled_local_mixture,20.0,G_mean,0.856,141.76456924468027,142.17622173713963,0.9971046319319102,-0.290377556714381
L012,disabled_local_mixture,20.0,G_mean,0.857,141.87050425033712,142.26830029971055,0.9972039024256604,-0.2803937657622739
L012,disabled_local_mixture,20.0,G_mean,0.858,141.9765564626944,142.36071638783756,0.9973015032876305,-0.2705798300186954
L012,disabled_local_mixture,20.0,G_mean,0.859,142.08301425369783,142.45335230200314,0.99740028548068,-0.2606490650909567
L012,disabled_local_mixture,20.0,G_mean,0.86,142.18987706797176,142.54622693722737,0.9975001101262922,-0.250615498517717
L012,disabled_local_mixture,20.0,G_mean,0.861,142.29689993466573,142.6472260297331,0.9975441086040162,-0.24619376474696095
L012,disabled_local_mixture,20.0,G_mean,0.862,142.40428337804286,142.74860975232298,0.9975878828180705,-0.24179495596072653
L012,disabled_local_mixture,20.0,G_mean,0.863,142.51209872615783,142.85021568818638,0.9976330664927618,-0.2372549173374135
L012,disabled_local_mixture,20.0,G_mean,0.864,142.6201619505537,142.96000952887042,0.9976227787096777,-0.23828859375053527
L012,disabled_local_mixture,20.0,G_mean,0.865,142.7285169141863,143.06234064250822,0.9976665855820427,-0.23388719755467657
L012,disabled_local_mixture,20.0,G_mean,0.866,142.83727403988837,143.1729456131351,0.9976554818243822,-0.23500278586456028
L012,disabled_local_mixture,20.0,G_mean,0.867,143.05564516204953,143.29172310054247,0.9983524663296336,-0.16502525169526816
L012,disabled_local_mixture,20.0,G_mean,0.868,143.1653197538623,143.41098616304615,0.9982869763624345,-0.17159631229563077
L012,disabled_local_mixture,20.0,G_mean,0.869,143.2753939455594,143.530730783768,0.9982210301806845,-0.17821401929324374
L012,disabled_local_mixture,20.0,G_mean,0.87,143.3857200351767,143.65077880979263,0.9981548392788954,-0.1848571632871807
L012,disabled_local_mixture,20.0,G_mean,0.871,143.6074660251862,143.77930216941166,0.9988048617455175,-0.11965683190546984
L012,disabled_local_mixture,20.0,G_mean,0.872,143.71877324055438,143.90835761365207,0.9986826034551332,-0.13191343679253673
L012,disabled_local_mixture,20.0,G_mean,0.873,143.83040987223387,144.0459291900169,0.9985038152831192,-0.1498426639918839
L012,disabled_local_mixture,20.0,G_mean,0.874,144.05491147960595,144.1839782756988,0.9991048464771444,-0.08959555406140844
L012,disabled_local_mixture,20.0,G_mean,0.875,144.16745211143552,144.32261003389303,0.9989249229734616,-0.10762340610526458
L012,disabled_local_mixture,20.0,G_mean,0.876,144.280507667351,144.46990531430086,0.9986890166049613,-0.1312704328616067
L012,disabled_local_mixture,20.0,G_mean,0.877,144.50103769779543,144.61771727169128,0.9991931861731945,-0.08074653009749633
L012,disabled_local_mixture,20.0,G_mean,0.878,144.60174401439633,144.77443354555658,0.998807182132017,-0.11942423816344468
L012,disabled_local_mixture,20.0,G50,0.85,138.73433628301325,139.16487825158015,0.9969062454983177,-0.31033555217981496
L012,disabled_local_mixture,20.0,G50,0.851,138.73433628301325,139.23261748461107,0.9964212322471573,-0.3591621331444087
L012,disabled_local_mixture,20.0,G50,0.852,138.82469640402624,139.30741183964196,0.9965348905040934,-0.3477158229907866
L012,disabled_local_mixture,20.0,G50,0.853,138.91546891358394,139.375678733156,0.9966980622174894,-0.3312876695239424
L012,disabled_local_mixture,20.0,G50,0.854,139.00665619954313,139.45104986420986,0.9968132641159787,-0.31969236352883695
L012,disabled_local_mixture,20.0,G50,0.855,139.09826033396644,139.5336180761033,0.9968799078806987,-0.31298575632188674
L012,disabled_local_mixture,20.0,G50,0.856,139.19029989241722,139.60960871295654,0.9969965618813427,-0.30124859337426113
L012,disabled_local_mixture,20.0,G50,0.857,139.28275884622553,139.69285281570333,0.9970643167405361,-0.2944326870568217
L012,disabled_local_mixture,20.0,G50,0.858,139.37563172535843,139.7764413322829,0.9971324952681286,-0.28757509613607746
L012,disabled_local_mixture,20.0,G50,0.859,139.46891846025267,139.86037217278238,0.997201110604467,-0.2806745164810728
L012,disabled_local_mixture,20.0,G50,0.86,139.56261848419848,139.94464280010308,0.9972701754903881,-0.27372968496421646
L012,disabled_local_mixture,20.0,G50,0.861,139.65673069554884,140.03632873923735,0.9972892888073682,-0.2718079120125122
L012,disabled_local_mixture,20.0,G50,0.862,139.7512567025305,140.12840715804938,0.9973085367687545,-0.2698726755077904
L012,disabled_local_mixture,20.0,G50,0.863,139.8462234286324,140.22087491359923,0.9973281333096966,-0.2679024687127403
L012,disabled_local_mixture,20.0,G50,0.864,139.9416067757261,140.32089803096383,0.9972969724356094,-0.27103537252191173
L012,disabled_local_mixture,20.0,G50,0.865,140.03740397317884,140.4141640788692,0.9973167941556187,-0.2690424807949904
L012,disabled_local_mixture,20.0,G50,0.866,140.1336115400903,140.51503951933338,0.9972855006798713,-0.2721887882936387
L012,disabled_local_mixture,20.0,G50,0.867,140.32723997636947,140.62361464382482,0.9978924260466067,-0.21120252026994296
L012,disabled_local_mixture,20.0,G50,0.868,140.42464982087517,140.73268525310843,0.9978112019131928,-0.219359943304943
L012,disabled_local_mixture,20.0,G50,0.869,140.52246742036496,140.84224724832893,0.9977295177106899,-0.22756491103117857
L012,disabled_local_mixture,20.0,G50,0.87,140.62077261956452,140.95229586358596,0.9976479755651352,-0.2357569495926155
L012,disabled_local_mixture,20.0,G50,0.871,140.81854472287068,141.07022138839108,0.9982159476107472,-0.17872409206875764
L012,disabled_local_mixture,20.0,G50,0.872,140.91799284715373,141.1886898566874,0.9980827287950016,-0.19209541951629017
L012,disabled_local_mixture,20.0,G50,0.873,141.01789963982608,141.31515983867934,0.9978964733918668,-0.21079607596800246
L012,disabled_local_mixture,20.0,G50,0.874,141.21897139323423,141.44223040741645,0.9984215533540504,-0.1580942078671126
