case_id,fast_rate_C_min,rho,pore_D90_reference_nm,pore_D90_fast_nm,large_pore_reference,large_pore_fast,fine_reference,fine_fast
L081,20.0,0.92,617.9301431721358,617.9301431721358,0.8878979111212926,0.8750878348576769,0.11494490953943663,0.12274916729423344
L081,100.0,0.85,300.0,300.0,0.7562427717398688,0.7303868498044211,0.18780433310971523,0.19910482442903932
L081,100.0,0.88,430.55666636534704,430.55666636534704,0.7965654138880535,0.7798386864971321,0.16638911916011603,0.17441114471008357
L081,100.0,0.9,430.55666636534704,430.55666636534704,0.8345254079954744,0.8213581150417796,0.14558778356727725,0.15263973838028805
L081,100.0,0.92,617.9301431721358,617.9301431721358,0.8878979111212926,0.8747875824362865,0.11494490953943663,0.12294610587299767
L082,20.0,0.85,617.9301431721358,617.9301431721358,0.7536755607766542,0.7204146983437905,0.1882550612866919,0.20286356978792067
L082,20.0,0.88,617.9301431721358,617.9301431721358,0.7956744178472003,0.7738995742176269,0.16608232932345462,0.17646803903233105
L082,20.0,0.9,617.9301431721358,617.9301431721358,0.836400909266565,0.819515265203194,0.1438274096042734,0.15275356944459156
L082,20.0,0.92,886.846474969521,886.846474969521,0.8983648143904511,0.8827293420535552,0.10798947766323275,0.1176833511346167
L082,100.0,0.85,617.9301431721358,617.9301431721358,0.7536755607766542,0.718299970704286,0.1882550612866919,0.20374152343468838
L082,100.0,0.88,617.9301431721358,617.9301431721358,0.7956744178472003,0.7725825828169788,0.16608232932345462,0.177057362908157
L082,100.0,0.9,617.9301431721358,617.9301431721358,0.836400909266565,0.8186206792163785,0.1438274096042734,0.15319138273503435
L082,100.0,0.92,886.846474969521,886.846474969521,0.8983648143904511,0.8817227983478302,0.10798947766323275,0.11827144634194059
L083,20.0,0.85,886.846474969521,617.9301431721358,0.7609863047878235,0.7181033449886238,0.18230467378882367,0.20147375946905977
L083,20.0,0.88,886.846474969521,886.846474969521,0.8065611954385193,0.7803683700608481,0.1582958386829364,0.1708501637355918
L083,20.0,0.9,886.846474969521,886.846474969521,0.8560621435956209,0.8370783516143324,0.1310551743746083,0.14161382551305618
L083,100.0,0.85,886.846474969521,617.9301431721358,0.7609863047878235,0.7149477141139271,0.18230467378882367,0.20283043057120254
L083,100.0,0.88,886.846474969521,886.846474969521,0.8065611954385193,0.7785448330961895,0.1582958386829364,0.17169116861494466
L083,100.0,0.9,886.846474969521,886.846474969521,0.8560621435956209,0.835875392997443,0.1310551743746083,0.14221966434914218
L084,20.0,0.85,36.04592501837457,36.04592501837457,0.7386732697391907,0.7239601200642439,0.19770709371356254,0.20359326461465116
L084,20.0,0.88,51.7327110398887,51.7327110398887,0.786810753342793,0.7758607212455184,0.17389468700424937,0.17845821475740267
L084,20.0,0.9,51.7327110398887,51.7327110398887,0.82587681632115,0.8176004394756701,0.1536164571087925,0.1572643373985119
L084,20.0,0.92,51.7327110398887,51.7327110398887,0.8731492065595667,0.8674926845820123,0.12753878635554036,0.1303374155201117
L084,100.0,0.85,36.04592501837457,36.04592501837457,0.7386732697391907,0.7231981869971608,0.19770709371356254,0.20389253430293725
L084,100.0,0.88,51.7327110398887,51.7327110398887,0.786810753342793,0.7753743751636999,0.17389468700424937,0.17864848001806027
L084,100.0,0.9,51.7327110398887,51.7327110398887,0.82587681632115,0.8172273083207954,0.1536164571087925,0.15741867693007583
L084,100.0,0.92,51.7327110398887,51.7327110398887,0.8731492065595667,0.867191354032522,0.12753878635554036,0.13048253013724742
L085,20.0,0.85,36.04592501837457,36.04592501837457,0.7400327056266331,0.6929081979741946,0.2010327909867281,0.21953993645216902
L085,20.0,0.88,36.04592501837457,36.04592501837457,0.7754592126592632,0.7450965582670609,0.1827741207171836,0.1950482522570869
L085,20.0,0.9,36.04592501837457,36.04592501837457,0.7991367112132572,0.7839581236301486,0.16929003636040288,0.17580809723267218
L085,20.0,0.92,36.04592501837457,36.04592501837457,0.8226093368606743,0.8248607491650122,0.15413830389743038,0.15390248892157812
L085,100.0,0.85,36.04592501837457,36.04592501837457,0.7400327056266331,0.688265509636268,0.2010327909867281,0.22129572503793746
L085,100.0,0.88,36.04592501837457,36.04592501837457,0.7754592126592632,0.7419399907532898,0.1827741207171836,0.19624288106930152
L085,100.0,0.9,36.04592501837457,36.04592501837457,0.7991367112132572,0.7822946762795568,0.16929003636040288,0.17643087712274166
L085,100.0,0.92,36.04592501837457,36.04592501837457,0.8226093368606743,0.8251810668420716,0.15413830389743038,0.1537515934685552
L086,20.0,0.85,143.51888878844898,143.51888878844898,0.7482338633334651,0.6795451430519561,0.19463717258172364,0.22294817676231818
L086,20.0,0.88,205.97671439071183,205.97671439071183,0.7843701127704418,0.7378740808536373,0.17577525707405972,0.195886249183618
L086,20.0,0.9,205.97671439071183,205.97671439071183,0.8079281117453256,0.7823515789140394,0.16164830505839106,0.17395329591478947
L086,20.0,0.92,295.61549165650683,205.97671439071183,0.8331177060646956,0.8299396100238812,0.14402457659572343,0.14812849397774017
L086,100.0,0.85,143.51888878844898,143.51888878844898,0.7482338633334651,0.6710949686271632,0.19463717258172364,0.22627704188301956
L086,100.0,0.88,205.97671439071183,205.97671439071183,0.7843701127704418,0.7318198260173971,0.17577525707405972,0.19831328190060385
L086,100.0,0.9,205.97671439071183,205.97671439071183,0.8079281117453256,0.778594034685401,0.16164830505839106,0.17553160664785464
L086,100.0,0.92,295.61549165650683,205.97671439071183,0.8331177060646956,0.8297317854407522,0.14402457659572343,0.14831939244920198
L087,20.0,0.85,424.2640687119287,295.61549165650683,0.8299918232561089,0.8016545268720389,0.14699758322691803,0.1610596162965515
L087,20.0,0.88,424.2640687119287,295.61549165650683,0.8723710103126355,0.8596700908964408,0.11832794848623095,0.1287876146954267
L087,20.0,0.9,424.2640687119287,424.2640687119287,0.9261231888542569,0.8994627014883096,0.07803450704548989,0.10261919361793716
L087,100.0,0.85,424.2640687119287,295.61549165650683,0.8299918232561089,0.7996049197527823,0.14699758322691803,0.1620143681471591
L087,100.0,0.88,424.2640687119287,295.61549165650683,0.8723710103126355,0.8589286663363176,0.11832794848623095,0.12927979298990433
L087,100.0,0.9,424.2640687119287,424.2640687119287,0.9261231888542569,0.8996508385884633,0.07803450704548989,0.10276249636523871
L088,20.0,0.85,36.04592501837457,36.04592501837457,0.7345187150876379,0.696541665910959,0.20206675704413085,0.21711191781117695
L088,20.0,0.88,51.7327110398887,51.7327110398887,0.7766716048681557,0.7507353034864295,0.18115649963104827,0.19168603379420932
L088,20.0,0.9,51.7327110398887,51.7327110398887,0.8067989531918494,0.7909018632325571,0.1649609753523251,0.17183766478257803
L088,20.0,0.92,51.7327110398887,51.7327110398887,0.8377923299778687,0.835214658691468,0.1463922396413639,0.14822239589068356
L088,100.0,0.85,36.04592501837457,36.04592501837457,0.7345187150876379,0.6927230769791836,0.20206675704413085,0.21863974445990425
L088,100.0,0.88,51.7327110398887,51.7327110398887,0.7766716048681557,0.7474921451429686,0.18115649963104827,0.19304203434848713
L088,100.0,0.9,51.7327110398887,51.7327110398887,0.8067989531918494,0.7898122715506152,0.1649609753523251,0.17223598832738765
L088,100.0,0.92,51.7327110398887,51.7327110398887,0.8377923299778687,0.83500546682344,0.1463922396413639,0.14831259333761312
L089,20.0,0.85,51.7327110398887,51.7327110398887,0.7105124720211324,0.6608148174921196,0.21270267347739966,0.23249259075925552
L089,20.0,0.88,200.0,200.0,0.7567323325340245,0.7177515781336471,0.19063841966080824,0.20652912847459243
L089,20.0,0.9,287.037777576898,200.0,0.790760581715801,0.7627267589247114,0.17321033601390273,0.18510913860620268
L089,20.0,0.92,287.037777576898,287.037777576898,0.8260380247656038,0.8133239620085587,0.15324993301543732,0.15943229360569613
L089,100.0,0.85,51.7327110398887,51.7327110398887,0.7105124720211324,0.655444095910728,0.21270267347739966,0.2346386309216216
L089,100.0,0.88,200.0,200.0,0.7567323325340245,0.7132166045675227,0.19063841966080824,0.20838076840639277
L089,100.0,0.9,287.037777576898,200.0,0.790760581715801,0.7592376414924091,0.17321033601390273,0.18657375248790523
L089,100.0,0.92,287.037777576898,287.037777576898,0.8260380247656038,0.8115858328630042,0.15324993301543732,0.1602090998288435
L090,20.0,0.85,411.9534287814237,411.9534287814237,0.7843437109644625,0.7616466112017872,0.17311312222054678,0.18335062826286241
L090,20.0,0.88,411.9534287814237,411.9534287814237,0.8444713724769085,0.8239681387659836,0.1426316851174045,0.15249741305167108
L090,20.0,0.9,411.9534287814237,411.9534287814237,0.8929639484649374,0.8752164967775554,0.11611387405007256,0.12540619939978054
L090,20.0,0.92,591.2309833130138,591.2309833130138,0.9479275372719169,0.9338253512874267,0.08176750602053438,0.09074706332801917
L090,100.0,0.85,411.9534287814237,411.9534287814237,0.7843437109644625,0.760422622632194,0.17311312222054678,0.18386836402594786
L090,100.0,0.88,411.9534287814237,411.9534287814237,0.8444713724769085,0.8231610898903821,0.1426316851174045,0.15285232158466985
L090,100.0,0.9,411.9534287814237,411.9534287814237,0.8929639484649374,0.8743666362558107,0.11611387405007256,0.1258296126890705
L090,100.0,0.92,591.2309833130138,591.2309833130138,0.9479275372719169,0.9331996164891595,0.08176750602053438,0.09112563822775223
L091,20.0,0.85,36.04592501837457,36.04592501837457,0.7060452272453028,0.6847588662720395,0.2141731528183849,0.22274323027798235
L091,20.0,0.88,36.04592501837457,36.04592501837457,0.7595269993398557,0.7410383109660036,0.1889902123784165,0.1967121870030974
L091,20.0,0.9,36.04592501837457,36.04592501837457,0.8035585918199999,0.7872212782494656,0.16744514551749617,0.17457021010515716
L091,20.0,0.92,36.04592501837457,36.04592501837457,0.856757543242151,0.8428655445250405,0.14000757508627787,0.1465578927478639
L091,100.0,0.85,36.04592501837457,36.04592501837457,0.7060452272453028,0.6839615273352302,0.2141731528183849,0.22304519827838884
L091,100.0,0.88,36.04592501837457,36.04592501837457,0.7595269993398557,0.7404492309724835,0.1889902123784165,0.19693500942126768
L091,100.0,0.9,36.04592501837457,36.04592501837457,0.8035585918199999,0.7868025812211046,0.16744514551749617,0.1747268328740155
L091,100.0,0.92,36.04592501837457,36.04592501837457,0.856757543242151,0.8426485530059492,0.14000757508627787,0.14663272901104452
L092,20.0,0.85,36.04592501837457,36.04592501837457,0.6792978495775265,0.6482979408993867,0.2262011641567874,0.2384885535042766
L092,20.0,0.88,36.04592501837457,36.04592501837457,0.7318884912161406,0.7051356730197946,0.20185334879330316,0.2127935927209273
L092,20.0,0.9,51.7327110398887,51.7327110398887,0.7766770183122369,0.7528021954718699,0.180411608633394,0.1905627546420155
L092,20.0,0.92,51.7327110398887,51.7327110398887,0.8320710516226267,0.8120768417502121,0.1526547446050872,0.16173592888967872
L092,100.0,0.85,36.04592501837457,36.04592501837457,0.6792978495775265,0.646398948935381,0.2262011641567874,0.23924171622056345
L092,100.0,0.88,36.04592501837457,36.04592501837457,0.7318884912161406,0.703215717021662,0.20185334879330316,0.21352671866181494
L092,100.0,0.9,51.7327110398887,51.7327110398887,0.7766770183122369,0.750758661305876,0.180411608633394,0.19133910766362972
L092,100.0,0.92,51.7327110398887,51.7327110398887,0.8320710516226267,0.8096056537783191,0.1526547446050872,0.16273747758633628
L093,20.0,0.85,300.0,300.0,0.7588616241090255,0.7487942762792358,0.18747781406521571,0.19160584966126679
L093,20.0,0.88,430.55666636534704,430.55666636534704,0.8199346840934452,0.8111754017615647,0.15781745180022835,0.16158842263608195
L093,20.0,0.9,430.55666636534704,430.55666636534704,0.8696080957681406,0.8622601836717099,0.13207342429429783,0.1354470523676877
L093,100.0,0.85,300.0,300.0,0.7588616241090255,0.7450883035913816,0.18747781406521571,0.19319390511458218
L093,100.0,0.88,430.55666636534704,430.55666636534704,0.8199346840934452,0.8061366837895054,0.15781745180022835,0.16377596373265627
L093,100.0,0.9,430.55666636534704,430.55666636534704,0.8696080957681406,0.8555428923448114,0.13207342429429783,0.13861797913037477
L094,20.0,0.85,617.9301431721358,617.9301431721358,0.742761856579071,0.7315907031795635,0.19352088327733663,0.19804927016065496
L094,20.0,0.88,617.9301431721358,617.9301431721358,0.8083901352465136,0.7989126508789111,0.16222291668650102,0.1662302553120927
L094,20.0,0.9,886.846474969521,886.846474969521,0.8642768733340851,0.8562417390421232,0.13370706863476675,0.13735277595416057
L094,20.0,0.92,886.846474969521,886.846474969521,0.9302176542579169,0.9249146618762671,0.09527194612222895,0.09818441191712314
L094,100.0,0.85,617.9301431721358,617.9301431721358,0.742761856579071,0.7262589610418341,0.19352088327733663,0.2003073314444268
L094,100.0,0.88,617.9301431721358,617.9301431721358,0.8083901352465136,0.7907888120398827,0.16222291668650102,0.1696237578581685
L094,100.0,0.9,886.846474969521,617.9301431721358,0.8642768733340851,0.844694417215499,0.13370706863476675,0.14260569081650162
L094,100.0,0.92,886.846474969521,886.846474969521,0.9302176542579169,0.908911416627346,0.09527194612222895,0.10745464242996196
L095,20.0,0.85,886.846474969521,886.846474969521,0.7386654810760932,0.7201403330775218,0.1923220014766788,0.19968326811272005
L095,20.0,0.88,886.846474969521,886.846474969521,0.8005528010069866,0.7877210161071272,0.16238501522986631,0.16778266499141664
L095,20.0,0.9,1272.7922061357865,1272.7922061357865,0.858372161566175,0.8499741528865888,0.13208773941043345,0.13606034322323662
L095,20.0,0.92,1272.7922061357865,1272.7922061357865,0.9382965696481672,0.9342316464988034,0.08206581873082525,0.08502035348629816
L095,100.0,0.85,886.846474969521,886.846474969521,0.7386654810760932,0.714165885839544,0.1923220014766788,0.2026066750729929
L095,100.0,0.88,886.846474969521,886.846474969521,0.8005528010069866,0.778503511599825,0.16238501522986631,0.17175324915768103
L095,100.0,0.9,1272.7922061357865,886.846474969521,0.858372161566175,0.8340177875930119,0.13208773941043345,0.1434160389412612
L095,100.0,0.92,1272.7922061357865,1272.7922061357865,0.9382965696481672,0.90445361818845,0.08206581873082525,0.10398043961631853
