material_id,topology_id,family,q_TJ,G0_nm,G1_nm,prep_growth_fraction,T1_C,rho_switch,T2_C,rho1,rho2,growth_fraction,X_J,Lambda_over_K,migration_factor,numerical_censored,classification
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,900,0.8001086778710826,0.800115126220528,0.0005227714870426017,1.893290493602714e-08,0.00028919955286891197,0.9999998327507733,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,950,0.8001086778710826,0.800123596438358,0.0022426077110654767,1.8949870749010337e-08,0.0009350089743675813,0.9999998328586834,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1000,0.8001086778710826,0.8002057914953742,0.0085533452120439,1.9052152276572794e-08,0.0027568034875226216,0.9999998331623433,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1050,0.8001086778710826,0.8006750130703677,0.029244561423059864,1.9587112747280046e-08,0.007490408965566828,0.9999998339462153,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1100,0.8001086778710826,0.8030041210784711,0.08956741677348021,2.2034670500441282e-08,0.018923080099133998,0.9999998358093963,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1150,0.8001086778710826,0.8129430176022294,0.24262012040442402,3.166557078101252e-08,0.044791618606869504,0.999999839874676,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1200,0.8001086778710826,0.8466979217471218,0.571734986914195,6.109742161468964e-08,0.1,0.9999998479112748,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,300,1014.492049197443,2.381640163991476,1300,0.8,1250,0.8001086778710826,0.9171683013540867,1.1725534141471434,1.0993459919130038e-07,0.21178886314827233,0.9999998619416259,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,600,1150.8867265800905,0.9181445443001506,1300,0.8,900,0.8004063200655405,0.8004127534800631,0.0004062274577621045,1.9200201597242294e-08,0.00028919955286891197,0.9999998279771555,False,PREP_GROWTH_EXCEEDED
E0021,D0000,persistent_junction_only,0,600,1150.8867265800905,0.9181445443001506,1300,0.8,950,0.8004063200655405,0.8004210743684571,0.0017429848234134892,1.9217128449684852e-08,0.0009350089743675813,0.9999998280881457,False,PREP_GROWTH_EXCEEDED
