material_id,topology_id,family,q_TJ,G0_nm,G1_nm,prep_growth_fraction,T1_C,rho_switch,T2_C,rho1,rho2,growth_fraction,X_J,Lambda_over_K,migration_factor,numerical_censored,classification_5pct,classification_10pct
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,950,0.8000555378382805,0.8012371591703789,0.0005451275829392675,1.3728915091071108e-10,0.0017624107333847152,0.08548929866126853,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,960,0.8000555378382805,0.8017409781708846,0.000720010452668095,1.371288666777441e-10,0.0023861719570390225,0.08548929866126917,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,970,0.8000555378382805,0.802444589821406,0.0009471635250233515,1.3690551896443568e-10,0.003214987067554581,0.08548929866127,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,980,0.8000555378382805,0.803420563583614,0.0012413039107945364,1.3659621391681864e-10,0.004311121777417195,0.08548929866127111,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,990,0.8000555378382805,0.8047647201386411,0.0016212299604447325,1.361706048565642e-10,0.005754187332722891,0.08548929866127257,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1000,0.8000555378382805,0.8066019288177939,0.0021110782483610233,1.3558888515019937e-10,0.007645535062698905,0.08548929866127448,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1010,0.8000555378382805,0.8090922964316167,0.00274209146703931,1.3479948275245396e-10,0.010113652049428322,0.08548929866127696,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1020,0.8000555378382805,0.8124369091400747,0.003555180005238968,1.3373658656845268e-10,0.013320759810884297,0.08548929866128015,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1030,0.8000555378382805,0.8168815143557506,0.004604748896488681,1.323177999855248e-10,0.017470853119380566,0.08548929866128427,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1040,0.8000555378382805,0.8227153588786764,0.005964592507733622,1.304424830968915e-10,0.02281945643332926,0.08548929866128951,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1050,0.8000555378382805,0.8302608099358332,0.007737251311944852,1.2799174028159393e-10,0.029685421483201926,0.08548929866129618,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1060,0.8000555378382805,0.8398475826364336,0.01006931137052221,1.2483153621230932e-10,0.03846514194590512,0.08548929866130456,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1070,0.8000555378382805,0.851764103329915,0.013177171649392357,1.2082100858079366e-10,0.04964962053156316,0.08548929866131504,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
E0142,C08,pore_pinned_structural,0,600,602.7279467956131,0.004546577992688339,1300,0.8,1080,0.8000555378382805,0.8661794145463657,0.017391740361762144,1.1582845725249612e-10,0.06384489090221934,0.08548929866132801,False,DENSIFICATION_EXHAUSTION_FAILURE,DENSIFICATION_EXHAUSTION_FAILURE
