material_id,topology_id,q_TJ,G0_nm,G1_nm,T1_C,rho_switch,T2_first_success_C,T2_last_success_C,T_lower_density_C,T_upper_growth_C,window_width_C,first_step_growth_fraction,maximum_second_step_growth_fraction,prep_growth_tolerance,second_step_growth_tolerance,practical_T2_less_T1,tier,rejection_reason,heating_rate_T1_C_min
E0142,D0087,1,300,302.93301080737535,1500,0.88,1060.0,1100.0,1050.0,1110.0,40.0,0.0097767026912509,0.0746465184216622,0.05,0.1,True,Tier_B,nan,20.0
E0142,D0065,1,300,303.86340809979646,1500,0.88,1060.0,1100.0,1050.0,1110.0,40.0,0.0128780269993214,0.0954613830743932,0.05,0.1,True,Tier_B,nan,20.0
E0142,D0115,0,300,303.86340809979646,1500,0.88,1060.0,1100.0,1050.0,1110.0,40.0,0.0128780269993214,0.0954613830743932,0.05,0.1,True,Tier_B,nan,20.0
E0142,D0039,1,300,304.3202614886007,1500,0.88,1060.0,1090.0,1050.0,1100.0,30.0,0.0144008716286688,0.0776901704030829,0.05,0.1,True,Tier_B,nan,20.0
E0142,D0064,0,300,304.3202614886007,1500,0.88,1060.0,1090.0,1050.0,1100.0,30.0,0.0144008716286688,0.0776901704030829,0.05,0.1,True,Tier_B,nan,20.0
E0021,D0048,1,600,653.0471761169587,1500,0.88,1190.0,1290.0,1180.0,1300.0,100.0,0.088411960194931,0.0850090579033797,0.1,0.1,True,Tier_C,nan,20.0
