material_id,rho0,G0_nm,peak_T_C,hold_time_h,fast_rate_C_min,reference_rate_C_min,both_paths_attained,max_ratio,span_ratio_ge_1p2,span_ratio_ge_1p5,span_ratio_ge_2p0,density_interval_start,density_interval_end,trajectory_class,rejection_reason
E0021,0.6,50,1550,20,20,1,True,1.553414089168468,0.17000000000000015,0.09600000000000009,0.0,0.75,0.8460000000000001,meaningful,
E0021,0.6,50,1550,20,50,1,True,1.7424760868731266,0.17000000000000015,0.14800000000000013,0.0,0.75,0.8980000000000001,meaningful,
E0021,0.6,50,1550,20,100,1,True,1.8753485274968118,0.17000000000000015,0.16300000000000014,0.0,0.75,0.9130000000000001,meaningful,
E0021,0.6,75,1550,20,20,1,True,1.5493793903265407,0.17000000000000015,0.09400000000000008,0.0,0.75,0.8440000000000001,meaningful,
E0021,0.6,75,1550,20,50,1,True,1.840410911012694,0.17000000000000015,0.16000000000000014,0.0,0.75,0.9100000000000001,meaningful,
E0021,0.6,75,1550,20,100,1,True,1.8526071673166589,0.17000000000000015,0.16100000000000014,0.0,0.75,0.9110000000000001,meaningful,
E0021,0.6,100,1550,20,20,1,True,1.5413184935195783,0.17000000000000015,0.08800000000000008,0.0,0.75,0.8380000000000001,meaningful,
E0021,0.6,100,1550,20,50,1,True,1.818385434292242,0.17000000000000015,0.15800000000000014,0.0,0.75,0.9080000000000001,meaningful,
E0021,0.6,100,1550,20,100,1,True,1.8294668613329546,0.17000000000000015,0.15900000000000014,0.0,0.75,0.9090000000000001,meaningful,
E0021,0.6,150,1550,20,20,1,True,1.521298930563769,0.17000000000000015,0.07100000000000006,0.0,0.75,0.8210000000000001,meaningful,
E0021,0.6,150,1550,20,50,1,True,1.7704926149191922,0.17000000000000015,0.15300000000000014,0.0,0.75,0.9030000000000001,meaningful,
E0021,0.6,150,1550,20,100,1,True,1.7798460183122702,0.17000000000000015,0.15400000000000014,0.0,0.75,0.9040000000000001,meaningful,
E0021,0.6,225,1550,20,20,1,True,1.4861908484347144,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.6,225,1550,20,50,1,True,1.6921422612695034,0.17000000000000015,0.14200000000000013,0.0,0.75,0.8920000000000001,meaningful,
E0021,0.6,225,1550,20,100,1,True,1.6995023029818785,0.17000000000000015,0.14400000000000013,0.0,0.75,0.8940000000000001,meaningful,
E0021,0.6,300,1550,20,20,1,True,1.4498844295629163,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.6,300,1550,20,50,1,True,1.6124201445875292,0.17000000000000015,0.12400000000000011,0.0,0.75,0.8740000000000001,meaningful,
E0021,0.6,300,1550,20,100,1,True,1.6182523742841175,0.17000000000000015,0.1260000000000001,0.0,0.75,0.8760000000000001,meaningful,
E0021,0.65,50,1550,20,20,1,True,1.5561919435082456,0.17000000000000015,0.1150000000000001,0.0,0.75,0.8650000000000001,meaningful,
E0021,0.65,50,1550,20,50,1,True,1.7982367530725032,0.17000000000000015,0.16100000000000014,0.0,0.75,0.9110000000000001,meaningful,
E0021,0.65,50,1550,20,100,1,True,1.9912959455718318,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.65,75,1550,20,20,1,True,1.5508590779362463,0.17000000000000015,0.1130000000000001,0.0,0.75,0.8630000000000001,meaningful,
E0021,0.65,75,1550,20,50,1,True,1.9385583609316757,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.65,75,1550,20,100,1,True,1.9566417938275964,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.65,100,1550,20,20,1,True,1.5414053348827885,0.17000000000000015,0.1080000000000001,0.0,0.75,0.8580000000000001,meaningful,
E0021,0.65,100,1550,20,50,1,True,1.9056901759222555,0.17000000000000015,0.16900000000000015,0.0,0.75,0.9190000000000002,meaningful,
E0021,0.65,100,1550,20,100,1,True,1.9218550656871847,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.65,150,1550,20,20,1,True,1.5213130435144477,0.17000000000000015,0.09300000000000008,0.0,0.75,0.8430000000000001,meaningful,
E0021,0.65,150,1550,20,50,1,True,1.8359712990320223,0.17000000000000015,0.16500000000000015,0.0,0.75,0.9150000000000001,meaningful,
E0021,0.65,150,1550,20,100,1,True,1.8491466866245492,0.17000000000000015,0.16600000000000015,0.0,0.75,0.9160000000000001,meaningful,
E0021,0.65,225,1550,20,20,1,True,1.486225650550083,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.65,225,1550,20,50,1,True,1.7273548828357497,0.17000000000000015,0.15600000000000014,0.0,0.75,0.9060000000000001,meaningful,
E0021,0.65,225,1550,20,100,1,True,1.737175561561943,0.17000000000000015,0.15700000000000014,0.0,0.75,0.9070000000000001,meaningful,
E0021,0.65,300,1550,20,20,1,True,1.4499664260591831,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.65,300,1550,20,50,1,True,1.6234675883991705,0.17000000000000015,0.14000000000000012,0.0,0.75,0.8900000000000001,meaningful,
E0021,0.65,300,1550,20,100,1,True,1.630853664956747,0.17000000000000015,0.14200000000000013,0.0,0.75,0.8920000000000001,meaningful,
E0021,0.7,50,1550,20,20,1,True,1.5616130639131989,0.17000000000000015,0.13400000000000012,0.0,0.75,0.8840000000000001,meaningful,
E0021,0.7,50,1550,20,50,1,True,1.8595439035953714,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.7,50,1550,20,100,1,True,2.222613013281942,0.17000000000000015,0.17000000000000015,0.03300000000000003,0.75,0.9200000000000002,meaningful,
E0021,0.7,75,1550,20,20,1,True,1.5526860594459948,0.17000000000000015,0.13300000000000012,0.0,0.75,0.8830000000000001,meaningful,
E0021,0.7,75,1550,20,50,1,True,2.1140545285491585,0.17000000000000015,0.17000000000000015,0.02100000000000002,0.75,0.9200000000000002,meaningful,
E0021,0.7,75,1550,20,100,1,True,2.149916290969112,0.17000000000000015,0.17000000000000015,0.026000000000000023,0.75,0.9200000000000002,meaningful,
E0021,0.7,100,1550,20,20,1,True,1.5414124116925731,0.17000000000000015,0.12900000000000011,0.0,0.75,0.8790000000000001,meaningful,
E0021,0.7,100,1550,20,50,1,True,2.0494555130272416,0.17000000000000015,0.17000000000000015,0.01100000000000001,0.75,0.9200000000000002,meaningful,
E0021,0.7,100,1550,20,100,1,True,2.08010638402069,0.17000000000000015,0.17000000000000015,0.016000000000000014,0.75,0.9200000000000002,meaningful,
E0021,0.7,150,1550,20,20,1,True,1.521325048812608,0.17000000000000015,0.1110000000000001,0.0,0.754,0.8650000000000001,meaningful,
E0021,0.7,150,1550,20,50,1,True,1.9215659376762644,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.7,150,1550,20,100,1,True,1.9444026364451,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.7,225,1550,20,20,1,True,1.4862644594105203,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.7,225,1550,20,50,1,True,1.7467686077880067,0.17000000000000015,0.16900000000000015,0.0,0.75,0.9190000000000002,meaningful,
E0021,0.7,225,1550,20,100,1,True,1.7607627727807404,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0021,0.7,300,1550,20,20,1,True,1.4500495296874338,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.7,300,1550,20,50,1,True,1.6236518899856889,0.17000000000000015,0.15600000000000014,0.0,0.75,0.9060000000000001,meaningful,
E0021,0.7,300,1550,20,100,1,True,1.6313133368225619,0.17000000000000015,0.15700000000000014,0.0,0.75,0.9070000000000001,meaningful,
E0021,0.75,50,1550,20,20,1,True,1.5734347560051762,0.16900000000000015,0.15200000000000014,0.0,0.752,0.9040000000000001,meaningful,
E0021,0.75,50,1550,20,50,1,True,2.1029265725306727,0.16900000000000015,0.16900000000000015,0.007000000000000006,0.751,0.9200000000000002,meaningful,
E0021,0.75,50,1550,20,100,1,True,2.903877939666261,0.16900000000000015,0.16900000000000015,0.06900000000000006,0.751,0.9200000000000002,meaningful,
E0021,0.75,75,1550,20,20,1,True,1.5529558334595275,0.16900000000000015,0.14800000000000013,0.0,0.754,0.9020000000000001,meaningful,
E0021,0.75,75,1550,20,50,1,True,2.378959191476712,0.16900000000000015,0.16900000000000015,0.05700000000000005,0.751,0.9200000000000002,meaningful,
E0021,0.75,75,1550,20,100,1,True,2.474628965938446,0.16900000000000015,0.16900000000000015,0.061000000000000054,0.751,0.9200000000000002,meaningful,
E0021,0.75,100,1550,20,20,1,True,1.5414169495869268,0.16900000000000015,0.13800000000000012,0.0,0.761,0.8990000000000001,meaningful,
E0021,0.75,100,1550,20,50,1,True,2.1717698530460585,0.16900000000000015,0.16900000000000015,0.04600000000000004,0.751,0.9200000000000002,meaningful,
E0021,0.75,100,1550,20,100,1,True,2.241741679208204,0.16900000000000015,0.16900000000000015,0.051000000000000045,0.751,0.9200000000000002,meaningful,
E0021,0.75,150,1550,20,20,1,True,1.5213441355309438,0.16800000000000015,0.09300000000000008,0.0,0.795,0.8880000000000001,meaningful,
E0021,0.75,150,1550,20,50,1,True,1.9431871779597956,0.16900000000000015,0.16700000000000015,0.0,0.753,0.9200000000000002,meaningful,
E0021,0.75,150,1550,20,100,1,True,1.9759687304796913,0.16900000000000015,0.16700000000000015,0.0,0.753,0.9200000000000002,meaningful,
E0021,0.75,225,1550,20,20,1,True,1.4863006916694517,0.16600000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.75,225,1550,20,50,1,True,1.7468484519821708,0.16800000000000015,0.16100000000000014,0.0,0.759,0.9200000000000002,meaningful,
E0021,0.75,225,1550,20,100,1,True,1.7609189230952018,0.16800000000000015,0.16200000000000014,0.0,0.758,0.9200000000000002,meaningful,
E0021,0.75,300,1550,20,20,1,True,1.4501328022514477,0.16200000000000014,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0021,0.75,300,1550,20,50,1,True,1.623744519610685,0.16600000000000015,0.14900000000000013,0.0,0.771,0.9200000000000002,meaningful,
E0021,0.75,300,1550,20,100,1,True,1.631440591016339,0.16700000000000015,0.15000000000000013,0.0,0.77,0.9200000000000002,meaningful,
E0021,0.8,50,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,50,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,50,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,75,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,75,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,75,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,100,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,100,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,100,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,150,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,150,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,150,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,225,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,225,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,225,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,300,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,300,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0021,0.8,300,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.6,50,1550,20,20,1,True,1.372156714288071,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,50,1550,20,50,1,True,1.6112262014311824,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,50,1550,20,100,1,True,1.987425550668221,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,75,1550,20,20,1,True,1.363954230228096,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,75,1550,20,50,1,True,1.7961210928371054,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,75,1550,20,100,1,True,1.8407460063514622,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,100,1550,20,20,1,True,1.3473685161133924,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,100,1550,20,50,1,True,1.7042510839160052,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,100,1550,20,100,1,True,1.7355644292510153,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.6,150,1550,20,20,1,True,1.3090773478657405,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,150,1550,20,50,1,True,1.5869532164136784,0.17000000000000015,0.14600000000000013,0.0,0.774,0.9200000000000002,meaningful,
E0142,0.6,150,1550,20,100,1,True,1.6028830583431548,0.17000000000000015,0.16400000000000015,0.0,0.756,0.9200000000000002,meaningful,
