model_style,G0_nm,rho0,T1_C,rho_switch,T2_C,rho_target,growth_tolerance,first_step_attained,classification,growth_fraction,first_rho,first_G_nm,first_pore_mean_radius_nm,first_removable_fine_fraction,first_large_pore_fraction,first_f_pore,first_connectivity,first_connected_coverage,first_isolated_fraction,first_activity,first_E_G,first_cumulative_redistribution,final_rho,final_G_nm,final_pore_mean_radius_nm,final_removable_fine_fraction,final_large_pore_fraction,final_f_pore,final_connectivity,final_connected_coverage,final_isolated_fraction,final_activity,final_E_G,final_cumulative_redistribution
density,75.0,0.7,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.20703728826168766,0.8500601101182574,166.4484119970077,50.508089556166624,0.4164882806834124,0.07457369459627153,0.33255049949159177,0.7305855814180132,0.24295660002191527,0.05872121268114337,0.6960738152148924,0.12296050270659678,4.147895917492111e-05,0.8753960589330324,200.90943985233233,53.28314391054766,0.3746741435984584,0.08776430802196183,0.3187904604323615,0.49603949350341703,0.1581326585265897,0.20312348825270768,0.3947468509104795,0.07400586696420258,0.00010887560007796355
density,75.0,0.7,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.6469927772221507,0.8500601101182574,166.4484119970077,50.508089556166624,0.4164882806834124,0.07457369459627153,0.33255049949159177,0.7305855814180132,0.24295660002191527,0.05872121268114337,0.6960738152148924,0.12296050270659678,4.147895917492111e-05,0.8902496229741843,274.13933233916845,55.26414972982577,0.3472417015720228,0.09794999336940909,0.35845456973784595,0.35206263811444916,0.12619846146608585,0.36779508797730476,0.5257445708300073,0.04147293015255662,4.565245051300983e-05
density,75.0,0.7,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,1.4949030952015379,0.8500601101182574,166.4484119970077,50.508089556166624,0.4164882806834124,0.07457369459627153,0.33255049949159177,0.7305855814180132,0.24295660002191527,0.05872121268114337,0.6960738152148924,0.12296050270659678,4.147895917492111e-05,0.9031732119089422,415.27265828271527,57.28911338275203,0.32121773399732073,0.10904547367472357,0.43477949376337255,0.24472838504768957,0.10640288336056218,0.5439586010778418,0.6626916655024319,0.030624972188388923,4.171863189553559e-05
density,75.0,0.7,1300.0,0.85,1300.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,2.8237303137916983,0.8500601101182574,166.4484119970077,50.508089556166624,0.4164882806834124,0.07457369459627153,0.33255049949159177,0.7305855814180132,0.24295660002191527,0.05872121268114337,0.6960738152148924,0.12296050270659678,4.147895917492111e-05,0.9134992996047264,636.4538386354482,59.15910800308634,0.2990227965713669,0.11995872456673935,0.5295344204421661,0.17653934749047276,0.09348366105860567,0.6791702206371832,0.7743366894643597,0.02578226836607397,4.1492307592212174e-05
density,75.0,0.75,1300.0,0.85,1000.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00031479866538774857,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.8502831851385547,162.27288747487893,48.60904264234508,0.4432855713532126,0.06495496317759118,0.3345406692440107,0.7288256551856155,0.24382182244800038,0.059409972366825665,0.13718782764679713,0.34891677428868406,0.00636468754917761
density,75.0,0.75,1300.0,0.85,1050.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00481497332703134,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.8518095280180252,163.00291399998932,48.508898473891264,0.44642271724481997,0.06498940897549296,0.3338758998026321,0.7165919581252801,0.23925278481040796,0.06432929704597373,0.21237672095915383,0.3209806994723524,0.003981299885390566
density,75.0,0.75,1300.0,0.85,1100.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.04346114983347864,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.8605195215493485,169.2721670990458,49.03583023233762,0.43963640086712164,0.06785462801318583,0.3254009213246699,0.6408877102197198,0.20854545137115488,0.10034835778766232,0.2994899959542054,0.18143809063904684,0.000931880392707927
density,75.0,0.75,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.21278682071490296,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.8756330706608889,196.74048564657633,50.580074026822146,0.415349536790129,0.07489803502780505,0.32685684433141204,0.4936696316642,0.16135929794801096,0.20526314061402867,0.4019721764373597,0.07301956606941928,9.885059935411922e-05
density,75.0,0.75,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.662217825476349,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.890548691826801,269.6480013213211,52.467992851475756,0.3866227041985718,0.08378876135780386,0.3686683676058977,0.3493386132977368,0.12879009630618457,0.3716668394090144,0.5332309562850577,0.04126553217681789,2.688071760333052e-05
density,75.0,0.75,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,1.520114860752217,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.9034406896404281,408.81761998145754,54.401816639760945,0.3589908861131386,0.09345387097312055,0.4469230711264609,0.24275620536974551,0.10849334883885252,0.5476423808631937,0.6690453440598353,0.030591039139512503,2.239157041187832e-05
density,75.0,0.75,1300.0,0.85,1300.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,2.853588018222185,0.8501703074740274,162.22182026236356,47.958868263911796,0.45824440347910794,0.06344074960909155,0.33916023225764846,0.7297170929971474,0.24749101874328858,0.05906051392220004,0.701455047682554,0.1173101468269278,2.2117227794571348e-05,0.9136962480840504,625.1360628572371,56.19164147138963,0.3350897542577283,0.10295066961029939,0.542431371218619,0.1753970229970303,0.0951408476919428,0.6815496814154451,0.7786411649444014,0.025826121086793257,2.213256807431779e-05
density,150.0,0.65,1300.0,0.85,1000.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00024106902421585876,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.8504651682353557,183.12606675115532,53.4171337424742,0.3703767666698322,0.08745096870555755,0.34150121667989064,0.7273845841856491,0.24840272049359552,0.05997745609224227,0.13827145786680486,0.5382076945091291,0.005220491499890667
density,150.0,0.65,1300.0,0.85,1050.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.003665013350620063,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.8522287572920164,183.752929091332,53.37618850747803,0.37187210250422364,0.08762769027552351,0.33965996815887567,0.713174007882121,0.242236660808979,0.06574548336538821,0.21337644410326168,0.48366437856187533,0.003187185927106384
density,150.0,0.65,1300.0,0.85,1100.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.03333424944767451,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.8617573609846696,189.18483013821196,54.13523601513043,0.36230394652547304,0.09192974217751443,0.3258344453466476,0.6294144360372623,0.2050849036593744,0.10672957569278335,0.29737935562038115,0.24234389859504596,0.0007107604109325261
density,150.0,0.65,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.17034387064320433,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.8768013999692779,214.26881620277103,55.88995401820667,0.3389254746524704,0.10128077413261476,0.31937005576690125,0.4819937904202844,0.15393438372582635,0.21605411029171517,0.39393253086138424,0.0806166986588298,8.850042491330818e-05
density,150.0,0.65,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.5559559629091209,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.8908270036647779,284.8674228139052,57.853263247378244,0.31431318780662715,0.11225943390745836,0.3537424361755147,0.346812452354888,0.1226822817920227,0.3752847423220773,0.5216858060779505,0.04171574942815909,3.702813102252405e-05
density,150.0,0.65,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,1.3214392596274482,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.9032342786941576,425.0135832075064,59.86697798836818,0.29106641944986,0.12426035794337605,0.4264400101339494,0.24427717202761598,0.10416955971494905,0.5448000688558002,0.6580667895270498,0.030569338744370317,3.384056503888309e-05
density,150.0,0.65,1300.0,0.85,1300.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,2.541791880395018,0.8503324094198573,183.08193136860874,52.83235415919808,0.38120156074685646,0.08554159305505796,0.3455299419145186,0.7284363347486758,0.25169656443413474,0.05956297183235031,0.7034035515769488,0.19100302757203036,3.36453132341469e-05,0.9134227962983466,648.4380979683764,61.76155930413147,0.2710259825973097,0.13628452238721356,0.5194895079416498,0.17698464915455084,0.09194166830252315,0.6782434095984965,0.7708479695268663,0.025732427664375578,3.3656257207983784e-05
density,150.0,0.7,1300.0,0.85,1000.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00022480244851907986,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.8503109811007459,180.23916261566143,51.138074446889874,0.4035637504597225,0.07635724913319766,0.3497192739842857,0.7286058568415801,0.2548075112753358,0.05949632278035718,0.1417520217878931,0.5628160317684624,0.005764359741135389
density,150.0,0.7,1300.0,0.85,1050.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.003480877124390527,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.8520631200452988,180.8259028880047,51.079812357798254,0.4056145326625534,0.07650606588330912,0.34796913919179195,0.7145273807382421,0.24863347760445187,0.06518251813330074,0.21832841268041825,0.5050027457870636,0.003574036730716324
density,150.0,0.7,1300.0,0.85,1100.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.03275834592211441,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.8617890054618229,186.10166334374435,51.79080834177277,0.3962653616866213,0.08037382737228138,0.3337164540844192,0.6291191423230388,0.20994740937267556,0.10689729899775063,0.30351931816213773,0.24877850837185977,0.0008024807567229312
density,150.0,0.7,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.17117009916828776,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.8770909182644171,211.04327490965017,53.49398586901269,0.37165541388512235,0.08881580791665529,0.3270740266360397,0.479102997325886,0.1567021465087733,0.2187908325549091,0.4006661765413794,0.08037911569115266,8.841897982573786e-05
density,150.0,0.7,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.5604480522907493,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.8911298940327222,281.19063790622255,55.392635779566135,0.3455248409432351,0.09863111300668627,0.3627001068251191,0.34407297670748865,0.12479530540744285,0.3792380269495441,0.528333461790983,0.04151262915710901,2.93979182407644e-05
density,150.0,0.7,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,1.3285162015762642,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.9034794753472419,419.595484216867,57.341203017898145,0.3205715588230765,0.10933898378327794,0.4367781932330066,0.24247112692059927,0.10590610072755037,0.5481761253659785,0.6636177006890779,0.030510972482380442,2.574650012612605e-05
density,150.0,0.7,1300.0,0.85,1300.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,2.545564105090121,0.8501813109785359,180.19865351713094,50.519984961985514,0.41629680348825865,0.07462646539936037,0.35417786409501817,0.7296302753476768,0.25841889250170014,0.059094494792848756,0.7094566882247938,0.19474912869504696,2.5522545027165246e-05,0.9135976248304085,638.9058776959112,59.17834720196401,0.2987991226903673,0.12007261097076616,0.5303657605172181,0.17596832053938588,0.093327572149809,0.6803593246130182,0.7745917830341933,0.025749675667597723,2.5535129724686615e-05
density,150.0,0.75,1300.0,0.85,1000.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00021425112922992648,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.8504937316210099,176.94478177404721,48.618822782502775,0.4431785623894637,0.06501384636633524,0.3581575875162224,0.7271579648442412,0.2604371424318195,0.06006698571421936,0.1453019579306293,0.5753386225257228,0.006245273863721568
density,150.0,0.75,1300.0,0.85,1050.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0033648547712542267,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.8522244566477698,177.50214523219142,48.54337487343761,0.4458699194349587,0.0651427530574923,0.3565330152243038,0.7132091956399376,0.25428262500720733,0.0657308094137669,0.22336662163689217,0.515378368367418,0.003917764827769124
density,150.0,0.75,1300.0,0.85,1100.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.03251822818309854,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.8620377443463757,182.65957754283104,49.185942546371656,0.4371854723515456,0.06851172327504144,0.34222733402813243,0.6267946629745274,0.21450626649283427,0.10822377066097202,0.3099773607985414,0.2510480264394137,0.0008847293589320087
density,150.0,0.75,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.17281570671152002,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.8774748140749044,207.47916663950068,50.79751064899124,0.4119396067170907,0.07589125980583317,0.33598256823705575,0.47527204947293616,0.15968312379320612,0.22245802146268423,0.40815390170960514,0.07970203483657966,8.36642676196826e-05
density,150.0,0.75,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.5661735552678292,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.8914902387163794,277.06687606608034,52.59979717432545,0.38467008351413856,0.0844254283484538,0.37330326420746174,0.3408273264804508,0.12723195350625455,0.38396212887103853,0.535938234447018,0.04128379918915133,1.7105648391484716e-05
density,150.0,0.75,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,1.3364679177458505,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.9037656479412097,413.3372478554962,54.45557625946813,0.3582396091502169,0.09372783161100291,0.4490762725756654,0.24037477520720935,0.10794660807126705,0.5521107488184663,0.6700030338350084,0.03046930018735878,1.2975863161619242e-05
density,150.0,0.75,1300.0,0.85,1300.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,2.5481250809156415,0.8503672239482185,176.90687927539392,47.97750263765903,0.45791754325881173,0.06351600533885608,0.3629949890099007,0.7281607711311712,0.2643187111142003,0.059671405481393124,0.7153724654642393,0.19340514061281985,1.2721501107732646e-05,0.9138004102536735,627.6877353435407,56.211953425440576,0.33481785521156215,0.10305802818302452,0.5433130825034758,0.1747952266724464,0.09496853341030062,0.6828043224361428,0.778900748093582,0.025791591089832894,1.2735868509420943e-05
density,300.0,0.65,1300.0,0.85,1000.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,7.035663114650096e-05,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.8505445581699596,305.6558988594917,53.39892528155047,0.3707327367834828,0.0874022380544358,0.5020656046864156,0.7267544206299612,0.3648783976521071,0.060226606852600166,0.18616410527308191,3.3707948420874083,0.004960375296340491
density,300.0,0.65,1300.0,0.85,1050.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0010761832591342617,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.8537109492729156,305.9633140728673,53.497122415091795,0.37028402172080577,0.08828784517300965,0.49467370505811503,0.7008947110307221,0.3467141835612042,0.07098779410122096,0.27732867384291165,2.9298858445395424,0.002845685970742207
density,300.0,0.65,1300.0,0.85,1100.0,0.9,0.05,True,DENSIFICATION_EXHAUSTION_FAILURE,0.009767301875236728,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.8695707867199385,308.6196188569107,55.03135175256761,0.35009959282972897,0.09660768480917313,0.44919729649848206,0.5540797564533604,0.24889112864338686,0.15570853887459427,0.36294675055028536,1.177040860471282,0.0005113039861675457
density,300.0,0.65,1300.0,0.85,1150.0,0.9,0.05,True,MIXED_FAILURE,0.05373992296335099,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.8875252387028063,322.0591643196632,57.36777632111695,0.3201979108605647,0.10947082850608478,0.4014123591379628,0.37730345059121917,0.15145426821271507,0.3333566418010807,0.4451470754058645,0.18703153255914293,5.6889664072058184e-05
density,300.0,0.65,1300.0,0.85,1200.0,0.9,0.05,True,MIXED_FAILURE,0.2065978131117614,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.8980828432316632,368.77779316540364,58.99678011139788,0.3008503974449838,0.11897321224249884,0.4032897373387502,0.28428318053274343,0.1146484892068746,0.47339796593125516,0.5510448576212592,0.051482457813196915,2.4015413273030916e-05
density,300.0,0.65,1300.0,0.85,1250.0,0.9,0.05,True,GRAIN_GROWTH_FAILURE,0.5729563375702559,0.8503042771009216,305.6343954530651,52.83057275459675,0.38121317818569955,0.08552834709708373,0.5072975886768751,0.7286588793768072,0.3696468924758483,0.059475485508360085,0.7726039446661802,2.1977343624081316,2.189751308302422e-05,0.9065627430644391,480.74955930735257,60.46080225172488,0.2845801751849465,0.12794419905498214,0.4514744111457518,0.2205421600138923,0.0995691418250842,0.590152741418721,0.6697164124444932,0.03073501345538249,2.2022871494961815e-05
