model_style,G0_nm,rho0,heating_rate_C_min,target_density,reached_target,HR_pct_vs_slow,time_to_target_h,G_at_target_nm,pore_mean_radius_nm,large_pore_fraction,removable_fine_pore_fraction,f_pore,isolated_pore_fraction,cumulative_redistributed_pore_volume,E_G,peak_rho,peak_G_nm,peak_connected_coverage,final_rho,final_G_nm,final_connected_coverage
density,75.0,0.65,5.0,0.9,True,5.38915847673297,9.386185897406557,493.8085064854968,59.76927305317315,0.12248437666141125,0.28897155511194955,0.48637538630515076,0.5000000000567879,0.01332646678761712,0.03236333340784114,0.7077670781494717,111.4875757541078,0.4477379473682944,0.9079989235420283,643.6900085165416,0.11408864454778923
density,75.0,0.65,20.0,0.9,True,5.739784054572833,5.9760645357393365,491.97846364747664,59.434638429647904,0.12129213188124467,0.2949703621312574,0.4881227789366089,0.49999999943664314,0.0033629180303837037,0.032357387399680894,0.6638753687631709,86.94352295923738,0.42671601981861834,0.9077919985104329,636.6632160674585,0.11485239485123637
density,75.0,0.7,0.2,0.9,True,0.0,118.20554422931195,514.3175928300865,68.07159449364718,0.1605019619128841,0.19403665585705918,0.43997804242150046,0.4999999991826339,0.22516572602743026,0.027701932778288234,0.9015292197385797,543.8705443279338,0.116230404815723,0.9137569605057194,857.5060573589394,0.09694909398869782
density,75.0,0.7,5.0,0.9,True,5.795311194590593,9.22082664684431,484.5112877970556,57.26327728871972,0.1076036186670179,0.3177013543459957,0.4959161853870991,0.5000000020224336,0.011708796115056111,0.032472116616842496,0.7441165546828388,116.34740119192328,0.4184962331598414,0.9083630285994372,639.1946351078956,0.1153628746581378
density,75.0,0.7,20.0,0.9,True,6.1878587059688615,5.807187049305134,482.4923468858205,56.8945782231047,0.1064723550451228,0.32503605625826026,0.49792691876368295,0.5000000015933235,0.0029555192726581263,0.03247401575169972,0.7099459523927762,88.99143938696987,0.3882144455074716,0.9081152463377322,630.9645433664393,0.11627399149522233
density,75.0,0.75,0.2,0.9,True,0.0,117.9990328702283,502.2781662989869,65.02167104762044,0.1367841713199541,0.21460141575611918,0.4482904454122886,0.5000000001847436,0.1811942828649805,0.027645839662424135,0.9020493036172536,541.6265705577645,0.11767603576183175,0.9139840636953704,846.7228077947153,0.09826570826442863
density,75.0,0.75,5.0,0.9,True,5.696851793424342,9.02254806244692,473.66412357420415,54.369754164303295,0.09197638656856784,0.3551573156258214,0.5074133363942834,0.49999999858215516,0.009393202404618687,0.03262145572628125,0.7805302540346659,122.06546267439579,0.3816167437328281,0.9087074495857229,631.7467888375223,0.11704804399272781
density,75.0,0.75,20.0,0.9,True,6.105169635681783,5.605374874288008,471.6132322034419,53.9904959970304,0.0909923058129053,0.36351370033198077,0.5095586189136595,0.5000000020036133,0.002370581461557101,0.032634341798705765,0.7564243216801076,91.64506324952983,0.3441764114532248,0.9085256477905777,624.9129053705336,0.11786173066393892
density,100.0,0.65,0.2,0.9,True,0.0,118.25636653806018,519.8367356647649,69.76509336310815,0.17587184966162384,0.18468728310020963,0.43547045523625894,0.4999999991738538,0.25215546750224177,0.027674097634944033,0.9015016645023528,549.174624427655,0.11509584914152249,0.9137108902789917,865.2202069943593,0.0961564872863513
density,100.0,0.65,5.0,0.9,True,5.019213003949683,9.319032480298286,493.74502262897147,59.75722473385294,0.12244084720890167,0.28918190059977855,0.48643942267118023,0.5000000012221691,0.012969738032297019,0.03236454590084442,0.7192485277860017,123.05215927789142,0.4637867277152191,0.9081312764344724,646.637159383185,0.11383684505207442
density,100.0,0.65,20.0,0.9,True,5.36091724360057,5.914340991991758,491.9687184639422,59.431615173716196,0.12128154878754394,0.2950261517012843,0.4881432377273721,0.5000000017590264,0.0032726980239841446,0.03235979820827321,0.6690517492413035,106.25792680828366,0.48688542655901357,0.9078920863486039,638.9009865221976,0.11465409821377998
density,100.0,0.7,0.2,0.9,True,0.0,118.1138454750418,512.3395500704521,67.79264120424688,0.1585535798053228,0.19605822425620176,0.44032097670052606,0.49999999908614134,0.22051379617125896,0.02763056394367768,0.9017556893240796,546.4515099780486,0.1160245387699614,0.913828337918426,858.0078923826546,0.09699297431854619
density,100.0,0.7,5.0,0.9,True,5.444894288141836,9.15744066773378,484.4432031727745,57.25004659748183,0.10756245391857397,0.31795834275338997,0.4959896092418132,0.5000000001255467,0.011396502355829995,0.032473318743930474,0.7533195752509785,126.6738253247115,0.43024899788213444,0.9084676988657353,641.4837002850388,0.11516196770772198
density,100.0,0.7,20.0,0.9,True,5.828011483655131,5.749369332917026,482.4803422570391,56.89127199185332,0.10646237078078571,0.32510353931900315,0.49794927581980764,0.49999999803177714,0.0028762675905289847,0.032476311916561924,0.7142724486878239,107.50145937407788,0.44157297147632973,0.9081709724448846,632.1880862357501,0.11616209959561473
density,100.0,0.75,0.2,0.9,True,0.0,117.9095962731912,500.6017899340348,64.82178489092743,0.13556792065494694,0.21626539851127594,0.44839702672784226,0.49999999908322446,0.17839622480769823,0.027569871368229002,0.9022549418234755,544.1342428719618,0.11743465576244748,0.9140481752394906,847.420211044549,0.09827529976101805
density,100.0,0.75,5.0,0.9,True,5.393996766554864,8.963605250602312,473.5993455716772,54.35751264839426,0.09194424772841876,0.3554218526349305,0.5074827641624665,0.5000000018209828,0.00916928894597848,0.032622367655927555,0.7880454030886892,132.18475503166744,0.38960767988631295,0.9088391779728373,634.625984144904,0.11678168661456964
density,100.0,0.75,20.0,0.9,True,5.792873418905084,5.55188671060045,471.60256191038303,53.9875365612731,0.09098465165887976,0.36358010446720185,0.5095792306424447,0.49999999930393335,0.0023135347310180763,0.03263656235817699,0.7596782036981575,109.41707403707024,0.39016383467282945,0.9086311630494228,627.2357203717075,0.11763885415596474
density,150.0,0.65,0.2,0.9,True,0.0,117.99003359908322,515.6126053690991,69.37305516521685,0.17299378116936504,0.1873774252405509,0.4350384188961326,0.4999999999896704,0.24437127365203432,0.027466559653396103,0.9021363880189347,558.1222010619531,0.11418891963149878,0.9139029177926131,868.9585279877647,0.09605994112771465
density,150.0,0.65,5.0,0.9,True,4.244035568192274,9.132662355555324,493.7298230031517,59.74281194020771,0.1223885424039385,0.28943339649188415,0.48655634021989197,0.5000000019347441,0.012535815303342364,0.03238928679562935,0.7380542410848439,160.04036250713668,0.5235628215634347,0.9084721971837737,654.4490186812902,0.11317385113580776
density,150.0,0.65,20.0,0.9,True,4.575790368552945,5.734025596221373,492.019253433575,59.428139547226905,0.12126907027408336,0.29508967056823665,0.48820992805483115,0.5000000019153122,0.003162795372324316,0.03238814124726717,0.6756165071964784,152.39326716722604,0.6069464470873213,0.90814825776177,644.7242017361793,0.11414438095274189
density,150.0,0.7,0.2,0.9,True,0.0,117.84298446359139,507.9804754705762,67.37317864240039,0.15568891722325276,0.19916373717394123,0.4399633038320076,0.5000000007824574,0.21348288428095508,0.027413772051121953,0.9023768437633554,554.991393243979,0.11515132143268683,0.9140181621028066,861.387465221701,0.096914432574874
density,150.0,0.7,5.0,0.9,True,4.639951191256083,8.975095478740693,484.4104293476309,57.233149811116455,0.1075095709668066,0.31828623314037746,0.496122369067069,0.5000000001049665,0.0109910256128276,0.03249797325284123,0.7709335375427604,161.70213803121777,0.47685640568418464,0.9087879779872675,648.7453971065949,0.11452436669377508
density,150.0,0.7,20.0,0.9,True,5.01094466901311,5.574235739992811,482.5258549153559,56.88709608654877,0.10644961294035239,0.32518847592729544,0.49802115282743753,0.49999999868689093,0.0027734082535708165,0.03250492463785099,0.7206235182730054,152.6976929446761,0.5526987120472542,0.9084901309918253,639.3788678038605,0.1155070719816023
density,150.0,0.75,0.2,0.9,True,0.0,117.6316823268816,496.2298668768485,64.41776648946838,0.13315754697783042,0.2196915601362638,0.4479682638174242,0.5000000005213364,0.17273511692383134,0.02733642321734144,0.9028497224033704,552.210371156827,0.11657518622289333,0.914232362149678,850.5372376662779,0.09819511975245832
density,150.0,0.75,5.0,0.9,True,4.568715890105563,8.787719609980464,473.55853409739626,54.33971853166493,0.0918972087629393,0.3558059477174127,0.5076227139196042,0.5000000020357656,0.008837206796666039,0.03264665561300596,0.8025179662528323,164.40066416913754,0.4200484636566865,0.9090705459179784,639.7676749207905,0.11631155924707001
density,150.0,0.75,20.0,0.9,True,4.954590587271809,5.384496218945356,471.64370860133675,53.98308271627532,0.09097319535774465,0.3636801959779497,0.5096534708385422,0.49999999795617694,0.0022292751938434523,0.0326654229290388,0.7654236226111425,153.29923157194403,0.4880736993333537,0.9088870332855868,632.951861983228,0.11709752155036263
density,225.0,0.65,0.2,0.9,True,0.0,117.38307264755265,508.6647498179985,69.04562579144313,0.17064206529648557,0.18967211516259544,0.43251635172946906,0.5000000003943188,0.23781339679064425,0.0271699189551365,0.9032809880145141,576.184755883821,0.11219811029282324,0.9142520869791644,878.2170958625164,0.09564920876116291
density,225.0,0.65,5.0,0.9,True,2.8166664144775777,8.74854652161807,494.3373606475885,59.73204912001618,0.12234804210725185,0.28961817796739553,0.4870719849943708,0.5000000018950603,0.01218273314098733,0.03266143928549404,0.7509963502775825,229.36672853210865,0.6291708107334504,0.9090235266473067,667.5763537009185,0.11210546340814982
density,225.0,0.65,20.0,0.9,True,3.136598571731689,5.352691465096028,492.7099785403046,59.42631827767061,0.1212610184826879,0.2951198829344507,0.48870607743588546,0.49999999811457074,0.0030737066423280634,0.032675660814917185,0.6791796278472072,226.02463535322346,0.7449244903974349,0.9087689288480725,659.3093773054329,0.11291965333823131
density,225.0,0.7,0.2,0.9,True,0.0,117.21000201691618,500.6657036166596,67.00041112526725,0.1532053631571564,0.20198845885563607,0.43742323186090926,0.49999999937128775,0.20718040424120007,0.02709363390552729,0.9036083419499884,574.6872078787043,0.11304913851505399,0.9144022662525042,871.3724996088556,0.09646378182006447
density,225.0,0.7,5.0,0.9,True,3.1230485000075365,8.589024435467422,485.0296708698073,57.21903772689437,0.10746423885908782,0.318557568682202,0.49669312537835225,0.5000000001354332,0.010629633324997377,0.03279019489305667,0.783568854443481,229.82175488686622,0.5693748090341852,0.9093334994433544,661.6097637629866,0.11343914302725605
density,225.0,0.7,20.0,0.9,True,3.4795654899287296,5.191252251439019,483.24471257370544,56.8843593011599,0.10644000732915664,0.3252414247540113,0.4985613901619066,0.49999999807860585,0.0026819470720352,0.03281488861652517,0.724361453650505,226.1126783293321,0.6897577624051747,0.9091365682369621,654.4643782689158,0.1141928916912006
density,225.0,0.75,0.2,0.9,True,0.0,116.96100763129786,488.5775547811687,64.0293391546727,0.1309008246504984,0.2230680055365107,0.4452508579897995,0.4999999994232567,0.16725059844839582,0.026983084152226687,0.9040638940299749,571.3892326107635,0.11445372917598687,0.9146165109371229,860.1334033101848,0.09773863262263068
density,225.0,0.75,5.0,0.9,True,2.942381234133782,8.401014870765309,474.2017404950979,54.32336647522946,0.09185293400820921,0.356156522972828,0.5082513031760658,0.5000000009562015,0.008512526525224566,0.03296380093970713,0.8146814523942929,230.64505919636494,0.4882881673915673,0.909691426112574,654.2041148699525,0.1150311742714193
density,225.0,0.75,20.0,0.9,True,3.31109733238111,5.002107466771307,472.4002763981966,53.97966344455643,0.09096346770432114,0.36375489847690223,0.5102458946189055,0.4999999990679933,0.002146955296610914,0.03300313002863634,0.769347251035118,226.2528744548559,0.6177358718111674,0.9094955432614429,647.0137394676858,0.11581958101014546
density,300.0,0.65,0.2,0.9,True,0.0,116.47964565628429,502.8690996377795,68.87310069546123,0.16942087230082756,0.19089805780846866,0.4298138508091169,0.49999999968770326,0.23432544873086555,0.027824217132996553,0.9047712221134,603.9052870050995,0.1096387447443458,0.9147521679114573,893.832053386108,0.09489510912589239
density,300.0,0.65,5.0,0.9,True,1.0298722905759585,8.247908648455876,497.6901901227412,59.728245975492776,0.12233206509283863,0.28967972104956685,0.4894211904310778,0.5000000021121608,0.012024357991396352,0.034069064848186136,0.7552401058866305,302.4674176636411,0.7203820942431218,0.9098099061431226,687.4269475133829,0.1106193545900554
density,300.0,0.65,20.0,0.9,True,1.32926558238822,4.853150799405357,496.184633771829,59.42650689973525,0.12125949900095795,0.2951119498570692,0.4911155035394224,0.49999999822807334,0.0030340777358499895,0.03413240773390672,0.6804991011508112,300.5601551938296,0.835866919459772,0.909570416446417,679.2952800604767,0.11139165199258624
density,300.0,0.7,0.2,0.9,True,0.0,116.25669804627395,494.58516298848326,66.78251788684851,0.15178023211285532,0.203668278973298,0.4347429427809725,0.49999999963113845,0.2034629628041009,0.027814888098544165,0.9050776083035381,601.627940884821,0.11049571811465729,0.9148999015988497,886.3881502186189,0.09572187283043955
density,300.0,0.7,5.0,0.9,True,1.2052937226171632,8.08187059854957,488.6239590659872,57.212531302393444,0.10744215829423241,0.3186798268944319,0.4993067479054938,0.5000000019528027,0.010441147378717236,0.03434936277752733,0.7882976921567509,302.7704228653428,0.6547478729140954,0.9101499618533507,682.0440844995916,0.11184955172762359
density,300.0,0.7,20.0,0.9,True,1.5352350215410668,4.685154770786238,486.9921183549381,56.88377474671093,0.1064365178012343,0.3252495766065561,0.5012427769332635,0.49999999791123123,0.0026345207149064214,0.034434943773859604,0.7257334311820884,300.62672344133745,0.7865611406779162,0.9099324645400989,674.2110795801294,0.11263051506233474
density,300.0,0.75,0.2,0.9,True,0.0,115.93414346978273,482.30003917232307,63.78226630857811,0.12949608617198524,0.22525945739443862,0.44254492547434854,0.5000000003071423,0.16373225065445227,0.02783341778049166,0.9055294629436983,597.9586747571225,0.11184546551334959,0.9151200987087917,874.8198505791182,0.0969775279736878
density,300.0,0.75,5.0,0.9,True,0.8680103673912323,7.886819236984518,478.11362483037533,54.31436146893254,0.09182783365841753,0.3563478230333873,0.5112078292786374,0.5000000022786806,0.008321070250840744,0.0347240266508409,0.8203581165470321,303.3075073369775,0.5550172890775712,0.910501886644271,674.2763510306869,0.11340184616526922
density,300.0,0.75,20.0,0.9,True,1.2045133498143281,4.489097223864502,476.4906708143327,53.97831732881851,0.0909587393920703,0.36378218756419833,0.5132767699782992,0.4999999985077983,0.0020986189136776587,0.0348359856828269,0.7708005150779224,300.7177234103035,0.7163549616306337,0.9102941065041827,666.6274881678058,0.11419850234190655
density,450.0,0.65,0.2,0.9,True,0.0,113.98167196743253,530.0028025870511,68.74867522625699,0.16854550185182604,0.19178687435460817,0.44755747875962054,0.49999999971013387,0.23177885106489934,0.048414208746562874,0.9079854930879704,680.0301422127977,0.10488002731208546,0.9160550979012593,939.9805200264589,0.09283419438378716
density,450.0,0.65,5.0,0.9,True,-1.1776023276475436,7.148207306501234,536.2441279269134,59.72783032382571,0.12232766267708373,0.28968037958942744,0.5153296636333117,0.49999999606791856,0.01195371504376642,0.05362842799129335,0.7589360053705172,451.0885336244137,0.8417764328959686,0.9118426560872712,746.7185799206906,0.10717023352156703
density,450.0,0.65,20.0,0.9,True,-1.0078851170334437,3.7577629719238193,535.3446219541861,59.42791627080694,0.12126162065235048,0.29508020275725005,0.5175204426757208,0.49999999855866994,0.003016989788558702,0.05416824983660064,0.681458258610632,450.2184872064289,0.9324016696458289,0.9116696251412235,739.8842500570785,0.10781063709465936
density,450.0,0.7,0.2,0.9,True,0.0,113.63434755846826,524.1874833967603,66.58766540896512,0.15052146405285763,0.20518762728453657,0.45488127019268104,0.49999999992565214,0.2001077821710822,0.050834834428837725,0.908328666243305,678.2800176462762,0.10562769379168507,0.9162331364887955,932.6656564177862,0.09360152196371875
density,450.0,0.7,5.0,0.9,True,-1.106534345609352,6.9859065631522705,529.9877979359308,57.208700660721135,0.10742794377855319,0.3187488161725144,0.527819524107663,0.5000000045984176,0.010306324864207574,0.05634230386274313,0.792396839171517,451.3390646358893,0.7766857242029727,0.9121555116662274,740.4239810337443,0.10836021823743051
density,450.0,0.7,20.0,0.9,True,-0.9328550580262759,3.5942484743900316,529.0773928491676,56.884220459932024,0.1064356214245384,0.3252355693561214,0.5303365146532608,0.49999999552377133,0.0026010124559515094,0.05702542966518558,0.7267404512246847,450.2650819727511,0.8990375907154333,0.9119806471867404,733.3271701757565,0.10905311739602154
density,450.0,0.75,0.2,0.9,True,0.0,113.13984077546819,516.1546409997809,63.52725647109937,0.12807100884310474,0.22755801880140103,0.4665622596961786,0.5000000002774608,0.16007034779700138,0.05503119669511734,0.9087360735192352,672.8664146711668,0.10691191842333575,0.9164524543078065,919.8281926366133,0.09481717314591559
density,450.0,0.75,5.0,0.9,True,-1.3247730781409197,6.7969879336033605,522.9925187253209,54.30665621352502,0.09180578586325486,0.3565100912776278,0.5430460590216689,0.5000000004964575,0.008147147383791109,0.059982856637266886,0.8240900771004096,451.7597183797891,0.665178974183094,0.9125065057000568,732.315239050959,0.1098076067542132
density,450.0,0.75,20.0,0.9,True,-1.1684821294988996,3.405340019009907,522.1858157404425,53.97761890813198,0.09095528429409937,0.3637940159143958,0.5457583456806635,0.4999999995435092,0.0020549884534035597,0.06081699993553962,0.771861098003435,450.3370255514713,0.8420895840497433,0.912305695299816,724.5337728245821,0.11059193337083909
connectivity,50.0,0.65,0.2,0.9,True,0.0,118.05623416229611,477.3121606831893,59.85797660294608,0.12281346010725276,0.2874538352527158,0.47404684765345073,0.5000000010727872,0.016080817445977412,0.027837520575158113,0.9020228039234995,513.9358450333737,0.12417556309833525,0.9141312821405148,807.718534796902,0.10202059874006615
connectivity,50.0,0.65,5.0,0.9,True,-2.967648968421434,9.417073795834991,491.477110095854,59.34495853459252,0.12097836688710405,0.29663489443740204,0.4885963644064869,0.5000000010947929,0.0006732549753007275,0.032353303669730965,0.6975467567116747,104.21234313031731,0.44422714815372527,0.907999638877429,640.7199818930725,0.11452857390234739
connectivity,50.0,0.65,20.0,0.9,True,-2.9482871683113507,6.012002803225826,491.3846938694014,59.328226661067895,0.12091994389080055,0.2969478833492151,0.48868739821354185,0.4999999996239292,0.00016856679656481594,0.03235427349095967,0.659004082358509,72.87337975726909,0.3788570800677065,0.9077089846213736,634.0480324306936,0.11513327412079956
connectivity,50.0,0.7,0.2,0.9,True,0.0,117.86457246846896,465.2744337757433,57.083678740433605,0.10705585148587603,0.3212468766871387,0.48367452178425113,0.49999999907172016,0.007597689436387182,0.027813536855656608,0.9024505045930586,509.10671087645886,0.12593542078754708,0.9143188622633587,794.5111242508553,0.10350189065511137
connectivity,50.0,0.7,5.0,0.9,True,-3.5670218837758556,9.247320411781832,481.8708746481383,56.78357777691667,0.10613913391336412,0.3273192198031803,0.49853856838335725,0.4999999988207305,0.00030995588009473623,0.03247178279262817,0.736369776086321,109.66357887091272,0.4165696876274074,0.9083268011711809,634.9014917259642,0.11595675328687027
connectivity,50.0,0.7,20.0,0.9,True,-3.5562459483033844,5.8401289445947295,481.8207369753847,56.77394752298608,0.1061102340407556,0.32751866534051527,0.4985949867794977,0.5000000020296442,7.75416345776786e-05,0.03247355822444768,0.7062682176192305,75.35800482430842,0.34566467953017965,0.9080438201290668,628.498270403889,0.11655615419068274
connectivity,50.0,0.75,0.2,0.9,True,0.0,117.63351654228421,451.99709364092405,54.026540911781034,0.09109157913985466,0.36272122436937804,0.4944671537033399,0.5000000007598833,0.0031691086372831133,0.027792815550827975,0.9029933544892015,504.8836647194939,0.1277610055383288,0.9145484902990827,780.1450433217753,0.10514911456188607
connectivity,50.0,0.75,5.0,0.9,True,-4.19158472065229,9.045605637302321,470.94293475576944,53.86947752483202,0.09068542903948426,0.3662576138151824,0.510246813115761,0.4999999980844262,0.00012740015039386238,0.032634959268133895,0.7751349160198313,115.78590742319278,0.38062339493503444,0.9087366436566596,628.7097454237044,0.11754622366370061
connectivity,50.0,0.75,20.0,0.9,True,-4.186711120361962,5.635564924162866,470.9209062241015,53.86451086901591,0.09067272097007896,0.3663706327648985,0.5102792264609747,0.5000000017989816,3.185744587727027e-05,0.03263743962885654,0.7539261449327149,78.22740943060138,0.3067233094622896,0.9084351811839355,621.9860012384663,0.11820030364897821
connectivity,75.0,0.65,0.2,0.9,True,0.0,118.06549576987423,486.92227980840323,61.86200827450218,0.13069570131065503,0.257563081477305,0.4645490699355884,0.49999999897226305,0.07244784706900007,0.027806889393598103,0.9019477859685394,522.8590395052215,0.12190516783249221,0.9140557984236493,821.5112805807662,0.10066386480780594
connectivity,75.0,0.65,5.0,0.9,True,-1.0480555755449787,9.37499991560879,492.0254959105059,59.44388190938386,0.12132481260832298,0.29480062530429163,0.48807071740644076,0.5000000016971401,0.003643352819776429,0.03235556580194842,0.7083244571007115,111.38428215869203,0.45014141442851774,0.9080593853258313,642.7849938276054,0.1143043002639373
connectivity,75.0,0.65,20.0,0.9,True,-0.9455423330145508,5.973277642414365,491.52633609287125,59.35318949619445,0.12100695368893245,0.2964808573905242,0.48855533208504487,0.5000000017198046,0.0009185898342059044,0.0323553830122225,0.6640060586177123,86.94935307005954,0.42741385087124556,0.9078076716761655,636.4397337517652,0.11490723412645472
connectivity,75.0,0.7,0.2,0.9,True,0.0,117.84932300053174,471.44499893663817,58.35161623610886,0.1111678203996743,0.2981051647584428,0.4769532903753215,0.500000000137205,0.037167096083123415,0.027762002602206983,0.902468730944491,516.2975063130209,0.12424707199019326,0.9142909015357975,804.5681049601704,0.10253296133323286
connectivity,75.0,0.7,5.0,0.9,True,-2.2804460616040885,9.206722744836808,482.1960478475182,56.842374502047,0.10631538824960778,0.32610576964054677,0.4982111669553245,0.49999999839949144,0.0017153617348346507,0.03247137404659022,0.7446797034184787,116.20156117180053,0.4212165522114378,0.9083469910035162,635.7876703063299,0.11585027473719797
connectivity,75.0,0.7,20.0,0.9,True,-2.218666508325486,5.803683763864574,481.9047912332208,56.788768489373865,0.10615449811389653,0.32721136337196044,0.4985132561670941,0.5000000017730755,0.00043098945122684333,0.032473945155979345,0.7100711899235568,89.0031963104782,0.38903185342472263,0.9081339819705017,630.6145556657195,0.11635198557993576
connectivity,75.0,0.75,0.2,0.9,True,0.0,117.59405400184983,454.96405626649516,54.688084171878195,0.09283630572208369,0.34844475430894556,0.490486763897392,0.5000000007819319,0.01538298405665311,0.02772078110721071,0.9030649872685327,509.72926517361236,0.12668207289701333,0.9145518111393373,786.2305567218033,0.10456534818363308
connectivity,75.0,0.75,5.0,0.9,True,-3.546361717355646,9.007395412917004,471.09872738565855,53.89803518292861,0.09075768723370592,0.36560702655356003,0.5100818292116255,0.5000000020149956,0.0006594427590600724,0.03263343308960092,0.7809840763566316,121.90477029362397,0.38424846213320524,0.9087689872623377,629.6462758545251,0.11744437494504413
connectivity,75.0,0.75,20.0,0.9,True,-3.5164942929674377,5.601621479261974,470.9628413401596,53.871716654233246,0.09069090282297942,0.36620614491801484,0.5102387917311486,0.5000000003862205,0.00016523669076481454,0.032637601706462654,0.7565167655865734,91.66837292412706,0.34500973674913255,0.9085447804404972,624.4590864140904,0.11795615006236736
connectivity,100.0,0.65,0.2,0.9,True,0.0,118.07840187037539,499.6547836671206,64.86547351686174,0.1449219710611169,0.22412498402105205,0.4520935996280853,0.500000000354822,0.14761267956920524,0.027719314284349462,0.9018691717374935,535.0748862563369,0.11886568789216222,0.9139491214697967,840.1922750277464,0.09879254253825387
connectivity,100.0,0.65,5.0,0.9,True,1.3503545404194357,9.313564111034314,492.90767260944875,59.60302711304254,0.12188808332632263,0.29191135333172274,0.48723864045155124,0.5000000005756595,0.008394476283125016,0.032361073729877364,0.7195780232239688,123.03034270074224,0.46492255988470627,0.908165207881296,646.3352912451813,0.11392703203002763
connectivity,100.0,0.65,20.0,0.9,True,1.5806304192726344,5.91298864093452,491.75708816512724,59.39339593407585,0.1211475264525091,0.29573276859548203,0.4883459490203726,0.5000000019602219,0.0021265210537047417,0.032358876684236385,0.6691308051366662,106.26108677490151,0.48721391696388633,0.9079004517859944,638.81934056769,0.11467759761156995
connectivity,100.0,0.7,0.2,0.9,True,0.0,117.85088996762713,482.6624766199109,60.82655609206189,0.12052086924500097,0.26221003060687936,0.4654285226943666,0.4999999998318093,0.09138802800937174,0.02768271076498775,0.9024348966622198,528.0390334509685,0.12143983782325657,0.9142155963152746,821.8737211382461,0.10083684800401008
connectivity,100.0,0.7,5.0,0.9,True,-0.06068143095562926,9.147804368772118,482.9553631174097,56.97896861861399,0.10672828672212668,0.323324548818019,0.49746043734485407,0.5000000007225949,0.004969870744887121,0.032472732164476034,0.7537936508351408,126.62054306227711,0.43193539494539196,0.9085186694809531,640.6842958013889,0.11534675438089217
