model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
density,75.0,0.7,0.2,75.8,934.6,0.7000000060517497,75.00000228139704,1.4244657448992558e-12,5.399507498581532e-10,0.3116094636566086,0.06335685867556679,0.19786051625130996
density,75.0,0.7,0.2,76.3,940.6,0.7000000091501826,75.00000345819885,2.135820532992174e-12,8.13003820905813e-10,0.3103865759577108,0.06729795458883717,0.19703049757137964
density,75.0,0.7,0.2,76.8,946.6,0.7000000137884664,75.00000522781481,3.191810102245985e-12,1.2208697125718566e-09,0.3091650744379903,0.07141460103741075,0.19607806786389703
density,75.0,0.7,0.2,77.3,952.6,0.7000000207090213,75.00000788180057,4.754294810024869e-12,1.8285002000305895e-09,0.3079467237500501,0.07571041225141456,0.1950079897274846
density,75.0,0.7,0.2,77.85,959.2,0.7000000322718188,75.00001234327348,7.342001252432876e-12,2.8427864340867316e-09,0.30661227269043484,0.0806469134078793,0.1937008626304691
density,75.0,0.7,0.2,78.35,965.2,0.7000000481388868,75.00001850663149,1.0862303670015965e-11,4.234272278474339e-09,0.305406239576626,0.0853302193561546,0.19239976144599402
density,75.0,0.7,0.2,78.85,971.2,0.7000000715777498,75.00002767528966,1.601939695062185e-11,6.290458383482726e-09,0.3042087563862848,0.09020314310400361,0.19099644912886318
density,75.0,0.7,0.2,79.35,977.2,0.7000001060919121,75.00004127921477,2.3550199628816537e-11,9.32086090088058e-09,0.3030215310703402,0.09526879640156996,0.18949600933623229
density,75.0,0.7,0.2,79.85,983.2,0.7000001567542238,75.00006141147324,3.451209818040992e-11,1.3775204118737709e-08,0.30184625240044993,0.10053015651043029,0.18790353018788708
density,75.0,0.7,0.2,80.35,989.2,0.7000002308855611,75.00009112723714,5.04169704806065e-11,2.0304985874757223e-08,0.3006845900044541,0.10599006270994835,0.18622408327333662
density,75.0,0.7,0.2,80.9,995.8000000000001,0.7000003522308746,75.00014024657331,7.621729497775073e-11,3.1019306636599675e-08,0.2994244590252976,0.11222849690267996,0.18428225619334385
density,75.0,0.7,0.2,81.4,1001.8000000000001,0.7000005154199522,75.00020698170725,1.1060099190869519e-10,4.5468402341422745e-08,0.29829674895240893,0.11811396448684974,0.1824365242316255
density,75.0,0.7,0.2,81.9,1007.8000000000001,0.7000007518617735,75.00030467469828,1.5997865125836932e-10,6.646628999202238e-08,0.29718773021979894,0.12420588144791858,0.18051929161782787
density,75.0,0.7,0.2,82.4,1013.8000000000001,0.7000010933256955,75.00044729242266,2.3064242326294379e-10,9.688991984802956e-08,0.29609902141341954,0.13050650765862776,0.17853544451746028
density,75.0,0.7,0.2,82.9,1019.8000000000001,0.7000015848278458,75.00065490432813,3.3140479665054097e-10,1.4083291793375776e-07,0.2950322427213736,0.13701796658839316,0.17648982320253667
density,75.0,0.7,0.2,83.4,1025.8000000000002,0.700002289894021,75.00095624530067,4.745472273046964e-10,2.0409461699832331e-07,0.2939890246048301,0.14374225175663918,0.1743872344839976
density,75.0,0.7,0.2,83.95,1032.4,0.7000034196573737,75.00144537170874,7.014517663534248e-10,3.058460434482124e-07,0.2928706686193439,0.1513870118454811,0.1720143106705031
density,75.0,0.7,0.2,84.45,1038.4,0.700004906560628,75.00209769424218,9.96745860151335e-10,4.402510900806971e-07,0.2918823414778108,0.15856420052636996,0.169807712152851
density,75.0,0.7,0.2,84.95,1044.4,0.7000070154817927,75.00303512208038,1.4108009393417596e-09,6.315046493718184e-07,0.29092281654890323,0.1659596909328818,0.16755910270648292
density,75.0,0.7,0.2,85.45,1050.4,0.7000099946012505,75.0043774049576,1.9885843289429176e-09,9.024590150026506e-07,0.2899938941557458,0.17357508130470162,0.16527346619633562
density,75.0,0.7,0.2,85.95,1056.4,0.7000141850381614,75.0062919631949,2.7906375698023393e-09,1.2844903960016568e-06,0.2890974571745844,0.18141192820738444,0.16295596835570653
density,75.0,0.7,0.2,86.5,1063.0,0.7000207540764805,75.00933905826247,4.02902767575599e-09,1.884408583844297e-06,0.28815127118140477,0.1902900882495596,0.16037642027153667
density,75.0,0.7,0.2,87.0,1069.0,0.7000292029101198,75.01331878898831,5.595828394179643e-09,2.6565483277945554e-06,0.2873296702417765,0.1985970608924758,0.1580101723839343
density,75.0,0.7,0.2,87.5,1075.0,0.7000409067700133,75.0189154843025,7.728970346514708e-09,3.725616619252277e-06,0.28654715611072945,0.20713042478032795,0.15563033786397362
density,75.0,0.7,0.2,88.0,1081.0,0.7000570266572972,75.02674345095596,1.0611377525213343e-08,5.195223616434593e-06,0.28580620021148884,0.21589196275763295,0.15324404838454264
density,75.0,0.7,0.2,88.5,1087.0,0.7000790907621797,75.03762732264262,1.4474239004919691e-08,7.1995030675060984e-06,0.28510949933444857,0.22488364790107598,0.15085937766066537
density,75.0,0.7,0.2,89.0,1093.0,0.7001090876205054,75.05266195469979,1.9604660169767025e-08,9.909256598274163e-06,0.28446001997046766,0.23410771651088902,0.1484856021101072
density,75.0,0.7,0.2,89.55,1099.6000000000001,0.7001543157771034,75.0757202141567,2.7131463539179463e-08,1.3961033854816734e-05,0.28380407035836985,0.2445256940591402,0.14589995174069934
density,75.0,0.7,0.2,90.05,1105.6000000000001,0.7002101075403069,75.10465257141833,3.6142120860822146e-08,1.8904592609637832e-05,0.28326492541562664,0.2542467275388725,0.14358634890986208
density,75.0,0.7,0.2,90.55,1111.6000000000001,0.7002841235138705,75.14366955601353,4.7724570101663105e-08,2.5375823671604663e-05,0.2827845435287253,0.26420977261152634,0.14132346487870273
density,75.0,0.7,0.2,91.05,1117.6000000000001,0.7003814355968413,75.19581367979029,6.243686927252629e-08,3.3745614423518516e-05,0.28236766299967936,0.2744192185926709,0.1391289288629519
density,75.0,0.7,0.2,91.55,1123.6000000000001,0.7005081690781327,75.26483620321932,8.089575884699119e-08,4.443483304122581e-05,0.2820196651633316,0.2848803148821521,0.13702326806325626
density,75.0,0.7,0.2,92.05,1129.6000000000001,0.7006716000178999,75.35528245759339,1.037659186621278e-07,5.790787949801566e-05,0.2817466623426096,0.2955993062650218,0.13503015786520464
density,75.0,0.7,0.2,92.6,1136.2,0.7009039457503603,75.48600169505993,1.3485398737384586e-07,7.653824552251026e-05,0.2815412577791516,0.30769686347496966,0.1330000217537499
density,75.0,0.7,0.2,93.1,1142.2,0.7011736461676743,75.64013933080878,1.6929187104124866e-07,9.7500743075874e-05,0.28144926162799605,0.3189826844721991,0.13133500637188425
density,75.0,0.7,0.2,93.6,1148.2,0.7015106046883759,75.83547488922761,2.1037137854427983e-07,0.00012283655328151918,0.2814564204117847,0.33055273807311447,0.12987675874008067
density,75.0,0.7,0.2,94.1,1154.2,0.7019273769133192,76.08029556121365,2.5883542100598367e-07,0.00015305447185546856,0.2815721080685704,0.3424173792488551,0.12866187503781065
density,75.0,0.7,0.2,94.6,1160.2,0.702437862568277,76.38378361753563,3.1543635063394e-07,0.00018863500897173117,0.2818061891681093,0.3545871750570702,0.12772932279786267
density,75.0,0.7,0.2,95.15,1166.8000000000002,0.7031258979429045,76.79735724730668,3.8801478116081913e-07,0.00023448944962292887,0.2822123499958436,0.3683382330479786,0.12707825368672446
density,75.0,0.7,0.2,95.65,1172.8000000000002,0.7038845546646753,77.25753597639367,4.6424296971495066e-07,0.00028269567532497695,0.28272714345445255,0.3811790684121019,0.12687236157153817
density,75.0,0.7,0.2,96.15,1178.8000000000002,0.7047889041319968,77.80974047439462,5.511019150769615e-07,0.00033744099462534947,0.2833893130416767,0.39434829401794425,0.1270773192056579
density,75.0,0.7,0.2,96.65,1184.8000000000002,0.7058587981025988,78.46595281252935,6.494855567844705e-07,0.0003989738281516453,0.28420533291053757,0.4078450772237945,0.12773395008681962
density,75.0,0.7,0.2,97.15,1190.8000000000002,0.7071157387012739,79.23854457764813,7.603378387105544e-07,0.00046747124801333584,0.2851787277220876,0.42166126602723725,0.1288807899582739
density,75.0,0.7,0.2,97.65,1196.8000000000002,0.7085829609572468,80.14014868475236,8.846410427248162e-07,0.0005430400772076619,0.28630897735361305,0.43577931421966587,0.13055254606832703
density,75.0,0.7,0.2,98.2,1203.4,0.7104696929493344,81.29616716345119,1.038096445587374e-06,0.0006343825487832239,0.28772640633538915,0.4516230042305935,0.13303213074528292
density,75.0,0.7,0.2,98.7,1209.4,0.7124620530102244,82.51030591850584,1.1938443181200084e-06,0.0007248789215043263,0.28915980206113073,0.46626572943145983,0.13589091499960795
density,75.0,0.7,0.2,99.2,1215.4,0.7147478937792993,83.89306313973387,1.3659516794747902e-06,0.000822434093761008,0.2907103156246867,0.48107820553365654,0.13933501950042462
density,75.0,0.7,0.2,99.7,1221.4,0.7173572464793561,85.4571065249347,1.5550987580556332e-06,0.0009270038442852762,0.292349131339919,0.4959901977135885,0.1433588879304119
density,75.0,0.7,0.2,100.2,1227.4,0.7203211603213979,87.21504673824127,1.761692163967722e-06,0.0010385791527494856,0.29403822735949464,0.510919104372387,0.14793871416741125
density,75.0,0.7,0.2,100.7,1233.4,0.7236711239229682,89.17953489601129,1.9857565367119185e-06,0.0011572294691719776,0.29572990271125105,0.5257721992417027,0.15302828788778935
density,75.0,0.7,0.2,101.25,1240.0,0.7278391103281354,91.59440981015857,2.251821072179886e-06,0.0012961561533418296,0.2975246843588525,0.5419039851219313,0.15912760323871303
density,75.0,0.7,0.2,101.75,1246.0,0.7320995214199004,94.03514244549167,2.510278670956621e-06,0.0014305199109094103,0.2990224703210564,0.5562700035290703,0.1650130212107435
density,75.0,0.7,0.2,102.25,1252.0,0.736836695380704,96.72436601894336,2.782550193986403e-06,0.0015732187529962226,0.3003121396282204,0.5702465687995939,0.17107627462273767
density,75.0,0.7,0.2,102.75,1258.0,0.7420733493064544,99.67779338288801,3.065807493690467e-06,0.0017251892340220758,0.3013055751711493,0.5837387467885368,0.17713588740368738
density,75.0,0.7,0.2,103.25,1264.0,0.7478262943734896,102.9131065828378,3.3561893173389096e-06,0.001887729947544811,0.3019044457483914,0.5966618550130048,0.18296889837272756
density,75.0,0.7,0.2,103.8,1270.6000000000001,0.7547612070014067,106.82192729234268,3.677765066564197e-06,0.0020808141162651996,0.3019761762627776,0.6101362594324775,0.1888039635390323
density,75.0,0.7,0.2,104.3,1276.6000000000001,0.7616151473917336,110.71969426000692,3.9649656934344145e-06,0.0022717969457721763,0.3013730146299477,0.6216558304415599,0.19323900850622022
density,75.0,0.7,0.2,104.8,1282.6000000000001,0.7689764903290219,114.97507540841504,4.238632719411229e-06,0.002480456552019578,0.29998627131891764,0.6324498324678692,0.19647073283589403
density,75.0,0.7,0.2,105.3,1288.6000000000001,0.776812571215358,119.6226241078793,4.488021991417795e-06,0.0027102776623323635,0.2976502989162462,0.6425162506881573,0.19808633452162885
density,75.0,0.7,0.2,105.8,1294.6000000000001,0.7850690254992739,124.70362236594674,4.699353672530576e-06,0.002965292929702154,0.2941723669126546,0.6518868309576815,0.19762851078666985
density,75.0,0.7,0.2,106.3,1300.6000000000001,0.7936639438417443,130.26701835765252,4.855498623901587e-06,0.003250046716825279,0.2893344213535564,0.6606368082888371,0.19461607277854645
density,75.0,0.7,0.2,106.85,1307.2,0.8033711142018781,137.01302057339439,4.9403721402202255e-06,0.0036039067833866386,0.2821727665152303,0.6697028681722449,0.1878226464703759
density,75.0,0.7,0.2,107.35,1313.2,0.8122613671607638,143.7892512977254,4.918585853753339e-06,0.003969180126823156,0.27378985563230923,0.6776531789264888,0.17818283745183294
density,75.0,0.7,0.2,107.85,1319.2,0.8210268003979786,151.26086187726204,4.789769543693341e-06,0.004382194347510094,0.26356643771782934,0.6855998581858317,0.16532919626993925
density,75.0,0.7,0.2,108.35,1325.2,0.8294723532116234,159.51713551331343,4.553685951639446e-06,0.004846298713824059,0.2516819933648799,0.6938469901777763,0.14988571318575808
density,75.0,0.7,0.2,108.85,1331.2,0.837415622956057,168.6491084003935,4.2267384519318205e-06,0.005359045880247793,0.2386051601418066,0.7026780893578487,0.13301540746036694
density,75.0,0.7,0.2,109.35,1337.2,0.8447171091809452,178.73739563871032,3.840903148562521e-06,0.005910516913011749,0.22503392797582103,0.7122794173543767,0.11615109740457025
density,75.0,0.7,0.2,109.9,1343.8000000000002,0.8519204530840199,191.00677509701728,3.3947420288224113e-06,0.006542931345861045,0.21042376416347924,0.7237621792505657,0.09910217499406498
density,75.0,0.7,0.2,110.4,1349.8000000000002,0.8577115267674271,203.25424225919085,3.005803035691453e-06,0.007122756324755297,0.1980701318779049,0.7348926928685906,0.0857732864279659
density,75.0,0.7,0.2,110.9,1355.8000000000002,0.8628309293770717,216.5394139883029,2.6545313743271845e-06,0.0076932311237693845,0.18694382141477692,0.746435582058887,0.07471641745357287
density,75.0,0.7,0.2,111.4,1361.8000000000002,0.8673548713013042,230.83829870525452,2.349327505438724e-06,0.008246583957736623,0.1771398960315426,0.758126535831387,0.06576235290106469
density,75.0,0.7,0.2,111.9,1367.8000000000002,0.8713670599667205,246.117367290875,2.089991342541299e-06,0.008780298161735851,0.16860061658167685,0.7697346443509899,0.05858379264711588
density,75.0,0.7,0.2,112.45,1374.4,0.8752836209860565,264.0149262706013,1.8520783038222896e-06,0.009346049148349645,0.16050786897503802,0.7822055127450853,0.05231903974283796
density,75.0,0.7,0.2,112.95,1380.4,0.8784669535565982,281.2433369176117,1.672115285165636e-06,0.009844220217366851,0.15416339497025777,0.7931552450908457,0.04777130865899264
density,75.0,0.7,0.2,113.45,1386.4,0.881350138374509,299.358459207511,1.5204675135055763e-06,0.010330709095095817,0.14862861058188412,0.8036762517869259,0.044059396884399735
density,75.0,0.7,0.2,113.95,1392.4,0.8839797351669342,318.34209924109643,1.3918625320840617e-06,0.01080894835632134,0.1437723167286648,0.8137441672371907,0.04099274283788571
density,75.0,0.7,0.2,114.45,1398.4,0.8863935725015901,338.18189315256035,1.2819660403312539e-06,0.011281908613625794,0.1394838259904224,0.823353763111454,0.03842769138839745
density,75.0,0.7,0.2,114.95,1404.4,0.8886224003633347,358.87038281261766,1.1873141404661422e-06,0.011752013209429622,0.1356714541875023,0.8325096680204759,0.03625692658054787
density,75.0,0.7,0.2,115.5,1411.0,0.8908902774013995,382.6038520008051,1.0975577676532099e-06,0.012268087813197813,0.1319380825465727,0.8420679161790062,0.03422944440011009
density,75.0,0.7,0.2,116.0,1417.0,0.8928071131587082,405.06674395652385,1.0267015347130382e-06,0.012737858085037407,0.12889564097645875,0.8503022267070587,0.03264933907293999
density,75.0,0.7,0.2,116.5,1423.0,0.8946035060113295,428.3764493826141,9.643354671694682e-07,0.013209306982677443,0.12613554784757464,0.8581149884276258,0.03127329874167621
density,75.0,0.7,0.2,117.0,1429.0,0.8962936094239602,452.5366425626767,9.091188117497316e-07,0.01368319154784184,0.12361578759826806,0.8655182955467231,0.03006678473522375
density,75.0,0.7,0.2,117.5,1435.0,0.8978893787510686,477.552156761589,8.599642295809847e-07,0.014160025387852514,0.12130123391207136,0.8725251022786781,0.029002615555091198
density,75.0,0.7,0.2,118.0,1441.0,0.89940097778392,503.4285779630607,8.15979827555579e-07,0.014640115633654634,0.11916240200925388,0.8791493456478278,0.02805903822839568
density,75.0,0.7,0.2,118.55,1447.6000000000001,0.9009768509218098,532.8941410503563,7.726903006855542e-07,0.015172121383054321,0.11698313565757039,0.8860119428505774,0.027139390971500227
density,75.0,0.7,0.2,119.05,1450.0,0.9023282806202333,560.1953821341647,7.148902071043728e-07,0.014777272773132871,0.1151231441181652,0.8897248822703854,0.02710095420860952
density,75.0,0.7,0.2,119.55,1450.0,0.903560857898412,586.0829003489961,6.494877459590477e-07,0.013925232803309012,0.11332325598731668,0.8916853736530004,0.027335533076499594
density,75.0,0.7,0.2,120.05,1450.0,0.9046824286949247,610.5435387397624,5.922829684338514e-07,0.013198441034019154,0.11161439977995186,0.8934026617330998,0.027398276701833837
density,75.0,0.7,0.2,120.55,1450.0,0.90570718757553,633.7769900673142,5.42506544191351e-07,0.012567277246983252,0.11001134357946278,0.8949286946956173,0.027359002106200053
density,75.0,0.7,0.2,121.1,1450.0,0.9067375711044149,658.0999458074305,4.9516253113402e-07,0.011959417815069635,0.10837123091602786,0.8964298044752955,0.02724768378729573
density,75.0,0.7,0.2,121.6,1450.0,0.9075978871078467,679.2223676408073,4.578303325800277e-07,0.011469872831466561,0.10698659452666186,0.8976617835952908,0.02711177421424154
density,75.0,0.7,0.2,122.1,1450.0,0.9083948237313797,699.5047907109168,4.250715553846965e-07,0.011029513884561493,0.10569542492085054,0.8987880031068756,0.026958539832180238
density,75.0,0.7,0.2,122.6,1450.0,0.9091360229895541,719.0289960629473,3.961802673269738e-07,0.010630378546721034,0.1044895532539072,0.8998238673512948,0.026797267719495407
density,75.0,0.7,0.2,123.1,1450.0,0.9098279529121334,737.8639308347031,3.705672958648818e-07,0.01026624847417138,0.10336105151546827,0.9007816303126551,0.026633705803396437
density,75.0,0.7,0.2,123.6,1450.0,0.9104761051428547,756.0684339382268,3.477442054366458e-07,0.00993217378872733,0.10230256868796987,0.9016712140461141,0.026471387070772064
density,75.0,0.7,0.2,124.15,1450.0,0.9111440778018446,775.425587223957,3.253806210071127e-07,0.009594649168651838,0.10121118474081034,0.9025806996969254,0.026296788416203084
density,75.0,0.7,0.2,124.65,1450.0,0.9117147437928487,792.463489389805,3.07182018149652e-07,0.009311512068893175,0.10027890871416734,0.9033520304763696,0.02614296498566546
density,75.0,0.7,0.2,125.15,1450.0,0.9122541035765173,809.0081421069866,2.907293093051862e-07,0.009048170650876288,0.09939825103851731,0.904076362007885,0.02599446755065981
density,75.0,0.7,0.2,125.65,1450.0,0.9127651082005064,825.0933012622025,2.7579341612525295e-07,0.008802378589010547,0.0985645767710524,0.9047584753883057,0.02585156930892065
density,75.0,0.7,0.2,126.15,1450.0,0.9132503271524216,840.7489690356574,2.6218190094446243e-07,0.00857223350643494,0.09777377988680436,0.9054024722897978,0.025714320865547532
density,75.0,0.7,0.2,126.7,1450.0,0.9137569605057194,857.5060573589394,2.4854574355155646e-07,0.008335214935354428,0.09694909398869782,0.9060710614680444,0.025569764220744542
density,75.0,0.7,5.0,0.0,25.0,0.7,75.00000000000001,7.184783627640577e-120,8.165750621811704e-112,0.3515925751492917,4.2739245571456e-17,7.184783627640577e-90
density,75.0,0.7,5.0,0.020000000000000285,31.000000000000085,0.7,75.00000000000001,5.7751321302919134e-117,4.631964042677702e-109,0.3515925751313737,7.574386155156457e-17,5.775132130291913e-87
