material_id,topology_id,role,T2_C,t_h,T_C,rho,G_nm,rho_dot,G_dot,X_J,Lambda_over_K,pore_drag,migration_factor
E0142,D0087,lower_failure,1050,71.33333333333333,1050.0,0.8932364124892606,306.61809812358797,6.299739166535936e-08,1.965872754246824e-05,0.7499333305998579,0.0011956991734302915,16.704895427884615,0.056481553594777724
E0142,D0087,lower_failure,1050,71.66666666666667,1050.0,0.8933119955283184,306.64169228429375,6.295129699181577e-08,1.9671021297178415e-05,0.749933281452367,0.0011956071718559344,16.69246900890633,0.05652122377586777
E0142,D0087,lower_failure,1050,72.0,1050.0,0.89338752326392,306.6653011993919,6.290523615179512e-08,1.9683321341434427e-05,0.7499332322689364,0.001195515126919319,16.680051821751533,0.05656092018744613
E0142,D0087,lower_failure,1050,72.33333333333333,1050.0,0.8934629957366581,306.68892487643024,6.285920912051475e-08,1.969562767666709e-05,0.7499331830495403,0.001195423038614323,16.66764385964609,0.0566006428442933
E0142,D0087,lower_failure,1050,72.66666666666667,1050.0,0.8935384129870957,306.71256332295854,6.281321587321208e-08,1.9707940304305135e-05,0.7499331337941528,0.001195330906934842,16.6552451158208,0.05664039176119416
E0142,D0087,lower_failure,1050,73.0,1050.0,0.893613775055766,306.73621654652806,6.276725638514089e-08,1.972025922577519e-05,0.7499330845027483,0.0011952387318747866,16.642855583511455,0.056680166952937795
E0142,D0087,lower_failure,1050,73.33333333333333,1050.0,0.893689081983173,306.7598845546918,6.272133063157385e-08,1.9732584442501905e-05,0.7499330351753009,0.0011951465134280863,16.6304752559587,0.05671996843431788
E0142,D0087,lower_failure,1050,73.66666666666667,1050.0,0.8937643338097905,306.7835673550045,6.267543858780238e-08,1.9744915955907753e-05,0.7499329858117847,0.001195054251588686,16.618104126408213,0.05675979622013218
E0142,D0087,lower_failure,1050,74.0,1050.0,0.8938395305760628,306.8072649550226,6.262958022913525e-08,1.9757253767413137e-05,0.749932936412174,0.0011949619463505483,16.6057421881106,0.056799650325182756
E0142,D0087,lower_failure,1050,74.33333333333333,1050.0,0.8939146723224046,306.8309773623043,6.258375553089999e-08,1.976959787843639e-05,0.7499328869764428,0.001194869597707652,16.593389434321377,0.0568395307642761
E0142,D0087,lower_failure,1050,74.66666666666667,1050.0,0.8939897590892012,306.8547045844093,6.253796446844158e-08,1.9781948290393752e-05,0.7499328375045656,0.0011947772056539931,16.581045858301007,0.056879437552222946
E0142,D0087,lower_failure,1050,75.0,1050.0,0.894064790916808,306.8784466288993,6.249220701712377e-08,1.9794305004699374e-05,0.7499327879965164,0.001194684770183585,16.568711453314872,0.05691937070383836
E0142,D0087,lower_failure,1050,75.33333333333333,1050.0,0.894139767845551,306.90220350333755,6.244648315232818e-08,1.980666802276529e-05,0.7499327384522694,0.001194592291290457,16.556386212633296,0.056959330233941646
E0142,D0087,lower_failure,1050,75.66666666666667,1050.0,0.8942146899157268,306.92597521528893,6.240079284945421e-08,1.981903734600145e-05,0.7499326888717986,0.0011944997689686565,16.54407012953151,0.05699931615735645
E0142,D0087,lower_failure,1050,76.0,1050.0,0.8942895571676021,306.94976177232,6.235513608391977e-08,1.983141297581565e-05,0.7499326392550785,0.001194407203212247,16.531763197289703,0.057039328488910544
E0142,D0087,lower_failure,1050,76.33333333333333,1050.0,0.8943643696414144,306.97356318199917,6.230951283116116e-08,1.984379491361365e-05,0.749932589602083,0.001194314594015309,16.519465409192918,0.05707936724343621
E0142,D0087,lower_failure,1050,76.66666666666667,1050.0,0.8944391273773717,306.99737945189645,6.226392306663135e-08,1.9856183160799046e-05,0.7499325399127863,0.001194221941371941,16.507176758531152,0.05711943243576983
E0142,D0087,lower_failure,1050,77.0,1050.0,0.8945138304156526,307.0212105895834,6.22183667658033e-08,1.986857771877333e-05,0.7499324901871625,0.0011941292452762574,16.494897238599304,0.05715952408075208
E0142,D0087,lower_failure,1050,77.33333333333333,1050.0,0.8945884787964061,307.0450566026335,6.217284390416587e-08,1.9880978588935908e-05,0.7499324404251856,0.0011940365057223907,16.482626842697144,0.057199642193228005
E0142,D0087,lower_failure,1050,77.66666666666667,1050.0,0.8946630725597519,307.0689174986218,6.212735445722813e-08,1.9893385772683974e-05,0.7499323906268298,0.0011939437227044892,16.47036556412941,0.057239786788046663
E0142,D0087,lower_failure,1050,78.0,1050.0,0.8947376117457801,307.09279328512497,6.208189840051539e-08,1.9905799271412686e-05,0.7499323407920693,0.0011938508962167193,16.45811339620568,0.05727995788006157
E0142,D0087,lower_failure,1050,78.33333333333333,1050.0,0.894812096394552,307.1166839697214,6.203647570957205e-08,1.991821908651503e-05,0.7499322909208781,0.0011937580262532642,16.44587033224044,0.05732015548413042
E0142,D0087,lower_failure,1050,78.66666666666667,1050.0,0.8948865265460989,307.1405895599912,6.19910863599598e-08,1.9930645219381874e-05,0.7499322410132303,0.0011936651128083243,16.433636365553063,0.05736037961511514
E0142,D0087,lower_failure,1050,79.0,1050.0,0.8949609022404232,307.1645100635161,6.194573032725857e-08,1.994307767140194e-05,0.7499321910690998,0.0011935721558761169,16.421411489467815,0.0574006302878819
E0142,D0087,lower_failure,1050,79.33333333333333,1050.0,0.8950352235174978,307.18844548787945,6.190040758706597e-08,1.9955516443961775e-05,0.7499321410884608,0.001193479155450877,16.409195697313876,0.05744090751730095
E0142,D0087,lower_failure,1050,79.66666666666667,1050.0,0.8951094904172665,307.2123958406663,6.185511811499846e-08,1.996796153844587e-05,0.7499320910712873,0.0011933861115268564,16.396988982425214,0.057481211318247086
E0142,D0087,lower_failure,1050,80.0,1050.0,0.8951837029796437,307.2363611294635,6.180986188668908e-08,1.9980412956236476e-05,0.7499320410175533,0.0011932930240983236,16.38479133814077,0.05752154170559897
E0142,D0087,lower_failure,1050,80.33333333333333,1050.0,0.8952578612445145,307.26034136185933,6.176463887778973e-08,1.9992870698713732e-05,0.7499319909272328,0.0011931998931595652,16.37260275780431,0.05756189869423965
E0142,D0087,lower_failure,1050,80.66666666666667,1050.0,0.8953319652517349,307.28433654544386,6.171944906397004e-08,2.000533476725563e-05,0.7499319408002999,0.001193106718704885,16.360423234764472,0.05760228229905634
E0142,D0087,lower_failure,1050,81.0,1050.0,0.8954060150411319,307.3083466878087,6.167429242091755e-08,2.0017805163238018e-05,0.7499318906367284,0.001193013500728604,16.348252762374738,0.057642692534940546
E0142,D0087,lower_failure,1050,81.33333333333333,1050.0,0.8954800106525029,307.3323717965473,6.162916892433679e-08,2.003028188803451e-05,0.7499318404364923,0.0011929202392250596,16.33609133399351,0.05768312941678773
E0142,D0087,lower_failure,1050,81.66666666666667,1050.0,0.8955539521256165,307.3564118792546,6.158407854995189e-08,2.004276494301663e-05,0.7499317901995656,0.0011928269341886072,16.323938942983997,0.057723592959497756
E0142,D0087,lower_failure,1050,82.0,1050.0,0.8956278395002121,307.3804669435273,6.153902127350334e-08,2.005525432955371e-05,0.7499317399259221,0.0011927335856136202,16.31179558271426,0.05776408317797461
E0142,D0087,lower_failure,1050,82.33333333333333,1050.0,0.8957016728159999,307.40453699696354,6.149399707074962e-08,2.0067750049012915e-05,0.7499316896155357,0.001192640193494488,16.29966124655723,0.05780460008712645
E0142,D0087,lower_failure,1050,82.66666666666667,1050.0,0.895775452112661,307.42862204716334,6.14490059174682e-08,2.0080252102759205e-05,0.7499316392683805,0.0011925467578256187,16.287535927890687,0.057845143701865526
E0142,D0087,lower_failure,1050,83.0,1050.0,0.8958491774298476,307.4527221017282,6.140404778945264e-08,2.0092760492155408e-05,0.7499315888844302,0.0011924532786014364,16.275419620097225,0.05788571403710841
E0142,D0087,lower_failure,1050,83.33333333333333,1050.0,0.8959228488071826,307.4768371682614,6.135912266251555e-08,2.01052752185621e-05,0.7499315384636588,0.001192359755816384,16.26331231656433,0.057926311107775616
E0142,D0087,lower_failure,1050,83.66666666666667,1050.0,0.8959964662842603,307.5009672543677,6.131423051248686e-08,2.0117796283337754e-05,0.74993148800604,0.00119226618946492,16.251214010684265,0.05796693492879202
E0142,D0087,lower_failure,1050,84.0,1050.0,0.8960700299006455,307.5251123676535,6.126937131521464e-08,2.013032368783858e-05,0.7499314375115478,0.0011921725795415229,16.239124695854166,0.058007585515086495
E0142,D0087,lower_failure,1050,84.33333333333333,1050.0,0.8961435396958745,307.54927251572695,6.122454504656389e-08,2.014285743341865e-05,0.7499313869801559,0.0011920789260406865,16.22704436547597,0.05804826288159216
E0142,D0087,lower_failure,1050,84.66666666666667,1050.0,0.8962169957094542,307.5734477061977,6.117975168241802e-08,2.0155397521429832e-05,0.7499313364118383,0.0011919852289569224,16.214973012956435,0.05808896704324625
E0142,D0087,lower_failure,1050,85.0,1050.0,0.8962903979808629,307.59763794667714,6.113499119867803e-08,2.0167943953221732e-05,0.7499312858065685,0.0011918914882847612,16.202910631707194,0.058129698014989996
E0142,D0087,lower_failure,1050,85.33333333333333,1050.0,0.8963637465495498,307.6218432447781,6.109026357126308e-08,2.0180496730141845e-05,0.7499312351643205,0.0011917977040187492,16.190857215144625,0.05817045581176896
E0142,D0087,lower_failure,1050,85.66666666666667,1050.0,0.8964370414549352,307.64606360811536,6.104556877610861e-08,2.019305585353538e-05,0.7499311844850679,0.0011917038761534507,16.17881275668997,0.05821124044853265
E0142,D0087,lower_failure,1050,86.0,1050.0,0.8965102827364106,307.67029904430484,6.100090678916966e-08,2.0205621324745357e-05,0.7499311337687845,0.0011916100046834486,16.166777249769282,0.05825205194023472
E0142,D0087,lower_failure,1050,86.33333333333333,1050.0,0.896583470433339,307.6945495609644,6.095627758641723e-08,2.0218193145112658e-05,0.749931083015444,0.0011915160896033422,16.154750687813348,0.058292890301833135
E0142,D0087,lower_failure,1050,86.66666666666667,1050.0,0.8966566045850538,307.71881516571347,6.09116811438409e-08,2.0230771315975816e-05,0.7499310322250201,0.0011914221309077492,16.142733064257865,0.05833375554828961
E0142,D0087,lower_failure,1050,87.0,1050.0,0.8967296852308602,307.743095866173,6.086711743744829e-08,2.0243355838671235e-05,0.7499309813974866,0.001191328128591304,16.130724372543256,0.058374647694570216
E0142,D0087,lower_failure,1050,87.33333333333333,1050.0,0.8968027124100343,307.76739166996566,6.08225864432632e-08,2.025594671453306e-05,0.7499309305328171,0.0011912340826486594,16.11872460611477,0.05841556675564499
E0142,D0087,lower_failure,1050,87.66666666666667,1050.0,0.8968756861618238,307.79170258471555,6.077808813732846e-08,2.026854394489323e-05,0.7499308796309853,0.0011911399930744854,16.10673375842243,0.05845651274648816
E0142,D0087,lower_failure,1050,88.0,1050.0,0.8969486065254471,307.81602861804856,6.073362249570407e-08,2.028114753108139e-05,0.7499308286919647,0.00119104585986347,16.094751822921086,0.05849748568207782
E0142,D0087,lower_failure,1050,88.33333333333333,1050.0,0.8970214735400944,307.840369777592,6.06891894944674e-08,2.0293757474425066e-05,0.749930777715729,0.001190951683010319,16.082778793070304,0.05853848557739645
E0142,D0087,lower_failure,1050,88.66666666666667,1050.0,0.897094287244927,307.86472607097494,6.064478910971313e-08,2.030637377624943e-05,0.7499307267022518,0.0011908574625097553,16.070814662334502,0.05857951244743032
E0142,D0087,lower_failure,1050,89.0,1050.0,0.8971670476790775,307.8890975058279,6.060042131755428e-08,2.0318996437877476e-05,0.7499306756515068,0.00119076319835652,16.05885942418283,0.05862056630716991
E0142,D0087,lower_failure,1050,89.33333333333333,1050.0,0.8972397548816498,307.913484089783,6.055608609412146e-08,2.0331625460629905e-05,0.7499306245634676,0.0011906688905453722,16.046913072089257,0.05866164717160963
E0142,D0087,lower_failure,1050,89.66666666666667,1050.0,0.8973124088917193,307.93788583047416,6.051178341556136e-08,2.034426084582525e-05,0.7499305734381075,0.0011905745390710883,16.034975599532455,0.05870275505574814
E0142,D0087,lower_failure,1050,90.0,1050.0,0.8973850097483325,307.96230273553647,6.046751325804049e-08,2.035690259477968e-05,0.7499305222754002,0.0011904801439284623,16.023046999995948,0.05874388997458786
E0142,D0087,lower_failure,1050,90.33333333333333,1050.0,0.8974575574905076,307.986734812607,6.042327559774065e-08,2.0369550708807174e-05,0.7499304710753192,0.0011903857051123066,16.011127266967968,0.05878505194313546
E0142,D0087,lower_failure,1050,90.66666666666667,1050.0,0.8975300521572342,308.01118206932415,6.03790704108631e-08,2.0382205189219486e-05,0.749930419837838,0.0011902912226174512,15.999216393941499,0.05882624097640164
E0142,D0087,lower_failure,1050,91.0,1050.0,0.8976024937874733,308.035644513328,6.03348976736247e-08,2.039486603732602e-05,0.7499303685629302,0.0011901966964387434,15.987314374414325,0.058867457089401
E0142,D0087,lower_failure,1050,91.33333333333333,1050.0,0.8976748824201571,308.0601221522602,6.029075736226126e-08,2.0407533254433967e-05,0.749930317250569,0.0011901021265710496,15.975421201888956,0.05890870029715222
E0142,D0087,lower_failure,1050,91.66666666666667,1050.0,0.8977472180941898,308.0846149937639,6.02466494530253e-08,2.0420206841848226e-05,0.7499302659007282,0.0011900075130092528,15.963536869872659,0.058949970614678
E0142,D0087,lower_failure,1050,92.0,1050.0,0.8978195008484467,308.10912304548395,6.020257392218699e-08,2.0432886800871468e-05,0.749930214513381,0.0011899128557482546,15.951661371877423,0.058991268057005115
E0142,D0087,lower_failure,1050,92.33333333333333,1050.0,0.8978917307217748,308.1336463150665,6.01585307460343e-08,2.0445573132803987e-05,0.749930163088501,0.0011898181547829747,15.939794701420047,0.05903259263916409
E0142,D0087,lower_failure,1050,92.66666666666667,1050.0,0.8979639077529925,308.15818481015964,6.011451990087175e-08,2.0458265838943902e-05,0.7499301116260615,0.0011897234101083496,15.927936852021995,0.059073944376189756
E0142,D0087,lower_failure,1050,93.0,1050.0,0.8980360319808901,308.18273853841265,6.007054136302232e-08,2.0470964920587014e-05,0.7499300601260358,0.0011896286217193354,15.916087817209487,0.059115323283120795
E0142,D0087,lower_failure,1050,93.33333333333333,1050.0,0.8981081034442291,308.20730750747657,6.00265951088255e-08,2.0483670379026793e-05,0.7499300085883974,0.001189533789610905,15.904247590513508,0.05915672937499981
E0142,D0087,lower_failure,1050,93.66666666666667,1050.0,0.8981801221817427,308.23189172500395,5.998268111463902e-08,2.0496382215554435e-05,0.7499299570131196,0.0011894389137780497,15.89241616546975,0.059198162666873395
E0142,D0087,lower_failure,1050,94.0,1050.0,0.8982520882321361,308.2564911986489,5.99387993568369e-08,2.0509100431458895e-05,0.7499299054001758,0.0011893439942157788,15.880593535618607,0.059239623173792263
E0142,D0087,lower_failure,1050,94.33333333333333,1050.0,0.8983240016340858,308.28110593606704,5.989494981181158e-08,2.0521825028026795e-05,0.7499298537495392,0.0011892490309191193,15.86877969450521,0.05928111091081101
E0142,D0087,lower_failure,1050,94.66666666666667,1050.0,0.8983958624262399,308.3057359449155,5.985113245597229e-08,2.0534556006542416e-05,0.7499298020611833,0.0011891540238831175,15.856974635679439,0.059322625892988055
E0142,D0087,lower_failure,1050,95.0,1050.0,0.8984676706472184,308.3303812328531,5.980734726574568e-08,2.0547293368287764e-05,0.7499297503350811,0.0011890589731028357,15.845178352695863,0.059364168135385906
E0142,D0087,lower_failure,1050,95.33333333333333,1050.0,0.8985394263356131,308.35504180754003,5.976359421757549e-08,2.0560037114542545e-05,0.7499296985712061,0.001188963878573356,15.833390839113747,0.059405737653071
E0142,D0087,lower_failure,1050,95.66666666666667,1050.0,0.8986111295299872,308.3797176766381,5.971987328792385e-08,2.057278724658413e-05,0.7499296467695314,0.001188868740289778,15.8216120884971,0.05944733446111368
E0142,D0087,success,1080,0.0,25.0,0.8800576079465479,302.93301080737535,1.213208953291166e-15,2.2425997179088338e-13,0.7499643962254092,1.158377756178704e-14,18.873555885023755,0.050318121517125
E0142,D0087,success,1080,0.3333333333333333,45.0,0.8800576079480037,302.93301080764445,1.2132089532757534e-15,2.2425997179338973e-13,0.75,1.158377756177675e-14,18.873555884783986,0.05031812151773207
E0142,D0087,success,1080,0.6666666666666666,65.0,0.8800576079494595,302.9330108079136,1.213208953260341e-15,2.2425997179589611e-13,0.75,1.1583777561766456e-14,18.87355588454422,0.05031812151833914
E0142,D0087,success,1080,1.0,85.0,0.8800576079509154,302.93301080818276,1.2132089532449289e-15,2.2425997179840242e-13,0.75,1.1583777561756165e-14,18.87355588430446,0.0503181215189462
E0142,D0087,success,1080,1.3333333333333333,105.0,0.8800576079523712,302.9330108084519,1.2132089532295163e-15,2.242599718009088e-13,0.75,1.1583777561745875e-14,18.87355588406469,0.05031812151955327
E0142,D0087,success,1080,1.6666666666666667,125.0,0.880057607953827,302.93301080872106,1.213208953214104e-15,2.2425997180341513e-13,0.75,1.1583777561735582e-14,18.873555883824924,0.05031812152016034
E0142,D0087,success,1080,2.0,145.0,0.8800576079552829,302.9330108089902,1.2132089531986918e-15,2.2425997180592149e-13,0.75,1.158377756172529e-14,18.87355588358516,0.0503181215207674
E0142,D0087,success,1080,2.3333333333333335,165.0,0.8800576079567388,302.9330108092593,1.2132089531832782e-15,2.2425997180842805e-13,0.75,1.1583777561714997e-14,18.873555883345375,0.05031812152137451
E0142,D0087,success,1080,2.6666666666666665,185.0,0.8800576079581947,302.93301080952847,1.2132089531678659e-15,2.242599718109344e-13,0.75,1.1583777561704706e-14,18.87355588310561,0.050318121521981576
E0142,D0087,success,1080,3.0,205.0,0.8800576079596505,302.9330108097976,1.2132089531524533e-15,2.2425997181344078e-13,0.75,1.1583777561694416e-14,18.87355588286584,0.05031812152258865
E0142,D0087,success,1080,3.3333333333333335,225.0,0.8800576079611063,302.9330108100668,1.2132089531370411e-15,2.2425997181594714e-13,0.75,1.1583777561684123e-14,18.873555882626075,0.050318121523195716
E0142,D0087,success,1080,3.6666666666666665,245.0,0.8800576079625622,302.93301081033593,1.2132089531216285e-15,2.2425997181845347e-13,0.75,1.1583777561673831e-14,18.87355588238631,0.050318121523802786
E0142,D0087,success,1080,4.0,265.0,0.880057607964018,302.9330108106051,1.2132089531062162e-15,2.2425997182095983e-13,0.75,1.1583777561663538e-14,18.873555882146544,0.05031812152440985
E0142,D0087,success,1080,4.333333333333333,285.0,0.8800576079654739,302.93301081087424,1.2132089530908028e-15,2.2425997182346638e-13,0.75,1.1583777561653248e-14,18.87355588190676,0.05031812152501696
E0142,D0087,success,1080,4.666666666666667,305.0,0.8800576079669298,302.93301081114333,1.2132089530753903e-15,2.242599718259727e-13,0.75,1.1583777561642957e-14,18.873555881666995,0.050318121525624024
E0142,D0087,success,1080,5.0,325.0,0.8800576079683856,302.9330108114125,2.534458821263852e-15,2.2425997182847912e-13,0.75,1.1583777561632664e-14,18.873555881427226,0.0503181215262311
E0142,D0087,success,1080,5.333333333333333,345.0,0.8800576079733233,302.93301081168164,1.2459661635458426e-14,2.2425997183745633e-13,0.75,1.1583777561622372e-14,18.87355588061402,0.050318121528290065
E0142,D0087,success,1080,5.666666666666667,365.0,0.8800576079967354,302.9330108119508,5.517723878439903e-14,2.2425997188076727e-13,0.75,1.158377756161208e-14,18.873555876758218,0.050318121538052624
E0142,D0087,success,1080,6.0,385.0,0.8800576080968124,302.93301081221995,2.193396993738777e-13,2.242599720665565e-13,0.75,1.158377756160179e-14,18.873555860276223,0.05031812157978361
E0142,D0087,success,1080,6.333333333333333,405.0,0.880057608478397,302.9330108124891,7.583629462365294e-13,2.2425997277551436e-13,0.75,1.1583777561591498e-14,18.873555797431866,0.05031812173890007
E0142,D0087,success,1080,6.666666666666667,425.0,0.880057609716757,302.9330108127582,2.0915696773177657e-12,2.2425997507675327e-13,0.75,1.1583777561581205e-14,18.873555593482145,0.05031812225528311
E0142,D0087,success,1080,7.0,445.0,0.8800576128152957,302.93301081302735,4.114161227689156e-12,2.242599808350723e-13,0.75,1.1583777561570913e-14,18.8735550831716,0.050318123547345266
E0142,D0087,success,1080,7.333333333333333,465.0,0.8800576183163862,302.9330108132965,5.792462681902554e-12,2.2425999105848595e-13,0.75,1.158377756156062e-14,18.873554177171677,0.05031812584125885
E0142,D0087,success,1080,7.666666666666667,485.0,0.8800576255806793,302.93301081356566,6.659761428826589e-12,2.242600045588007e-13,0.75,1.158377756155033e-14,18.87355298077825,0.05031812887042405
E0142,D0087,success,1080,8.0,505.0,0.8800576337038656,302.9330108138348,7.015280490072063e-12,2.2426001965537145e-13,0.75,1.1583777561540039e-14,18.873551642927396,0.050318132257747714
E0142,D0087,success,1080,8.333333333333334,525.0,0.8800576421727744,302.93301081410397,7.151668699457497e-12,2.242600353944719e-13,0.75,1.1583777561529746e-14,18.873550248136816,0.05031813578923836
E0142,D0087,success,1080,8.666666666666666,545.0,0.880057650774192,302.93301081437306,7.204269799938303e-12,2.2426005137984308e-13,0.75,1.1583777561519456e-14,18.87354883152233,0.05031813937598578
E0142,D0087,success,1080,9.0,565.0,0.8800576594269788,302.9330108146422,7.225174327636426e-12,2.242600674606867e-13,0.75,1.1583777561509161e-14,18.87354740644744,0.05031814298415475
E0142,D0087,success,1080,9.333333333333334,585.0,0.8800576681003247,302.9330108149713,7.233794641904299e-12,5.77802879955831e-13,0.75,2.439947132589085e-14,18.873545977986506,0.0503181466008974
E0142,D0087,success,1080,9.666666666666666,605.0,0.8800576767850278,302.9330108159279,7.257365082380331e-12,1.76593479223701e-12,0.75,1.2036938182378058e-13,18.87354454765508,0.05031815022237651
E0142,D0087,success,1080,10.0,625.0,0.8800576854995508,302.93301081880526,7.272305152125562e-12,5.135242857418303e-12,0.7499747907104616,5.530726245082832e-13,18.873543112412367,0.05031815385629111
E0142,D0087,success,1080,10.333333333333334,645.0,0.8800576942282357,302.93301082704875,7.27740160879837e-12,1.4254460110825328e-11,0.7499429571332611,2.377913746635607e-12,18.873541674837224,0.05031815749611175
E0142,D0087,success,1080,10.666666666666666,665.0,0.8800577029618037,302.9330108496176,7.279243963154535e-12,3.7882244547537846e-11,0.7499417950872458,9.607338572370657e-12,18.873540236457828,0.050318161137969226
E0142,D0087,success,1080,11.0,685.0,0.8800577116971563,302.93301090883193,7.279949357950818e-12,9.664950028927985e-11,0.7499415177481713,3.661797724799095e-11,18.873538797784537,0.05031816478057134
E0142,D0087,success,1080,11.333333333333334,705.0,0.8800577204331996,302.93301105811315,7.280234900883942e-12,2.3731736313178706e-10,0.7499414198026446,1.3213648080476472e-10,18.873537358997478,0.05031816842346204
E0142,D0087,success,1080,11.666666666666666,725.0,0.8800577291695255,302.9330114206054,7.280356758452329e-12,5.621151587531029e-10,0.7499413789061423,4.529149612964353e-10,18.873535920163885,0.05031817206647108
E0142,D0087,success,1080,12.0,745.0,0.8800577379059732,302.93301227032555,7.280411353900329e-12,1.2870881346295497e-09,0.7499413601165563,1.4790822386411276e-09,18.873534481310237,0.050318175709531426
E0142,D0087,success,1080,12.333333333333334,765.0,0.8800577466424758,302.93301419709996,7.280436878286212e-12,2.854491862368005e-09,0.7499413508916195,4.614922937300756e-09,18.87353304244753,0.05031817935261524
E0142,D0087,success,1080,12.666666666666666,785.0,0.8800577553790044,302.9330184314745,7.280449221049925e-12,6.142892325230825e-09,0.749941346121723,1.3792912254255943e-08,18.873531603580556,0.05031818299571038
E0142,D0087,success,1080,13.0,805.0,0.8800577641155457,302.9330274662035,7.280455311939463e-12,1.2848968923655916e-08,0.7499413435468465,3.9582796254888287e-08,18.873530164711493,0.05031818663881134
E0142,D0087,success,1080,13.333333333333334,825.0,0.8800577748171112,302.93304621253867,1.6586252777410243e-11,2.6163126286958402e-08,0.749941341825437,1.093150095544782e-07,18.873528402216653,0.05031819110130751
E0142,D0087,success,1080,13.666666666666666,845.0,0.8800578002794126,302.93308409602304,3.997203804969343e-11,5.193539510424694e-08,0.7499413394655571,2.9111919101021374e-07,18.87352420873159,0.050318201718879935
E0142,D0087,success,1080,14.0,865.0,0.8800578610613156,302.9331587625817,9.339819137069544e-11,1.0064034837142835e-07,0.7499413361115067,7.490512911931729e-07,18.87351419835461,0.05031822706438065
E0142,D0087,success,1080,14.333333333333334,885.0,0.8800580018162035,302.93330248117775,2.119288733584725e-10,1.906154039907599e-07,0.7499413313771501,1.8654191866940797e-06,18.873491016985213,0.050318285757914055
E0142,D0087,success,1080,14.666666666666666,905.0,0.8800583185120466,302.9335729639206,4.676911740045342e-10,3.532861747684684e-07,0.7499413247490588,4.50388540868518e-06,18.873438859369486,0.05031841781768646
E0142,D0087,success,1080,15.0,925.0,0.880059011845685,302.9340712739907,1.0051937948349427e-09,6.414314719189782e-07,0.7499413155566086,1.055887916868565e-05,18.873324672144133,0.05031870693491317
E0142,D0087,success,1080,15.333333333333334,945.0,0.8800604907915446,302.9349708849695,2.1068114515869193e-09,1.1420121448428417e-06,0.7499413029412019,2.4071166492626452e-05,18.87308110010258,0.05031932366012627
E0142,D0087,success,1080,15.666666666666666,965.0,0.8800635684617374,302.9365639631068,4.311341238430835e-09,1.9957341578575755e-06,0.7499412858279759,5.343350639180774e-05,18.872574229475866,0.05032060710669061
E0142,D0087,success,1080,16.0,985.0,0.8800698239929852,302.9393337916433,8.623808137188588e-09,3.4263925726318875e-06,0.7499412629037693,0.00011564267000927849,18.871543987976104,0.05032321598186236
E0142,D0087,success,1080,16.333333333333332,1005.0,0.8800822563973355,302.94406624097667,1.6878681491919446e-08,5.78422906892619e-06,0.7499412326019141,0.00024430152538372247,18.869496461283212,0.05032840172616121
E0142,D0087,success,1080,16.666666666666668,1025.0,0.880106440776819,302.952018715704,3.235528519599541e-08,9.6091630848157e-06,0.7499411930809632,0.0005043372952017831,18.865513476757613,0.05033849244168728
E0142,D0087,success,1080,17.0,1045.0,0.8801525305461002,302.96517267197675,6.079812762495549e-08,1.5722080533218636e-05,0.7499411421464972,0.001018487167832957,18.857922866200383,0.050357734126466575
E0142,D0087,success,1080,17.333333333333332,1065.0,0.8802386534856714,302.98660656476966,1.1207018473527403e-07,2.5355938409984952e-05,0.7499410769750531,0.002013972487102746,18.843739210092732,0.05039372818865658
E0142,D0087,success,1080,17.666666666666668,1080.0,0.8803965505266294,303.0210417582825,1.7505775364246153e-07,3.597875463640667e-05,0.7499409933086675,0.003314027023969188,18.817735334219396,0.0504598524067124
E0142,D0087,success,1080,18.0,1080.0,0.8806065249206734,303.06423358349815,1.7474152923015249e-07,3.603650673582941e-05,0.7499408974991506,0.0033135547185628826,18.783155595865793,0.05054805312297984
E0142,D0087,success,1080,18.333333333333332,1080.0,0.8808161200173575,303.1074947351496,1.7442587767480964e-07,3.6094338573613255e-05,0.7499408001505983,0.0033130817899957076,18.74863917248292,0.050636400375037784
E0142,D0087,success,1080,18.666666666666668,1080.0,0.8810253365037991,303.15082530894296,1.7411079793961804e-07,3.615225021667836e-05,0.7499407014278893,0.0033126082378130985,18.714185949414265,0.05072489437636208
E0142,D0087,success,1080,19.0,1080.0,0.8812341750658715,303.19422540066466,1.7379628898963827e-07,3.621024173185214e-05,0.7499406014753909,0.003312134061561327,18.67979581221086,0.05081353534062193
E0142,D0087,success,1080,19.333333333333332,1080.0,0.8814426363882071,303.2376951061812,1.7348234979181348e-07,3.626831318586876e-05,0.749940500419535,0.0033116592607875086,18.64546864663086,0.05090232348167968
E0142,D0087,success,1080,19.666666666666668,1080.0,0.8816507211541987,303.28123452143916,1.7316897931496127e-07,3.63264646453684e-05,0.7499403983710672,0.0033111838350396022,18.611204338639194,0.05099125901359045
E0142,D0087,success,1080,20.0,1080.0,0.8818584300460028,303.3248437424652,1.728561765297714e-07,3.638469617689671e-05,0.7499402954270109,0.003310707783866416,18.577002774407152,0.0510803421506019
E0142,D0087,success,1080,20.333333333333332,1080.0,0.8820657637445409,303.3685228653656,1.7254394040879915e-07,3.644300784690416e-05,0.749940191672382,0.0033102311068176145,18.542863840312048,0.05116957310715381
E0142,D0087,success,1080,20.666666666666668,1080.0,0.8822727229295022,303.41227198632646,1.7223226992646984e-07,3.65013997217454e-05,0.7499400871816877,0.003309753803443718,18.508787422936816,0.05125895209787784
