smoothing_gate_mode,G0_nm,T1_C,rho_switch,rho_target,growth_tolerance,first_step_attained,G1_nm,rho1,first_connected_coverage,T_lower_density_C,T_upper_no_growth_C,T_success_min_C,T_success_max_C,window_width_C,n_success
connectivity,75.00000000000001,1300.0,0.8,0.9,0.05,True,126.8616787957448,0.800260276446904,0.3413842089066716,1250.0,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.9,0.1,True,126.8616787957448,0.800260276446904,0.3413842089066716,1250.0,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.95,0.02,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.95,0.05,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.95,0.1,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.98,0.02,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.98,0.05,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.8,0.98,0.1,True,126.8616787957448,0.800260276446904,0.3413842089066716,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.9,0.02,True,166.5021458148573,0.8501025079119879,0.24284916833507694,1250.0,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.9,0.05,True,166.5021458148573,0.8501025079119879,0.24284916833507694,1250.0,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.9,0.1,True,166.5021458148573,0.8501025079119879,0.24284916833507694,1250.0,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.95,0.02,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.95,0.05,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.95,0.1,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.98,0.02,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.98,0.05,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.85,0.98,0.1,True,166.5021458148573,0.8501025079119879,0.24284916833507694,nan,1100.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.88,0.9,0.02,True,242.74288391351004,0.8800339815598512,0.16056649832193579,1250.0,1050.0,nan,nan,nan,0
connectivity,75.00000000000001,1300.0,0.88,0.9,0.05,True,242.74288391351004,0.8800339815598512,0.16056649832193579,1250.0,1100.0,nan,nan,nan,0
