smoothing_gate_mode,G0_nm,T1_C,rho_switch,rho_target,growth_tolerance,first_step_attained,G1_nm,rho1,first_connected_coverage,T_lower_density_C,T_upper_no_growth_C,T_success_min_C,T_success_max_C,window_width_C,n_success
connectivity,150.00000000000003,1250.0,0.85,0.9,0.05,True,173.52545223346647,0.8500251970778476,0.251350204373714,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.9,0.1,True,173.52545223346647,0.8500251970778476,0.251350204373714,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.95,0.02,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.95,0.05,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.95,0.1,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.98,0.02,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.98,0.05,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.85,0.98,0.1,True,173.52545223346647,0.8500251970778476,0.251350204373714,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.9,0.02,True,232.36203618340923,0.8800099490120561,0.1551201691277177,1250.0,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.9,0.05,True,232.36203618340923,0.8800099490120561,0.1551201691277177,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.9,0.1,True,232.36203618340923,0.8800099490120561,0.1551201691277177,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.95,0.02,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.95,0.05,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.95,0.1,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.98,0.02,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.98,0.05,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1250.0,0.88,0.98,0.1,True,232.36203618340923,0.8800099490120561,0.1551201691277177,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.9,0.02,True,153.36840756647024,0.7500000000000002,0.5049070464976634,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.9,0.05,True,153.36840756647024,0.7500000000000002,0.5049070464976634,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.9,0.1,True,153.36840756647024,0.7500000000000002,0.5049070464976634,1250.0,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.95,0.02,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.95,0.05,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.95,0.1,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.98,0.02,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.98,0.05,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.75,0.98,0.1,True,153.36840756647024,0.7500000000000002,0.5049070464976634,nan,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.9,0.02,True,159.5924605347142,0.8,0.40818541360247257,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.9,0.05,True,159.5924605347142,0.8,0.40818541360247257,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.9,0.1,True,159.5924605347142,0.8,0.40818541360247257,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.95,0.02,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.95,0.05,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.95,0.1,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.98,0.02,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.98,0.05,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.8,0.98,0.1,True,159.5924605347142,0.8,0.40818541360247257,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.9,0.02,True,180.16909527882157,0.8501493000705194,0.258533909203429,1250.0,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.9,0.05,True,180.16909527882157,0.8501493000705194,0.258533909203429,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.9,0.1,True,180.16909527882157,0.8501493000705194,0.258533909203429,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.95,0.02,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.95,0.05,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.95,0.1,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.98,0.02,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.98,0.05,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.85,0.98,0.1,True,180.16909527882157,0.8501493000705194,0.258533909203429,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.9,0.02,True,245.3045676408791,0.8800728923833891,0.16171096524665807,1250.0,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.9,0.05,True,245.3045676408791,0.8800728923833891,0.16171096524665807,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.9,0.1,True,245.3045676408791,0.8800728923833891,0.16171096524665807,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.95,0.02,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.95,0.05,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.95,0.1,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.98,0.02,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1050.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.98,0.05,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1300.0,0.88,0.98,0.1,True,245.3045676408791,0.8800728923833891,0.16171096524665807,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.9,0.02,True,154.99171343051458,0.75,0.5085675375161088,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.9,0.05,True,154.99171343051458,0.75,0.5085675375161088,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.9,0.1,True,154.99171343051458,0.75,0.5085675375161088,1250.0,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.95,0.02,True,154.99171343051458,0.75,0.5085675375161088,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.95,0.05,True,154.99171343051458,0.75,0.5085675375161088,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.95,0.1,True,154.99171343051458,0.75,0.5085675375161088,nan,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.98,0.02,True,154.99171343051458,0.75,0.5085675375161088,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.98,0.05,True,154.99171343051458,0.75,0.5085675375161088,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.75,0.98,0.1,True,154.99171343051458,0.75,0.5085675375161088,nan,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.9,0.02,True,163.60328810711422,0.8,0.41579387104842214,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.9,0.05,True,163.60328810711422,0.8,0.41579387104842214,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.9,0.1,True,163.60328810711422,0.8,0.41579387104842214,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.95,0.02,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.95,0.05,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.95,0.1,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.98,0.02,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.98,0.05,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.8,0.98,0.1,True,163.60328810711422,0.8,0.41579387104842214,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.9,0.02,True,189.56053184893892,0.8508482168507004,0.26584070197578347,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.9,0.05,True,189.56053184893892,0.8508482168507004,0.26584070197578347,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.9,0.1,True,189.56053184893892,0.8508482168507004,0.26584070197578347,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.95,0.02,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.95,0.05,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.95,0.1,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.98,0.02,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.98,0.05,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.85,0.98,0.1,True,189.56053184893892,0.8508482168507004,0.26584070197578347,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.9,0.02,True,260.26245695931,0.880032625845039,0.16962754399332647,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.9,0.05,True,260.26245695931,0.880032625845039,0.16962754399332647,1250.0,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.9,0.1,True,260.26245695931,0.880032625845039,0.16962754399332647,1250.0,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.95,0.02,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.95,0.05,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.95,0.1,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1150.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.98,0.02,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.98,0.05,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1100.0,nan,nan,nan,0
connectivity,150.00000000000003,1350.0,0.88,0.98,0.1,True,260.26245695931,0.880032625845039,0.16962754399332647,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.9,0.02,True,225.9163189647215,0.7509274706971607,0.6422859952645383,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.9,0.05,True,225.9163189647215,0.7509274706971607,0.6422859952645383,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.9,0.1,True,225.9163189647215,0.7509274706971607,0.6422859952645383,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.95,0.02,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.95,0.05,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.95,0.1,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.98,0.02,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.98,0.05,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.75,0.98,0.1,True,225.9163189647215,0.7509274706971607,0.6422859952645383,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.9,0.02,True,227.43356366226467,0.8002262596888313,0.5224846018881469,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.9,0.05,True,227.43356366226467,0.8002262596888313,0.5224846018881469,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.9,0.1,True,227.43356366226467,0.8002262596888313,0.5224846018881469,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.95,0.02,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.95,0.05,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.95,0.1,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.98,0.02,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.98,0.05,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.8,0.98,0.1,True,227.43356366226467,0.8002262596888313,0.5224846018881469,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.9,0.02,True,232.0941816724441,0.8500425911550965,0.31472724396217394,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.9,0.05,True,232.0941816724441,0.8500425911550965,0.31472724396217394,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.9,0.1,True,232.0941816724441,0.8500425911550965,0.31472724396217394,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.95,0.02,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.95,0.05,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.95,0.1,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.98,0.02,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.98,0.05,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.85,0.98,0.1,True,232.0941816724441,0.8500425911550965,0.31472724396217394,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.9,0.02,True,257.13203785753086,0.8800373111666155,0.1679094924382418,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.9,0.05,True,257.13203785753086,0.8800373111666155,0.1679094924382418,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.9,0.1,True,257.13203785753086,0.8800373111666155,0.1679094924382418,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.95,0.02,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.95,0.05,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.95,0.1,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.98,0.02,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.98,0.05,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1250.0,0.88,0.98,0.1,True,257.13203785753086,0.8800373111666155,0.1679094924382418,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.9,0.02,True,226.24074609461576,0.7509999999999999,0.6427626021739704,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.9,0.05,True,226.24074609461576,0.7509999999999999,0.6427626021739704,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.9,0.1,True,226.24074609461576,0.7509999999999999,0.6427626021739704,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.95,0.02,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.95,0.05,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.95,0.1,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.98,0.02,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.98,0.05,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.75,0.98,0.1,True,226.24074609461576,0.7509999999999999,0.6427626021739704,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.9,0.02,True,228.25001854143116,0.8009999999999998,0.5214711781589718,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.9,0.05,True,228.25001854143116,0.8009999999999998,0.5214711781589718,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.9,0.1,True,228.25001854143116,0.8009999999999998,0.5214711781589718,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.95,0.02,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.95,0.05,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.95,0.1,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.98,0.02,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.98,0.05,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.8,0.98,0.1,True,228.25001854143116,0.8009999999999998,0.5214711781589718,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.9,0.02,True,234.25995529379975,0.8505164761103369,0.31451172376411013,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.9,0.05,True,234.25995529379975,0.8505164761103369,0.31451172376411013,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.9,0.1,True,234.25995529379975,0.8505164761103369,0.31451172376411013,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.95,0.02,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.95,0.05,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.95,0.1,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.98,0.02,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.98,0.05,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.85,0.98,0.1,True,234.25995529379975,0.8505164761103369,0.31451172376411013,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.9,0.02,True,265.55091883136805,0.8801054426981991,0.17192816374560085,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.9,0.05,True,265.55091883136805,0.8801054426981991,0.17192816374560085,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.9,0.1,True,265.55091883136805,0.8801054426981991,0.17192816374560085,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.95,0.02,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.95,0.05,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.95,0.1,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.98,0.02,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.98,0.05,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1300.0,0.88,0.98,0.1,True,265.55091883136805,0.8801054426981991,0.17192816374560085,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.9,0.02,True,226.72655705827032,0.7500000000000001,0.6455290834763086,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.9,0.05,True,226.72655705827032,0.7500000000000001,0.6455290834763086,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.9,0.1,True,226.72655705827032,0.7500000000000001,0.6455290834763086,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.95,0.02,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.95,0.05,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.95,0.1,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.98,0.02,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.98,0.05,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.75,0.98,0.1,True,226.72655705827032,0.7500000000000001,0.6455290834763086,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.9,0.02,True,229.51704970618843,0.8009999999999999,0.523373534295705,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.9,0.05,True,229.51704970618843,0.8009999999999999,0.523373534295705,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.9,0.1,True,229.51704970618843,0.8009999999999999,0.523373534295705,1250.0,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.95,0.02,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.95,0.05,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.95,0.1,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.98,0.02,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.98,0.05,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.8,0.98,0.1,True,229.51704970618843,0.8009999999999999,0.523373534295705,nan,1150.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.85,0.9,0.02,True,237.3052829987049,0.85,0.3203813412606326,1250.0,1100.0,nan,nan,nan,0
connectivity,225.00000000000003,1350.0,0.85,0.9,0.05,True,237.3052829987049,0.85,0.3203813412606326,1250.0,1100.0,nan,nan,nan,0
