protocol,reached_target,rho_final,G_at_target_nm,time_final_h,median_E_G
slow_0p2,True,0.9000119437413282,733.2539411558561,121.5,0.6153776254338251
fast_20,True,0.900033717673754,453.9671246906446,5.33512076140751,1.08625510560897
high_1350,True,0.9000050596482477,394.7111080744383,17.234497703509646,0.049366458712461786
two_1350_1250,True,0.900003780081386,350.12890658948714,76.87983433534598,0.043261642703317435
