T1_C,T2_C,switch_density,hold_h,first_step_attained,first_step_rho,first_step_G1_um,first_step_fine_pore_fraction,first_step_D50_nm,first_step_D90_nm,first_step_closed_fraction,first_step_R_Z_eff_um,first_step_Gamma_growth,final_rho,final_G_um,second_step_density_gain,second_step_growth_fraction,open_shrinkage_rate,closed_shrinkage_rate,PR_flux,isolation_flux,closure_flux,mean_tau_remove_s,D90_tau_remove_s,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3,sigma_eff_Pa,activity,S_Z,Gamma_mobile,Gamma_growth,closed_fraction,failure_class
1250,1050,0.75,20,True,0.7508179169089279,0.24904446765383004,0.1078301595235702,63.34599196168232,99.52539578838244,1.5540437930763507e-09,0.1211668524778061,0.4201087644191385,0.7686412378905116,0.27865103359704063,0.01782332098158379,0.10624961824482175,2.345614900511468e-07,8.366700698696162e-16,2.5187417706406277e-10,1.1739869227752585e-13,4.643324302160968e-14,22996521.526068553,151067892.10205773,182.3967073593084,58.640372512786705,123.7563348465217,250000000.0,0.012029961538152218,0.3670284951356674,1.4469980980931486e-05,0.3670376542213042,4.165349959351543e-09,low_T2_nucleation_or_sink_limited
1250,1050,0.75,40,True,0.7508179169089279,0.24904446765383004,0.1078301595235702,63.34599196168232,99.52539578838244,1.5540437930763507e-09,0.1211668524778061,0.4201087644191385,0.7842041796149377,0.30475754732121857,0.03338626270600986,0.18281115646552373,1.9954961437628987e-07,1.7340385627682716e-15,2.1669263715078248e-10,1.4102905221365526e-13,6.641286021969734e-14,23202855.592031334,152431367.75428602,156.75820099870177,49.88740359407247,106.8707974046293,250000000.0,0.014357949009775276,0.3618901689705455,1.1120138985540897e-05,0.36189726484055457,8.112345201179208e-09,low_T2_nucleation_or_sink_limited
1250,1050,0.85,20,True,0.8511471685539477,0.43887135485243295,0.01494980015764125,63.34599196168232,99.52539578838244,4.072804393545124e-08,0.2303701937184009,0.6526419807979397,0.8570447077209093,0.4659153153755497,0.005897539166961674,0.058044798337049876,8.478902853652949e-08,1.7230966096730133e-14,9.031964453024794e-11,1.881018217063229e-13,2.645516490897397e-13,23225424.47558089,152578150.5051207,66.37269434085238,21.19725713413237,45.175437206720005,250000000.0,0.032945780467392244,0.620569999873857,2.4091056846581885e-06,0.6205709139608272,5.668864553311569e-08,first_step_overgrown
1250,1050,0.85,40,True,0.8511471685539477,0.43887135485243295,0.01494980015764125,63.34599196168232,99.52539578838244,4.072804393545124e-08,0.2303701937184009,0.6526419807979397,0.8628477507194312,0.4926950875113879,0.01170058216548353,0.10924349363988922,7.662651848092048e-08,2.360012769763959e-14,8.364595003494143e-11,1.8418669100077441e-13,2.8426405751510405e-13,23702328.799291953,155727433.77500495,61.079348969843906,19.15662962023012,41.922719349613786,250000000.0,0.036699303317337305,0.6037443723229855,2.0709175509125254e-06,0.6037451929357195,7.499477804462104e-08,first_step_overgrown
1250,1050,0.9,20,True,0.90018178355145,0.6597851595439249,0.0010884811320795572,79.40110151373295,99.52539578838244,1.698448227647584e-07,0.3735484034015659,0.8400973632483655,0.9026019863482871,0.6822074823184077,0.0024202027968371898,0.032867307022612716,3.803570457272033e-08,8.439437364515661e-14,4.273465069155713e-11,1.3468404961314746e-13,3.438861712171674e-13,27381632.40856418,163589182.04222536,31.21967949173147,9.508926143180084,21.710753348551385,250000000.0,0.06804159022019551,0.8322083412900232,6.005581927770547e-07,0.8322084420586785,1.8620187582038948e-07,first_step_overgrown
1250,1050,0.9,40,True,0.90018178355145,0.6597851595439249,0.0010884811320795572,79.40110151373295,99.52539578838244,1.698448227647584e-07,0.3735484034015659,0.8400973632483655,0.9052471997196848,0.7072650195355908,0.00506541616823486,0.06713163903234244,3.5509886735957515e-08,9.369900711235549e-14,4.0688211079262106e-11,1.305198336502664e-13,3.4058371342813307e-13,27882385.139149945,166595909.60453045,29.614680347451706,8.877471683989379,20.737208663462326,250000000.0,0.07276404110263764,0.8258749071834958,5.440864071059868e-07,0.8258750019225919,2.044394539402856e-07,first_step_overgrown
1250,1150,0.75,20,True,0.7524337676557921,0.25123638152290567,0.1078301595235702,63.34599196168232,99.52539578838244,1.5540437930763507e-09,0.1211668524778061,0.42010710501361215,0.8867726340765598,0.6012398928288494,0.13433886642076776,0.5821362079937312,8.25710352591812e-07,1.0336658521119525e-13,5.147420941465144e-10,1.7918142294312013e-12,3.878310949231388e-12,1513813.5076747595,9929165.666711466,474.4601704984677,206.427588147953,268.03258235051464,250000000.0,0.08232529640643164,0.7005056989121541,8.822326540625248e-07,0.7005059631358062,1.644178145847239e-07,low_T2_excess_power_PR_loss
1250,1150,0.75,40,True,0.7524337676557921,0.25123638152290567,0.1078301595235702,63.34599196168232,99.52539578838244,1.5540437930763507e-09,0.1211668524778061,0.42010710501361215,0.9245622544453256,0.900067014412788,0.17212848678953352,0.7208692491782798,3.330688435552648e-07,3.88370448426096e-13,2.413387261343854e-10,1.1229591956599274e-12,3.2524117765422452e-12,1774433.0601717902,11643662.660293851,218.14993438387515,83.2672108888162,134.88272349505894,250000000.0,0.16752541088621015,0.8789965009606572,2.056500244165287e-07,0.8789965258450297,4.1419799144515955e-07,low_T2_excess_power_PR_loss
1250,1150,0.85,20,True,0.852017530764767,0.442076333322355,0.01494980015764125,63.34599196168232,99.52539578838244,4.072804393545124e-08,0.2303701937184009,0.6526418361667347,0.9095251149668635,0.7527507517619336,0.05750758420209645,0.41271884181104496,5.025674047549885e-07,2.1454666371384791e-13,3.3806456376213335e-10,1.4013169986754383e-12,3.774818531964057e-12,1635397.0669300521,10728921.6869308,307.2730952884755,125.64185118874714,181.63124409972835,250000000.0,0.12346013602083276,0.8105296408295123,3.9272400798714195e-07,0.8105297152390711,2.7919366496655195e-07,first_step_overgrown
1250,1150,0.85,40,True,0.852017530764767,0.442076333322355,0.01494980015764125,63.34599196168232,99.52539578838244,4.072804393545124e-08,0.2303701937184009,0.6526418361667347,0.9345890936458744,1.027914498922246,0.08257156288110734,0.5699288863170372,2.4035522333620633e-07,5.048498491417471e-13,1.842607891849108e-10,9.368596951823102e-13,2.7598530993683292e-12,1905301.2365454545,12504721.665969985,167.25404748561542,60.088805834051584,107.16524165156383,250000000.0,0.2080446057557925,0.9248471695756383,1.238598957087417e-07,0.92484717888406,4.886438406430547e-07,first_step_overgrown
1250,1150,0.9,20,True,0.9005482528910288,0.6625286503061553,0.0010884811320795572,79.40110151373295,99.52539578838244,1.698448227647584e-07,0.3735484034015659,0.8400973476320238,0.9279193763769675,0.9267676784930956,0.02737112348593873,0.2851189508643497,3.070440637880917e-07,3.4983458389613453e-13,2.2056360203454312e-10,1.062254190156747e-12,3.1005970843146473e-12,1954590.806527265,11660484.640178649,200.87726139281727,76.76101594702291,124.11624544579436,250000000.0,0.17541949322396996,0.9122226938005442,1.7583351603635582e-07,0.9122227092347366,3.752690585900944e-07,first_step_overgrown
