objective_mode,density_curve_rmse,density_curve_mae,onset_target_C,onset_model_C,onset_error_C,final_density,final_G_um,density_endpoint_error,G_endpoint_error_um
endpoint_only,0.17900894236436526,0.16429344350930175,950.0,1275.647887892676,325.64788789267595,0.9753766535446389,2.1406869983013435,0.0003766535446388941,0.0006869983013433334
density_curve_only,0.1027508524693592,0.07819810625329236,950.0,1197.1612771963005,247.1612771963005,0.9997684119681203,2.1959392798948425,0.024768411968120296,0.055939279894842375
density_plus_grain_endpoint,0.1027508524693592,0.07819810625329236,950.0,1197.1612771963005,247.1612771963005,0.9997684119681203,2.1959392798948425,0.024768411968120296,0.055939279894842375
