objective_mode,model_G_um,target_G_um,residual_um
endpoint_only,2.1406869983013435,2.14,0.0006869983013433334
density_curve_only,2.1959392798948425,2.14,0.055939279894842375
density_plus_grain_endpoint,2.1959392798948425,2.14,0.055939279894842375
