barrier_mode,final_rho,final_G_um,density_error_vs_HMS,smaller_than_CS
nearest_slice_clamp,0.8875603359889169,0.559960844227506,-0.09243966401108306,True
pchip_extrapolate,0.9618412350020441,0.6944722595245733,-0.01815876499795588,True
fixed_lowT_slope,0.9752294975105931,0.6944746798858557,-0.004770502489406914,True
generic_anchor_barrier,0.9894477901753348,0.6944733559947958,0.009447790175334814,True
