barrier_mode,density_curve_rmse,density_curve_mae,onset_target_C,onset_model_C,onset_error_C
nearest_slice_clamp,0.17900894236436526,0.16429344350930175,950.0,1275.647887892676,325.64788789267595
pchip_extrapolate,0.14111235183928897,0.11376406990360187,950.0,1229.4673196445042,279.4673196445042
fixed_lowT_slope,0.12864905444767114,0.11150676538310816,950.0,1021.7650518232832,71.76505182328322
generic_anchor_barrier,0.12912349008963667,0.11197338264380723,950.0,1023.7264635047992,73.7264635047992
