barrier_mode,CS_final_rho,CS_final_G_um,rate50_final_rho,rate50_final_G_um,representative_two_level_rho,representative_two_level_G_um,JSON_final_evidence,lowT_policy_flagged
nearest_slice_clamp,0.9753766535446389,2.1406869983013435,0.8875603359889169,0.559960844227506,0.9121749343039485,0.7735740429236736,True,True
pchip_extrapolate,0.9936918977426236,2.194830165417065,0.9618412350020441,0.6944722595245733,0.9330682749031599,0.8201307613314046,True,True
fixed_lowT_slope,0.9972004413214062,2.1959450324618874,0.9752294975105931,0.6944746798858557,0.9803902969917035,0.8349271884358236,True,True
generic_anchor_barrier,0.9976745290418598,2.195925186589387,0.9894477901753348,0.6944733559947958,0.9941373857977935,0.7511165793657001,False,True
