ablation,all_reached,slow_reached,fast_reached,high_reached,two_step_reached,HR_pct,TS_pct,slow_damage,fast_damage,high_damage,two_step_damage
memory_disabled,True,True,True,True,True,-6.450343467465089,11.534490574644856,0.0,0.0,0.0,0.0
memory_enabled,True,True,True,True,True,38.08868944160887,11.294894056172199,0.8480607324313366,0.0174177381094411,0.0036055662757385693,0.0069212594879763285
coverage_only,True,True,True,True,True,23.623620790807955,11.392443304410648,0.844296831270545,0.017416925752380644,0.0036026458632043143,0.006910859253460697
isolation_only,True,True,True,True,True,12.029701305627018,11.437022573832536,0.8173727191847358,0.017382757526795384,0.003600054528951684,0.006901057989217822
window_lower,True,True,True,True,True,40.19389111395719,11.501317977097793,0.907793394339611,0.022612455228553454,0.0003882805393419449,0.0010153605366901395
window_higher,True,True,True,True,True,29.31828942256024,11.153199331909143,0.643500451551084,0.010871386014844744,0.01302348709270324,0.01972029850065303
damage_rate_half,True,True,True,True,True,27.03102530353346,11.414661804287396,0.5965882964186792,0.008737985837591134,0.0018022819196064936,0.0034589429473692286
damage_rate_double,True,True,True,True,True,42.77883544715233,11.18475706083319,0.9790139426559501,0.0346027984394261,0.007215291311929204,0.013855852960174064
