target_density,slow_reached,fast_reached,high_reached,two_step_reached,slow_final_density,fast_final_density,high_final_density,two_step_final_density,G_slow_nm,G_fast_nm,G_high_nm,G_two_step_nm,HR_pct,TS_pct
0.88,True,True,True,True,0.8800540799511012,0.880257476573515,0.8801159313349888,0.8800095859289112,399.2986084478312,282.17944542701025,242.77353997689409,216.392855868475,29.33122243428071,10.866375351667175
0.9,True,True,True,True,0.9000119437413282,0.900033717673754,0.9000050596482477,0.900003780081386,733.2539411558561,453.9671246906446,394.7111080744383,350.12890658948714,38.08868944160887,11.294894056172199
0.92,False,False,True,False,0.90688443853829,0.909052145485573,0.9200048959824041,0.9031363254431112,nan,nan,814.6334962085906,nan,nan,nan
