heating_rate_C_min,target_density,reached_target,final_density,G_at_target_nm,topology_damage_final,damage_rate_max_s,redistribution_flux_max_s,cumulative_redistributed_pore_volume,pore_mean_radius_final_nm,large_pore_fraction_final,removable_fine_pore_fraction_final,median_E_G,HR_pct_vs_0p2
0.2,0.9,True,0.9000119437413282,733.2539411558561,0.8480607324313366,7.761983651065e-06,0.0,0.0,47.933506459621874,0.0938034699227524,0.35804801270848063,0.6153776254338251,0.0
0.5,0.9,True,0.9000849029983679,604.444744528587,0.5188211915407586,1.1256144341180928e-05,0.0,0.0,47.94973566218432,0.09387382948814724,0.35771864114840785,0.8942456290230256,17.566792266294847
1.0,0.9,True,0.9000907928638506,532.9821779454325,0.301485381240772,1.307684404958879e-05,0.0,0.0,47.9513996655365,0.09388015054926847,0.3576821717092312,0.960614421985224,27.312742826138457
5.0,0.9,True,0.9000105652883498,466.4057624265372,0.06794635093137606,1.4838013623560693e-05,0.0,0.0,47.941172153964786,0.09381649520383868,0.357831209837151,1.1763065059943913,36.39232791693911
10.0,0.9,True,0.9001012442666579,459.1745045608499,0.03450170267378622,1.5077767010059244e-05,0.0,0.0,47.953850878056585,0.09389046112562688,0.3576314615453143,1.119660542765113,37.37851530166539
20.0,0.9,True,0.900033717673754,453.9671246906446,0.0174177381094411,1.5198928688234356e-05,0.0,0.0,47.94477374913435,0.09383602792047324,0.35776999023783057,1.08625510560897,38.08868944160887
50.0,0.9,True,0.9001018639611591,452.33660882303457,0.0070532289097031955,1.527225383939403e-05,0.0,0.0,47.95447549688192,0.09389193724383513,0.3576150612136652,1.0605180410814483,38.311056588390215
