figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,T1_C,T2_C,rho_switch,G0_nm,G1_nm,rho2,G2_nm,growth_fraction,classification,success_band_flag,lower_boundary_flag,upper_boundary_flag,practical_T2_less_than_T1,window_width_C
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,800.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9010942418698464,117.0668452284628,6.81180612138732e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,805.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9043632893237316,117.06686875669054,8.821618866505787e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,810.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9081118302444524,117.06689887319308,1.1394210874815514e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,815.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9124087727377852,117.06693731377032,1.4677856501332798e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,820.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9173341655667676,117.06698623641742,1.8856894583585415e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,825.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9229822894981924,117.06704831094083,2.4159383567035064e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,830.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9294670054976856,117.06712682099332,3.086581746636341e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,835.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9369329339042825,117.06722577483448,3.931858719719017e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,840.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.9455864639668984,117.0673505336066,4.997564871045412e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
Figure 5,filled_tiles,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_T2_classification_points_fine.csv,fine exact classification tiles,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Contains failures and successes; not a sparse success-only table.,1400.0,845.0,0.8800000102226334,102.95481792457316,117.06676548485184,0.955839252754784,117.06750840454367,6.346119573619191e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True,270.0
