case_id,action_mode,G0_nm,T1_C,rho_switch,T2_C,first_step_attained,rho1,G1_nm,f_GBseg_1,f_TJ_1,f_iso_1,rho2,G2_nm,growth_fraction,f_GBseg_2,f_TJ_2,f_iso_2,first_budget_h,second_budget_h,action_propensity_GBseg_shrink,action_propensity_TJ_shrink,action_propensity_GBseg_smooth,action_propensity_GBseg_to_TJ,action_propensity_TJ_to_GBseg_capture,action_propensity_TJ_to_iso,action_propensity_clean_GB_growth,action_propensity_GBseg_pin_drag,action_propensity_TJ_pin_drag,action_weight_GBseg_shrink,action_weight_TJ_shrink,action_weight_GBseg_smooth,action_weight_GBseg_to_TJ,action_weight_TJ_to_GBseg_capture,action_weight_TJ_to_iso,action_weight_clean_GB_growth,action_weight_GBseg_pin_drag,action_weight_TJ_pin_drag,action_flux_GBseg_remove,action_flux_TJ_remove,action_flux_GB_smooth,action_flux_GB_to_TJ,action_flux_TJ_to_GBseg_capture,action_flux_TJ_to_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GBseg_to_TJ,P_TJ_to_GBseg_capture,P_TJ_iso,C_GBseg,C_TJ,f_clean_GB,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,activity,growth_mobility_factor,E_G,growth_tolerance,rho_target,classification
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,900.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7500581307682572,64.22087919038044,5.773560183483572e-05,0.5205341515613001,0.3591761231907984,0.12028972524790153,96.0,96.0,2.6648113531310338e-09,3.645519192774037e-10,0.0002174417684153135,0.00018416426888180046,6.914984918781417e-08,4.338622170063157e-07,0.0018037283847662847,2.213296419854517,24.382060979817517,1.0019005609919382e-10,1.3706214963606046e-11,8.17525148646683e-06,6.924103054820372e-06,2.5998565569144903e-09,1.6312103973179798e-08,6.781555018711157e-05,0.08321425537639737,0.9167028106930174,5.859218857161462e-11,8.015537299985137e-12,1.1768357331238638e-10,9.245815356486976e-11,7.135275901231298e-14,4.4768378497136176e-13,0.004569795873144286,0.0006251578950619967,0.03164235925613308,0.0021160207025019387,0.029393822266225847,0.002446035418986645,2.1523992894409893e-06,1.1668082144854301e-05,0.13860820177220567,0.10992174379605801,0.8613917982277943,8633217.328670118,6846480.159214203,53651822.2165243,7492250.293946118,77993261.29555355,0.019943615094377618,0.00418793953802957,0.3985153513191297,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,900.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7500581307682572,64.22087919038044,5.773560183483572e-05,0.5205341515613001,0.3591761231907984,0.12028972524790153,96.0,96.0,2.6648113531310338e-09,3.645519192774037e-10,0.0002174417684153135,0.00018416426888180046,6.914984918781417e-08,4.338622170063157e-07,0.0018037283847662847,2.213296419854517,24.382060979817517,1.0019005609919382e-10,1.3706214963606046e-11,8.17525148646683e-06,6.924103054820372e-06,2.5998565569144903e-09,1.6312103973179798e-08,6.781555018711157e-05,0.08321425537639737,0.9167028106930174,5.859218857161462e-11,8.015537299985137e-12,1.1768357331238638e-10,9.245815356486976e-11,7.135275901231298e-14,4.4768378497136176e-13,0.004569795873144286,0.0006251578950619967,0.03164235925613308,0.0021160207025019387,0.029393822266225847,0.002446035418986645,2.1523992894409893e-06,1.1668082144854301e-05,0.13860820177220567,0.10992174379605801,0.8613917982277943,8633217.328670118,6846480.159214203,53651822.2165243,7492250.293946118,77993261.29555355,0.019943615094377618,0.00418793953802957,0.3985153513191297,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,925.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7500925623758703,64.22672628788625,0.00014878753331285424,0.5203654562033322,0.3593274546844597,0.1203070891122081,96.0,96.0,9.029448387311648e-09,1.237249040323356e-09,0.00040995191957221425,0.00035856226539142844,1.6129293827740993e-07,9.09218362152008e-07,0.002284931348888949,1.944628995927885,19.07576163822563,4.294942298178391e-10,5.88509176721428e-11,1.94997497528678e-05,1.7055352377055004e-05,7.672050753162078e-09,4.3247829040969706e-08,0.00010868491493419773,0.09249811251605727,0.9073565960586537,1.461038604927577e-10,2.0019701473261533e-11,2.201566980232153e-10,1.7870026685480813e-10,1.8100882638379035e-13,1.0203580542172872e-12,0.011394278814721265,0.001561287015993224,0.076047103755227,0.005662523285345543,0.0699811662969835,0.0047268978377907195,5.460091873618694e-06,2.659290782619006e-05,0.13854086922977626,0.10996433770517133,0.8614591307702237,8628237.946227463,6848509.588502046,53651131.269488536,7492649.622087255,77987527.34042968,0.0270834967641821,0.005304793384326915,0.38570755970891085,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,925.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7500925623758703,64.22672628788625,0.00014878753331285424,0.5203654562033322,0.3593274546844597,0.1203070891122081,96.0,96.0,9.029448387311648e-09,1.237249040323356e-09,0.00040995191957221425,0.00035856226539142844,1.6129293827740993e-07,9.09218362152008e-07,0.002284931348888949,1.944628995927885,19.07576163822563,4.294942298178391e-10,5.88509176721428e-11,1.94997497528678e-05,1.7055352377055004e-05,7.672050753162078e-09,4.3247829040969706e-08,0.00010868491493419773,0.09249811251605727,0.9073565960586537,1.461038604927577e-10,2.0019701473261533e-11,2.201566980232153e-10,1.7870026685480813e-10,1.8100882638379035e-13,1.0203580542172872e-12,0.011394278814721265,0.001561287015993224,0.076047103755227,0.005662523285345543,0.0699811662969835,0.0047268978377907195,5.460091873618694e-06,2.659290782619006e-05,0.13854086922977626,0.10996433770517133,0.8614591307702237,8628237.946227463,6848509.588502046,53651131.269488536,7492649.622087255,77987527.34042968,0.0270834967641821,0.005304793384326915,0.38570755970891085,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,950.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7501728008690258,64.2409336863832,0.00037002740029650215,0.5200337086271325,0.35961887044246166,0.1203474209304059,96.0,96.0,2.8949998352128326e-08,3.979509443602348e-09,0.0007510336817779321,0.0006775230324675549,3.632995861207785e-07,1.852967141692461e-06,0.0028634254688050605,1.7156957448604853,15.082527206373552,1.7229560331641742e-09,2.3684007582627025e-10,4.469768866268897e-05,4.032271028823187e-05,2.1621735729971973e-08,1.1027913981899385e-07,0.00017041645830114292,0.1021094474246888,0.8976349818573875,3.4956316669947433e-10,4.805146812430926e-11,3.998438542168022e-10,3.350362455379899e-10,4.4059164553180534e-13,2.2471862706808454e-12,0.027256507080669443,0.0037467196373489283,0.1762746793711109,0.014523960513540365,0.16057905291649666,0.00885954584183498,1.328963018599333e-05,5.856292700633065e-05,0.13840730754014008,0.11004974255401645,0.8615926924598599,8618013.443940807,6852312.769379508,53647582.189017095,7493503.8471220285,77973052.3041701,0.03624692101474908,0.0066468193007299965,0.3712746707530484,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,950.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7501728008690258,64.2409336863832,0.00037002740029650215,0.5200337086271325,0.35961887044246166,0.1203474209304059,96.0,96.0,2.8949998352128326e-08,3.979509443602348e-09,0.0007510336817779321,0.0006775230324675549,3.632995861207785e-07,1.852967141692461e-06,0.0028634254688050605,1.7156957448604853,15.082527206373552,1.7229560331641742e-09,2.3684007582627025e-10,4.469768866268897e-05,4.032271028823187e-05,2.1621735729971973e-08,1.1027913981899385e-07,0.00017041645830114292,0.1021094474246888,0.8976349818573875,3.4956316669947433e-10,4.805146812430926e-11,3.998438542168022e-10,3.350362455379899e-10,4.4059164553180534e-13,2.2471862706808454e-12,0.027256507080669443,0.0037467196373489283,0.1762746793711109,0.014523960513540365,0.16057905291649666,0.00885954584183498,1.328963018599333e-05,5.856292700633065e-05,0.13840730754014008,0.11004974255401645,0.8615926924598599,8618013.443940807,6852312.769379508,53647582.189017095,7493503.8471220285,77973052.3041701,0.03624692101474908,0.0066468193007299965,0.3712746707530484,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,975.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7503523774239557,64.2743222019858,0.0008899586707740309,0.5193943078745286,0.36016819398541505,0.12043749814005626,96.0,96.0,8.797028860690932e-08,1.2167365971654107e-08,0.0013380592730549666,0.0012436572043068004,7.92508988644759e-07,3.688284522308385e-06,0.003552370180573963,1.5179861843400166,12.049028352110623,6.481197646890699e-09,8.964288392495833e-10,9.858131363732958e-05,9.162625556577775e-05,5.838797932442748e-08,2.717338017823781e-07,0.000261720333305947,0.11183740148812454,0.8877103331099588,8.02778768461923e-10,1.110341141859437e-10,7.048446441517011e-10,6.094915557238091e-10,1.0306792675947962e-12,4.796713279725359e-12,0.06256713999787851,0.008653800075109835,0.3947632475902595,0.03575807916597606,0.3557509067420871,0.01610763487918324,3.1085242334686794e-05,0.00012498846099305517,0.13814847970082345,0.11021951182937961,0.8618515202991766,8597428.955636984,6859318.499416199,53635821.632829234,7495217.0019980585,77938209.69848703,0.047837311200604936,0.008243578149843769,0.3549200735346526,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,975.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7503523774239557,64.2743222019858,0.0008899586707740309,0.5193943078745286,0.36016819398541505,0.12043749814005626,96.0,96.0,8.797028860690932e-08,1.2167365971654107e-08,0.0013380592730549666,0.0012436572043068004,7.92508988644759e-07,3.688284522308385e-06,0.003552370180573963,1.5179861843400166,12.049028352110623,6.481197646890699e-09,8.964288392495833e-10,9.858131363732958e-05,9.162625556577775e-05,5.838797932442748e-08,2.717338017823781e-07,0.000261720333305947,0.11183740148812454,0.8877103331099588,8.02778768461923e-10,1.110341141859437e-10,7.048446441517011e-10,6.094915557238091e-10,1.0306792675947962e-12,4.796713279725359e-12,0.06256713999787851,0.008653800075109835,0.3947632475902595,0.03575807916597606,0.3557509067420871,0.01610763487918324,3.1085242334686794e-05,0.00012498846099305517,0.13814847970082345,0.11021951182937961,0.8618515202991766,8597428.955636984,6859318.499416199,53635821.632829234,7495217.0019980585,77938209.69848703,0.047837311200604936,0.008243578149843769,0.3549200735346526,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1000.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7507382604474209,64.35036212402854,0.002074064419746586,0.5181876802490939,0.3611812932820687,0.12063102646883739,96.0,96.0,2.535774239138071e-07,3.548605637492362e-08,0.0023192272690501967,0.002218916621731504,1.680220343874135e-06,7.217578518390336e-06,0.004366570604551617,1.343920354156321,9.726693247223329,2.288702508759131e-08,3.202849252024184e-09,0.0002093254670361353,0.00020027177342926355,1.5165090239263516e-07,6.514337833095454e-07,0.0003941116264635658,0.1212976233710589,0.8778978385874521,1.7676761747139254e-09,2.4737161305743587e-10,1.2041342165735102e-09,1.0751132982767394e-09,2.319195214010135e-12,9.962368101077547e-12,0.13762738930448185,0.019259811146486217,0.8549936130004108,0.08453178097028187,0.7618030874369363,0.028381093849336278,6.993266601357854e-05,0.00025952463990485227,0.13766021449759525,0.11055475352219746,0.8623397855024048,8556919.33681863,6872051.679156977,53602793.02486819,7498389.907197962,77857806.35231733,0.06230433184269919,0.010127262311126293,0.3361364041957114,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1000.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7507382604474209,64.35036212402854,0.002074064419746586,0.5181876802490939,0.3611812932820687,0.12063102646883739,96.0,96.0,2.535774239138071e-07,3.548605637492362e-08,0.0023192272690501967,0.002218916621731504,1.680220343874135e-06,7.217578518390336e-06,0.004366570604551617,1.343920354156321,9.726693247223329,2.288702508759131e-08,3.202849252024184e-09,0.0002093254670361353,0.00020027177342926355,1.5165090239263516e-07,6.514337833095454e-07,0.0003941116264635658,0.1212976233710589,0.8778978385874521,1.7676761747139254e-09,2.4737161305743587e-10,1.2041342165735102e-09,1.0751132982767394e-09,2.319195214010135e-12,9.962368101077547e-12,0.13762738930448185,0.019259811146486217,0.8549936130004108,0.08453178097028187,0.7618030874369363,0.028381093849336278,6.993266601357854e-05,0.00025952463990485227,0.13766021449759525,0.11055475352219746,0.8623397855024048,8556919.33681863,6872051.679156977,53602793.02486819,7498389.907197962,77857806.35231733,0.06230433184269919,0.010127262311126293,0.3361364041957114,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
