case_id,action_mode,G0_nm,T1_C,rho_switch,T2_C,first_step_attained,rho1,G1_nm,f_GBseg_1,f_TJ_1,f_iso_1,rho2,G2_nm,growth_fraction,f_GBseg_2,f_TJ_2,f_iso_2,first_budget_h,second_budget_h,action_propensity_GBseg_shrink,action_propensity_TJ_shrink,action_propensity_GBseg_smooth,action_propensity_GBseg_to_TJ,action_propensity_TJ_to_GBseg_capture,action_propensity_TJ_to_iso,action_propensity_clean_GB_growth,action_propensity_GBseg_pin_drag,action_propensity_TJ_pin_drag,action_weight_GBseg_shrink,action_weight_TJ_shrink,action_weight_GBseg_smooth,action_weight_GBseg_to_TJ,action_weight_TJ_to_GBseg_capture,action_weight_TJ_to_iso,action_weight_clean_GB_growth,action_weight_GBseg_pin_drag,action_weight_TJ_pin_drag,action_flux_GBseg_remove,action_flux_TJ_remove,action_flux_GB_smooth,action_flux_GB_to_TJ,action_flux_TJ_to_GBseg_capture,action_flux_TJ_to_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GBseg_to_TJ,P_TJ_to_GBseg_capture,P_TJ_iso,C_GBseg,C_TJ,f_clean_GB,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,activity,growth_mobility_factor,E_G,growth_tolerance,rho_target,classification
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1025.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7515329243054825,64.51849918155334,0.004692321396897964,0.5159639128870611,0.3630052795539029,0.12103080755903603,96.0,96.0,6.933419154731242e-07,9.916300292710635e-08,0.003909788459172364,0.00384814237564958,3.4788892477669844e-06,1.4034520955387425e-05,0.005324365940548189,1.1862942297972778,7.939565264272762,7.586660934419571e-08,1.0850578389357063e-08,0.0004278154645360865,0.0004210700489887929,3.8066576622871343e-07,1.5356802969696971e-06,0.0005826008521949348,0.12980625992860842,0.8687602506424209,3.7193079931250896e-09,5.319420926072219e-10,1.986298104811595e-09,1.8347573818068376e-09,5.018513212287494e-12,2.0245665735966265e-11,0.28891349098008084,0.04132092509103296,1.7904219189755197,0.1915715271795077,1.5767639244888834,0.04833205879873072,0.00015126985840650478,0.0005271581867673991,0.1367690131660404,0.11121319172685595,0.8632309868339596,8479367.307114571,6894964.584585577,53518355.06308667,7503634.40528637,77679367.10649388,0.08016984947359977,0.012335900869537062,0.3141267176418459,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1025.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7515329243054825,64.51849918155334,0.004692321396897964,0.5159639128870611,0.3630052795539029,0.12103080755903603,96.0,96.0,6.933419154731242e-07,9.916300292710635e-08,0.003909788459172364,0.00384814237564958,3.4788892477669844e-06,1.4034520955387425e-05,0.005324365940548189,1.1862942297972778,7.939565264272762,7.586660934419571e-08,1.0850578389357063e-08,0.0004278154645360865,0.0004210700489887929,3.8066576622871343e-07,1.5356802969696971e-06,0.0005826008521949348,0.12980625992860842,0.8687602506424209,3.7193079931250896e-09,5.319420926072219e-10,1.986298104811595e-09,1.8347573818068376e-09,5.018513212287494e-12,2.0245665735966265e-11,0.28891349098008084,0.04132092509103296,1.7904219189755197,0.1915715271795077,1.5767639244888834,0.04833205879873072,0.00015126985840650478,0.0005271581867673991,0.1367690131660404,0.11121319172685595,0.8632309868339596,8479367.307114571,6894964.584585577,53518355.06308667,7503634.40528637,77679367.10649388,0.08016984947359977,0.012335900869537062,0.3141267176418459,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1050.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7530942860939218,64.88013260870012,0.010323734588832536,0.5119811403411987,0.3661954706408969,0.12182338901790442,96.0,96.0,1.79598047788764e-06,2.672038748738429e-07,0.006402951921331661,0.00648134373731774,7.0850127418371365e-06,2.758981626486189e-05,0.006452074005377891,1.0380010163110718,6.563208002930678,2.3567497180346276e-07,3.506344665323731e-08,0.000840218216232289,0.0008505050702652855,9.297206727567253e-07,3.6204342142581108e-06,0.0008466641915171312,0.13621020009014936,0.8612475915385304,7.425119672584265e-09,1.104700620270684e-09,3.141468526542001e-09,3.0150524221264265e-09,1.042669997149358e-11,4.0602712647734185e-11,0.5739479296409152,0.08539130166729289,3.6154177524360094,0.414155814851513,3.147313657779428,0.07911684485439055,0.00031406425126059915,0.0010562861033903395,0.13521087295604506,0.11250031622548373,0.8647891270439549,8336041.713818193,6935886.947333272,53316113.40929909,7510674.477355705,77298138.609146,0.10210589883620134,0.014921727860831324,0.28781332323564396,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1050.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7530942860939218,64.88013260870012,0.010323734588832536,0.5119811403411987,0.3661954706408969,0.12182338901790442,96.0,96.0,1.79598047788764e-06,2.672038748738429e-07,0.006402951921331661,0.00648134373731774,7.0850127418371365e-06,2.758981626486189e-05,0.006452074005377891,1.0380010163110718,6.563208002930678,2.3567497180346276e-07,3.506344665323731e-08,0.000840218216232289,0.0008505050702652855,9.297206727567253e-07,3.6204342142581108e-06,0.0008466641915171312,0.13621020009014936,0.8612475915385304,7.425119672584265e-09,1.104700620270684e-09,3.141468526542001e-09,3.0150524221264265e-09,1.042669997149358e-11,4.0602712647734185e-11,0.5739479296409152,0.08539130166729289,3.6154177524360094,0.414155814851513,3.147313657779428,0.07911684485439055,0.00031406425126059915,0.0010562861033903395,0.13521087295604506,0.11250031622548373,0.8647891270439549,8336041.713818193,6935886.947333272,53316113.40929909,7510674.477355705,77298138.609146,0.10210589883620134,0.014921727860831324,0.28781332323564396,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1075.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7559973618879003,65.63811046458154,0.022127086205087753,0.5051074441225728,0.371566692649775,0.12332586322765218,96.0,96.0,4.396013761423338e-06,7.009446524672471e-07,0.01015911955018856,0.010578126061371622,1.4351223183088896e-05,5.629686983470822e-05,0.007793315628637931,0.8924496660300181,5.510997892524126,6.83454127374405e-07,1.089768007538373e-07,0.001579451877061069,0.001644595378652859,2.231203824570739e-06,8.752549499374891e-06,0.0012116371834558317,0.13875034083711252,0.8568021985394656,1.3891506887481298e-08,2.2150015891531815e-09,4.705830230357314e-09,4.7307672741473275e-09,2.0748788143116858e-11,8.139318930650006e-11,1.0629169675309336,0.16948217290527318,6.9896343658458395,0.845093594526172,6.018935042382232,0.12328685992851561,0.0006241805701736162,0.0021140843317303338,0.13264423203269116,0.11500587771573434,0.8673557679673088,8083366.879018631,7008481.926230448,52856839.529854275,7515503.560645553,76515598.78567313,0.12912648168804874,0.01797028604975315,0.2561236125850229,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1075.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7559973618879003,65.63811046458154,0.022127086205087753,0.5051074441225728,0.371566692649775,0.12332586322765218,96.0,96.0,4.396013761423338e-06,7.009446524672471e-07,0.01015911955018856,0.010578126061371622,1.4351223183088896e-05,5.629686983470822e-05,0.007793315628637931,0.8924496660300181,5.510997892524126,6.83454127374405e-07,1.089768007538373e-07,0.001579451877061069,0.001644595378652859,2.231203824570739e-06,8.752549499374891e-06,0.0012116371834558317,0.13875034083711252,0.8568021985394656,1.3891506887481298e-08,2.2150015891531815e-09,4.705830230357314e-09,4.7307672741473275e-09,2.0748788143116858e-11,8.139318930650006e-11,1.0629169675309336,0.16948217290527318,6.9896343658458395,0.845093594526172,6.018935042382232,0.12328685992851561,0.0006241805701736162,0.0021140843317303338,0.13264423203269116,0.11500587771573434,0.8673557679673088,8083366.879018631,7008481.926230448,52856839.529854275,7515503.560645553,76515598.78567313,0.12912648168804874,0.01797028604975315,0.2561236125850229,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1100.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7610395800306013,67.18883044102976,0.046275144091402584,0.49383105682654915,0.3801352862203825,0.12603365695306845,96.0,96.0,1.0133358514452435e-05,1.8152876485572095e-06,0.015539608417963976,0.016653690924693296,2.940676187215016e-05,0.00012347764998879292,0.009426758589809278,0.7453403352978596,4.725425730531305,1.8382339852870317e-06,3.2930083781112106e-07,0.0028189505257524565,0.0030210497925811965,5.334510665297458e-06,2.2399366637334564e-05,0.00171005377794237,0.13520788127605213,0.857212163215546,2.3896829018449295e-08,4.280872772339543e-09,6.549843585973218e-09,6.992135842250349e-09,3.95343316904645e-11,1.6600285309343e-10,1.791844989023428,0.3209907230721443,12.740345739753165,1.595834689670152,10.868809298893055,0.18009433504690112,0.0011866123931851835,0.0042995586576501125,0.12876749515741204,0.11986668577930248,0.871232504842588,7666006.0496471105,7136107.891296424,51867698.79003925,7503250.532910261,74982542.14565676,0.16300050880401062,0.02164005254030893,0.2188067678520811,0.05,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1100.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7610395800306013,67.18883044102976,0.046275144091402584,0.49383105682654915,0.3801352862203825,0.12603365695306845,96.0,96.0,1.0133358514452435e-05,1.8152876485572095e-06,0.015539608417963976,0.016653690924693296,2.940676187215016e-05,0.00012347764998879292,0.009426758589809278,0.7453403352978596,4.725425730531305,1.8382339852870317e-06,3.2930083781112106e-07,0.0028189505257524565,0.0030210497925811965,5.334510665297458e-06,2.2399366637334564e-05,0.00171005377794237,0.13520788127605213,0.857212163215546,2.3896829018449295e-08,4.280872772339543e-09,6.549843585973218e-09,6.992135842250349e-09,3.95343316904645e-11,1.6600285309343e-10,1.791844989023428,0.3209907230721443,12.740345739753165,1.595834689670152,10.868809298893055,0.18009433504690112,0.0011866123931851835,0.0042995586576501125,0.12876749515741204,0.11986668577930248,0.871232504842588,7666006.0496471105,7136107.891296424,51867698.79003925,7503250.532910261,74982542.14565676,0.16300050880401062,0.02164005254030893,0.2188067678520811,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1125.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7690799139171938,70.28784316997248,0.09453346274693313,0.4766076325371354,0.39275069623006703,0.13064167123279757,96.0,96.0,2.194603894408888e-05,4.7273024853163965e-06,0.022730751427862746,0.02508636719574205,6.244851688818244e-05,0.0003015188207560036,0.01149755933069546,0.5979036361513796,4.172218976912783,4.543855237587216e-06,9.787724432772692e-07,0.004706327378390391,0.00519404988138469,1.2929760184279216e-05,6.242848089414833e-05,0.0023805318726239635,0.12379398285131762,0.8638442271475241,3.686803048837825e-08,7.941584930221538e-09,8.246906782060316e-09,9.55057375820944e-09,7.287920031871154e-11,3.5188106351804877e-10,2.6602938495026667,0.5730425321154915,21.274192034050717,2.6995640123795015,18.0164102241746,0.24138282539656783,0.0021789094268735215,0.009069675826809438,0.12363494599761338,0.12927141750140358,0.8763650540023866,7035922.027007436,7356687.112381298,49872923.36645645,7434666.670131016,72157199.99855319,0.2070151455847309,0.026239200840302214,0.17771120092003917,0.05,0.9,MIXED_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1125.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7690799139171938,70.28784316997248,0.09453346274693313,0.4766076325371354,0.39275069623006703,0.13064167123279757,96.0,96.0,2.194603894408888e-05,4.7273024853163965e-06,0.022730751427862746,0.02508636719574205,6.244851688818244e-05,0.0003015188207560036,0.01149755933069546,0.5979036361513796,4.172218976912783,4.543855237587216e-06,9.787724432772692e-07,0.004706327378390391,0.00519404988138469,1.2929760184279216e-05,6.242848089414833e-05,0.0023805318726239635,0.12379398285131762,0.8638442271475241,3.686803048837825e-08,7.941584930221538e-09,8.246906782060316e-09,9.55057375820944e-09,7.287920031871154e-11,3.5188106351804877e-10,2.6602938495026667,0.5730425321154915,21.274192034050717,2.6995640123795015,18.0164102241746,0.24138282539656783,0.0021789094268735215,0.009069675826809438,0.12363494599761338,0.12927141750140358,0.8763650540023866,7035922.027007436,7356687.112381298,49872923.36645645,7434666.670131016,72157199.99855319,0.2070151455847309,0.026239200840302214,0.17771120092003917,0.1,0.9,DENSIFICATION_EXHAUSTION_FAILURE
screen_winner_action_00,action_evolving_capture,50.0,1250.0,0.75,1150.0,True,0.7500351097094924,64.21717157333153,0.5206949583325623,0.35902701318169944,0.12027802848573822,0.7806424341538432,76.32867300554061,0.1886022248485141,0.45281398000040635,0.40916684944685555,0.1380191705527381,96.0,96.0,4.472014361309495e-05,1.2602126906814612e-05,0.03141298733116566,0.03568494575573073,0.00014165535248377172,0.0008323405776615443,0.01427344448220812,0.4592631268810102,3.8327562353617957,1.0223097593242429e-05,2.8808667155770783e-06,0.007181060015374345,0.008157636662051632,3.2382644062500404e-05,0.00019027441033883695,0.0032629326326808423,0.1049882980632341,0.876174311607949,4.9730047301683755e-08,1.4013916694896321e-08,9.101168490515103e-09,1.1785310939728304e-08,1.3482422417327613e-10,7.922021347129137e-10,3.351044219981885,0.9443235445736231,31.060678096541363,3.9083200610050146,26.146869857559068,0.2895630296864151,0.004004655318069949,0.020254476801092092,0.11815399902048684,0.1473901505120645,0.8818460009795132,6191853.958310538,7723972.903412882,46213092.21060353,7232887.20309441,67384698.02075626,0.26697450078206175,0.032371739433764736,0.13739801046554354,0.05,0.9,MIXED_FAILURE
