protocol,action_mode,t_s,T_C,rho,G_nm,f_GBseg,f_TJ,f_iso,action_propensity_GBseg_shrink,action_propensity_TJ_shrink,action_propensity_GBseg_smooth,action_propensity_GBseg_to_TJ,action_propensity_TJ_to_GBseg_capture,action_propensity_TJ_to_iso,action_propensity_clean_GB_growth,action_propensity_GBseg_pin_drag,action_propensity_TJ_pin_drag,action_weight_GBseg_shrink,action_weight_TJ_shrink,action_weight_GBseg_smooth,action_weight_GBseg_to_TJ,action_weight_TJ_to_GBseg_capture,action_weight_TJ_to_iso,action_weight_clean_GB_growth,action_weight_GBseg_pin_drag,action_weight_TJ_pin_drag,action_flux_GBseg_remove,action_flux_TJ_remove,action_flux_GB_smooth,action_flux_GB_to_TJ,action_flux_TJ_to_GBseg_capture,action_flux_TJ_to_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GBseg_to_TJ,P_TJ_to_GBseg_capture,P_TJ_iso,C_GBseg,C_TJ,f_clean_GB,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,activity,growth_mobility_factor,E_G
fast_20,action_evolving_no_capture,372.00000000000045,149.00000000000014,0.7,150.0,0.6,0.3,0.09999999999999999,1.7169692965764192e-53,2.5255888538946932e-54,2.8072868906497404e-14,2.3354719504623784e-14,0.0,2.26301283393374e-17,2.559087460635615e-12,459281.146224515,110875332455.0775,1.5485520055280707e-64,2.2778541774954196e-65,2.531920491109859e-25,2.1063858159574856e-25,0.0,2.041034204578673e-28,2.3080669103348982e-23,4.142303193804075e-06,0.9999958576968062,1.431808556938005e-44,2.1061295269077754e-45,3.4758474241096672e-34,2.2798830417058083e-34,0.0,3.2570210252122104e-42,6.702272633137977e-37,9.858758157043904e-38,5.7339284905691484e-36,2.795013747337666e-41,5.7339005404069815e-36,6.510979977410573e-27,0.0,8.591364258353116e-35,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,8.236868534771408e-13,4.306508476963149e-12,1.6424215096287724e-14
fast_20,action_evolving_no_capture,384.0000000000001,153.00000000000003,0.7,150.0,0.6,0.3,0.09999999999999999,6.903415724266422e-53,1.0154631094320578e-53,2.8072868906491298e-14,2.335471950461871e-14,0.0,2.26301283393374e-17,3.4805308598436775e-12,391196.3343670587,81521889980.4333,8.46813364961844e-64,1.2456264652729638e-64,3.44358235580036e-25,2.864826544043565e-25,0.0,2.7759439520917825e-28,4.269422800248583e-23,4.798643128236485e-06,0.9999952013568718,4.554845606152205e-44,6.699984278721328e-45,7.75700337039086e-34,5.087985253880621e-34,0.0,8.194126523120856e-42,2.1321158409311344e-36,3.1362517744523414e-37,1.7164264027444048e-35,9.692445800893814e-41,1.7164167102885503e-35,1.4530469110639458e-26,0.0,2.161445234593688e-34,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.0410580003019016e-12,5.857140829616565e-12,5.2248440340242406e-14
fast_20,action_evolving_no_capture,395.9999999999998,156.99999999999991,0.7,150.0,0.6,0.3,0.09999999999999999,2.7225859283350744e-52,4.004808174545918e-53,2.80728689064835e-14,2.3354719504612222e-14,0.0,2.26301283393374e-17,4.706757460578051e-12,334200.3705243362,60283370750.01637,4.5162883246405397e-63,6.643268156530607e-64,4.656792234250913e-25,3.8741347307424135e-25,0.0,3.753937877235955e-28,7.80767782015336e-23,5.5437928176342336e-06,0.9999944562071824,1.4181270479761788e-43,2.0860046087701312e-44,1.705500004841865e-33,1.1186741143173553e-33,0.0,2.0264356747687638e-41,6.638229711582192e-36,9.764553741639007e-37,5.034335547559286e-35,3.284269859919068e-40,5.034302704820813e-35,3.194753689697245e-26,0.0,5.345328413078236e-34,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.3187152062465846e-12,7.92067141697237e-12,1.626727508853099e-13
fast_20,action_evolving_no_capture,407.99999999999943,160.9999999999998,0.7,150.0,0.6,0.3,0.09999999999999999,1.0543263467063588e-51,1.5508692408877771e-52,2.80728689064735e-14,2.3354719504603905e-14,0.0,2.26301283393374e-17,6.329694862419695e-12,286338.1715792568,44826635317.51707,2.3519936407959037e-62,3.4596826719440103e-63,6.262502056710153e-25,5.209976202245004e-25,0.0,5.048334238330546e-28,1.4120297867066323e-22,6.387638521748009e-06,0.9999936123614783,4.323821461572866e-43,6.360157581940227e-44,3.6958387148413123e-33,2.4241800581925217e-33,0.0,4.928525496972978e-41,2.0239738135416962e-35,2.9771794488394515e-36,1.447597983439657e-34,1.0881228255267758e-39,1.447587102195982e-34,6.923069092491728e-26,0.0,1.30004557763998e-33,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.6749115037700281e-12,1.0651798737206921e-11,4.959837219766027e-13
fast_20,action_evolving_no_capture,419.9999999999991,164.9999999999997,0.7,150.0,0.6,0.3,0.09999999999999999,4.0128657714471713e-51,5.902754979224768e-52,2.807286890646062e-14,2.3354719504593185e-14,0.0,2.26301283393374e-17,8.466316463104097e-12,246023.85790905252,33513819877.823265,1.197367631614603e-61,1.7612768908855867e-62,8.376443785966416e-25,6.968632088123225e-25,0.0,6.752426997585571e-28,2.5261979516127284e-22,7.340913472892322e-06,0.9999926590865271,1.2917558070060124e-42,1.9001178848295866e-43,7.896785944783773e-33,5.179671649167668e-33,0.0,1.1793797707227977e-40,6.046687982161797e-35,8.894421001690361e-36,4.082991352729559e-34,3.527102752733988e-39,4.08295608164386e-34,1.479231073715915e-25,0.0,3.110965858303711e-33,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.1338248545842207e-12,1.4247369102404426e-11,1.4817675954882018e-12
fast_20,action_evolving_no_capture,431.99999999999875,168.99999999999957,0.7,150.0,0.6,0.3,0.09999999999999999,1.5023579995739846e-50,2.20990475825594e-51,2.8072868906443957e-14,2.335471950457932e-14,0.0,2.26301283393374e-17,1.1264728825100529e-11,211966.67801435792,25188200325.28685,5.9644807388405296e-61,8.773497641059744e-62,1.1145152215647684e-24,9.272009380293297e-25,0.0,8.984340925115173e-28,4.472186930453728e-22,8.415245691447395e-06,0.9999915847543086,3.7834941482189196e-42,5.565359071109167e-43,1.6642941015760022e-32,1.0916462766101018e-32,0.0,2.7780118536607363e-40,1.771047474494407e-34,2.605135554969045e-35,1.1302146643214548e-33,1.1192244841203416e-38,1.1302034720551884e-33,3.1175665239850233e-25,0.0,7.327834718926045e-33,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.727501048409235e-12,1.895662064005325e-11,4.340030055323237e-12
fast_20,action_evolving_no_capture,443.9999999999984,172.99999999999946,0.7,150.0,0.6,0.3,0.09999999999999999,5.536335726221084e-50,8.143714526196603e-51,2.807286890642231e-14,2.335471950456132e-14,0.0,2.26301283393374e-17,1.4911556169347162e-11,183112.6227954398,19028050439.508022,2.909537404538066e-60,4.279805849494976e-61,1.4753271148113829e-24,1.2273719176600087e-24,0.0,1.1892921262154276e-27,7.836542540060077e-22,9.623206604742062e-06,0.9999903767933953,1.0870186565671327e-41,1.598958239076083e-42,3.4610864819577146e-32,2.270201022449611e-32,0.0,6.443809331508876e-40,5.088316701501424e-34,7.484697584297325e-35,3.0719529377166314e-33,3.478754165683417e-38,3.071918150097888e-33,6.48332968466975e-25,0.0,1.6997468775861095e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.4984041465969096e-12,2.5093610138692104e-11,1.2469144804692932e-11
fast_20,action_evolving_no_capture,455.99999999999807,176.99999999999935,0.7,150.0,0.6,0.3,0.09999999999999999,2.0092244215926194e-49,2.955483720218916e-50,2.807286890639412e-14,2.335471950453786e-14,0.0,2.26301283393374e-17,1.9640858123695242e-11,158598.2394497512,14446282777.096983,1.3908092445679052e-59,2.045821281125081e-60,1.9432376581212096e-24,1.6166416972701672e-24,0.0,1.5664846276933291e-27,1.3595637578419093e-21,1.097836036773158e-05,0.9999890216396322,3.06503408149179e-41,4.508534851763718e-42,7.104804176292608e-32,4.660193782907271e-32,0.0,1.472506748142108e-39,1.4347374824990018e-33,2.1104378519113095e-34,8.202583995287433e-33,1.0596865843690104e-37,8.202478026357881e-33,1.3308765342918767e-24,0.0,3.8841756771734745e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.502748593548223e-12,3.3052220100174144e-11,3.5158875666248496e-11
fast_20,action_evolving_no_capture,467.9999999999977,180.99999999999923,0.7,150.0,0.6,0.3,0.09999999999999999,7.1838261128138e-49,1.056710285677065e-49,2.8072868906357286e-14,2.335471950450722e-14,0.0,2.26301283393374e-17,2.5744852031357415e-11,137713.96676350228,11021111466.766542,6.5181595978903535e-59,9.587935708089635e-60,2.547158534028303e-24,2.119062832308932e-24,0.0,2.0533179105412155e-27,2.335928678244843e-21,1.2495313780242412e-05,0.9999875046862197,8.486003925430903e-41,1.2482551068857157e-41,1.4401184770676796e-31,9.446046656535308e-32,0.0,3.316267269676236e-39,3.972284674408438e-33,5.843061910417883e-34,2.1526490999468441e-32,3.1652612378415173e-37,2.152617447241204e-32,2.6976392876877984e-24,0.0,8.747643896460982e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.814831603930556e-12,4.3324202559167374e-11,9.734259031984613e-11
fast_20,action_evolving_no_capture,479.9999999999974,184.99999999999912,0.7,150.0,0.6,0.3,0.09999999999999999,2.531110218825306e-48,3.7231555447093164e-49,2.807286890630906e-14,2.33547195044671e-14,0.0,2.26301283393374e-17,3.358675023926704e-11,119874.92862915808,8447864593.572774,2.996111354445118e-58,4.407152449902374e-59,3.3230256294835416e-24,2.764531539037029e-24,0.0,2.6787606468400364e-27,3.975711646310002e-21,1.4189766692412353e-05,0.9999858102333076,2.3080673317808474e-40,3.395068938511284e-41,2.8833325470535433e-31,1.8912397972444444e-31,0.0,7.363511598924769e-39,1.0804025746512113e-32,1.5892262638004492e-33,5.554935525362676e-32,9.275627474186268e-37,5.554842768773966e-32,5.401077260141998e-24,0.0,1.942345777852294e-31,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,7.532638785891364e-12,5.652078205374119e-11,2.6475742253863726e-10
