protocol,action_mode,t_s,T_C,rho,G_nm,f_GBseg,f_TJ,f_iso,action_propensity_GBseg_shrink,action_propensity_TJ_shrink,action_propensity_GBseg_smooth,action_propensity_GBseg_to_TJ,action_propensity_TJ_to_GBseg_capture,action_propensity_TJ_to_iso,action_propensity_clean_GB_growth,action_propensity_GBseg_pin_drag,action_propensity_TJ_pin_drag,action_weight_GBseg_shrink,action_weight_TJ_shrink,action_weight_GBseg_smooth,action_weight_GBseg_to_TJ,action_weight_TJ_to_GBseg_capture,action_weight_TJ_to_iso,action_weight_clean_GB_growth,action_weight_GBseg_pin_drag,action_weight_TJ_pin_drag,action_flux_GBseg_remove,action_flux_TJ_remove,action_flux_GB_smooth,action_flux_GB_to_TJ,action_flux_TJ_to_GBseg_capture,action_flux_TJ_to_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GBseg_to_TJ,P_TJ_to_GBseg_capture,P_TJ_iso,C_GBseg,C_TJ,f_clean_GB,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,activity,growth_mobility_factor,E_G
slow_0p2,action_evolving_capture,34020.0,138.4,0.7,150.0,0.6,0.3,0.09999999999999999,3.881255330703385e-55,5.709161615114264e-56,2.807286890650801e-14,2.3354719504632613e-14,1.1801386428782272e-26,2.26301283393374e-17,1.1005097339416528e-12,713332.1623314734,257826099610.66666,1.5053730395232487e-66,2.2143397538642442e-67,1.0888265881304185e-25,9.058297404394218e-26,4.5772533485100075e-38,8.777259463838405e-29,4.268406847916481e-24,2.766710545693512e-06,0.9999972332894543,5.981034268239707e-46,8.79784717918285e-47,3.841042672932107e-35,2.519422455584163e-35,1.350798953456624e-52,2.5902680046822498e-43,2.799712440580079e-38,4.118257995724528e-39,2.830276212696952e-37,9.214726394264848e-43,2.830266997965316e-37,7.195066090177003e-28,4.113700965253045e-45,6.832604328531399e-36,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.457388438674954e-13,1.8519705055422556e-12,6.860818986157992e-16
slow_0p2,action_evolving_capture,35280.0,142.60000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.774926619584724e-54,2.610841612510248e-55,2.8072868906504576e-14,2.3354719504629754e-14,1.657226894421628e-26,2.26301283393374e-17,1.545406838143072e-12,597532.8597724598,183602118494.0909,9.667213307041634e-66,1.422005986080842e-66,1.5290007421450025e-25,1.2720247287192396e-25,9.026156749110219e-38,1.2325595627907578e-28,8.417124057773876e-24,3.2544881290576833e-06,0.9999967455118709,2.1459884765093705e-45,3.1566578317187112e-46,9.317761823706376e-35,6.111720273211768e-35,5.252756131241059e-52,7.172858815250665e-43,1.0045337253673766e-37,1.4776264113795934e-38,9.49548692686761e-37,3.636551918439613e-42,9.495450561323732e-37,1.7454091985632197e-27,1.5996657320492265e-44,1.8920554205370077e-35,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.681167268457071e-13,2.6006565821579775e-12,2.4616542596812395e-15
slow_0p2,action_evolving_capture,36540.0,146.8,0.7,150.0,0.6,0.3,0.09999999999999999,7.918503421377252e-54,1.1647781949528453e-54,2.807286890650018e-14,2.3354719504626097e-14,2.311434235608991e-26,2.26301283393374e-17,2.1554720633922636e-12,502308.5425650281,131636956377.628,6.015387641488361e-65,8.848379531009689e-66,2.132589704077099e-25,1.7741697338828732e-25,1.7559091908022552e-37,1.719125282818518e-28,1.637430625678518e-23,3.815848069222861e-06,0.9999961841519307,7.505508779561364e-45,1.1040284386136807e-45,2.220675662268754e-34,1.4565889021530332e-34,1.9878627090161163e-51,1.946219690484308e-42,3.5133164868499263e-37,5.167939215386957e-38,3.109500556619513e-36,1.3962768281606162e-41,3.109486593839952e-36,4.1597840782837066e-27,6.053804471749408e-44,5.133734832626852e-35,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,7.246820936852847e-13,3.62729248438835e-12,8.609537218175016e-15
slow_0p2,action_evolving_capture,37800.0,151.0,0.7,150.0,0.6,0.3,0.09999999999999999,3.451371488839334e-53,5.076820756342854e-54,2.8072868906494536e-14,2.3354719504621398e-14,3.202722770143116e-26,2.26301283393374e-17,2.9866216185099217e-12,423713.60272343556,95003520083.39427,3.632871806052782e-64,5.343800008124851e-65,2.954916162899534e-25,2.458289474227029e-25,3.371147177833634e-37,2.382019886215789e-28,3.1436817242994566e-23,4.459958037413904e-06,0.9999955400419626,2.5607326479710387e-44,3.766728878853919e-45,5.202334099398671e-34,3.412322764295384e-34,7.32720958175414e-51,5.177335195856157e-42,1.1986747993728016e-36,1.7631996790955212e-37,9.94629604497216e-36,5.220137251796558e-41,9.946243843549651e-36,9.74504603453972e-27,2.231416381537881e-43,1.3656765556892318e-34,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,9.257890241063146e-13,5.025975671187022e-12,2.9374055358563996e-14
slow_0p2,action_evolving_capture,39060.0,155.20000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.4717218860804516e-52,2.1648403375233145e-53,2.8072868906487247e-14,2.335471950461534e-14,4.409400667278113e-26,2.26301283393374e-17,4.111879891801066e-12,358610.8305948935,69004768701.523,2.1327717858104402e-63,3.137216641488256e-64,4.06822942002768e-25,3.3844904595131846e-25,6.389960918873231e-37,3.2794850499878806e-28,5.958803428024312e-23,5.1968722406906345e-06,0.9999948031277592,8.528967337365576e-44,1.2545748421613468e-44,1.19858953706159e-33,7.861806420380197e-34,2.6325742444268796e-50,1.3511018278815188e-41,3.992395777854544e-36,5.872644488746037e-37,3.109779393159567e-35,1.901784629026603e-40,3.1097603752917584e-35,2.245205708055728e-26,8.017198401499142e-43,3.5639339947768804e-34,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.1852606221557523e-12,6.919593754680588e-12,9.783542179526586e-14
slow_0p2,action_evolving_capture,40320.0,159.4,0.7,150.0,0.6,0.3,0.09999999999999999,6.147536342010391e-52,9.042764652374757e-53,2.807286890647781e-14,2.3354719504607486e-14,6.033135683568057e-26,2.26301283393374e-17,5.6260546894425134e-12,304495.8208083535,50433039814.151306,1.218942829614186e-62,1.793013090069211e-63,5.566331023764172e-25,4.630809204534467e-25,1.1962592935513763e-36,4.487136169326525e-28,1.1155426566328422e-22,6.0375893166407756e-06,0.9999939624106834,2.7751165953088083e-43,4.0820785527996576e-44,2.7171454468363836e-33,1.782234105882023e-33,9.226480310192523e-50,3.4608277435017333e-41,1.2990275774214833e-35,1.910814350017412e-36,9.510069597875332e-35,6.7567353778881964e-40,9.510002030431514e-35,5.0897745042982147e-26,2.809817172333631e-42,9.128965256802539e-34,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.521613768099204e-12,9.467692130352064e-12,3.183324450588419e-13
slow_0p2,action_evolving_capture,41580.0,163.60000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,2.5183617850188532e-51,3.704403140464004e-52,2.807286890646551e-14,2.3354719504597256e-14,8.205172675089664e-26,2.26301283393374e-17,7.651535226052244e-12,259361.5666712278,37082587008.57441,6.7911771385667554e-62,9.989532905561342e-63,7.570311250182143e-25,6.297984591442354e-25,2.2126598894782863e-36,6.102586655149283e-28,2.0633624370898402e-22,6.994111619221992e-06,0.9999930058883807,8.826963611732832e-43,1.2984088274600227e-43,6.063569458643188e-33,3.9772255493944564e-33,3.156574823850671e-49,8.705934196038284e-41,4.131887350578481e-35,6.077830663004534e-36,2.8464337772129544e-34,2.3427352732819478e-39,2.8464103498235704e-34,1.1358317704919618e-25,9.612981166841672e-42,2.296449771384088e-33,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.9597078994544788e-12,1.2876231007982747e-11,1.012537243918926e-12
slow_0p2,action_evolving_capture,42840.0,167.8,0.7,150.0,0.6,0.3,0.09999999999999999,1.012770696554691e-50,1.489742645876048e-51,2.8072868906449416e-14,2.3354719504583864e-14,1.1094003195759572e-25,2.26301283393374e-17,1.0345444223008133e-11,221593.59963798767,27426406468.679394,3.692654796116173e-61,5.43173824537677e-62,1.0235625335605576e-24,8.515344814372047e-25,4.044975259287382e-36,8.251152233497322e-28,3.77204379609342e-22,8.079505768438025e-06,0.9999919204942315,2.746428838272825e-42,4.039880081599393e-43,1.332637601746162e-32,8.741056491393087e-33,1.054921248167065e-48,2.1518835728332567e-40,1.285598884880382e-34,1.8910613140884585e-35,8.343505227973865e-34,7.932732829179163e-39,8.343425900500316e-34,2.496305413732668e-25,3.212639857134857e-41,5.676234655123937e-33,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.5329541897111394e-12,1.7409621175381065e-11,3.150416846429286e-12
slow_0p2,action_evolving_capture,44100.0,172.0,0.7,150.0,0.6,0.3,0.09999999999999999,4.0016648952603246e-50,5.886278966457525e-51,2.8072868906428268e-14,2.3354719504566273e-14,1.491477747957855e-25,2.26301283393374e-17,1.39084148247348e-11,189888.4464275412,20400451939.05317,1.9615387246621685e-60,2.8853400869589095e-61,1.376077730485258e-24,1.144803173451369e-24,7.310935413548495e-36,1.1092851161590666e-27,6.817635906918663e-22,9.307964329415163e-06,0.9999906920356706,8.364177576953792e-42,1.2303349688589032e-42,2.88570416366362e-32,1.8927953915588662e-32,3.446164003145599e-48,5.2288499628217945e-40,3.915257958271231e-34,5.759178034953407e-35,2.396529583870207e-33,2.624985449394375e-38,2.3965033339596215e-33,5.405519787784377e-25,1.0494891301095147e-40,1.379265111742754e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.286260841053442e-12,2.340549405410453e-11,9.59451254578044e-12
slow_0p2,action_evolving_capture,45360.0,176.20000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.5544971191570598e-49,2.286599186941105e-50,2.8072868906400374e-14,2.3354719504543068e-14,1.9940796810880714e-25,2.26301283393374e-17,1.8595307530482495e-11,163189.96259134615,15258552978.045849,1.0187600988451652e-59,1.4985528020602474e-60,1.8397923257304045e-24,1.5305822093675732e-24,1.306846302881547e-35,1.4830951759089619e-27,1.218667896154303e-21,1.0694868480055463e-05,0.99998930513152,2.4948064271935213e-41,3.6697542103452266e-42,6.159257498747608e-32,4.0399893917929786e-32,1.1011362301760315e-47,1.2496418495363618e-39,1.167814842349755e-33,1.7178059940456578e-34,6.74917932283173e-33,8.494067437226669e-38,6.749094381946158e-33,1.1537561163328072e-24,3.353382204923138e-40,3.2963030446355413e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.279939463541348e-12,3.129273647094086e-11,2.8617818481993478e-11
slow_0p2,action_evolving_capture,46620.0,180.4,0.7,150.0,0.6,0.3,0.09999999999999999,5.939705661483275e-49,8.73705455535482e-50,2.8072868906363462e-14,2.3354719504512356e-14,2.6517477948793907e-25,2.26301283393374e-17,2.472823238044079e-11,140639.4280915983,11474211305.914297,5.176506429101027e-59,7.614420925010341e-60,2.4465755486747695e-24,2.0353846226576993e-24,2.311021840284213e-35,1.9722358567294344e-27,2.155087494111452e-21,1.225685152081168e-05,0.9999877431484793,7.292229932337438e-41,1.072656026748523e-41,1.296330691327272e-31,8.502911661483118e-32,3.4435180195842136e-47,2.9387129074828203e-39,3.41348100437222e-33,5.0210854642618445e-34,1.8646229864272698e-32,2.68942308317054e-37,1.8645960921188448e-32,2.4282950732501348e-24,1.0486833266179835e-39,7.751731672430292e-32,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.594858784347985e-12,4.161340477993385e-11,8.364885958840796e-11
slow_0p2,action_evolving_capture,47880.0,184.60000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,2.2330596198127783e-48,3.284735782478482e-49,2.807286890631449e-14,2.3354719504471616e-14,3.507924134345568e-25,2.26301283393374e-17,3.2712297653102873e-11,121536.28037426827,8673691483.549372,2.5744843873249758e-58,3.7869571029131505e-59,3.2365084239348195e-24,2.6925551024767228e-24,4.04426994947422e-35,2.6090173131010835e-27,3.7713860764945296e-21,1.401186307526074e-05,0.9999859881369247,2.0899490559180507e-40,3.0742262260363235e-41,2.691422113895415e-31,1.7653616188615981e-31,1.054573985736219e-46,6.803210025803321e-39,9.783017634765124e-33,1.439040310451953e-33,5.056293005239666e-32,8.337141106000004e-37,5.056209633550262e-32,5.04158938990879e-24,3.2115823098267905e-39,1.7945495287046241e-31,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,7.339207681360372e-12,5.5049227238618536e-11,2.3973716783203075e-10
slow_0p2,action_evolving_capture,49140.0,188.8,0.7,150.0,0.6,0.3,0.09999999999999999,8.261677355692758e-48,1.2152576219980834e-48,2.8072868906249418e-14,2.3354719504417478e-14,4.616984181221842e-25,2.26301283393374e-17,4.3054568745390677e-11,105307.10227603799,6590141973.983215,1.2536217539824944e-57,1.8440243137552133e-58,4.2597595672655076e-24,3.543830528400245e-24,7.005782915722959e-35,3.4338815182683026e-27,6.5330733292756026e-21,1.5979233826062544e-05,0.999984020766174,5.876192964647153e-40,8.643630077974853e-41,5.5142694254172e-31,3.6169278499402994e-31,3.1645573440162123e-46,1.551106437044961e-38,2.7506363964060173e-32,4.0460692207671656e-33,1.3464662328396776e-31,2.5318635811157272e-36,1.3464409141063106e-31,1.0329365313880334e-23,9.637291002754787e-39,4.091505796546482e-31,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,9.657322631046618e-12,7.245350857526576e-11,6.740555970852695e-10
slow_0p2,action_evolving_capture,50400.0,193.0,0.7,150.0,0.6,0.3,0.09999999999999999,3.008085456668184e-47,4.4247658453022057e-48,2.8072868906162845e-14,2.3354719504345455e-14,6.046673457597263e-25,2.26301283393374e-17,5.6386790130208924e-11,91481.04043483485,5031940730.468517,5.977874008414091e-57,8.793198571309133e-58,5.578833307536529e-24,4.6412102551589375e-24,1.2016364767633416e-34,4.497214522510244e-27,1.120557018717896e-20,1.8179740627574897e-05,0.9999818202593724,1.621683710911162e-39,2.3854278075831164e-40,1.1152957671460755e-30,7.315464678815491e-31,9.309985636489571e-46,3.484331860627151e-38,7.591075149382647e-32,1.1166148879066165e-32,3.522846139238549e-31,7.536506413245108e-36,3.5227707738401357e-31,2.0891792770906587e-23,2.835247747365756e-38,9.190964375086494e-31,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.2741148412085545e-11,9.488936717472471e-11,1.8602264904570113e-09
slow_0p2,action_evolving_capture,51660.0,197.20000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.0778298511877728e-46,1.5854418969417233e-47,2.8072868906047633e-14,2.3354719504249608e-14,7.881015151705362e-25,2.26301283393374e-17,7.349249971715688e-11,79670.2518365851,3860722753.728353,2.7917249649792056e-56,4.1065087586306864e-57,7.271252403821967e-24,6.049187950978515e-24,2.0412894228295274e-34,5.8615090476470125e-27,1.9035550553087298e-20,2.06356718338493e-05,0.9999793643281661,4.395039095553493e-39,6.464915694354274e-40,2.2276051892219946e-30,1.4611341278376102e-30,2.6866775570449477e-45,7.714724150630297e-38,2.0573106725032017e-31,3.0262165513577776e-32,9.060083399832282e-31,2.2000843622407276e-35,9.059863390275547e-31,4.1727645131936266e-23,8.181963741871079e-38,2.034988562177313e-30,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.6845039117407455e-11,1.2367536393091387e-10,5.041530656083358e-09
slow_0p2,action_evolving_capture,52920.0,201.4,0.7,150.0,0.6,0.3,0.09999999999999999,3.80021463577618e-46,5.589954197586097e-47,2.8072868905894364e-14,2.33547195041221e-14,1.022376526201047e-24,2.26301283393374e-17,9.533924896261554e-11,69554.29633112211,2976038260.0955195,1.2769075829172308e-55,1.878276778332498e-56,9.432745940902979e-24,7.847403710034778e-24,3.435280540768861e-34,7.603934316459476e-27,3.2034877399795255e-20,2.3370892678945203e-05,0.9999766291073211,1.1702936995615731e-38,1.7214522876381227e-39,4.3951869281948766e-30,2.8828975844028266e-30,7.609126320952811e-45,1.6842670071195538e-37,5.478125827156198e-31,8.058090238937799e-32,2.2914431732650443e-30,6.301917428520638e-35,2.2913801537231202e-30,8.233092709408478e-23,2.317270842647353e-37,4.442756511081321e-30,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.2304773542018354e-11,1.6043972320618774e-10,1.3424389220110805e-08
slow_0p2,action_evolving_capture,54180.0,205.60000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.318291458926896e-45,1.9391507008827595e-46,2.8072868905690636e-14,2.335471950395261e-14,1.3202501617999587e-24,2.26301283393374e-17,1.2311673404366433e-10,60867.636894384195,2304578981.47493,5.7201625643804914e-55,8.414115991399181e-56,1.2181022087468255e-23,1.0133782730934377e-23,5.728661518669673e-34,9.81937735219615e-27,5.3421246747560925e-20,2.641091054545539e-05,0.9999735890894547,3.0631216497446513e-38,4.5057217459533597e-39,8.569337021028913e-30,5.620812357121799e-30,2.1160268168682703e-44,3.627036740516159e-37,1.4338422762998573e-30,2.1091210416439367e-31,5.701845941445727e-30,1.772094736900853e-34,5.7016687307907026e-30,1.6052137782743493e-22,6.444113342535138e-37,9.567391053047875e-30,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.956185976543336e-11,2.0718450110469003e-10,3.5136937810822e-08
slow_0p2,action_evolving_capture,55440.0,209.8,0.7,150.0,0.6,0.3,0.09999999999999999,4.4988915454176875e-45,6.617678233759996e-46,2.8072868905420224e-14,2.3354719503727647e-14,1.6973443886007188e-24,2.26301283393374e-17,1.5828174365603573e-10,53389.59598248223,1792570040.4585073,2.5096690526246976e-54,3.691616500604837e-55,1.5660215321723704e-23,1.3028235106253041e-23,9.468493829454885e-34,1.2624027980404963e-26,8.82961479819688e-20,2.97829399568092e-05,0.9999702170600432,7.884344221706076e-38,1.1597535218780555e-38,1.6515158844792132e-29,1.0832647693379102e-29,5.780715897755887e-44,7.707236288524194e-37,3.6906487429009134e-30,5.428787426366272e-31,1.3964835526160312e-29,4.894307082381494e-34,1.3964346091732383e-29,3.0936302846992874e-22,1.760449732922867e-36,2.0330134152448284e-29,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.919444380695563e-11,2.6636122496334016e-10,9.044097456990221e-08
slow_0p2,action_evolving_capture,56700.0,214.0,0.7,150.0,0.6,0.3,0.09999999999999999,1.5102245737324622e-44,2.2214761544670448e-45,2.8072868905061958e-14,2.3354719503429594e-14,2.172711333770074e-24,2.26301283393374e-17,2.026109378155531e-10,46936.259549974704,1400367957.6000595,1.0784122479376182e-53,1.586298577805433e-54,2.0046108498383512e-23,1.6677000227456083e-23,1.5514768825272768e-33,1.6159588446655049e-26,1.4467922235327546e-19,3.3515967129295634e-05,0.9999664840328708,1.9965806090761614e-37,2.9368852094441613e-38,3.147126537939146e-29,2.06426794633762e-29,1.552086749026414e-43,1.6165940582316522e-36,9.345961449401028e-30,1.3747512033326659e-30,3.367815066327777e-29,1.328273561549851e-33,3.367682237823332e-29,5.8952178777375255e-22,4.726699514600597e-36,4.264248927055212e-29,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.195642285704061e-11,3.4095971108834777e-10,2.290268946235821e-07
slow_0p2,action_evolving_capture,57960.0,218.20000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,4.986341501132412e-44,7.334696399104794e-45,2.8072868904588357e-14,2.3354719503035592e-14,2.769495377503574e-24,2.26301283393374e-17,2.58262589691641e-10,41353.9306641231,1098604672.989855,4.53862425107841e-53,6.676123354911488e-54,2.5552241774610515e-23,2.1257728996206688e-23,2.520825916302095e-33,2.0598197949861208e-26,2.3507352082776417e-19,3.764081392078326e-05,0.9999623591860792,4.9763351231360936e-37,7.319977442402568e-38,5.931538807335223e-29,3.890623807092862e-29,4.09748387592046e-43,3.348140124502734e-36,2.3294144002355241e-29,3.4264695688312116e-30,8.000639941271002e-29,3.543814266087591e-33,8.000285556367219e-29,1.1110997031086864e-21,1.247841015300583e-35,8.831718056145052e-29,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.882670176981596e-11,4.3461196574862723e-10,5.708331725668511e-07
slow_0p2,action_evolving_capture,59220.0,222.4,0.7,150.0,0.6,0.3,0.09999999999999999,1.619214948699828e-43,2.3817963633072676e-44,2.8072868903963905e-14,2.3354719502516086e-14,3.515704859132043e-24,2.26301283393374e-17,3.2784854919287745e-10,36513.81998743549,865420846.1635659,1.8709355579697176e-52,2.752066679925779e-53,3.243703295156839e-23,2.6985407464742e-23,4.0622508071326056e-33,2.614817249895183e-26,3.7881536901957563e-19,4.219020101478989e-05,0.9999578097989852,1.2212632596083616e-36,1.796426343958619e-37,1.1060220951998155e-28,7.25463667106703e-29,1.0640740704679858e-42,6.849304404692425e-36,5.716713511081781e-29,8.409042580601984e-30,1.8729728446123194e-28,9.298865079911734e-33,1.8728798549281762e-28,2.071807774549911e-21,3.240513711965539e-35,1.8067082957568884e-28,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,9.107093001050927e-11,5.517132876375079e-10,1.4009052063751857e-06
slow_0p2,action_evolving_capture,60480.0,226.60000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,5.171342576801738e-43,7.606825117772409e-44,2.8072868903142836e-14,2.3354719501833015e-14,4.445108352094415e-24,2.26301283393374e-17,4.1451782292074413e-10,32307.72662641752,684470680.857999,7.554886776308652e-52,1.1112917320494613e-52,4.1012047239107384e-23,3.411923671819829e-23,6.493921029162701e-33,3.306067134364254e-26,6.055748913205762e-19,4.719881018083138e-05,0.9999528011898192,2.9522652402888846e-36,4.3426566796982205e-37,2.0408962715010136e-28,1.3386677352408915e-28,2.719317978488864e-42,1.3844097820399642e-35,1.3819505708268682e-28,2.032790548598143e-29,4.322441234293732e-28,2.4007483267640852e-32,4.322201156445881e-28,3.8230201554715125e-21,8.28136634568307e-35,3.6517936569223185e-28,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.2031852367832815e-10,6.975629187042762e-10,3.3865268899242956e-06
slow_0p2,action_evolving_capture,61740.0,230.8,0.7,150.0,0.6,0.3,0.09999999999999999,1.6243889247181886e-42,2.3894070621056367e-43,2.807286890206653e-14,2.33547195009376e-14,5.598272020193907e-24,2.26301283393374e-17,5.220533103170586e-10,28644.51441301894,543476026.1251469,2.9887303871864e-51,4.396295360799646e-52,5.1651568824665776e-23,4.29705957695917e-23,1.0300319983646572e-32,4.1637412816908786e-26,9.605314149421039e-19,5.270334545480905e-05,0.9999472966545452,7.032532034758297e-36,1.0344555698845839e-36,3.72779732420258e-28,2.4451423970494746e-28,6.841570875557666e-42,2.7655967126652817e-35,3.291916839708306e-28,4.8422697452385686e-29,9.837229876387616e-28,6.100944409459327e-32,9.8366197733044e-28,6.982934167182225e-21,2.083520766921622e-34,7.295086082124165e-28,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.5865832302123674e-10,8.785268346196661e-10,8.066964803423894e-06
slow_0p2,action_evolving_capture,63000.0,235.0,0.7,150.0,0.6,0.3,0.09999999999999999,5.0187202361449e-42,7.382324142020059e-43,2.8072868900660117e-14,2.3354719499767562e-14,7.023756225124593e-24,2.26301283393374e-17,6.549833904032651e-10,25447.228975377056,433173491.3652539,1.158525515420493e-50,1.7041417889841525e-51,6.48036419289465e-23,5.391222696795101e-23,1.6213696755392183e-32,5.223957476159629e-26,1.5119690563618343e-18,5.8742593086575126e-05,0.9999412574069134,1.651341018154018e-35,2.429052445926062e-36,6.741672562293309e-28,4.422007951468963e-28,1.6952267204840437e-41,5.461920519336848e-35,7.729900523587312e-28,1.1370355103620196e-28,2.208578091585363e-27,1.5266921541270916e-31,2.2084254199355986e-27,1.2628544844310474e-20,5.162615634645513e-34,1.4407444216218617e-27,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.0875687036968304e-10,1.102225526258932e-09,1.8942336906844232e-05
slow_0p2,action_evolving_capture,64260.0,239.20000000000002,0.7,150.0,0.6,0.3,0.09999999999999999,1.5253031010714646e-41,2.2436560272559558e-42,2.8072868898828445e-14,2.3354719498243736e-14,8.779491313088449e-24,2.26301283393374e-17,8.187102174322229e-10,22650.73253599244,346544146.20301336,4.4011807090542585e-50,6.473949746758937e-51,8.100276525927302e-23,6.738879692097852e-23,2.533275371651128e-32,6.529802779562261e-26,2.3623446466064015e-18,6.535748010564547e-05,0.9999346425198943,3.8236995957057813e-35,5.624499575392579e-36,1.2074612212058262e-27,7.919997703724563e-28,4.138460072218026e-41,1.0667347255290108e-34,1.7898675792555157e-27,2.6328191291066625e-28,4.8932128295735555e-27,3.763349018999049e-31,4.8928364879300315e-27,2.2618242044340117e-20,1.2603198388760934e-33,2.8138309587537712e-27,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.7400402790989936e-10,1.3777498994397372e-09,4.3860821475275766e-05
slow_0p2,action_evolving_capture,65520.0,243.4,0.7,150.0,0.6,0.3,0.09999999999999999,4.5607629105089436e-41,6.708688381909591e-42,2.807286889645102e-14,2.335471949626588e-14,1.0934354365578083e-23,2.26301283393374e-17,1.019656756966965e-09,20199.758210027183,278247376.8932085,1.6389846655480601e-49,2.4108767764609034e-50,1.0088444091931511e-22,8.392900019940871e-23,3.929438886541704e-32,8.132506349342241e-26,3.664303147485535e-18,7.259113136034209e-05,0.9999274088686397,8.733754263357977e-35,1.2846981285090445e-35,2.142257226420033e-27,1.4051525644103347e-27,9.957409661379259e-41,2.0608208864507337e-34,4.088256205776455e-27,6.013651103582949e-28,1.0701812189328326e-26,9.141667622926786e-31,1.0700898004202701e-26,4.012890154767584e-20,3.032413197435246e-33,5.436029663200237e-27,0.40576281822618754,0.47748788662923936,0.5942371817738125,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.586915014084378e-10,1.7159087116078211e-09,0.00010018100732178293
