action_mode,reached_target,rho_final,G_final_nm,time_h,f_GBseg,f_TJ,f_iso,E_G_median
fixed_flux_baseline,True,0.9000297460559956,387.0559228555592,53.05,0.3731043734179999,0.30536967502250806,0.32152595155949204,0.1192844053655919
action_static,True,0.9000464982479435,365.56072717411735,49.35,0.38671142369254236,0.3131490166708413,0.30013955963661626,0.13056749935672837
action_evolving_no_capture,True,0.9000195278463421,384.5989737245835,53.95,0.336036446766202,0.3312633804823039,0.3327001727514941,0.1199692393880767
action_evolving_capture,True,0.9000204979583064,382.5438991311908,53.65,0.34060616608077643,0.33322684488666315,0.3261669890325605,0.12098759229540897
action_evolving_capture_high_TJ_drag,True,0.9000277279847081,338.99913226638773,54.3,0.3338122747844345,0.3410937016139056,0.32509402360165995,0.13726547775101838
