memory_model,T1_C,T2_C,switch_density,target_density,high_reached,two_step_reached,high_final_density,two_step_final_density,G_high_nm,G_two_step_nm,TS_pct,benefit_positive,high_damage_final,two_step_damage_final,high_redistributed_volume,two_step_redistributed_volume,high_mean_radius_nm,two_step_mean_radius_nm
none,1350.0,1250.0,0.85,0.9,True,True,0.9000395299992273,0.9000021967426859,394.3675822313243,349.04120373492583,11.493434181365187,True,0.0,0.0,0.0,0.0,47.94151281682957,47.933531232563034
none,1350.0,1250.0,0.88,0.9,True,True,0.9000395299992273,0.9000083695228738,394.3675822313243,351.7491334785473,10.80678297938249,True,0.0,0.0,0.0,0.0,47.94151281682957,47.93657575192504
none,1350.0,1300.0,0.82,0.9,True,True,0.9000395299992273,0.9000159214907286,394.3675822313243,369.9643637776055,6.187937232478862,True,0.0,0.0,0.0,0.0,47.94151281682957,47.93506046993138
none,1350.0,1300.0,0.85,0.9,True,True,0.9000395299992273,0.9000183710723942,394.3675822313243,370.09230382804753,6.155495405055285,True,0.0,0.0,0.0,0.0,47.94151281682957,47.93673306674762
none,1350.0,1300.0,0.88,0.9,True,True,0.9000395299992273,0.9000221565093711,394.3675822313243,371.3480860008838,5.837066043866137,True,0.0,0.0,0.0,0.0,47.94151281682957,47.93870059873807
none,1400.0,1200.0,0.82,0.9,True,False,0.9000626333742697,0.8896347539055275,421.32880652632775,nan,nan,False,0.0,0.0,0.0,0.0,47.947512797817645,46.58376098702682
none,1400.0,1200.0,0.85,0.9,True,False,0.9000626333742697,0.892768173941241,421.32880652632775,nan,nan,False,0.0,0.0,0.0,0.0,47.947512797817645,46.976032746947844
none,1400.0,1200.0,0.88,0.9,True,False,0.9000626333742697,0.898945384834797,421.32880652632775,nan,nan,False,0.0,0.0,0.0,0.0,47.947512797817645,47.792363291470814
none,1400.0,1250.0,0.82,0.9,True,True,0.9000626333742697,0.9000000218294839,421.32880652632775,348.9092968421266,17.188359438621923,True,0.0,0.0,0.0,0.0,47.947512797817645,47.93093838927791
none,1400.0,1250.0,0.85,0.9,True,True,0.9000626333742697,0.9000045153244379,421.32880652632775,349.39431842797046,17.073242319087026,True,0.0,0.0,0.0,0.0,47.947512797817645,47.93398738027731
