memory_model,target_density,slow_reached,fast_reached,high_reached,two_step_reached,slow_final_density,fast_final_density,high_final_density,two_step_final_density,G_slow_nm,G_fast_nm,G_high_nm,G_two_step_nm,HR_pct,TS_pct
none,0.88,True,True,True,True,0.8801815682519044,0.8804456471458892,0.8801599790386381,0.8800195608678343,239.67522014624618,280.76849144879003,242.55036650466838,215.82926717642457,-17.145398375964508,11.016721892988567
none,0.9,True,True,True,True,0.9000344813818028,0.9001819020894467,0.9000395299992273,0.9000030649428323,424.3122603082065,451.68185847265033,394.3675822313243,348.8792906293974,-6.450343467465089,11.534490574644856
none,0.92,False,False,True,False,0.9151028919539195,0.9091838505925115,0.9200055309147966,0.9032083913400423,nan,nan,812.7071702906694,nan,nan,nan
empirical_topology_damage,0.88,True,True,True,True,0.8800540799511012,0.880257476573515,0.8801159313349888,0.8800095859289112,399.2986084478312,282.17944542701025,242.77353997689409,216.392855868475,29.33122243428071,10.866375351667175
empirical_topology_damage,0.9,True,True,True,True,0.9000119437413282,0.900033717673754,0.9000050596482477,0.900003780081386,733.2539411558561,453.9671246906446,394.7111080744383,350.12890658948714,38.08868944160887,11.294894056172199
empirical_topology_damage,0.92,False,False,True,False,0.90688443853829,0.909052145485573,0.9200048959824041,0.9031363254431112,nan,nan,814.6334962085906,nan,nan,nan
pore_bin_redistribution,0.88,True,True,True,True,0.8800235619512782,0.8802486505687516,0.8801582466279335,0.8800121797415988,265.82275958250983,280.1405463947805,242.54272879795712,215.8014998086161,-5.3862155500746285,11.025368240008964
pore_bin_redistribution,0.9,True,True,True,True,0.9000798261554127,0.9001110168979651,0.9000384518212052,0.9000064314331252,473.0997070808034,451.3419567373214,394.35491705358265,348.9156157826799,4.598977766808434,11.522438114985833
pore_bin_redistribution,0.92,False,False,True,False,0.9145551909250851,0.9091513581695594,0.9200044178147965,0.9031851600605593,nan,nan,812.6700752695364,nan,nan,nan
