memory_model,heating_rate_C_min,target_density,reached_target,final_density,G_at_target_nm,topology_damage_final,damage_rate_max_s,redistribution_flux_max_s,cumulative_redistributed_pore_volume,pore_mean_radius_final_nm,large_pore_fraction_final,removable_fine_pore_fraction_final,median_E_G,HR_pct_vs_0p2
none,0.2,0.9,True,0.9000344813818028,424.3122603082065,0.0,0.0,0.0,0.0,47.93657869825972,0.09382170077491415,0.3580005334859105,1.812288047438937,0.0
none,0.5,0.9,True,0.9001516860435805,449.12660173619753,0.0,0.0,0.0,0.0,47.95970334607175,0.09392948560503868,0.3575540500495473,1.6315078991471612,-5.848132083189567
none,1.0,0.9,True,0.9001792572143128,451.2899756452488,0.0,0.0,0.0,0.0,47.96414618229877,0.09395306852121325,0.35747698182322013,1.3336813600686641,-6.357986289966398
none,5.0,0.9,True,0.9000894210973935,450.3909007529514,0.0,0.0,0.0,0.0,47.95222642329636,0.09388086357884395,0.35765668919475746,1.261583297096343,-6.1460963738832906
none,10.0,0.9,True,0.9000957942333427,450.49554338494573,0.0,0.0,0.0,0.0,47.95315290809883,0.09388612825571424,0.35764166694252775,1.1609542827321642,-6.170758077487693
none,20.0,0.9,True,0.9001819020894467,451.68185847265033,0.0,0.0,0.0,0.0,47.965339995175796,0.09395671313774469,0.35744811606801374,1.1007739623187591,-6.450343467465089
none,50.0,0.9,True,0.9001521980864112,451.28175642873225,0.0,0.0,0.0,0.0,47.96146580197614,0.0939329499090568,0.35750563741603136,1.066713023455014,-6.356049222083759
empirical_topology_damage,0.2,0.9,True,0.9000119437413282,733.2539411558561,0.8480607324313366,7.761983651065e-06,0.0,0.0,47.933506459621874,0.0938034699227524,0.35804801270848063,0.6153776254338251,0.0
empirical_topology_damage,0.5,0.9,True,0.9000849029983679,604.444744528587,0.5188211915407586,1.1256144341180928e-05,0.0,0.0,47.94973566218432,0.09387382948814724,0.35771864114840785,0.8942456290230256,17.566792266294847
empirical_topology_damage,1.0,0.9,True,0.9000907928638506,532.9821779454325,0.301485381240772,1.307684404958879e-05,0.0,0.0,47.9513996655365,0.09388015054926847,0.3576821717092312,0.960614421985224,27.312742826138457
empirical_topology_damage,5.0,0.9,True,0.9000105652883498,466.4057624265372,0.06794635093137606,1.4838013623560693e-05,0.0,0.0,47.941172153964786,0.09381649520383868,0.357831209837151,1.1763065059943913,36.39232791693911
empirical_topology_damage,10.0,0.9,True,0.9001012442666579,459.1745045608499,0.03450170267378622,1.5077767010059244e-05,0.0,0.0,47.953850878056585,0.09389046112562688,0.3576314615453143,1.119660542765113,37.37851530166539
empirical_topology_damage,20.0,0.9,True,0.900033717673754,453.9671246906446,0.0174177381094411,1.5198928688234356e-05,0.0,0.0,47.94477374913435,0.09383602792047324,0.35776999023783057,1.08625510560897,38.08868944160887
empirical_topology_damage,50.0,0.9,True,0.9001018639611591,452.33660882303457,0.0070532289097031955,1.527225383939403e-05,0.0,0.0,47.95447549688192,0.09389193724383513,0.3576150612136652,1.0605180410814483,38.311056588390215
pore_bin_redistribution,0.2,0.9,True,0.9000798261554127,473.0997070808034,0.0,0.0,1.7074353470493837e-06,0.18102034507247555,57.26550333270713,0.13794048681053167,0.21485556140068862,1.5212899710470897,0.0
pore_bin_redistribution,0.5,0.9,True,0.9000587915274386,469.66125879663537,0.0,0.0,2.0046026356637055e-06,0.08376886982875606,51.89959964616253,0.10816051562986159,0.2791906363465567,1.2275412245541053,0.7267914633438486
pore_bin_redistribution,1.0,0.9,True,0.900179883889725,462.95401222295584,0.0,0.0,2.1310880826560977e-06,0.044267289370657006,49.99588351931024,0.10064271016856582,0.31220617367375625,0.8603340277052764,2.1445151425795994
pore_bin_redistribution,5.0,0.9,True,0.9000240195124459,451.9760322995838,0.0,0.0,2.24519830867712e-06,0.00927885452658149,48.36178725033299,0.09509700125414172,0.34742882788728285,0.8624096231788387,4.464951988991992
pore_bin_redistribution,10.0,0.9,True,0.9001484689469461,452.468524674309,0.0,0.0,2.260423492746896e-06,0.004667546007118776,48.17056392605669,0.094560149900897,0.3522531048004717,0.7639559609568247,4.360852923329056
pore_bin_redistribution,20.0,0.9,True,0.9001110168979651,451.3419567373214,0.0,0.0,2.268116417747493e-06,0.0023408699398768493,48.060805988097364,0.09421348161068754,0.35493933398728394,0.709862089465745,4.598977766808434
pore_bin_redistribution,50.0,0.9,True,0.9001228238330481,451.13284987650997,0.0,0.0,2.272753323900613e-06,0.0009380606287607511,47.99956529674833,0.0940346044362314,0.356498493930341,0.6897967387471657,4.643177088364079
