memory_model,all_reached,HR_pct,TS_pct,slow_mean_radius_nm,fast_mean_radius_nm,slow_large_pore_fraction,fast_large_pore_fraction,slow_removable_fine_fraction,fast_removable_fine_fraction,slow_cumulative_redistributed_volume,fast_cumulative_redistributed_volume
none,True,-6.450343467465089,11.534490574644856,47.93657869825972,47.965339995175796,0.09382170077491415,0.09395671313774469,0.3580005334859105,0.35744811606801374,0.0,0.0
empirical_topology_damage,True,38.08868944160887,11.294894056172199,47.933506459621874,47.94477374913435,0.0938034699227524,0.09383602792047324,0.35804801270848063,0.35776999023783057,0.0,0.0
pore_bin_redistribution,True,4.598977766808434,11.522438114985833,57.26550333270713,48.060805988097364,0.13794048681053167,0.09421348161068754,0.21485556140068862,0.35493933398728394,0.18102034507247555,0.0023408699398768493
