case,t_s,rho,rho_dot_open_sinv,rho_dot_closed_sinv,bin_crossing_rate,isolation_rate,closure_rate
iso_1100C_40h,85555.1077705462,0.7364246524183333,1.3304628867284965e-06,4.370630643264888e-16,1.084890470524146e-09,2.5647792341897673e-13,7.532060704253408e-14
iso_1100C_40h,86155.1077705462,0.7372189718431825,1.3216742935599294e-06,4.491951461459361e-16,1.0770038888462146e-09,2.598020764702294e-13,7.679384034804665e-14
iso_1100C_40h,86755.1077705462,0.7380080591506006,1.3129767871106328e-06,4.615902926296069e-16,1.0692141750487242e-09,2.6313380827896705e-13,7.828467004732605e-14
iso_1100C_40h,87355.1077705462,0.7387919684039712,1.3043690613190414e-06,4.742524369253679e-16,1.0615196728458134e-09,2.664726303930732e-13,7.979312298456146e-14
iso_1100C_40h,87955.1077705462,0.7395707528939799,1.2958498343855523e-06,4.871855386451733e-16,1.0539187619383882e-09,2.698180537962744e-13,8.131922385443433e-14
iso_1100C_40h,88555.1077705462,0.7403444651529172,1.2874178482073216e-06,5.003935836659144e-16,1.0464098570351586e-09,2.7316958911494696e-13,8.286299520049774e-14
iso_1100C_40h,89155.1077705462,0.7411131569686489,1.2790718678293565e-06,5.138805839275824e-16,1.0389914069073876e-09,2.765267468236918e-13,8.442445741392442e-14
iso_1100C_40h,89755.1077705462,0.7418768793982637,1.2708106809113123e-06,5.276505772286647e-16,1.0316618934759948e-09,2.7988903744954863e-13,8.600362873263137e-14
iso_1100C_40h,90355.1077705462,0.7426356827814092,1.2626330972094497e-06,5.41707627018693e-16,1.0244198309296136e-09,2.832559717746802e-13,8.760052524077064e-14
iso_1100C_40h,90955.1077705462,0.743389616753322,1.2545379480732368e-06,5.560558221878592e-16,1.0172637648723943e-09,2.866270610374182e-13,8.921516086860105e-14
iso_1100C_40h,91555.1077705462,0.7441387302575634,1.2465240859560733e-06,5.706992768536169e-16,1.010192271500268e-09,2.9000181713150897e-13,9.084754739273212e-14
iso_1100C_40h,92155.1077705462,0.7448830715584668,1.2385903839396694e-06,5.856421301441872e-16,1.003203956804554e-09,2.9337975280344027e-13,9.249769443674882e-14
iso_1100C_40h,92755.1077705462,0.7456226882533067,1.230735735271607e-06,6.008885459788902e-16,9.962974558017724e-10,2.967603818477164e-13,9.416560947221675e-14
iso_1100C_40h,93355.1077705462,0.7463576272841947,1.2229590529156364e-06,6.164427128452163e-16,9.894714317886024e-10,3.0014321929994875e-13,9.585129782006845e-14
iso_1100C_40h,93955.1077705462,0.7470879349497128,1.2152592691142918e-06,6.323088435725635e-16,9.827245756209822e-10,3.035277816276389e-13,9.755476265237265e-14
iso_1100C_40h,94555.1077705462,0.7478136569162877,1.2076353349634072e-06,6.48491175102566e-16,9.760556050163802e-10,3.0691358691852884e-13,9.927600499448613e-14
iso_1100C_40h,95155.1077705462,0.7485348382293169,1.2000862199981386e-06,6.649939682559299e-16,9.694632638782885e-10,3.1030015506641293e-13,1.0101502372759547e-13
iso_1100C_40h,95755.1077705462,0.7492515233240501,1.1926109117901203e-06,6.818215074957142e-16,9.629463216420979e-10,3.1368700795427215e-13,1.0277181559163805e-13
iso_1100C_40h,96355.1077705462,0.7499637560362349,1.1852084155553923e-06,6.989781006869816e-16,9.565035726414778e-10,3.170736696346417e-13,1.0454637518861384e-13
iso_1100C_40h,96955.1077705462,0.7506715796125306,1.1778777537727355e-06,7.16468078852747e-16,9.50133835494465e-10,3.2045966650709855e-13,1.0633869498628612e-13
iso_1100C_40h,97555.1077705462,0.7513750367206984,1.170617965812102e-06,7.342957959261683e-16,9.438359525085053e-10,3.238445274927516e-13,1.0814876532226512e-13
iso_1100C_40h,98155.1077705462,0.7520741694595733,1.1634281075728058e-06,7.524656284989097e-16,9.376087891036928e-10,3.2722778420564774e-13,1.0997657440847971e-13
iso_1100C_40h,98755.1077705462,0.7527690193688225,1.1563072511311497e-06,7.709819755656222e-16,9.314512332535135e-10,3.3060897112099675e-13,1.1182210833604008e-13
iso_1100C_40h,99355.1077705462,0.7534596274384967,1.1492544843972216e-06,7.898492582644861e-16,9.253621949424431e-10,3.339876257401154e-13,1.1368535108048332e-13
iso_1100C_40h,99955.1077705462,0.7541460341183803,1.142268910780549e-06,8.090719196137592e-16,9.193406056397197e-10,3.373632887520055e-13,1.1556628450740654e-13
iso_1100C_40h,100555.1077705462,0.7548282793271432,1.1353496488643356e-06,8.286544242442913e-16,9.133854177887204e-10,3.407355041914875e-13,1.1746488837848631e-13
iso_1100C_40h,101155.1077705462,0.7555064024613024,1.1284958320880275e-06,8.486012581279472e-16,9.074956043113314e-10,3.441038195938005e-13,1.1938114035788154e-13
iso_1100C_40h,101755.1077705462,0.756180442403996,1.121706608437941e-06,8.689169283019136e-16,9.016701581267579e-10,3.474677861456006e-13,1.2131501601901922e-13
iso_1100C_40h,102355.1077705462,0.7568504375335756,1.1149811401457114e-06,8.896059625888356e-16,8.959080916842559e-10,3.5082695883228343e-13,1.2326648885176295e-13
iso_1100C_40h,102955.1077705462,0.7575164257320208,1.108318603394317e-06,9.106729093127632e-16,8.902084365092576e-10,3.541808965815641e-13,1.2523553026996056e-13
iso_1100C_40h,103555.1077705462,0.7581784443931806,1.1017181880314604e-06,9.321223370108775e-16,8.84570242762403e-10,3.5752916240325623e-13,1.272221096193708e-13
iso_1100C_40h,104155.1077705462,0.7588365304308464,1.0951790972900738e-06,9.539588341409575e-16,8.789925788110401e-10,3.6087132352518626e-13,1.2922619418596492e-13
iso_1100C_40h,104755.1077705462,0.7594907202866601,1.0887005475157467e-06,9.761870087845925e-16,8.734745308126999e-10,3.6420695152519233e-13,1.3124774920460135e-13
iso_1100C_40h,105355.1077705462,0.760141049937862,1.0822817679008558e-06,9.98811488346099e-16,8.680152023101709e-10,3.675356224591667e-13,1.3328673786807456e-13
iso_1100C_40h,105955.1077705462,0.7607875549048817,1.0759220002252181e-06,1.021836919247146e-15,8.626137138377266e-10,3.708569169850808e-13,1.3534312133652735e-13
iso_1100C_40h,106555.1077705462,0.7614302702587763,1.0696204986030584e-06,1.0452679666170732e-15,8.572692025381369e-10,3.7417042048297246e-13,1.3741685874723321e-13
iso_1100C_40h,107155.1077705462,0.7620692306285204,1.0633765292361144e-06,1.0691093139789036e-15,8.519808217900809e-10,3.7747572317084424e-13,1.395079072247366e-13
iso_1100C_40h,107755.1077705462,0.7627044702081491,1.0571893701726986e-06,1.0933656629310463e-15,8.467477408456103e-10,3.8077242021645747e-13,1.416162218913578e-13
iso_1100C_40h,108355.1077705462,0.7633360227637609,1.0510583110725535e-06,1.1180417328246989e-15,8.41569144477317e-10,3.8406011184497347e-13,1.4374175587804424e-13
iso_1100C_40h,108955.1077705462,0.76396392164038,1.0449826529773158e-06,1.143142260436959e-15,8.364442326348723e-10,3.873384034424497e-13,1.4588446033558235e-13
iso_1100C_40h,109555.1077705462,0.764588199768685,1.038961708086446e-06,1.1686719996396524e-15,8.313722201106413e-10,3.906069056551465e-13,1.4804428444615138e-13
iso_1100C_40h,110155.1077705462,0.7652088896716049,1.0329947995384677e-06,1.1946357210639034e-15,8.263523362140471e-10,3.9386523448464393e-13,1.5022117543522025e-13
iso_1100C_40h,110755.1077705462,0.7658260234707865,1.027081261197347e-06,1.221038211760467e-15,8.213838244544191e-10,3.971130113787658e-13,1.524150785837894e-13
iso_1100C_40h,111355.1077705462,0.7664396328929348,1.0212204374438948e-06,1.2478842748558425e-15,8.164659422320336e-10,4.003498633182875e-13,1.546259372409598e-13
iso_1100C_40h,111955.1077705462,0.767049749276032,1.0154116829720297e-06,1.275178729204213e-15,8.115979605370912e-10,4.0357542289944836e-13,1.5685369283683943e-13
iso_1100C_40h,112555.1077705462,0.7676564035754354,1.0096543625897821e-06,1.3029264090352287e-15,8.067791636563733e-10,4.067893284122507e-13,1.5909828489576646e-13
iso_1100C_40h,113155.1077705462,0.7682596263698579,1.0039478510248954e-06,1.3311321635976836e-15,8.020088488873271e-10,4.0999122391457723e-13,1.6135965104986315e-13
iso_1100C_40h,113755.1077705462,0.768859447867235,9.982915327349064e-07,1.359800856799121e-15,7.972863262593671e-10,4.1318075930210985e-13,1.6363772705289433e-13
iso_1100C_40h,114355.1077705462,0.7694558979104783,9.926848017215781e-07,1.3889373668414212e-15,7.926109182621375e-10,4.1635759037409985e-13,1.6593244679444983e-13
iso_1100C_40h,114955.1077705462,0.7700490059831201,9.871270613495735e-07,1.4185465858524107e-15,7.87981959580542e-10,4.1952137889496293e-13,1.682437423144138e-13
iso_1100C_40h,115555.1077705462,0.7706388012148521,9.816177241692389e-07,1.448633419513557e-15,7.833987968363344e-10,4.2267179265177504e-13,1.7057154381775344e-13
iso_1100C_40h,116155.1077705462,0.7712253123869581,9.7615621174341e-07,1.4792027866837902e-15,7.788607883360476e-10,4.258085055076445e-13,1.729157796895852e-13
iso_1100C_40h,116755.1077705462,0.7718085679376453,9.70741954478109e-07,1.5102596190195379e-15,7.74367303825106e-10,4.2893119745103033e-13,1.7527637651054198e-13
iso_1100C_40h,117355.1077705462,0.7723885959672757,9.653743914570472e-07,1.5418088605910048e-15,7.69917724247904e-10,4.3203955464100975e-13,1.7765325907241469e-13
iso_1100C_40h,117955.1077705462,0.7729654242434996,9.600529702798203e-07,1.5738554674947877e-15,7.655114415136875e-10,4.3513326944854747e-13,1.8004635039407297e-13
iso_1100C_40h,118555.1077705462,0.7735390802062937,9.547771469037065e-07,1.6064044074628883e-15,7.61147858268074e-10,4.3821204049380965e-13,1.8245557173766268e-13
iso_1100C_40h,119155.1077705462,0.7741095909729065,9.495463854889646e-07,1.6394606594681909e-15,7.568263876700402e-10,4.412755726795422e-13,1.8488084262505827e-13
iso_1100C_40h,119755.1077705462,0.7746769833427114,9.443601582475521e-07,1.6730292133264967e-15,7.525464531742117e-10,4.4432357722058793e-13,1.8732208085458514e-13
iso_1100C_40h,120355.1077705462,0.7752412838019711,9.392179452951615e-07,1.70711506929517e-15,7.483074883183256e-10,4.47355771669566e-13,1.8977920251798622e-13
iso_1100C_40h,120955.1077705462,0.7758025185285146,9.341192345064988e-07,1.7417232376685043e-15,7.441089365156944e-10,4.5037187993877686e-13,1.922521220176397e-13
iso_1100C_40h,121555.1077705462,0.7763607133963288,9.290635213737114e-07,1.7768587383698707e-15,7.399502508525436e-10,4.5337163231838883e-13,1.9474075208401924e-13
iso_1100C_40h,122155.1077705462,0.7769158939800669,9.240503088678986e-07,1.8125266005407532e-15,7.358308938900885e-10,4.563547654909447e-13,1.9724500379338254e-13
iso_1100C_40h,122755.1077705462,0.7774680855594738,9.190791073036059e-07,1.8487318621267422e-15,7.31750337471212e-10,4.593210225422693e-13,1.9976478658569563e-13
iso_1100C_40h,123355.1077705462,0.7780173131237333,9.141494342062491e-07,1.8854795694605928e-15,7.277080625316178e-10,4.622701529688166e-13,2.0230000828277158e-13
iso_1100C_40h,123955.1077705462,0.7785636013757359,9.092608141823741e-07,1.9227747768424377e-15,7.237035589153492e-10,4.65201912681534e-13,2.0485057510663002e-13
iso_1100C_40h,124555.1077705462,0.7791069747362696,9.044127787926968e-07,1.9606225461172454e-15,7.197363251945302e-10,4.681160640063008e-13,2.0741639169806343e-13
iso_1100C_40h,125155.1077705462,0.7796474573481373,8.996048664278427e-07,1.999027946249628e-15,7.158058684932421e-10,4.710123756810038e-13,2.0999736113540627e-13
iso_1100C_40h,125755.1077705462,0.7801850730801996,8.948366221867265e-07,2.037996052896091e-15,7.119117043154141e-10,4.738906228493233e-13,2.1259338495349757e-13
iso_1100C_40h,126355.1077705462,0.7807198455313458,8.901075977574958e-07,2.077531947974841e-15,7.080533563766118e-10,4.767505870513036e-13,2.152043631628423e-13
iso_1100C_40h,126955.1077705462,0.7812517980343949,8.854173513009874e-07,2.1176407192332316e-15,7.042303564396419e-10,4.795920562107566e-13,2.1783019426894307e-13
iso_1100C_40h,127555.1077705462,0.7817809536599286,8.807654473366286e-07,2.1583274598129798e-15,7.004422441538509e-10,4.82414824619602e-13,2.2047077529182084e-13
iso_1100C_40h,128155.1077705462,0.7823073352200551,8.761514566307201e-07,2.1995972678132348e-15,6.966885668980478e-10,4.852186929191833e-13,2.2312600178569522e-13
iso_1100C_40h,128755.1077705462,0.7828309652721084,8.715749560870462e-07,2.2414552458516187e-15,6.929688796269276e-10,4.880034680786676e-13,2.2579576785884026e-13
iso_1100C_40h,129355.1077705462,0.7833518661222825,8.670355286397602e-07,2.2839065006233546e-15,6.892827447209322e-10,4.907689633705747e-13,2.2847996619358704e-13
iso_1100C_40h,129955.1077705462,0.7838700598292019,8.625327631484775e-07,2.3269561424585664e-15,6.856297318394435e-10,4.935149983435276e-13,2.3117848806648176e-13
iso_1100C_40h,130555.1077705462,0.7843855682074312,8.580662542955342e-07,2.3706092848778968e-15,6.820094177772404e-10,4.962413987923066e-13,2.3389122336859513e-13
iso_1100C_40h,131155.1077705462,0.7848984128309233,8.536356024853563e-07,2.414871044146521e-15,6.784213863241125e-10,4.98947996725261e-13,2.3661806062595684e-13
iso_1100C_40h,131755.1077705462,0.7854086150364076,8.492404137458854e-07,2.459746538826697e-15,6.748652281275894e-10,5.016346303291824e-13,2.393588870201335e-13
iso_1100C_40h,132355.1077705462,0.7859161959267211,8.44880299632015e-07,2.505240889328946e-15,6.713405405586675e-10,5.043011439317004e-13,2.4211358840892606e-13
iso_1100C_40h,132955.1077705462,0.7864211763740818,8.405548771309913e-07,2.5513592174619878e-15,6.678469275804888e-10,5.069473879612963e-13,2.448820493471933e-13
iso_1100C_40h,133555.1077705462,0.7869235770233065,8.362637685697257e-07,2.59810664598153e-15,6.643839996198864e-10,5.09573218904983e-13,2.4766415310777693e-13
iso_1100C_40h,134155.1077705462,0.7874234182949732,8.320066015239796e-07,2.645488298138059e-15,6.60951373441735e-10,5.121784992637784e-13,2.5045978170255196e-13
iso_1100C_40h,134755.1077705462,0.7879207203885309,8.277830087293799e-07,2.693509297223712e-15,6.575486720260244e-10,5.147630975059949e-13,2.5326881590355586e-13
iso_1100C_40h,135355.1077705462,0.7884155032853558,8.235926279942111e-07,2.742174766118359e-15,6.54175524447606e-10,5.17326888018477e-13,2.560911352642339e-13
iso_1100C_40h,135955.1077705462,0.7889077867517564,8.194351021139552e-07,2.791489826835017e-15,6.508315657585372e-10,5.19869751055827e-13,2.5892661814075755e-13
iso_1100C_40h,136555.1077705462,0.7893975903419285,8.153100787875302e-07,2.8414596000647066e-15,6.475164368729688e-10,5.223915726877228e-13,2.6177514171343887e-13
iso_1100C_40h,137155.1077705462,0.7898849334008591,8.112172105351965e-07,2.8920892047208633e-15,6.442297844545044e-10,5.248922447443841e-13,2.6463658200820647e-13
iso_1100C_40h,137755.1077705462,0.7903698350671847,8.071561546180794e-07,2.943383757483419e-15,6.409712608059815e-10,5.273716647602911e-13,2.675108139181678e-13
iso_1100C_40h,138355.1077705462,0.7908523142759988,8.031265729592863e-07,2.995348372342684e-15,6.377405237616224e-10,5.298297359162123e-13,2.7039771122522853e-13
iso_1100C_40h,138955.1077705462,0.7913323897616147,7.991281320665689e-07,3.047988160143117e-15,6.345372365814821e-10,5.32266366979624e-13,2.7329714662177164e-13
iso_1100C_40h,139555.1077705462,0.7918100800602822,7.951605029565041e-07,3.1013082281271186e-15,6.313610678481516e-10,5.346814722436072e-13,2.762089917323936e-13
iso_1100C_40h,140155.1077705462,0.7922854035128595,7.912233610801563e-07,3.155313679478962e-15,6.282116913656644e-10,5.370749714642849e-13,2.79133117135687e-13
iso_1100C_40h,140755.1077705462,0.7927583782674406,7.873163862501821e-07,3.2100096128689664e-15,6.250887860605465e-10,5.394467897968793e-13,2.820693923860619e-13
iso_1100C_40h,141355.1077705462,0.7932290222819405,7.834392625693562e-07,3.2654011219980198e-15,6.21992035884973e-10,5.41796857730476e-13,2.850176860356151e-13
iso_1100C_40h,141955.1077705462,0.7936973533266375,7.795916783604761e-07,3.3214932951425894e-15,6.189211297219631e-10,5.441251110215405e-13,2.8797786565601653e-13
iso_1100C_40h,142555.1077705462,0.7941633889866739,7.757733260976199e-07,3.3782912147003004e-15,6.158757612925933e-10,5.464314906262926e-13,2.909497978604351e-13
iso_1100C_40h,143155.1077705462,0.7946271466645172,7.719839023387267e-07,3.4357999567362197e-15,6.128556290651485e-10,5.487159426319837e-13,2.9393334832547565e-13
iso_1100C_40h,143755.1077705462,0.7950886435823796,7.68223107659468e-07,3.4940245905299255e-15,6.098604361662083e-10,5.509784181871619e-13,2.969283818131366e-13
iso_1100C_40h,144000.0,0.7952763175645885,7.663533537372093e-07,3.5234069490191587e-15,6.083721004442721e-10,5.521014008963056e-13,2.9843016218389504e-13
iso_1500C_1h,0.0003107085793549375,0.4840600656316537,0.08513503660041093,0.0,0.0,3.417408655797672e-12,2.6426798116034323e-13
iso_1500C_1h,60.42874536727706,0.8732139842649167,0.0014439193506432335,6.692675068046496e-14,1.2488305319033136e-17,1.1282443139173113e-09,1.9994092736203264e-09
iso_1500C_1h,120.64693497303813,0.9235284936935569,0.0004839515231124608,3.532170011243385e-13,1.1676077956159341e-08,6.553759996093427e-10,1.8846278270249597e-09
iso_1500C_1h,180.89901327379368,0.9432890314403494,0.0002293641500309071,6.253007397223001e-13,2.0175387080922823e-08,4.4803376625537456e-10,1.3131940422050386e-09
iso_1500C_1h,242.2611827959928,0.9538298713103163,0.0001329823990716469,8.433137157324823e-13,1.8306370825767455e-08,3.431549094644578e-10,9.78403234832274e-10
iso_1500C_1h,305.2869318510825,0.9604621166743201,8.616173735821206e-05,1.019684011458936e-12,1.5343445662255966e-08,2.8030116105639676e-10,7.741368337745647e-10
iso_1500C_1h,366.1429529684867,0.9648055046765504,6.120998087238881e-05,1.1573070955272823e-12,1.2863787184594818e-08,2.407330317179981e-10,6.464940441941595e-10
iso_1500C_1h,432.2820651639805,0.9682079370155723,4.4786416457464e-05,1.28056954652078e-12,1.0731105101223869e-08,2.107509140825341e-10,5.511709114895749e-10
iso_1500C_1h,492.56616187856207,0.9705542267062084,3.504247141368561e-05,1.3751237607848144e-12,9.211286087179424e-09,1.9065152670418888e-10,4.883071700331801e-10
iso_1500C_1h,561.8593453495437,0.9726624857892254,2.7376186953095735e-05,1.4679615221030425e-12,7.841637236936242e-09,1.730265377366673e-10,4.34085325352958e-10
iso_1500C_1h,629.439950126126,0.9742966096734023,2.213520117165976e-05,1.5458845835742318e-12,6.7942252345239695e-09,1.596668194737799e-10,3.936631013490926e-10
iso_1500C_1h,692.2593400787343,0.9755464847120243,1.8534969325143554e-05,1.6095329047320886e-12,6.010172061503052e-09,1.4963499003792398e-10,3.637516365581733e-10
iso_1500C_1h,761.6507002799669,0.9767023887666716,1.5516687604338666e-05,1.6719542980880663e-12,5.3039354127807014e-09,1.4050662933272684e-10,3.3689899004073776e-10
iso_1500C_1h,822.3553585964552,0.9775641031770651,1.3458918913975755e-05,1.7209945076739422e-12,4.792221720648486e-09,1.3379747712663414e-10,3.1740243432095725e-10
iso_1500C_1h,888.0896954014776,0.9783734634111149,1.1674005979649993e-05,1.7692414799163147e-12,4.3251513992486885e-09,1.2757231173867454e-10,2.9950555415288194e-10
iso_1500C_1h,959.2704925832198,0.9791336756728816,1.0126355612051754e-05,1.8167110555713915e-12,3.899992000877146e-09,1.217938159069102e-10,2.8306783822748976e-10
iso_1500C_1h,1036.3490667213714,0.9798477872659173,8.784821861774346e-06,1.8634294748531314e-12,3.5139065351938505e-09,1.1642734935749003e-10,2.679599404766248e-10
iso_1500C_1h,1098.3209145246358,0.9803548608239789,7.897435083008323e-06,1.897996469852524e-12,3.2482631744003783e-09,1.1265350982565627e-10,2.5743000574665373e-10
iso_1500C_1h,1164.1053107956234,0.9808387908844665,7.1004422318068194e-06,1.9321790453853656e-12,3.0017946945014324e-09,1.0908073076722037e-10,2.475350173376717e-10
iso_1500C_1h,1233.936830229335,0.9813006884714948,6.384671382018564e-06,1.9659978898798054e-12,2.773330475703881e-09,1.05697137693764e-10,2.3823190994640406e-10
iso_1500C_1h,1308.064484203935,0.9817416162549921,5.741859086920145e-06,1.999475961644998e-12,2.561732590493444e-09,1.0249156592193887e-10,2.2948058329655792e-10
iso_1500C_1h,1386.7526110085905,0.9821625895814847,5.164565570501694e-06,2.0326383031821936e-12,2.3659024497230275e-09,9.945352613738368e-11,2.212437416947185e-10
iso_1500C_1h,1470.2818215210034,0.9825645776477349,4.646096852096548e-06,2.0655118709974487e-12,2.184785654678489e-09,9.65731696608523e-11,2.1348673027913568e-10
iso_1500C_1h,1558.8038153403575,0.9829478936577025,4.180433411300695e-06,2.098125381702212e-12,2.017375346442354e-09,9.384125388278868e-11,2.0617737115312325e-10
iso_1500C_1h,1618.8038153403575,0.9831860129675085,3.900624371067392e-06,2.1194240150958715e-12,1.9143977444653937e-09,9.212338303474833e-11,2.0160545038548962e-10
iso_1500C_1h,1678.8038153403575,0.9834086475557295,3.6494381772425335e-06,2.1398281658688594e-12,1.8202984679100964e-09,9.052621500484233e-11,1.973719483850395e-10
iso_1500C_1h,1738.8038153403575,0.9836173389101992,3.4230248958394527e-06,2.159414595742183e-12,1.7340336573196637e-09,8.90369442682362e-11,1.9343948428965825e-10
iso_1500C_1h,1798.8038153403575,0.9838134264877458,3.218166848069788e-06,2.17825102996084e-12,1.6547122367670887e-09,8.76445401652789e-11,1.897760343950929e-10
iso_1500C_1h,1858.8038153403575,0.9839980800783094,3.0321573262662262e-06,2.1963974801347e-12,1.5815694699181956e-09,8.633944781993466e-11,1.8635400338334832e-10
iso_1500C_1h,1918.8038153403575,0.9841723261073257,2.862705698886334e-06,2.213907338493243e-12,1.5139457523623323e-09,8.511334774090596e-11,1.8314948229663271e-10
iso_1500C_1h,1978.8038153403575,0.9843370691652659,2.7078625266219824e-06,2.2308282886720995e-12,1.451269481098284e-09,8.39589610790173e-11,1.801416509182043e-10
iso_1500C_1h,2038.8038153403575,0.9844931097485529,2.5659599974864948e-06,2.2472030682062312e-12,1.3930431240528457e-09,8.286989071945398e-11,1.7731229283033143e-10
iso_1500C_1h,2098.8038153403577,0.9846411589702424,2.4355641930838178e-06,2.2630701103676258e-12,1.338831820083149e-09,8.184049073171137e-11,1.7464539913400173e-10
iso_1500C_1h,2158.8038153403577,0.9847818508297702,2.3154365682839525e-06,2.2784640872232066e-12,1.288253994154959e-09,8.086575843298036e-11,1.7212684248502726e-10
iso_1500C_1h,2218.8038153403577,0.984915752503322,2.2045026616444837e-06,2.293416371347933e-12,1.2409735880211918e-09,7.994124461434566e-11,1.697441073105361e-10
iso_1500C_1h,2278.8038153403577,0.9850433730190178,2.101826522119566e-06,2.3079554301796644e-12,1.1966935941407493e-09,7.906297845390729e-11,1.6748606522432516e-10
iso_1500C_1h,2338.8038153403577,0.9851651706062869,2.0065896859450242e-06,2.322107164305382e-12,1.155150647186824e-09,7.822740438179206e-11,1.6534278704451421e-10
iso_1500C_1h,2398.8038153403577,0.985281558950887,1.9180737990171662e-06,2.3358951988446603e-12,1.1161104786295851e-09,7.743132872973977e-11,1.6330538463518434e-10
iso_1500C_1h,2458.8038153403577,0.9853929125418434,1.8356461778919727e-06,2.3493411354133905e-12,1.0793640794138816e-09,7.667187443636082e-11,1.613658771908048e-10
iso_1500C_1h,2518.8038153403577,0.9854995712611117,1.7587477533613003e-06,2.3624647708089363e-12,1.0447244465260297e-09,7.594644242019169e-11,1.5951707766378959e-10
iso_1500C_1h,2578.8038153403577,0.9856018443387287,1.6868829564143644e-06,2.375284287481865e-12,1.0120238133500443e-09,7.525267849978883e-11,1.5775249587866637e-10
iso_1500C_1h,2638.8038153403577,0.9857000137739232,1.619611195995411e-06,2.3878164199918323e-12,9.811112827123075e-10,7.458844495068679e-11,1.5606625553802241e-10
iso_1500C_1h,2698.8038153403577,0.9857943373048286,1.5565396477255195e-06,2.4000766009418878e-12,9.518507965735766e-10,7.395179595609868e-11,1.5445302284796623e-10
iso_1500C_1h,2758.8038153403577,0.9858850509950918,1.4973171274039219e-06,2.412079089312655e-12,9.241193883309433e-10,7.334095634153463e-11,1.5290794490603602e-10
iso_1500C_1h,2818.8038153403577,0.9859723714940869,1.4416288661686089e-06,2.4238370836489304e-12,8.97805673310369e-10,7.275430309047349e-11,1.5142659632625287e-10
iso_1500C_1h,2878.8038153403577,0.9860564980180099,1.3891920383259092e-06,2.435362822165757e-12,8.728085407758263e-10,7.219034922450814e-11,1.5000493284257065e-10
iso_1500C_1h,2938.8038153403577,0.9861376140914458,1.3397519200531532e-06,2.4466676715226607e-12,8.49036017048326e-10,7.16477297013415e-11,1.4863925084724229e-10
iso_1500C_1h,2998.8038153403577,0.9862158890826864,1.2930785789590998e-06,2.4577622057507538e-12,8.264042744226658e-10,7.112518904100915e-11,1.4732615199534008e-10
iso_1500C_1h,3058.8038153403577,0.9862914795608785,1.2489640120169575e-06,2.4686562765976904e-12,8.048367647293421e-10,7.062157043735427e-11,1.4606251214914347e-10
iso_1500C_1h,3118.8038153403577,0.9863645304987839,1.2072196635610407e-06,2.4793590763717134e-12,7.84263459799601e-10,7.01358061501364e-11,1.4484545405281868e-10
iso_1500C_1h,3178.8038153403577,0.986435176341361,1.1676742665533517e-06,2.4898791942120414e-12,7.646201838993075e-10,6.966690900481892e-11,1.4367232322383545e-10
iso_1500C_1h,3238.8038153403577,0.9865035419573984,1.1301719597207971e-06,2.500224666583158e-12,7.458480255177032e-10,6.921396485333027e-11,1.4254066662689428e-10
iso_1500C_1h,3298.8038153403577,0.98656974348894,1.0945706408600263e-06,2.5104030226810315e-12,7.278928178220964e-10,6.877612587093761e-11,1.4144821376193365e-10
iso_1500C_1h,3358.8038153403577,0.9866338891111497,1.060740522936703e-06,2.5204213253465057e-12,7.107046786919842e-10,6.835260458261832e-11,1.4039285985257192e-10
iso_1500C_1h,3418.8038153403577,0.9866960797134974,1.0285628648321736e-06,2.530286208002223e-12,6.942376025849055e-10,6.794266852761036e-11,1.3937265086711743e-10
iso_1500C_1h,3478.8038153403577,0.9867564095116597,9.97928852921341e-07,2.5400039080621893e-12,6.78449097608489e-10,6.754563548368937e-11,1.3838577014267677e-10
iso_1500C_1h,3538.8038153403577,0.9868149665982622,9.687386132669068e-07,2.549580297205589e-12,6.63299862116739e-10,6.716086918357906e-11,1.374305264151973e-10
iso_1500C_1h,3598.8038153403577,0.9868718334395172,9.409003372206697e-07,2.559020908857152e-12,6.487534959445758e-10,6.678777546509576e-11,1.365053430855534e-10
iso_1500C_1h,3600.0,0.9868729428578121,9.274615079931922e-07,2.5636919410231665e-12,6.416957430358593e-10,6.66054308011255e-11,1.360535603426575e-10
two_level_best_map_case,0.028294740938732535,0.48405897190489333,0.0008962251879264028,0.0,0.0,4.9701972488592586e-14,3.843450184678446e-15
two_level_best_map_case,611.731901381473,0.6242691518412384,0.00013779320297503816,1.0207641604075408e-17,4.316037486654708e-08,7.972055485016409e-13,1.1165657261533617e-13
two_level_best_map_case,1231.613778449812,0.6916265233131684,8.78015908848225e-05,8.85528927621459e-17,2.3706668865587202e-08,2.9718655720453515e-12,6.221424811390312e-13
two_level_best_map_case,1860.4580008354976,0.7373756129451932,6.153138732569308e-05,4.139122421605599e-16,1.5452140690854852e-08,6.694559216940588e-12,1.9477031233666928e-12
two_level_best_map_case,2469.295419568022,0.7695172449165638,4.620679518351485e-05,1.2784106517976474e-15,1.1289921929318001e-08,1.079424307863352e-11,4.218759995069206e-12
two_level_best_map_case,3092.6620863364637,0.7946537238233661,3.589910364011351e-05,3.1689757060075687e-15,8.740921827672497e-09,1.4327691705802032e-11,7.503978916908612e-12
two_level_best_map_case,3701.5794697712176,0.8140710335695065,2.889917656249901e-05,6.489607228253676e-15,7.1079782826226596e-09,1.6580153170497227e-11,1.1382585742579513e-11
