case,t_s,T_K,rho,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3,efficiency,stress_bound_hit
CS_thermal,120.0,298.15,0.4840336134453783,250000000.0,3.762290966637935e-49,5.664077506207515e-57,3.76229090999716e-49,1.505486299819351e-08,True
CS_thermal,240.0,308.15,0.4840336134453783,250000000.0,5.443336176416126e-47,1.813115052412455e-54,5.44333599510462e-47,3.330889354708575e-08,True
CS_thermal,360.0,318.15,0.4840336134453783,250000000.0,5.760590160028367e-45,4.038592463718762e-52,5.76058975616912e-45,7.010726942079272e-08,True
CS_thermal,480.0,328.15,0.4840336134453783,250000000.0,4.5885334248597824e-43,6.470551758374262e-50,4.588532777804607e-43,1.4101568320976087e-07,True
CS_thermal,600.0,338.15,0.4840336134453783,250000000.0,2.821196087176742e-41,7.678107362960471e-48,2.821195319366006e-41,2.7215787650705943e-07,True
CS_thermal,720.0,348.15,0.4840336134453783,250000000.0,1.3690984394333876e-39,6.92476477380823e-46,1.3690977469569102e-39,5.057901297933039e-07,True
CS_thermal,840.0,358.15,0.4840336134453783,250000000.0,5.349158961942931e-38,4.857080621853577e-44,5.349154104862309e-38,9.080082787611493e-07,True
CS_thermal,960.0,368.15,0.4840336134453783,250000000.0,1.712607927946426e-36,2.704344431131956e-42,1.7126052236019948e-36,1.5790797105410537e-06,True
CS_thermal,1080.0,378.15,0.4840336134453783,250000000.0,4.564704356434401e-35,1.2173654094456235e-40,4.5646921827803067e-35,2.6669096493174345e-06,True
CS_thermal,1200.0,388.15,0.4840336134453783,250000000.0,1.0273141021836403e-33,4.503893971310637e-39,1.0273095982896689e-33,4.384144987143895e-06,True
CS_thermal,1320.0,398.15,0.4840336134453783,250000000.0,1.9772662113030408e-32,1.3898971835052029e-37,1.9772523123312059e-32,7.029388230880884e-06,True
CS_thermal,1440.0,408.15,0.4840336134453783,250000000.0,3.2922382912903157e-31,3.6257218889638394e-36,3.292202034071426e-31,1.1012938822064494e-05,True
CS_thermal,1560.0,418.15,0.4840336134453783,250000000.0,4.7917803464558115e-30,8.09207152654652e-35,4.791699425740546e-30,1.688740080194146e-05,True
CS_thermal,1680.0,428.15,0.4840336134453783,250000000.0,6.154255521392607e-29,1.5621591507417466e-33,6.154099305477532e-29,2.5383397639431386e-05,True
CS_thermal,1800.0,438.15,0.4840336134453783,250000000.0,7.034721078102297e-28,2.634539711418505e-32,7.034457624131155e-28,3.745052123842279e-05,True
CS_thermal,1920.0,448.15,0.4840336134453783,250000000.0,7.212714184340795e-27,3.9167575210100853e-31,7.212322508588695e-27,5.430351766209708e-05,True
CS_thermal,2040.0,458.15,0.4840336134453783,250000000.0,6.680716054642163e-26,5.175790049736006e-30,6.68019847563719e-26,7.747358228373673e-05,True
CS_thermal,2160.0,468.15,0.4840336134453783,250000000.0,5.626619378923086e-25,6.125391459870243e-29,5.626006839777099e-25,0.0001088645072175225,True
CS_thermal,2280.0,478.15,0.4840336134453783,250000000.0,4.334744630322949e-24,6.537371380283483e-28,4.3340908931849204e-24,0.00015081329900157078,True
CS_thermal,2400.0,488.15,0.4840336134453783,250000000.0,3.0714952285271306e-23,6.33203389427016e-27,3.0708620251377036e-23,0.00020615476903431657,True
CS_thermal,2520.0,498.15,0.4840336134453783,250000000.0,2.0118444301924633e-22,5.598751743178038e-26,2.0112845550181455e-22,0.00027828949689924254,True
CS_thermal,2640.0,508.15,0.4840336134453783,250000000.0,1.2238066785198637e-21,4.543437124262783e-25,1.2233523348074375e-21,0.0003712544803038545,True
CS_thermal,2760.0,518.15,0.4840336134453783,250000000.0,6.943287756292785e-21,3.400792604090032e-24,6.939886963688696e-21,0.000489795716878917,True
CS_thermal,2880.0,528.15,0.4840336134453783,250000000.0,3.688676822122691e-20,2.3586945659561047e-23,3.686318127556735e-20,0.0006394419136450038,True
CS_thermal,3000.0,538.15,0.4840336134453783,250000000.0,1.8417069928895354e-19,1.522315384961127e-22,1.8401846775045743e-19,0.0008265784898675436,True
CS_thermal,3120.0,548.15,0.4840336134453783,250000000.0,8.67141992778497e-19,9.178880335245e-22,8.662241047449725e-19,0.0010585210278923323,True
CS_thermal,3240.0,558.15,0.4840336134453783,250000000.0,3.86232831280013e-18,5.189375398483415e-21,3.8571389374016464e-18,0.001343587333393001,True
CS_thermal,3360.0,568.15,0.4840336134453783,250000000.0,1.6321894359794257e-17,2.760305384891976e-20,1.6294291305945337e-17,0.0016911672898039579,True
CS_thermal,3480.0,578.15,0.4840336134453783,250000000.0,6.562047619990462e-17,1.3857664769955898e-19,6.548189955220505e-17,0.002111789729739273,True
CS_thermal,3600.0,588.15,0.4840336134453783,250000000.0,2.516286418497947e-16,6.585588572068658e-19,2.5097008299258787e-16,0.002617185596860555,True
CS_thermal,3720.0,598.15,0.4840336134453783,250000000.0,9.224933280295092e-16,2.9707483749173672e-18,9.195225796545919e-16,0.003220346732765028,True
CS_thermal,3840.0,608.15,0.4840336134453783,250000000.0,3.2404972498481654e-15,1.2753235171092962e-17,3.2277440146770722e-15,0.003935579692805022,True
CS_thermal,3960.0,618.15,0.4840336134453783,250000000.0,1.0929639577202099e-14,5.2227873686714806e-17,1.0877411703515384e-14,0.004778554070131993,True
CS_thermal,4080.0,628.15,0.4840336134453783,250000000.0,3.546409960170631e-14,2.0449822939658845e-16,3.525960137230972e-14,0.005766344886611736,True
CS_thermal,4200.0,638.15,0.4840336134453783,250000000.0,1.1090503253281336e-13,7.67182090180981e-16,1.1013785044263237e-13,0.00691746869064752,True
CS_thermal,4320.0,648.15,0.4840336134453783,250000000.0,3.348376755949446e-13,2.7630513961343216e-15,3.3207462419881026e-13,0.00825191308363042,True
CS_thermal,4440.0,658.15,0.4840336134453783,250000000.0,9.775401326526723e-13,9.571251334148112e-15,9.679688813185242e-13,0.009791159477182154,True
CS_thermal,4560.0,668.15,0.4840336134453783,250000000.0,2.763801547230126e-12,3.1944568172225677e-14,2.7318569790579004e-12,0.011558198961224416,True
CS_thermal,4680.0,678.15,0.4840336134453783,250000000.0,7.578220614582798e-12,1.0289360289851488e-13,7.475327011684283e-12,0.013577541237123176,True
CS_thermal,4800.0,688.15,0.4840336134453783,250000000.0,2.0178835263515876e-11,3.203433813473272e-13,1.985849188216855e-11,0.01587521663980877,True
CS_thermal,4920.0,698.15,0.4840336134453783,250000000.0,5.224448961975852e-11,9.654139773110355e-13,5.127907564244748e-11,0.01847877133717701,True
CS_thermal,5040.0,708.15,0.4840336134453783,250000000.0,1.3167902838202025e-10,2.820203441434424e-12,1.2885882494058583e-10,0.021417255853776494,True
CS_thermal,5160.0,718.15,0.4840336134453783,250000000.0,3.234535282171378e-10,7.996161664227653e-12,3.154573665529101e-10,0.024721207118383152,True
CS_thermal,5280.0,728.15,0.4840336134453783,250000000.0,7.751521986733716e-10,2.203185970386144e-11,7.531203389695101e-10,0.028422624281486526,True
CS_thermal,5400.0,738.15,0.4840336134453783,250000000.0,1.814168309212491e-09,5.906013789620454e-11,1.7551081713162866e-09,0.032554938588824675,True
CS_thermal,5520.0,748.15,0.48403361344537843,250000000.0,4.15045843410374e-09,1.5420188936094434e-10,3.9962565447427955e-09,0.03715297763107055,True
CS_thermal,5640.0,758.15,0.48403361344537865,250000000.0,9.290371917215922e-09,3.9254538150144986e-10,8.897826535714472e-09,0.04225292431770431,True
CS_thermal,5760.0,768.15,0.4840336134453791,250000000.0,2.0363806781168632e-08,9.752689518411185e-10,1.9388537829327514e-08,0.04789227094528296,True
CS_thermal,5880.0,778.15,0.4840336134453802,250000000.0,4.374464873578599e-08,2.367012827014811e-09,4.1377635908771175e-08,0.05410976874706139,True
CS_thermal,6000.0,788.15,0.48403361344538287,250000000.0,9.216466169318418e-08,5.6170097140357e-09,8.654765197914848e-08,0.06094537332252903,True
CS_thermal,6120.0,798.15,0.4840336134453891,250000000.0,1.9058740275991051e-07,1.3043837361305246e-08,1.7754356539860526e-07,0.06844018635238455,True
CS_thermal,6240.0,808.15,0.4840336134454034,250000000.0,3.870929460331442e-07,2.9665407529550892e-08,3.574275385035933e-07,0.07663639400706321,True
CS_thermal,6360.0,818.15,0.48403361344543516,250000000.0,7.727054222456982e-07,6.612596835811482e-08,7.065794538875834e-07,0.08557720245567095,True
CS_thermal,6480.0,828.15,0.48403361344550455,250000000.0,1.5169204258996745e-06,1.4457278747052416e-07,1.3723476384291503e-06,0.09530677087743682,True
CS_thermal,6600.0,838.15,0.48403361344565343,250000000.0,2.9303619804443417e-06,3.1023784006485647e-07,2.620124140379485e-06,0.10587014236985628,True
CS_thermal,6720.0,848.15,0.4840336134459673,250000000.0,5.573610707887073e-06,6.538579579732247e-07,4.919752749913849e-06,0.11731317313711327,True
CS_thermal,6840.0,858.15,0.48403361344661733,250000000.0,1.0443464958024122e-05,1.354334230117419e-06,9.089130727906702e-06,0.12968246032911052,True
CS_thermal,6960.0,868.15,0.4840336134479415,250000000.0,1.928724012440565e-05,2.7585627048606003e-06,1.6528677419545048e-05,0.14302526888592917,True
CS_thermal,7080.0,878.15,0.48403361345059515,250000000.0,3.5125917768966733e-05,5.528449149732194e-06,2.959746861923454e-05,0.15738945772447555,True
CS_thermal,7200.0,888.15,0.4840336134558306,250000000.0,6.31135129090112e-05,1.0907492239249362e-05,5.220602066976184e-05,0.17282340558311743,True
CS_thermal,7320.0,898.15,0.48403361346600526,250000000.0,0.000111930885878981,2.1197016371907994e-05,9.073386950707302e-05,0.18937593681538517,True
CS_thermal,7440.0,908.15,0.4840336134854908,250000000.0,0.00019601876545951381,4.05947507452775e-05,0.00015542401471423632,0.2070962473930183,True
CS_thermal,7560.0,918.15,0.48403361352228325,250000000.0,0.00033911307223301193,7.66510269738656e-05,0.00026246204525914635,0.22603383133870175,True
CS_thermal,7680.0,928.15,0.48403361359080976,250000000.0,0.0005797782532990825,0.00014276367394229128,0.0004370145793567913,0.24623840775318917,True
CS_thermal,7800.0,938.15,0.48403361371676057,250000000.0,0.0009799724125629879,0.0002623972647420943,0.0007175751478208936,0.2677598485204589,True
CS_thermal,7920.0,948.15,0.48403361394530264,250000000.0,0.0016381641843028025,0.00047612931855123416,0.0011620348657515682,0.29064810665108837,True
CS_thermal,8040.0,958.15,0.4840336143548747,250000000.0,0.002709213321715277,0.0008532752562360769,0.0018559380654792003,0.3149531450317264,True
CS_thermal,8160.0,968.15,0.48403361508007914,250000000.0,0.004434202354839037,0.0015108429989341859,0.0029233593559048515,0.34072486504487226,True
CS_thermal,8280.0,978.15,0.4840336163492419,250000000.0,0.007184768385432384,0.0026440884124127066,0.004540679973019678,0.3680130340420965,True
CS_thermal,8400.0,988.15,0.48403361854535276,250000000.0,0.011528367685306311,0.004575231117891861,0.00695313656741445,0.3968672098933229,True
CS_thermal,8520.0,998.15,0.4840336223038958,250000000.0,0.018323488102642827,0.0078302981987153,0.010493189903927527,0.42733665963883394,True
CS_thermal,8640.0,1008.15,0.4840336286682576,250000000.0,0.02885733409121953,0.013259087011501509,0.015598247079718021,0.45947026740546604,True
CS_thermal,8760.0,1018.15,0.48403363933413124,250000000.0,0.045043239804563574,0.02222056997959967,0.022822669824963903,0.49331642386319613,True
CS_thermal,8880.0,1028.15,0.48403365703012824,250000000.0,0.06970139027370716,0.03686666043758341,0.03283472983612375,0.5289228850789551,True
CS_thermal,9000.0,1038.15,0.48403368610489317,250000000.0,0.10695482006241869,0.060572427213876325,0.04638239284854236,0.5663365819186675,True
CS_thermal,9120.0,1048.15,0.48403373342442413,250000000.0,0.16278370250830618,0.09858235573917863,0.06420134676912755,0.6056033510734797,True
CS_thermal,9240.0,1058.15,0.48403380973120946,250000000.0,0.24579537323690057,0.1589724698254502,0.08682290341145035,0.6467675437984368,True
CS_thermal,9360.0,1068.15,0.48403393168489106,250000000.0,0.36828625239860313,0.25407016962403184,0.11421608277457129,0.689871446379831,True
CS_thermal,9480.0,1078.15,0.4840341249000366,250000000.0,0.5476959465309958,0.4025315535316097,0.14516439299938616,0.7349544141802941,True
CS_thermal,9600.0,1088.15,0.4840344284303939,250000000.0,0.8085846655526243,0.6323549110116199,0.17622975454100442,0.7820515747468932,True
CS_thermal,9720.0,1098.15,0.4840349013337478,250000000.0,1.1853043000158099,0.9852153207042237,0.2000889793115862,0.8311918894507365,True
CS_thermal,9840.0,1108.15,0.4840356322039605,250000000.0,1.7255829981866595,1.5226462763365873,0.20293672185007217,0.8823952704313095,True
CS_thermal,9960.0,1118.15,0.4840367528973877,250000000.0,2.495305140887867,2.3347779732038245,0.1605271676840423,0.9356683216598816,True
CS_thermal,10080.0,1128.15,0.4840384581336118,250000000.0,3.5848458908387406,3.5525754670822707,0.032270423756469935,0.9909981001306253,True
CS_thermal,10200.0,1138.15,0.4840409433427111,247097841.4602353,5.11741503499762,5.117415033589056,1.408563932159268e-09,0.9999999997247508,False
CS_thermal,10320.0,1148.15,0.4840445180822387,243709605.11583683,7.259986321010154,7.259986322195108,0.0,1.0000000001632172,False
CS_thermal,10440.0,1158.15,0.48404962840689136,240396200.93947077,10.237521938446589,10.237521933685768,4.760821070703969e-09,0.9999999995349635,False
CS_thermal,10560.0,1168.15,0.4840568898509249,237165827.97124946,14.351386560978737,14.351386554101335,6.87740175919771e-09,0.9999999995207849,False
CS_thermal,10680.0,1178.15,0.4840671465073184,234030044.98403412,20.003047972668057,20.003047976338056,0.0,1.000000000183472,False
CS_thermal,10800.0,1188.15,0.48408154849616747,231004821.24392676,27.7244071720886,27.72440716361465,8.473950430243349e-09,0.9999999996943505,False
CS_thermal,10920.0,1198.15,0.4841016525264119,228111807.29483986,38.21638894953389,38.21638894161647,7.917421385172929e-09,0.9999999997928265,False
CS_thermal,11040.0,1208.15,0.48412955090287246,225379790.90089524,52.39775209412598,52.39775210936828,0.0,1.000000000290896,False
CS_thermal,11203.793720339927,1225.7500012537175,0.4841884024650571,221104825.7984916,90.1669867499097,90.16698677770617,0.0,1.0000000003082776,False
CS_thermal,11364.396309692242,1241.2780364950177,0.48427967532536886,218174172.42348695,143.66901076124734,143.66901071736604,4.388130037114024e-08,0.9999999996945667,False
CS_thermal,11514.03323170335,1254.8908771086794,0.4844078132633459,216475225.30484653,214.026177264766,214.02617719589563,6.88703778450872e-08,0.9999999996782152,False
CS_thermal,11653.459968285913,1267.1782205702934,0.4845795175348192,215808709.0424391,304.33950615428756,304.33950622629243,0.0,1.0000000002365939,False
CS_thermal,11785.123213589171,1278.5690429034844,0.4848043183742593,216040884.09582677,419.0614378105606,419.061437767064,4.3496640955709154e-08,0.9999999998962046,False
CS_thermal,11911.51276006952,1289.377703141202,0.4850954477003251,217083049.21308777,564.4166466394977,564.4166468958949,0.0,1.0000000004542695,False
CS_thermal,12034.8274302885,1299.8428282390896,0.48547111640823515,218876226.00875437,749.0098322332542,749.0098322393508,0.0,1.0000000000081395,False
CS_thermal,12156.965465793752,1310.1534414255352,0.48595635739578436,221381107.23947185,984.6987256261614,984.69872564078,0.0,1.000000000014846,False
CS_thermal,12279.58383510607,1320.4658315307702,0.48658567552924226,224571329.13125366,1287.838586842836,1287.8385874073726,0.0,1.0000000004383598,False
CS_thermal,12404.160421986786,1330.9144516243382,0.48740685863915867,228428553.08463764,1681.0434308319807,1681.0434315062064,0.0,1.0000000004010756,False
CS_thermal,12532.044124102958,1341.6190214382686,0.48848646243048743,232938304.19282302,2195.6539734045427,2195.653972920261,4.842818270844873e-07,0.9999999997794362,False
CS_thermal,12654.470213339919,1351.8520424473618,0.4897966793756755,237681887.578081,2817.790106648859,2817.79010626163,3.8722873796359636e-07,0.9999999998625771,False
CS_thermal,12783.153647411837,1362.5968138833728,0.49153148173484107,243015957.3234663,3638.0802889652346,3638.0802892449983,0.0,1.0000000000768987,False
CS_thermal,12909.304411896293,1373.1218997733263,0.49366451902054964,248494859.78093356,4641.103438883346,4641.103438671501,2.1184496290516108e-07,0.9999999999543546,False
CS_thermal,13034.03393500833,1383.5225284899789,0.49623698707295716,250000000.0,5863.576234767181,5539.659126010193,323.91710875698755,0.9447577560539981,True
CS_thermal,13158.131439605968,1393.8661462117225,0.4992205562470614,250000000.0,7351.573371670187,6429.377649407253,922.1957222629344,0.8745580468778722,True
CS_thermal,13282.174603088084,1404.202013090484,0.502671383641184,250000000.0,9155.778407594495,7421.833117554014,1733.9452900404804,0.8106173814121348,True
CS_thermal,13406.600662062681,1414.5672803559946,0.5066572429902605,250000000.0,11332.842240741385,8529.19020254633,2803.652038195056,0.75260821790001,True
CS_thermal,13531.787622489315,1424.9933926055032,0.5112560912739444,250000000.0,13945.60964492014,9764.538045801948,4181.071599118191,0.7001872484906962,True
CS_thermal,13658.359257099966,1435.5285448167506,0.5165707815531193,250000000.0,17068.592780174597,11147.407780969044,5921.184999205552,0.653094717563179,True
CS_thermal,13778.376140174027,1445.4953854089686,0.5222950637279159,250000000.0,20513.54034929986,12606.358059947417,7907.182289352442,0.6145383900238206,True
CS_thermal,13908.477144969944,1456.2240195549903,0.5293571802975185,250000000.0,24790.53702722517,14437.053452141019,10353.483575084152,0.5823614646300775,True
CS_thermal,14037.889044645937,1466.781326139027,0.5374503797362182,250000000.0,29581.967313073426,16691.677756169847,12890.289556903579,0.5642517814828747,True
CS_thermal,14166.474087014733,1477.2311428534908,0.5468247333767893,250000000.0,34849.164054743735,19505.91264889824,15343.251405845494,0.5597239755380319,True
