case,t_s,T_K,rho,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3,efficiency,stress_bound_hit
rate50_thermal,1299.4098196654525,1379.6276799505176,0.48538738176771634,197301319.79683727,5725.351881451368,5725.351884039292,0.0,1.0000000004520113,False
rate50_thermal,1329.6379564333563,1405.0896027548229,0.486585568585602,203173893.9915303,10355.339335429288,10355.339332777517,2.6517700462136418e-06,0.9999999997439224,False
rate50_thermal,1360.1511907113836,1430.6427645247518,0.48866011392856634,211841121.884565,18268.173650846365,18268.173651943736,0.0,1.0000000000600702,False
rate50_thermal,1390.4580101832605,1455.9500345440092,0.4920644530459618,222271868.02602035,31145.588785847627,31145.58878678377,0.0,1.000000000030057,False
rate50_thermal,1420.8751784378146,1481.3121364114036,0.4975141942973448,233681427.83340454,51494.12958455559,51494.12960390176,0.0,1.0000000003756968,False
rate50_thermal,1451.1835120592593,1506.563856067633,0.5058839328696623,245204079.72592223,81923.46355368228,81923.46356831999,0.0,1.0000000001786755,False
rate50_thermal,1481.9123482449745,1532.150226261721,0.5182820225235277,250000000.0,125796.13458843554,115873.68641093212,9922.448177503422,0.9211227895835872,True
rate50_thermal,1512.3713583712722,1557.3863344217161,0.5345401941251495,250000000.0,184409.5829281427,151260.02990098353,33149.553027159185,0.8202395314777309,True
rate50_thermal,1543.8415939113934,1583.0988558946556,0.5568893533132266,250000000.0,259201.23857490267,205031.54700478108,54169.69157012159,0.7910129910337296,True
rate50_thermal,1575.3688315170473,1609.143836232748,0.5877364025023164,250000000.0,341393.6138862241,282409.67391209124,58983.93997413287,0.8272260007951104,True
rate50_thermal,1606.2809522068617,1635.1211930021186,0.6283833517619536,250000000.0,410371.6727950854,369179.74368690635,41191.92910817906,0.8996228739970856,True
rate50_thermal,1636.9769183620729,1661.0164953709768,0.678606996672185,250000000.0,443926.3088121942,439793.32623632543,4132.98257586878,0.9906899354829244,True
rate50_thermal,1667.5113838034313,1686.670919704327,0.7333341058677088,243855658.37947828,436320.8142552664,436320.814142025,0.00011324137449264526,0.999999999740463,False
rate50_thermal,1697.7258823558097,1711.962631141279,0.7859055842314211,239049771.10197127,400607.6990110055,400607.69904841855,0.0,1.0000000000933906,False
rate50_thermal,1728.6970605100046,1737.8353459116965,0.8345661452791827,236827499.2163632,346163.84617381974,346163.8461208919,5.292781861498952e-05,0.9999999998471019,False
rate50_thermal,1759.4608636234027,1763.4857925056426,0.8754405059279425,238530498.38690215,286412.9697750648,286412.9697542487,2.0816107280552387e-05,0.9999999999273214,False
rate50_thermal,1770.0,1772.330674595893,0.8875606561695272,240278278.74374747,266224.5093411022,266224.5093002886,4.081358201801777e-05,0.9999999998466949,False
iso_1100C_40h,0.9327688552694177,1373.15,0.4840594051271092,178626069.9328702,4939.130114416928,4939.130116239256,0.0,1.000000000368957,False
iso_1100C_40h,608.3253458643064,1373.15,0.4964013542626915,250000000.0,4563.8032985362215,4078.0930100177466,485.71028851847495,0.8935733517099083,True
iso_1100C_40h,1216.2235821693755,1373.15,0.5045931120106592,250000000.0,4332.315215380934,2888.5793063417145,1443.7359090392197,0.6667518780919837,True
iso_1100C_40h,1833.8715987942892,1373.15,0.5109462217172291,250000000.0,4162.125598856542,2336.631153951099,1825.4944449054428,0.5614033258854658,True
iso_1100C_40h,2442.6289628644495,1373.15,0.5161825282970807,250000000.0,4027.594380874474,2010.7235954725227,2016.8707854019515,0.49923686581267723,True
iso_1100C_40h,3076.620224563612,1373.15,0.520950369851111,250000000.0,3909.6673770091274,1784.2885513344445,2125.378825674683,0.4563786069953129,True
iso_1100C_40h,3683.108392185205,1373.15,0.5250630508521081,250000000.0,3811.704747153225,1633.5623837365226,2178.142363416702,0.42856477405721155,True
iso_1100C_40h,4397.348654922847,1373.15,0.5295168524380005,250000000.0,3709.607340206831,1509.4969046888732,2200.1104355179577,0.4069155482652001,True
iso_1100C_40h,5086.19228275304,1373.15,0.5335294689720246,250000000.0,3620.8133942447266,1424.2462663795786,2196.567127865148,0.3933498115764304,True
iso_1100C_40h,5800.158885129606,1373.15,0.5374738802949779,250000000.0,3535.986091912912,1357.4323131154001,2178.5537787975118,0.38389073877297153,True
iso_1100C_40h,6462.005939260478,1373.15,0.5409781680270713,250000000.0,3462.3486871645905,1307.8511415117543,2154.4975456528364,0.3777352484341456,True
iso_1100C_40h,7256.814596440876,1373.15,0.5450294987711533,250000000.0,3378.9795009300237,1258.5572402548648,2120.422260675159,0.3724666692735076,True
iso_1100C_40h,8155.107770546195,1373.15,0.5494349355139378,250000000.0,3286.9908199205292,1210.2883715758019,2076.7024483447276,0.36820558312513435,True
iso_1100C_40h,8755.107770546194,1373.15,0.5522876370269851,250000000.0,3227.506869269251,1181.6487902466272,2045.858079022624,0.36611813331761167,True
iso_1100C_40h,9355.107770546194,1373.15,0.5550763998842263,250000000.0,3170.386221972768,1155.6235917861643,2014.7626301866037,0.3645056188350072,True
iso_1100C_40h,9955.107770546194,1373.15,0.5578065485867088,250000000.0,3115.4186096590483,1131.699131760622,1983.7194778984262,0.36325748592882523,True
iso_1100C_40h,10555.107770546194,1373.15,0.5604824344948977,250000000.0,3062.429499272266,1109.5012422755196,1952.9282569967465,0.36229446017913997,True
iso_1100C_40h,11155.107770546194,1373.15,0.563107685522164,250000000.0,3011.271170097881,1088.7497815018232,1922.521388596058,0.361558199179529,True
iso_1100C_40h,11755.107770546194,1373.15,0.5656853783056474,250000000.0,2961.816570718741,1069.2299699959551,1892.5866007227858,0.36100479029208965,True
iso_1100C_40h,12355.107770546194,1373.15,0.5682181603003236,250000000.0,2913.954957347648,1050.7737100467994,1863.1812473008486,0.3606005327560859,True
iso_1100C_40h,12955.107770546194,1373.15,0.5707083385247316,250000000.0,2867.5887121546857,1033.2470468819688,1834.341665272717,0.36031912195162547,True
iso_1100C_40h,13555.107770546194,1373.15,0.5731579454859055,250000000.0,2822.630966588829,1016.5415279318954,1806.0894386569335,0.36013972069483585,True
iso_1100C_40h,14155.107770546194,1373.15,0.5755687891039603,250000000.0,2779.00378839902,1000.5681068068877,1778.4356815921321,0.3600456073445346,True
iso_1100C_40h,14755.107770546194,1373.15,0.5779424911724749,250000000.0,2736.636772663427,985.2527513005743,1751.3840213628528,0.3600232084660906,True
iso_1100C_40h,15355.107770546194,1373.15,0.5802805174437542,250000000.0,2695.4659284490317,970.533218948241,1724.9327095007907,0.3600613937296862,True
iso_1100C_40h,15955.107770546194,1373.15,0.5825842014879697,250000000.0,2655.4327858725574,956.3566493121306,1699.0761365604267,0.3601509533211093,True
iso_1100C_40h,16555.107770546194,1373.15,0.5848547638503288,250000000.0,2616.4836702752914,942.677738400345,1673.8059318749465,0.36028420475529355,True
iso_1100C_40h,17155.107770546194,1373.15,0.5870933276063302,250000000.0,2578.5691050695946,929.4573351358285,1649.111769933766,0.36045469299561117,True
iso_1100C_40h,17755.107770546194,1373.15,0.5893009311218198,250000000.0,2541.643315059723,916.6613485958569,1624.9819664638662,0.36065695889130583,True
iso_1100C_40h,18355.107770546194,1373.15,0.5914785386180995,250000000.0,2505.663809237591,904.2598873473435,1601.4039218902476,0.3608863583428962,True
iso_1100C_40h,18955.107770546194,1373.15,0.5936270489946922,250000000.0,2470.591027194324,892.2265743849739,1578.36445280935,0.36113891962046535,True
iso_1100C_40h,19555.107770546194,1373.15,0.595747303255239,250000000.0,2436.388037014546,880.5379965239936,1555.8500404905526,0.36141122971649875,True
iso_1100C_40h,20155.107770546194,1373.15,0.5978400908032004,250000000.0,2403.0202752584714,869.1732578796067,1533.8470173788646,0.3617003430343997,True
iso_1100C_40h,20755.107770546194,1373.15,0.5999061548153675,250000000.0,2370.455321674432,858.1136147467719,1512.3417069276602,0.3620037074314572,True
iso_1100C_40h,21355.107770546194,1373.15,0.601946196856987,250000000.0,2338.6627028192047,847.3421747410082,1491.3205280781965,0.3623191038705823,True
iso_1100C_40h,21955.107770546194,1373.15,0.6039608808686519,250000000.0,2307.613719931809,836.8436471153182,1470.770072816491,0.36264459683488415,True
iso_1100C_40h,22555.107770546194,1373.15,0.6059508366292425,250000000.0,2277.2812973054934,826.6041341660084,1450.677163139485,0.36297849332186427,True
iso_1100C_40h,23155.107770546194,1373.15,0.6079166627791123,250000000.0,2247.6398481011765,816.6109558801978,1431.0288922209788,0.3633193087273644,True
iso_1100C_40h,23755.107770546194,1373.15,0.6098589294719978,250000000.0,2218.665155093621,806.8525016683317,1411.8126534252892,0.3636657383003273,True
iso_1100C_40h,24355.107770546194,1373.15,0.611778180711726,250000000.0,2190.334264275177,797.3181043128102,1393.0161599623666,0.3640166331309518,True
iso_1100C_40h,24955.107770546194,1373.15,0.6136749364199212,250000000.0,2162.6253895883037,787.9979322534043,1374.6274573348994,0.3643709798502895,True
iso_1100C_40h,25555.107770546194,1373.15,0.6155496942730211,250000000.0,2135.5178273365555,778.8828970968165,1356.6349302397389,0.36472788338566525,True
iso_1100C_40h,26155.107770546194,1373.15,0.6174029313405305,250000000.0,2108.991879049931,769.9645738363314,1339.0273052135994,0.36508655224561076,True
iso_1100C_40h,26755.107770546194,1373.15,0.6192351055512797,250000000.0,2083.0287817650533,761.2351317382789,1321.7936500267742,0.36544628590933187,True
iso_1100C_40h,27355.107770546194,1373.15,0.6210466570102291,250000000.0,2057.6106448329165,752.6872742248219,1304.9233706080945,0.3658064639755701,True
iso_1100C_40h,27955.107770546194,1373.15,0.6228380091849017,250000000.0,2032.7203924927683,744.3141863797384,1288.4062061130298,0.3661665367891401,True
iso_1100C_40h,28555.107770546194,1373.15,0.6246095699776628,250000000.0,2008.3417115560082,736.109488942158,1272.2322226138504,0.36652601731397616,True
iso_1100C_40h,29155.107770546194,1373.15,0.626361732697693,250000000.0,1984.4590036320087,728.0671978454641,1256.3918057865446,0.36688447406216834,True
iso_1100C_40h,29755.107770546194,1373.15,0.6280948769445285,250000000.0,1961.0573414023477,720.181688514498,1240.8756528878498,0.3672415249211926,True
iso_1100C_40h,30355.107770546194,1373.15,0.6298093694133828,250000000.0,1938.1224285129006,712.4476642613793,1225.6747642515213,0.36759683174815344,True
iso_1100C_40h,30955.107770546194,1373.15,0.6315055646310728,250000000.0,1915.6405627073204,704.8601282244848,1210.7804344828355,0.3679500956214489,True
iso_1100C_40h,31555.107770546194,1373.15,0.6331838056301936,250000000.0,1893.5986018711735,697.414358380934,1196.1842434902396,0.36830105265803365,True
iso_1100C_40h,32155.107770546194,1373.15,0.6348444245681961,250000000.0,1871.9839326959848,690.1058852339844,1181.8780474620003,0.36864947031896317,True
iso_1100C_40h,32755.107770546194,1373.15,0.6364877432971624,250000000.0,1850.7844417063527,682.930471835707,1167.8539698706459,0.3689951441379479,True
iso_1100C_40h,33355.107770546194,1373.15,0.6381140738893573,250000000.0,1829.9884884232206,675.8840958545711,1154.1043925686495,0.36933789481754364,True
iso_1100C_40h,33955.107770546194,1373.15,0.6397237191230105,250000000.0,1809.5848804618392,668.9629334388172,1140.6219470230221,0.3696775656459318,True
iso_1100C_40h,34555.107770546194,1373.15,0.6413169729322449,250000000.0,1789.5628503857308,662.1633446611743,1127.3995057245565,0.370014020194065,True
iso_1100C_40h,35155.107770546194,1373.15,0.6428941208246126,250000000.0,1769.9120341572952,655.4818603597826,1114.4301737975127,0.3703471402587959,True
iso_1100C_40h,35755.107770546194,1373.15,0.6444554402692962,250000000.0,1750.6224510431884,648.915170214967,1101.7072808282214,0.370676824022382,True
iso_1100C_40h,36355.107770546194,1373.15,0.6460012010586863,250000000.0,1731.6844848474439,642.4601119226047,1089.2243729248391,0.37100298440290264,True
iso_1100C_40h,36955.107770546194,1373.15,0.6475316656457492,250000000.0,1713.0888663588328,636.1136613428014,1076.9752050160314,0.3713255475735242,True
iso_1100C_40h,37555.107770546194,1373.15,0.6490470894593299,250000000.0,1694.8266569105233,629.8729235179702,1064.9537333925532,0.3716444516315061,True
iso_1100C_40h,38155.107770546194,1373.15,0.6505477211993108,250000000.0,1676.889232960596,623.7351244676028,1053.1541084929931,0.371959645400299,True
iso_1100C_40h,38755.107770546194,1373.15,0.6520338031133396,250000000.0,1659.2682716110244,617.6976036783707,1041.5706679326536,0.37227108735022874,True
iso_1100C_40h,39355.107770546194,1373.15,0.6535055712566671,250000000.0,1641.955736990991,611.7578072179904,1030.1979297730006,0.3725787446250428,True
iso_1100C_40h,39955.107770546194,1373.15,0.6549632557364762,250000000.0,1624.9438674374717,605.9132814097617,1019.03058602771,0.3728825921631889,True
iso_1100C_40h,40555.107770546194,1373.15,0.6564070809419462,250000000.0,1608.2251634126585,600.1616670120384,1008.0634964006201,0.3731826119039784,True
iso_1100C_40h,41155.107770546194,1373.15,0.6578372657611761,250000000.0,1591.792376103242,594.5006938532679,997.2916822499742,0.3734787920699962,True
iso_1100C_40h,41755.107770546194,1373.15,0.6592540237859765,250000000.0,1575.6384966519006,588.9281758788247,986.7103207730759,0.37377112651807354,True
iso_1100C_40h,42355.107770546194,1373.15,0.6606575635054543,250000000.0,1559.7567459757797,583.4420065707143,976.3147394050654,0.3740596141520225,True
iso_1100C_40h,42955.107770546194,1373.15,0.6620480884892159,250000000.0,1544.1405651308132,578.0401547054811,966.1004104253321,0.3743442583910824,True
iso_1100C_40h,43555.107770546194,1373.15,0.663425797560947,250000000.0,1528.7836061843934,572.7206604193984,956.062945764995,0.3746250666886861,True
iso_1100C_40h,44155.107770546194,1373.15,0.6647908849630573,250000000.0,1513.6797235621973,567.4816315532983,946.198092008899,0.37490205009671607,True
iso_1100C_40h,44755.107770546194,1373.15,0.6661435405130143,250000000.0,1498.8229658377938,562.3212402522884,936.5017255855055,0.3751752228709472,True
iso_1100C_40h,45355.107770546194,1373.15,0.667483949751938,250000000.0,1484.2075679364252,557.2377197981642,926.969848138261,0.37544460211378805,True
iso_1100C_40h,45955.107770546194,1373.15,0.6688122940859809,250000000.0,1469.8279437266033,552.2293616545783,917.598582072025,0.37571020745084993,True
iso_1100C_40h,46555.107770546194,1373.15,0.670128750920967,250000000.0,1455.6786789753096,547.2945127070177,908.3841662682919,0.37597206073820677,True
iso_1100C_40h,47155.107770546194,1373.15,0.6714334937907334,250000000.0,1441.7545246446273,542.431572681439,899.3229519631883,0.37623018579750317,True
iso_1100C_40h,47755.107770546194,1373.15,0.6727266924795717,250000000.0,1428.0503905091593,537.6389917269588,890.4113987822005,0.376484608176374,True
iso_1100C_40h,48355.107770546194,1373.15,0.6740085131391431,250000000.0,1414.5613390753374,532.9152681494189,881.6460709259185,0.37673535493184906,True
iso_1100C_40h,48955.107770546194,1373.15,0.6752791184002045,250000000.0,1401.2825797850753,528.2589462838912,873.0236335011841,0.3769824544346466,True
iso_1100C_40h,49555.107770546194,1373.15,0.6765386674794611,250000000.0,1388.2094634874834,523.6686144953039,864.5408489921795,0.37722593619246386,True
iso_1100C_40h,50155.107770546194,1373.15,0.6777873162818361,250000000.0,1375.337477163588,519.1429032973721,856.1945738662158,0.3774658306905304,True
iso_1100C_40h,50755.107770546194,1373.15,0.6790252174984222,250000000.0,1362.6622388900253,514.6804835809032,847.981755309122,0.3777021692478564,True
iso_1100C_40h,51355.107770546194,1373.15,0.6802525207003647,250000000.0,1350.1794930286537,510.2800649433611,839.8994280852926,0.3779349838877547,True
iso_1100C_40h,51955.107770546194,1373.15,0.6814693724289074,250000000.0,1337.8851056299684,505.9403941122856,831.9447115176828,0.37816430722132455,True
iso_1100C_40h,52555.107770546194,1373.15,0.6826759162818103,250000000.0,1325.7750600389136,501.66025345581147,824.1148065831021,0.37839017234272526,True
iso_1100C_40h,53155.107770546194,1373.15,0.6838722929963402,250000000.0,1313.8454526925184,497.43845957411935,816.406993118399,0.3786126127351569,True
iso_1100C_40h,53755.107770546194,1373.15,0.6850586405290163,250000000.0,1302.092489099421,493.27386196617357,808.8186271332474,0.37883166218656356,True
iso_1100C_40h,54355.107770546194,1373.15,0.6862350941322845,250000000.0,1290.5124799919845,489.16534176657296,801.3471382254115,0.3790473547141607,True
iso_1100C_40h,54955.107770546194,1373.15,0.6874017864282763,250000000.0,1279.1018376422844,485.1118105477817,793.9900270945027,0.3792597244969707,True
iso_1100C_40h,55555.107770546194,1373.15,0.6885588474798057,250000000.0,1267.857072333752,481.11220918337875,786.7448631503732,0.37946880581562137,True
iso_1100C_40h,56155.107770546194,1373.15,0.6897064048587394,250000000.0,1256.77478898081,477.1655067683319,779.6092822124781,0.3796746329987193,True
iso_1100C_40h,56755.107770546194,1373.15,0.690844583711873,250000000.0,1245.8516838892235,473.27069959261036,772.5809842966132,0.37987724037518084,True
iso_1100C_40h,57355.107770546194,1373.15,0.6919735068244346,250000000.0,1235.0845416503205,469.4268101647414,765.657731485579,0.3800766622319579,True
iso_1100C_40h,57955.107770546194,1373.15,0.6930932946813291,250000000.0,1224.4702321626994,465.63288628219163,758.8373458805078,0.38027293277663077,True
iso_1100C_40h,58555.107770546194,1373.15,0.6942040655262303,250000000.0,1214.0057077752967,461.8880001456706,752.1177076296261,0.38046608610440125,True
iso_1100C_40h,59155.107770546194,1373.15,0.6953059354186235,250000000.0,1203.6880005460969,458.19124751469604,745.4967530314009,0.38065615616905785,True
iso_1100C_40h,59755.107770546194,1373.15,0.6963990182888907,250000000.0,1193.5142196110469,454.54174690194,738.9724727091069,0.38084317675751705,True
iso_1100C_40h,60355.107770546194,1373.15,0.6974834259915283,250000000.0,1183.4815486580671,450.938638804076,732.5429098539912,0.3810271814675851,True
iso_1100C_40h,60955.107770546194,1373.15,0.6985592683565809,250000000.0,1173.5872435012773,447.3810849669928,726.2061585342844,0.381208203688613,True
iso_1100C_40h,61555.107770546194,1373.15,0.6996266532393701,250000000.0,1163.8286297508598,443.86826768341024,719.9603620674495,0.38138627658474844,True
iso_1100C_40h,62155.107770546194,1373.15,0.7006856865685944,250000000.0,1154.2031005741526,440.39938912106106,713.8037114530915,0.3815614330805268,True
iso_1100C_40h,62755.107770546194,1373.15,0.7017364723928667,250000000.0,1144.7081145439251,436.97367067973585,707.7344438641893,0.3817337058485298,True
iso_1100C_40h,63355.107770546194,1373.15,0.7027791129257588,250000000.0,1135.3411935698186,433.59035237560175,701.750841194217,0.38190312729891956,True
iso_1100C_40h,63955.107770546194,1373.15,0.7038137085894163,250000000.0,1126.0999209092856,430.2486922513178,695.8512286579678,0.3820697295706293,True
iso_1100C_40h,64555.107770546194,1373.15,0.7048403580567993,250000000.0,1116.981939254487,426.94796581056437,690.0339734439227,0.3822335445240273,True
iso_1100C_40h,65155.107770546194,1373.15,0.7058591582926106,250000000.0,1107.9849488917541,423.68746547569697,684.2974834160572,0.3823946037349011,True
iso_1100C_40h,65755.1077705462,1373.15,0.7068702045929598,250000000.0,1099.1067059304728,420.4665000673225,678.6402058631503,0.3825529384895959,True
iso_1100C_40h,66355.1077705462,1373.15,0.7078735906238172,250000000.0,1090.3450205983172,417.2843943046659,673.0606262936512,0.3827085797811823,True
iso_1100C_40h,66955.1077705462,1373.15,0.7088694084583027,250000000.0,1081.6977555999367,414.14048832567283,667.557267274264,0.3828615583065346,True
iso_1100C_40h,67555.1077705462,1373.15,0.7098577486128594,250000000.0,1073.1628245364086,411.03413722586293,662.1286873105457,0.3830119044641935,True
iso_1100C_40h,68155.1077705462,1373.15,0.7108387000823506,250000000.0,1064.7381903827602,407.9647106149976,656.7734797677626,0.3831596483529339,True
iso_1100C_40h,68755.1077705462,1373.15,0.7118123503741232,250000000.0,1056.4218640211345,404.9315921906951,651.4902718304395,0.38330481977093395,True
iso_1100C_40h,69355.1077705462,1373.15,0.7127787855410792,250000000.0,1048.2119028272052,401.93417932817727,646.277723499028,0.38344744821547305,True
iso_1100C_40h,69955.1077705462,1373.15,0.7137380902137875,250000000.0,1040.1064093075743,398.97188268536627,641.134526622208,0.3835875628830825,True
iso_1100C_40h,70555.1077705462,1373.15,0.7146903476316768,250000000.0,1032.1035297860092,396.0441258226229,636.0594039633863,0.38372519267009636,True
iso_1100C_40h,71155.1077705462,1373.15,0.7156356396733392,250000000.0,1024.2014531364825,393.15034483642523,631.0511083000573,0.38386036617352365,True
iso_1100C_40h,71755.1077705462,1373.15,0.7165740468859805,250000000.0,1016.3984095610352,390.28998800636145,626.1084215546738,0.38399311169221617,True
iso_1100C_40h,72355.1077705462,1373.15,0.7175056485140442,250000000.0,1008.6926694106146,387.4625154548164,621.2301539557982,0.38412345722826874,True
iso_1100C_40h,72955.1077705462,1373.15,0.7184305225270422,250000000.0,1001.0825420471064,384.6673988187866,616.4151432283197,0.38425143048862187,True
iso_1100C_40h,73555.1077705462,1373.15,0.7193487456466187,250000000.0,993.5663747448721,381.90412093327956,611.6622538115926,0.38437705888682566,True
iso_1100C_40h,74155.1077705462,1373.15,0.7202603933728726,250000000.0,986.1425516301532,379.17217552578575,606.9703761043675,0.38450036954494177,True
iso_1100C_40h,74755.1077705462,1373.15,0.7211655400099688,250000000.0,978.8094926568305,376.47106692133974,602.3384257354908,0.3846213892955471,True
iso_1100C_40h,75355.1077705462,1373.15,0.7220642586910565,250000000.0,971.5656526170391,373.8003097577117,597.7653428593273,0.38474014468382217,True
iso_1100C_40h,75955.1077705462,1373.15,0.7229566214025239,250000000.0,964.409520185253,371.15942871029836,593.2500914749546,0.384856661969702,True
iso_1100C_40h,76555.1077705462,1373.15,0.723842699007609,250000000.0,957.3396169944843,368.5479582262965,588.7916587681879,0.384970967130069,True
iso_1100C_40h,77155.1077705462,1373.15,0.7247225612693873,250000000.0,950.3544967433095,365.96544226777445,584.389054475535,0.3850830858609823,True
iso_1100C_40h,77755.1077705462,1373.15,0.7255962768731598,250000000.0,943.4527443325318,363.4114340632698,580.041310269262,0.38519304357991335,True
iso_1100C_40h,78355.1077705462,1373.15,0.7264639134482586,250000000.0,936.6329750302637,360.885495867561,575.7474791627026,0.385300865427998,True
iso_1100C_40h,78955.1077705462,1373.15,0.7273255375892902,250000000.0,929.8938336643544,358.38719872928107,571.5066349350733,0.38540657627227703,True
iso_1100C_40h,79555.1077705462,1373.15,0.7281812148768358,250000000.0,923.233993841072,355.91612226605434,567.3178715750176,0.3855102007079288,True
iso_1100C_40h,80155.1077705462,1373.15,0.7290310098976232,250000000.0,916.652157189022,353.47185444685744,563.1803027421645,0.385611763060487,True
iso_1100C_40h,80755.1077705462,1373.15,0.7298749862641893,250000000.0,910.1470526273421,351.05399138131475,559.0930612460273,0.3857112873880317,True
iso_1100C_40h,81355.1077705462,1373.15,0.7307132066340514,250000000.0,903.7174356572141,348.66213711565723,555.0552985415568,0.3858087974833619,True
iso_1100C_40h,81955.1077705462,1373.15,0.7315457327283961,250000000.0,897.3620876758399,346.2959034350844,551.0661842407555,0.38590431687613175,True
iso_1100C_40h,82555.1077705462,1373.15,0.7323726253503083,250000000.0,891.0798153119936,343.9549096722802,547.1249056397133,0.38599786883496107,True
iso_1100C_40h,83155.1077705462,1373.15,0.733193944402551,250000000.0,884.8694497823551,341.63878252184844,543.2306672605066,0.38608947636951285,True
iso_1100C_40h,83755.1077705462,1373.15,0.7340097489049076,250000000.0,878.7298462678312,339.34715586044246,539.3826904073887,0.3861791622325431,True
iso_1100C_40h,84355.1077705462,1373.15,0.7348200970111053,250000000.0,872.6598833091424,337.07967057237175,535.5802127367706,0.3862669489219092,True
iso_1100C_40h,84955.1077705462,1373.15,0.7356250460253282,250000000.0,866.6584622209331,334.8359743804843,531.8224878404487,0.38635285868255465,True
iso_1100C_40h,85555.1077705462,1373.15,0.7364246524183333,250000000.0,860.7245065237337,332.6157216821241,528.1087848416096,0.38643691350846016,True
iso_1100C_40h,86155.1077705462,1373.15,0.7372189718431825,250000000.0,854.8569613931309,330.4185733899824,524.4383880031485,0.38651913514456343,True
iso_1100C_40h,86755.1077705462,1373.15,0.7380080591506006,250000000.0,849.0547931255012,328.24419677765826,520.8105963478429,0.38659954508865196,True
iso_1100C_40h,87355.1077705462,1373.15,0.7387919684039712,250000000.0,843.3169886197147,326.0922653297603,517.2247232899545,0.38667816459322907,True
iso_1100C_40h,87955.1077705462,1373.15,0.7395707528939799,250000000.0,837.642554874247,323.96245859638805,513.680096277859,0.3867550146673525,True
iso_1100C_40h,88555.1077705462,1373.15,0.7403444651529172,250000000.0,832.0305184991244,321.8544620518304,510.17605644729394,0.3868301160784514,True
iso_1100C_40h,89155.1077705462,1373.15,0.7411131569686489,250000000.0,826.4799252421888,319.7679669573391,506.71195828484963,0.3869034893541249,True
iso_1100C_40h,89755.1077705462,1373.15,0.7418768793982637,250000000.0,820.9898395291972,317.7026702278281,503.2871693013691,0.3869751547839095,True
iso_1100C_40h,90355.1077705462,1373.15,0.7426356827814092,250000000.0,815.559344017205,315.65827430236243,499.9010697148426,0.3870451324210483,True
iso_1100C_40h,90955.1077705462,1373.15,0.743389616753322,250000000.0,810.1875391608661,313.6344870183092,496.5530521425569,0.3871134420842231,True
iso_1100C_40h,91555.1077705462,1373.15,0.7441387302575634,250000000.0,804.873542791103,311.63102148901834,493.24252130208464,0.3871801033592914,True
iso_1100C_40h,92155.1077705462,1373.15,0.7448830715584668,250000000.0,799.6164897057981,309.64759598491736,489.96889372088077,0.38724513560099993,True
iso_1100C_40h,92755.1077705462,1373.15,0.7456226882533067,250000000.0,794.4155312720518,307.68393381790185,486.73159745414995,0.3873085579346936,True
iso_1100C_40h,93355.1077705462,1373.15,0.7463576272841947,250000000.0,789.2698350396215,305.7397632289091,483.5300718107124,0.3873703892580171,True
iso_1100C_40h,93955.1077705462,1373.15,0.7470879349497128,250000000.0,784.1785843651778,303.81481727857295,480.36376708660487,0.3874306482426098,True
iso_1100C_40h,94555.1077705462,1373.15,0.7478136569162877,250000000.0,779.1409780470102,301.9088337408518,477.23214430615843,0.3874893533357911,True
iso_1100C_40h,95155.1077705462,1373.15,0.7485348382293169,250000000.0,774.1562299698053,300.0215549995346,474.1346749702707,0.38754652276225493,True
iso_1100C_40h,95755.1077705462,1373.15,0.7492515233240501,250000000.0,769.2235687592112,298.1527279475301,471.0708408116811,0.3876021745257527,True
iso_1100C_40h,96355.1077705462,1373.15,0.7499637560362349,250000000.0,764.3422374458385,296.3021038888481,468.0401335569904,0.3876563264107777,True
iso_1100C_40h,96955.1077705462,1373.15,0.7506715796125306,250000000.0,759.5114931383721,294.4694384431839,465.0420546951882,0.3877089959842593,True
iso_1100C_40h,97555.1077705462,1373.15,0.7513750367206984,250000000.0,754.730606705549,292.6544914530255,462.0761152525235,0.38776020059724686,True
iso_1100C_40h,98155.1077705462,1373.15,0.7520741694595733,250000000.0,749.9988624666631,290.85702689320146,459.14183557346166,0.3878099573866085,True
iso_1100C_40h,98755.1077705462,1373.15,0.7527690193688225,250000000.0,745.3155578903395,289.07681278278744,456.23874510755206,0.3878582832767328,True
iso_1100C_40h,99355.1077705462,1373.15,0.7534596274384967,250000000.0,740.6800033013462,287.3136210993054,453.3663822020408,0.3879051949812281,True
iso_1100C_40h,99955.1077705462,1373.15,0.7541460341183803,250000000.0,736.0915215951344,285.5672276951372,450.5242938999972,0.38795070900464074,True
iso_1100C_40h,100555.1077705462,1373.15,0.7548282793271432,250000000.0,731.5494479599078,283.8374122160839,447.71203574382383,0.38799484164416936,True
iso_1100C_40h,101155.1077705462,1373.15,0.7555064024613024,250000000.0,727.0531296059628,282.12395802200683,444.92917158395596,0.38803760899139256,True
iso_1100C_40h,101755.1077705462,1373.15,0.756180442403996,250000000.0,722.6019255020752,280.42665210948525,442.17527339259,0.3880790269340071,True
iso_1100C_40h,102355.1077705462,1373.15,0.7568504375335756,250000000.0,718.1952061187311,278.74528503642784,439.44992108230326,0.3881191111575674,True
iso_1100C_40h,102955.1077705462,1373.15,0.7575164257320208,250000000.0,713.8323531779708,277.07965084857926,436.7527023293916,0.38815787714723893,True
