case,t_s,T_K,rho,bin,radius_m,phi_open,phi_iso,phi_closed
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,6,3.167299598084116e-08,0.08973229480175283,5.5535430641239156e-11,3.336933074395532e-12
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,7,3.970055075686648e-08,0.052853035112394094,2.0513520683732662e-11,7.863426443091081e-13
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,8,4.976269789419122e-08,0.021233159172593375,5.2141132164319406e-12,1.2733343875186376e-13
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,9,6.237510700730634e-08,0.005920268964853373,9.23095475659655e-13,1.435348462052534e-14
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,10,7.818414472715056e-08,0.0011537408359566224,1.1438673972358265e-13,1.1322380057821516e-15
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,11,9.8e-08,0.00015759886746165172,9.941102667243368e-15,6.263377310179387e-17
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,0,8.166666666666667e-09,1.985246341309088e-17,8.288227678993724e-14,3.1310137807923037e-14
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,1,1.0236517085738568e-08,1.7674367738274473e-07,1.3224132762709928e-12,4.418117780774397e-13
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,2,1.2830973311830731e-08,0.0004559896784069686,1.8929489348064863e-11,6.4201988947501535e-12
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,3,1.6082997248964597e-08,0.012797915231227166,1.0855073773317591e-10,2.859473902675611e-11
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,4,2.0159250138234185e-08,0.055424209271676864,2.1346174396890535e-10,3.800149820639075e-11
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,5,2.526863369090349e-08,0.09345836513695518,2.0313363445441174e-10,2.3498558908359204e-11
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,6,3.167299598084116e-08,0.08747986767988986,1.1554621139060278e-10,8.574377866158281e-12
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,7,3.970055075686648e-08,0.05231214758328205,4.317775510925732e-11,2.045653210650996e-12
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,8,4.976269789419122e-08,0.02114493122155824,1.102670600010908e-11,3.3291963664903774e-13
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,9,6.237510700730634e-08,0.005910298609349058,1.955876140033376e-12,3.760420504388057e-14
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,10,7.818414472715056e-08,0.0011529540429034903,2.42552855187326e-13,2.9687529583903548e-15
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,11,9.8e-08,0.0001575553850094271,2.1086345987341004e-14,1.6428184569138104e-16
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,0,8.166666666666667e-09,1.845680030849998e-23,8.288227355139504e-14,3.1257798863708453e-14
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,1,1.0236517085738568e-08,4.762676210342537e-09,1.323144280247357e-12,4.422359666165582e-13
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,2,1.2830973311830731e-08,0.0001229695459344995,2.1360175656099482e-11,8.011254846762671e-12
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,3,1.6082997248964597e-08,0.007682454973594548,1.694586139752579e-10,5.440082677206423e-11
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,4,2.0159250138234185e-08,0.045214788848020195,4.0728287288972836e-10,9.059090374563375e-11
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,5,2.526863369090349e-08,0.0861037508916983,4.2381445316406617e-10,6.170050929358799e-11
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,6,3.167299598084116e-08,0.08463038779719916,2.502227049391554e-10,2.3427306283381266e-11
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,7,3.970055075686648e-08,0.051615934735894126,9.494012147380388e-11,5.680501475446825e-12
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,8,4.976269789419122e-08,0.021030562471337694,2.4396444506269228e-11,9.30570598967751e-13
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,9,6.237510700730634e-08,0.0058973361978202484,4.3382397557674075e-12,1.053910186750627e-13
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,10,7.818414472715056e-08,0.0011519298112390264,5.385435387279527e-13,8.329329059240291e-15
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,11,9.8e-08,0.00015749873975604142,4.683762492267215e-14,4.611215009932959e-16
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,0,8.166666666666667e-09,1.0624059282995239e-33,8.28822637989209e-14,3.1191757335948e-14
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,1,1.0236517085738568e-08,3.827068547738894e-11,1.3231792816292599e-12,4.4190111840657687e-13
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,2,1.2830973311830731e-08,2.230096834016575e-05,2.2663415649067113e-11,9.10126979293598e-12
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,3,1.6082997248964597e-08,0.003970779967873154,2.487348291303517e-10,9.767699629593708e-11
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,4,2.0159250138234185e-08,0.034772927315933705,7.644968732374684e-10,2.1580525360507835e-10
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,5,2.526863369090349e-08,0.07747440358785596,8.912185793192914e-10,1.6633843310252817e-10
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,6,3.167299598084116e-08,0.08109670894736679,5.519093083566017e-10,6.6472874118248e-11
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,7,3.970055075686648e-08,0.05073298706762728,2.1354818015528042e-10,1.6457782640310385e-11
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,8,4.976269789419122e-08,0.020884190464592063,5.5313864902556685e-11,2.7190310141797354e-12
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,9,6.237510700730634e-08,0.005880684172094074,9.867917623114496e-12,3.090013947192007e-13
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,10,7.818414472715056e-08,0.0011506119180884442,1.226597212648181e-12,2.4455204868745523e-14
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,11,9.8e-08,0.0001574257936507238,1.0673493237306628e-13,1.3546324399576601e-15
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,0,8.166666666666667e-09,0.0,8.288223401138469e-14,3.1106521357810376e-14
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,1,1.0236517085738568e-08,5.97133805535851e-14,1.3231795852472158e-12,4.414123887708551e-13
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,2,1.2830973311830731e-08,2.432351486038027e-06,2.3115484629725134e-11,9.594551737551699e-12
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,3,1.6082997248964597e-08,0.0016991410850031657,3.3490147243695746e-10,1.6001650020895645e-10
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,4,2.0159250138234185e-08,0.024833535332268977,1.371092385082414e-09,4.98778207638692e-10
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,5,2.526863369090349e-08,0.0676753797956966,1.8397326024046145e-09,4.4937621526974287e-10
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,6,3.167299598084116e-08,0.07678844953857493,1.2096712609087107e-09,1.9164694880228638e-10
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,7,3.970055075686648e-08,0.04962509923813839,4.797547265250961e-10,4.8727461732298405e-11
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,8,4.976269789419122e-08,0.020698372424692184,1.2552451068721344e-10,8.137833722607448e-12
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,9,6.237510700730634e-08,0.005859443266626978,2.2485100121457188e-11,9.288766329529303e-13
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,10,7.818414472715056e-08,0.0011489274570457638,2.7995662421120406e-12,7.36444425288789e-14
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,11,9.8e-08,0.00015733246853040243,2.437736922820696e-13,4.082277115391347e-15
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,0,8.166666666666667e-09,0.0,8.288214323429956e-14,3.099378087485371e-14
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,1,1.0236517085738568e-08,9.395012174955551e-18,1.3231789994852168e-12,4.4076370823672557e-13
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,2,1.2830973311830731e-08,1.372337373314338e-07,2.3203946453767142e-11,9.721102003292618e-12
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,3,1.6082997248964597e-08,0.0005718241564755943,4.0780502292936026e-10,2.3274891040402226e-10
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,4,2.0159250138234185e-08,0.016150936546331256,2.277739712513224e-09,1.0858985706957846e-09
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,5,2.526863369090349e-08,0.05694957868423768,3.6185974087934336e-09,1.1880919807511984e-09
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,6,3.167299598084116e-08,0.07162440678348146,2.561241381702032e-09,5.499462887877547e-10
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,7,3.970055075686648e-08,0.04824748311850745,1.0473197130978615e-09,1.4460663327254205e-10
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,8,4.976269789419122e-08,0.02046384955071904,2.77468882795218e-10,2.4482896972299913e-11
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,9,6.237510700730634e-08,0.005832471637828865,4.995578312850856e-11,2.8101018812048346e-12
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,10,7.818414472715056e-08,0.001146783131481682,6.2326973352330525e-12,2.2329591829783375e-13
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,11,9.8e-08,0.0001572135301298224,5.431684479879666e-13,1.2389078355995594e-14
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,0,8.166666666666667e-09,0.0,8.2881901627999e-14,3.085317373709607e-14
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,1,1.0236517085738568e-08,1.3567994063962977e-22,1.3231774369256242e-12,4.399528208692425e-13
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,2,1.2830973311830731e-08,4.365143301290446e-09,2.3212046685365878e-11,9.73106929833311e-12
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,3,1.6082997248964597e-08,0.00015764701331415156,4.498787238131499e-10,2.929725073703597e-10
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,4,2.0159250138234185e-08,0.009731136281014876,3.3281739219056188e-09,2.0678349334546385e-09
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,5,2.526863369090349e-08,0.046493262787490636,6.3333664302841e-09,2.8190876505167357e-09
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,6,3.167299598084116e-08,0.06599947165140437,4.864973840052494e-09,1.4342464370677632e-09
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,7,3.970055075686648e-08,0.04667819802632051,2.0588463043706977e-09,3.92118259786037e-10
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,8,4.976269789419122e-08,0.020191809469250394,5.531956990945849e-10,6.74514497565057e-11
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,9,6.237510700730634e-08,0.005800953778251422,1.0017088778780006e-10,7.792056064119641e-12
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,10,7.818414472715056e-08,0.0011442697538398133,1.2526876730128753e-11,6.207926608415167e-13
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,11,9.8e-08,0.0001570739381566278,1.0927255730225894e-12,3.447981973123567e-14
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,0,8.166666666666667e-09,0.0,8.288124607598586e-14,3.0660640206300604e-14
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,1,1.0236517085738568e-08,1.8306621033067751e-29,1.3231731972079756e-12,4.3883914293912085e-13
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,2,1.2830973311830731e-08,4.961582948770057e-11,2.3212392170976783e-11,9.72224135668207e-12
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,3,1.6082997248964597e-08,3.043400300538084e-05,4.681864352123926e-10,3.319100127321232e-10
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,4,2.0159250138234185e-08,0.005114958816693134,4.397517310461942e-09,3.571858614049559e-09
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,5,2.526863369090349e-08,0.035956990683327174,1.0205466225621062e-08,6.334515360195175e-09
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,6,3.167299598084116e-08,0.05950846336148508,8.627607432643252e-09,3.620528235694968e-09
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,7,3.970055075686648e-08,0.044765372908161793,3.803842537428732e-09,1.0388909212209253e-09
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,8,4.976269789419122e-08,0.019852784362204043,1.0394978691909733e-09,1.8227587384285166e-10
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,9,6.237510700730634e-08,0.005761320267240592,1.8953269952533225e-10,2.1226543658180578e-11
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,10,7.818414472715056e-08,0.0011410975547135407,2.3768579927566434e-11,1.696637263350388e-12
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,11,9.8e-08,0.00015689748210156554,2.0757037650762272e-12,9.435847971074911e-14
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,0,8.166666666666667e-09,0.0,8.287971638699274e-14,3.0411787706535135e-14
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,1,1.0236517085738568e-08,3.24798038233833e-39,1.3231633040207976e-12,4.373939951504722e-13
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,2,1.2830973311830731e-08,2.1352012873306174e-13,2.3212327513626986e-11,9.709267575307536e-12
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,3,1.6082997248964597e-08,4.29312305837977e-06,4.730623511435674e-10,3.476202671014126e-10
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,4,2.0159250138234185e-08,0.0023905619369950855,5.2115372349320775e-09,5.329234526349749e-09
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,5,2.526863369090349e-08,0.026553487154470503,1.4654438146017997e-08,1.2549279881050424e-08
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,6,3.167299598084116e-08,0.0526731295671252,1.3724659865570375e-08,8.181494988428917e-09
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,7,3.970055075686648e-08,0.04261219893809958,6.3298957895667115e-09,2.4812611842383275e-09
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,8,4.976269789419122e-08,0.019460732127596355,1.7626077607213254e-09,4.4534561153126135e-10
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,9,6.237510700730634e-08,0.005714984235400208,3.2386022930092526e-10,5.234352399201238e-11
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,10,7.818414472715056e-08,0.0011373723824872352,4.074141158329556e-11,4.199546007546291e-12
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,11,9.8e-08,0.0001566898857206786,3.5624582220490052e-12,2.339132767498828e-13
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,0,8.166666666666667e-09,0.0,8.287651770983111e-14,3.008837218486255e-14
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,1,1.0236517085738568e-08,0.0,1.3231426163940053e-12,4.3550606702664874e-13
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,2,1.2830973311830731e-08,2.694867273034578e-16,2.3212180519100972e-11,9.692230951625682e-12
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,3,1.6082997248964597e-08,4.1606393794145385e-07,4.739257561019132e-10,3.5157566170341556e-10
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,4,2.0159250138234185e-08,0.0009728690359920947,5.715979358630875e-09,6.95572004777452e-09
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,5,2.526863369090349e-08,0.018576597267760245,1.9142397596676714e-08,2.1924975415396705e-08
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,6,3.167299598084116e-08,0.045626335553117146,1.9969868979452692e-08,1.654234334614245e-08
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,7,3.970055075686648e-08,0.04021110627092838,9.676993195887826e-09,5.341049328980005e-09
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,8,4.976269789419122e-08,0.019009446564226068,2.7515429413525847e-09,9.837287339411285e-10
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,9,6.237510700730634e-08,0.0056609582807539745,5.099350300130472e-10,1.1684762107937892e-10
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,10,7.818414472715056e-08,0.0011330063219871017,6.437488716362728e-11,9.414971863787193e-12
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,11,9.8e-08,0.00015644605824261006,5.63700894592779e-12,5.253221178015666e-13
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,0,8.166666666666667e-09,0.0,8.287051313285544e-14,2.9666744042189424e-14
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,1,1.0236517085738568e-08,0.0,1.3231037801958781e-12,4.3302763759037874e-13
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,2,1.2830973311830731e-08,6.880830532966741e-20,2.321190451223099e-11,9.669776303356157e-12
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,3,1.6082997248964597e-08,2.5575972335629918e-08,4.740223682810755e-10,3.51924083253796e-10
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,4,2.0159250138234185e-08,0.00033580154085410943,5.972827195492982e-09,8.12320571327916e-09
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,5,2.526863369090349e-08,0.01219094259001658,2.321026417302365e-08,3.391204315562252e-08
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,6,3.167299598084116e-08,0.03852804351974169,2.7090613984994107e-08,2.9987377697607806e-08
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,7,3.970055075686648e-08,0.03755830450999936,1.3862335527595256e-08,1.0384144140038985e-08
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,8,4.976269789419122e-08,0.01849189593701197,4.03511546565037e-09,1.9691692732756708e-09
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,9,6.237510700730634e-08,0.005598057471878943,7.551179934031803e-10,2.3670657938188703e-10
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,10,7.818414472715056e-08,0.0011278919550086399,9.570645773341539e-11,1.9165370845400574e-11
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,11,9.8e-08,0.00015615973913388177,8.394109111593229e-12,1.0714674926086081e-12
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,0,8.166666666666667e-09,0.0,8.28602892621324e-14,2.9116823443459064e-14
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,1,1.0236517085738568e-08,0.0,1.3230376508138337e-12,4.297644213155099e-13
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,2,1.2830973311830731e-08,1.9798250080721903e-24,2.3211434523146375e-11,9.640065240199998e-12
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,3,1.6082997248964597e-08,8.952096514586064e-10,4.740253804291026e-10,3.5154530603407163e-10
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,4,2.0159250138234185e-08,9.49915600039506e-05,6.079916175795086e-09,8.759905942830626e-09
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,5,2.526863369090349e-08,0.0074099784160476705,2.656988583744644e-08,4.688855101956672e-08
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,6,3.167299598084116e-08,0.03155840775117865,3.4803016518907116e-08,4.906572896903881e-08
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,7,3.970055075686648e-08,0.03465389719486725,1.8917021598837732e-08,1.8361751322720674e-08
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,8,4.976269789419122e-08,0.017899802218994586,5.654978148138549e-09,3.597929808147827e-09
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,9,6.237510700730634e-08,0.005524808029432661,1.0700898301652902e-09,4.3835887420615035e-10
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,10,7.818414472715056e-08,0.0011218933484135626,1.362470625840167e-10,3.568782041507963e-11
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,11,9.8e-08,0.00015582295595221727,1.1971996981105495e-11,1.999628857899538e-12
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,0,8.166666666666667e-09,0.0,8.284558359732502e-14,2.8459476159285215e-14
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,1,1.0236517085738568e-08,0.0,1.3229425242042053e-12,4.2581583908663785e-13
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,2,1.2830973311830731e-08,7.118559865311949e-30,2.321075842333092e-11,9.603903375672986e-12
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,3,1.6082997248964597e-08,2.1147186681824736e-11,4.740200531711468e-10,3.510091057508253e-10
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,4,2.0159250138234185e-08,2.36663659477973e-05,6.114424960574524e-09,9.00627150136339e-09
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,5,2.526863369090349e-08,0.004295853131053524,2.895178360172613e-08,5.805190489157336e-08
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,6,3.167299598084116e-08,0.025374553039210088,4.225070740295831e-08,7.139615267406217e-08
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,7,3.970055075686648e-08,0.03173793373523937,2.4440272770984638e-08,2.892167274875252e-08
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,8,4.976269789419122e-08,0.017275015252998585,7.515376003365267e-09,5.863478272035683e-09
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,9,6.237510700730634e-08,0.0054459457933440664,1.4391870743182098e-09,7.245263683525759e-10
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,10,7.818414472715056e-08,0.0011153826350539246,1.8414279236304668e-10,5.93259236589093e-11
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,11,9.8e-08,0.0001554562452447375,1.6212970740977255e-11,3.331883675265291e-12
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,0,8.166666666666667e-09,0.0,8.28242710001588e-14,2.7628080852999112e-14
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,1,1.0236517085738568e-08,0.0,1.3228046417198135e-12,4.2074305279112643e-13
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,2,1.2830973311830731e-08,3.6331239730087995e-37,2.3209778391167758e-11,9.557118237693943e-12
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,3,1.6082997248964597e-08,2.327546323826126e-13,4.740119518846136e-10,3.5030914358339454e-10
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,4,2.0159250138234185e-08,4.578450746494643e-06,6.12439585027475e-09,9.082472306215629e-09
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,5,2.526863369090349e-08,0.0022637817338260783,3.06375828401647e-08,6.706455019975518e-08
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,6,3.167299598084116e-08,0.019649231118737696,4.973362885770283e-08,9.699389526347012e-08
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,7,3.970055075686648e-08,0.02863258757445587,3.082476963940004e-08,4.28458785023786e-08
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,8,4.976269789419122e-08,0.016571062275297758,9.790872982168587e-09,9.02417720718295e-09
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,9,6.237510700730634e-08,0.005355046963047742,1.901067884679924e-09,1.1329701697180147e-09
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,10,7.818414472715056e-08,0.0011078092028630837,2.446350423737269e-10,9.337706503585428e-11
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,11,9.8e-08,0.0001550281298504551,2.1589396186128786e-11,5.258204750046885e-12
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,0,8.166666666666667e-09,0.0,8.279709848915237e-14,2.6680949905822853e-14
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,1,1.0236517085738568e-08,0.0,1.3226288181290825e-12,4.148508192516296e-13
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,2,1.2830973311830731e-08,8.322534494166764e-47,2.3208528596652875e-11,9.502316176411614e-12
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,3,1.6082997248964597e-08,1.5883999734735097e-15,4.740016116530878e-10,3.4948587910725684e-10
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,4,2.0159250138234185e-08,7.735559254541529e-07,6.126514387367448e-09,9.093652268171389e-09
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,5,2.526863369090349e-08,0.0011367693574425033,3.165602144321934e-08,7.301067848134674e-08
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,6,3.167299598084116e-08,0.014935545638877485,5.644681483278907e-08,1.2209605963162044e-07
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,7,3.970055075686648e-08,0.02564120354271868,3.7527402361963845e-08,5.882066738797671e-08
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,8,4.976269789419122e-08,0.01584878476497437,1.2335574727281039e-08,1.2886364292393307e-08
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,9,6.237510700730634e-08,0.005259380925689301,2.4309398084533713e-09,1.6449332013029664e-09
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,10,7.818414472715056e-08,0.0010997567144592666,3.1475191284048725e-10,1.365001423368421e-10
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,11,9.8e-08,0.0001545710934170769,2.7847324352160823e-11,7.707926834382315e-12
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,0,8.166666666666667e-09,0.0,8.276083970434895e-14,2.5546559211323985e-14
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,1,1.0236517085738568e-08,0.0,1.3223941476830564e-12,4.076242353997612e-13
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,2,1.2830973311830731e-08,0.0,2.320686035300442e-11,9.434420132106554e-12
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,3,1.6082997248964597e-08,4.3140189481360766e-18,4.739878087437829e-10,3.484611995676139e-10
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,4,2.0159250138234185e-08,9.89710456527191e-08,6.126864109286055e-09,9.086876647606118e-09
