case,t_s,rho,bin,radius_m,tau_remove_s
CS_thermal,13658.359257099966,0.5165707815531193,10,7.818414472715056e-08,2586738.3945278255
CS_thermal,13658.359257099966,0.5165707815531193,11,9.8e-08,6399922.62666862
CS_thermal,13778.376140174027,0.5222950637279159,0,8.166666666666667e-09,256.93273344807295
CS_thermal,13778.376140174027,0.5222950637279159,1,1.0236517085738568e-08,634.2653132026226
CS_thermal,13778.376140174027,0.5222950637279159,2,1.2830973311830731e-08,1565.8620105649914
CS_thermal,13778.376140174027,0.5222950637279159,3,1.6082997248964597e-08,3865.978984361752
CS_thermal,13778.376140174027,0.5222950637279159,4,2.0159250138234185e-08,9545.218583295115
CS_thermal,13778.376140174027,0.5222950637279159,5,2.526863369090349e-08,23569.01554226438
CS_thermal,13778.376140174027,0.5222950637279159,6,3.167299598084116e-08,58202.57354122821
CS_thermal,13778.376140174027,0.5222950637279159,7,3.970055075686648e-08,143750.86553731211
CS_thermal,13778.376140174027,0.5222950637279159,8,4.976269789419122e-08,355121.6192863569
CS_thermal,13778.376140174027,0.5222950637279159,9,6.237510700730634e-08,877577.1685744593
CS_thermal,13778.376140174027,0.5222950637279159,10,7.818414472715056e-08,2169683.0538638374
CS_thermal,13778.376140174027,0.5222950637279159,11,9.8e-08,5370044.728357193
CS_thermal,13908.477144969944,0.5293571802975185,0,8.166666666666667e-09,210.58778020116375
CS_thermal,13908.477144969944,0.5293571802975185,1,1.0236517085738568e-08,519.8526702034973
CS_thermal,13908.477144969944,0.5293571802975185,2,1.2830973311830731e-08,1283.4108237181872
CS_thermal,13908.477144969944,0.5293571802975185,3,1.6082997248964597e-08,3168.7103352939553
CS_thermal,13908.477144969944,0.5293571802975185,4,2.0159250138234185e-08,7823.903822974301
CS_thermal,13908.477144969944,0.5293571802975185,5,2.526863369090349e-08,19319.530027080375
CS_thermal,13908.477144969944,0.5293571802975185,6,3.167299598084116e-08,47711.10012469602
CS_thermal,13908.477144969944,0.5293571802975185,7,3.970055075686648e-08,117846.69196555107
CS_thermal,13908.477144969944,0.5293571802975185,8,4.976269789419122e-08,291155.6611225069
CS_thermal,13908.477144969944,0.5293571802975185,9,6.237510700730634e-08,719600.6638458442
CS_thermal,13908.477144969944,0.5293571802975185,10,7.818414472715056e-08,1779447.2955794164
CS_thermal,13908.477144969944,0.5293571802975185,11,9.8e-08,4405614.579419596
CS_thermal,14037.889044645937,0.5374503797362182,0,8.166666666666667e-09,169.97203433763514
CS_thermal,14037.889044645937,0.5374503797362182,1,1.0236517085738568e-08,419.58433907478866
CS_thermal,14037.889044645937,0.5374503797362182,2,1.2830973311830731e-08,1035.8631786662881
CS_thermal,14037.889044645937,0.5374503797362182,3,1.6082997248964597e-08,2557.554923246712
CS_thermal,14037.889044645937,0.5374503797362182,4,2.0159250138234185e-08,6315.0283376054285
CS_thermal,14037.889044645937,0.5374503797362182,5,2.526863369090349e-08,15594.054746241407
CS_thermal,14037.889044645937,0.5374503797362182,6,3.167299598084116e-08,38511.85436414441
CS_thermal,14037.889044645937,0.5374503797362182,7,3.970055075686648e-08,95127.98616575364
CS_thermal,14037.889044645937,0.5374503797362182,8,4.976269789419122e-08,235037.7607639039
CS_thermal,14037.889044645937,0.5374503797362182,9,6.237510700730634e-08,580943.5361309802
CS_thermal,14037.889044645937,0.5374503797362182,10,7.818414472715056e-08,1436712.5501052386
CS_thermal,14037.889044645937,0.5374503797362182,11,9.8e-08,3557646.9676306657
CS_thermal,14166.474087014733,0.5468247333767893,0,8.166666666666667e-09,134.67271792976092
CS_thermal,14166.474087014733,0.5468247333767893,1,1.0236517085738568e-08,332.4423934696078
CS_thermal,14166.474087014733,0.5468247333767893,2,1.2830973311830731e-08,820.714881887868
CS_thermal,14166.474087014733,0.5468247333767893,3,1.6082997248964597e-08,2026.3497144892306
CS_thermal,14166.474087014733,0.5468247333767893,4,2.0159250138234185e-08,5003.429539115246
CS_thermal,14166.474087014733,0.5468247333767893,5,2.526863369090349e-08,12355.331375838601
CS_thermal,14166.474087014733,0.5468247333767893,6,3.167299598084116e-08,30513.46177700475
CS_thermal,14166.474087014733,0.5468247333767893,7,3.970055075686648e-08,75371.29655832288
CS_thermal,14166.474087014733,0.5468247333767893,8,4.976269789419122e-08,186223.75300509547
CS_thermal,14166.474087014733,0.5468247333767893,9,6.237510700730634e-08,460288.697052049
CS_thermal,14166.474087014733,0.5468247333767893,10,7.818414472715056e-08,1138320.0089450052
CS_thermal,14166.474087014733,0.5468247333767893,11,9.8e-08,2818732.069903856
CS_thermal,14299.329852516234,0.5582413540838065,0,8.166666666666667e-09,103.98806602714843
CS_thermal,14299.329852516234,0.5582413540838065,1,1.0236517085738568e-08,256.69439533923975
CS_thermal,14299.329852516234,0.5582413540838065,2,1.2830973311830731e-08,633.6967699640869
CS_thermal,14299.329852516234,0.5582413540838065,3,1.6082997248964597e-08,1564.578381127102
CS_thermal,14299.329852516234,0.5582413540838065,4,2.0159250138234185e-08,3863.2106123344647
CS_thermal,14299.329852516234,0.5582413540838065,5,2.526863369090349e-08,9539.632249460172
CS_thermal,14299.329852516234,0.5582413540838065,6,3.167299598084116e-08,23559.277438039426
CS_thermal,14299.329852516234,0.5582413540838065,7,3.970055075686648e-08,58192.24640140957
CS_thermal,14299.329852516234,0.5582413540838065,8,4.976269789419122e-08,143772.8478927205
CS_thermal,14299.329852516234,0.5582413540838065,9,6.237510700730634e-08,355342.1044486498
CS_thermal,14299.329852516234,0.5582413540838065,10,7.818414472715056e-08,878706.7795232451
CS_thermal,14299.329852516234,0.5582413540838065,11,9.8e-08,2175558.357481228
CS_thermal,14422.898609578488,0.5707313336908406,0,8.166666666666667e-09,80.73476503673204
CS_thermal,14422.898609578488,0.5707313336908406,1,1.0236517085738568e-08,199.2926848948876
CS_thermal,14422.898609578488,0.5707313336908406,2,1.2830973311830731e-08,491.9777270580121
CS_thermal,14422.898609578488,0.5707313336908406,3,1.6082997248964597e-08,1214.6499134901096
CS_thermal,14422.898609578488,0.5707313336908406,4,2.0159250138234185e-08,2999.1356215540923
CS_thermal,14422.898609578488,0.5707313336908406,5,2.526863369090349e-08,7405.8052602675025
CS_thermal,14422.898609578488,0.5707313336908406,6,3.167299598084116e-08,18289.055102118033
CS_thermal,14422.898609578488,0.5707313336908406,7,3.970055075686648e-08,45172.774226383495
CS_thermal,14422.898609578488,0.5707313336908406,8,4.976269789419122e-08,111599.50791788254
CS_thermal,14422.898609578488,0.5707313336908406,9,6.237510700730634e-08,275799.82369844825
CS_thermal,14422.898609578488,0.5707313336908406,10,7.818414472715056e-08,681924.8343084954
CS_thermal,14422.898609578488,0.5707313336908406,11,9.8e-08,1687990.7171665644
CS_thermal,14547.663148907533,0.5854172557207462,0,8.166666666666667e-09,61.988172241316285
CS_thermal,14547.663148907533,0.5854172557207462,1,1.0236517085738568e-08,153.01664578284797
CS_thermal,14547.663148907533,0.5854172557207462,2,1.2830973311830731e-08,377.73107110668997
CS_thermal,14547.663148907533,0.5854172557207462,3,1.6082997248964597e-08,932.5559594156175
CS_thermal,14547.663148907533,0.5854172557207462,4,2.0159250138234185e-08,2302.5579368679946
CS_thermal,14547.663148907533,0.5854172557207462,5,2.526863369090349e-08,5685.609196829309
CS_thermal,14547.663148907533,0.5854172557207462,6,3.167299598084116e-08,14040.465401320238
CS_thermal,14547.663148907533,0.5854172557207462,7,3.970055075686648e-08,34677.280450712526
CS_thermal,14547.663148907533,0.5854172557207462,8,4.976269789419122e-08,85663.96785372536
CS_thermal,14547.663148907533,0.5854172557207462,9,6.237510700730634e-08,211681.57446142664
CS_thermal,14547.663148907533,0.5854172557207462,10,7.818414472715056e-08,523309.1305983706
CS_thermal,14547.663148907533,0.5854172557207462,11,9.8e-08,1295023.0792580612
CS_thermal,14686.605515474477,0.6044331618826837,0,8.166666666666667e-09,45.91120638098665
CS_thermal,14686.605515474477,0.6044331618826837,1,1.0236517085738568e-08,113.3308852152874
CS_thermal,14686.605515474477,0.6044331618826837,2,1.2830973311830731e-08,279.7591024986135
CS_thermal,14686.605515474477,0.6044331618826837,3,1.6082997248964597e-08,690.6520099758038
CS_thermal,14686.605515474477,0.6044331618826837,4,2.0159250138234185e-08,1705.22348580008
CS_thermal,14686.605515474477,0.6044331618826837,5,2.526863369090349e-08,4210.510582133224
CS_thermal,14686.605515474477,0.6044331618826837,6,3.167299598084116e-08,10397.316078651975
CS_thermal,14686.605515474477,0.6044331618826837,7,3.970055075686648e-08,25677.807152118046
CS_thermal,14686.605515474477,0.6044331618826837,8,4.976269789419122e-08,63426.64280491657
CS_thermal,14686.605515474477,0.6044331618826837,9,6.237510700730634e-08,156711.08136210073
CS_thermal,14686.605515474477,0.6044331618826837,10,7.818414472715056e-08,387340.85965794016
CS_thermal,14686.605515474477,0.6044331618826837,11,9.8e-08,958238.8923581983
CS_thermal,14814.0149522592,0.6244031518348884,0,8.166666666666667e-09,34.80119458343389
CS_thermal,14814.0149522592,0.6244031518348884,1,1.0236517085738568e-08,85.90603948109622
CS_thermal,14814.0149522592,0.6244031518348884,2,1.2830973311830731e-08,212.05843140127865
CS_thermal,14814.0149522592,0.6244031518348884,3,1.6082997248964597e-08,523.4981607027556
CS_thermal,14814.0149522592,0.6244031518348884,4,2.0159250138234185e-08,1292.4750877722372
CS_thermal,14814.0149522592,0.6244031518348884,5,2.526863369090349e-08,3191.2610271779745
CS_thermal,14814.0149522592,0.6244031518348884,6,3.167299598084116e-08,7880.099132637995
CS_thermal,14814.0149522592,0.6244031518348884,7,3.970055075686648e-08,19460.02223142154
CS_thermal,14814.0149522592,0.6244031518348884,8,4.976269789419122e-08,48064.069786294414
CS_thermal,14814.0149522592,0.6244031518348884,9,6.237510700730634e-08,118739.6320522372
CS_thermal,14814.0149522592,0.6244031518348884,10,7.818414472715056e-08,293436.0812240869
CS_thermal,14814.0149522592,0.6244031518348884,11,9.8e-08,725713.6707579516
CS_thermal,14944.88366986724,0.6473334511864031,0,8.166666666666667e-09,26.232494061177356
CS_thermal,14944.88366986724,0.6473334511864031,1,1.0236517085738568e-08,64.75437662980806
CS_thermal,14944.88366986724,0.6473334511864031,2,1.2830973311830731e-08,159.84506634888137
CS_thermal,14944.88366986724,0.6473334511864031,3,1.6082997248964597e-08,394.5896191644683
CS_thermal,14944.88366986724,0.6473334511864031,4,2.0159250138234185e-08,974.1721474734675
CS_thermal,14944.88366986724,0.6473334511864031,5,2.526863369090349e-08,2405.255248990862
CS_thermal,14944.88366986724,0.6473334511864031,6,3.167299598084116e-08,5938.997337353181
CS_thermal,14944.88366986724,0.6473334511864031,7,3.970055075686648e-08,14665.605393400514
CS_thermal,14944.88366986724,0.6473334511864031,8,4.976269789419122e-08,36219.39102997142
CS_thermal,14944.88366986724,0.6473334511864031,9,6.237510700730634e-08,89467.28620330333
CS_thermal,14944.88366986724,0.6473334511864031,10,7.818414472715056e-08,221058.61305206895
CS_thermal,14944.88366986724,0.6473334511864031,11,9.8e-08,546553.332230907
CS_thermal,15075.917642900597,0.6724433122556248,0,8.166666666666667e-09,19.873516968770335
CS_thermal,15075.917642900597,0.6724433122556248,1,1.0236517085738568e-08,49.05737132573611
CS_thermal,15075.917642900597,0.6724433122556248,2,1.2830973311830731e-08,121.09714455168621
CS_thermal,15075.917642900597,0.6724433122556248,3,1.6082997248964597e-08,298.93122467572215
CS_thermal,15075.917642900597,0.6724433122556248,4,2.0159250138234185e-08,737.9794112105079
CS_thermal,15075.917642900597,0.6724433122556248,5,2.526863369090349e-08,1822.0249562940994
CS_thermal,15075.917642900597,0.6724433122556248,6,3.167299598084116e-08,4498.726461168856
CS_thermal,15075.917642900597,0.6724433122556248,7,3.970055075686648e-08,11108.450850847103
CS_thermal,15075.917642900597,0.6724433122556248,8,4.976269789419122e-08,27432.25291361532
CS_thermal,15075.917642900597,0.6724433122556248,9,6.237510700730634e-08,67754.28631215902
CS_thermal,15075.917642900597,0.6724433122556248,10,7.818414472715056e-08,167383.0110293428
CS_thermal,15075.917642900597,0.6724433122556248,11,9.8e-08,413732.96953805874
CS_thermal,15205.852774903415,0.6989728577959284,0,8.166666666666667e-09,15.211764787308468
CS_thermal,15205.852774903415,0.6989728577959284,1,1.0236517085738568e-08,37.549931100029845
CS_thermal,15205.852774903415,0.6989728577959284,2,1.2830973311830731e-08,92.69124039167326
CS_thermal,15205.852774903415,0.6989728577959284,3,1.6082997248964597e-08,228.80797496610415
CS_thermal,15205.852774903415,0.6989728577959284,4,2.0159250138234185e-08,564.8444461362798
CS_thermal,15205.852774903415,0.6989728577959284,5,2.526863369090349e-08,1394.5157170589741
CS_thermal,15205.852774903415,0.6989728577959284,6,3.167299598084116e-08,3443.0479075642197
CS_thermal,15205.852774903415,0.6989728577959284,7,3.970055075686648e-08,8501.323090371587
CS_thermal,15205.852774903415,0.6989728577959284,8,4.976269789419122e-08,20992.55317674776
CS_thermal,15205.852774903415,0.6989728577959284,9,6.237510700730634e-08,51843.99756611822
CS_thermal,15205.852774903415,0.6989728577959284,10,7.818414472715056e-08,128059.78263780316
CS_thermal,15205.852774903415,0.6989728577959284,11,9.8e-08,316460.2760925816
CS_thermal,15334.717540448803,0.7262529098558095,0,8.166666666666667e-09,11.78044623484367
CS_thermal,15334.717540448803,0.7262529098558095,1,1.0236517085738568e-08,29.079791186077355
CS_thermal,15334.717540448803,0.7262529098558095,2,1.2830973311830731e-08,71.78287112064123
CS_thermal,15334.717540448803,0.7262529098558095,3,1.6082997248964597e-08,177.1948938013688
CS_thermal,15334.717540448803,0.7262529098558095,4,2.0159250138234185e-08,437.4183052978381
CS_thermal,15334.717540448803,0.7262529098558095,5,2.526863369090349e-08,1079.8824016477326
CS_thermal,15334.717540448803,0.7262529098558095,6,3.167299598084116e-08,2666.1319875142312
CS_thermal,15334.717540448803,0.7262529098558095,7,3.970055075686648e-08,6582.7482960274665
CS_thermal,15334.717540448803,0.7262529098558095,8,4.976269789419122e-08,16254.023878115182
CS_thermal,15334.717540448803,0.7262529098558095,9,6.237510700730634e-08,40138.21927861431
CS_thermal,15334.717540448803,0.7262529098558095,10,7.818414472715056e-08,99133.57808441776
CS_thermal,15334.717540448803,0.7262529098558095,11,9.8e-08,244928.73549507983
CS_thermal,15463.224940298582,0.7537099636536961,0,8.166666666666667e-09,inf
CS_thermal,15463.224940298582,0.7537099636536961,1,1.0236517085738568e-08,22.788003728601815
CS_thermal,15463.224940298582,0.7537099636536961,2,1.2830973311830731e-08,56.25172185066262
CS_thermal,15463.224940298582,0.7537099636536961,3,1.6082997248964597e-08,138.85628126413943
CS_thermal,15463.224940298582,0.7537099636536961,4,2.0159250138234185e-08,342.7703055699278
CS_thermal,15463.224940298582,0.7537099636536961,5,2.526863369090349e-08,846.1920661854709
CS_thermal,15463.224940298582,0.7537099636536961,6,3.167299598084116e-08,2089.108036240149
CS_thermal,15463.224940298582,0.7537099636536961,7,3.970055075686648e-08,5157.880276044202
CS_thermal,15463.224940298582,0.7537099636536961,8,4.976269789419122e-08,12735.146960087848
CS_thermal,15463.224940298582,0.7537099636536961,9,6.237510700730634e-08,31446.42211577295
CS_thermal,15463.224940298582,0.7537099636536961,10,7.818414472715056e-08,77658.86772331322
CS_thermal,15463.224940298582,0.7537099636536961,11,9.8e-08,191839.19817415762
CS_thermal,15592.424358070248,0.7808505418973172,0,8.166666666666667e-09,inf
CS_thermal,15592.424358070248,0.7808505418973172,1,1.0236517085738568e-08,18.06836336047928
CS_thermal,15592.424358070248,0.7808505418973172,2,1.2830973311830731e-08,44.601385626153984
CS_thermal,15592.424358070248,0.7808505418973172,3,1.6082997248964597e-08,110.09761350372844
CS_thermal,15592.424358070248,0.7808505418973172,4,2.0159250138234185e-08,271.77588006609665
CS_thermal,15592.424358070248,0.7808505418973172,5,2.526863369090349e-08,670.9111425506707
CS_thermal,15592.424358070248,0.7808505418973172,6,3.167299598084116e-08,1656.323506447967
CS_thermal,15592.424358070248,0.7808505418973172,7,3.970055075686648e-08,4089.243075235283
CS_thermal,15592.424358070248,0.7808505418973172,8,4.976269789419122e-08,10096.221320450317
CS_thermal,15592.424358070248,0.7808505418973172,9,6.237510700730634e-08,24928.85148416221
CS_thermal,15592.424358070248,0.7808505418973172,10,7.818414472715056e-08,61558.47790204545
CS_thermal,15592.424358070248,0.7808505418973172,11,9.8e-08,152046.40382024666
CS_thermal,15714.396639304321,0.8054528648402131,0,8.166666666666667e-09,inf
CS_thermal,15714.396639304321,0.8054528648402131,1,1.0236517085738568e-08,14.700571869696638
CS_thermal,15714.396639304321,0.8054528648402131,2,1.2830973311830731e-08,36.28806082299198
CS_thermal,15714.396639304321,0.8054528648402131,3,1.6082997248964597e-08,89.57633449139264
CS_thermal,15714.396639304321,0.8054528648402131,4,2.0159250138234185e-08,221.11802465054708
CS_thermal,15714.396639304321,0.8054528648402131,5,2.526863369090349e-08,545.8454831040227
CS_thermal,15714.396639304321,0.8054528648402131,6,3.167299598084116e-08,1347.5361449253007
CS_thermal,15714.396639304321,0.8054528648402131,7,3.970055075686648e-08,3326.8171910939573
CS_thermal,15714.396639304321,0.8054528648402131,8,4.976269789419122e-08,8213.59111014858
CS_thermal,15714.396639304321,0.8054528648402131,9,6.237510700730634e-08,20279.615817110694
CS_thermal,15714.396639304321,0.8054528648402131,10,7.818414472715056e-08,50075.02829394521
CS_thermal,15714.396639304321,0.8054528648402131,11,9.8e-08,123671.1726432976
CS_thermal,15840.40356703008,0.8293326273805696,0,8.166666666666667e-09,inf
CS_thermal,15840.40356703008,0.8293326273805696,1,1.0236517085738568e-08,12.03812274523318
CS_thermal,15840.40356703008,0.8293326273805696,2,1.2830973311830731e-08,29.715859333994324
CS_thermal,15840.40356703008,0.8293326273805696,3,1.6082997248964597e-08,73.35298822601862
CS_thermal,15840.40356703008,0.8293326273805696,4,2.0159250138234185e-08,181.07051744281696
CS_thermal,15840.40356703008,0.8293326273805696,5,2.526863369090349e-08,446.978973590409
CS_thermal,15840.40356703008,0.8293326273805696,6,3.167299598084116e-08,1103.4432509363576
CS_thermal,15840.40356703008,0.8293326273805696,7,3.970055075686648e-08,2724.155660286055
CS_thermal,15840.40356703008,0.8293326273805696,8,4.976269789419122e-08,6725.55723277895
CS_thermal,15840.40356703008,0.8293326273805696,9,6.237510700730634e-08,16605.185449904995
CS_thermal,15840.40356703008,0.8293326273805696,10,7.818414472715056e-08,41000.470918934945
CS_thermal,15840.40356703008,0.8293326273805696,11,9.8e-08,101253.03271374987
CS_thermal,15963.189550518828,0.8507500810333857,0,8.166666666666667e-09,inf
CS_thermal,15963.189550518828,0.8507500810333857,1,1.0236517085738568e-08,10.0480437984743
CS_thermal,15963.189550518828,0.8507500810333857,2,1.2830973311830731e-08,24.80339000358776
CS_thermal,15963.189550518828,0.8507500810333857,3,1.6082997248964597e-08,61.226657717459005
CS_thermal,15963.189550518828,0.8507500810333857,4,2.0159250138234185e-08,151.13677990906493
CS_thermal,15963.189550518828,0.8507500810333857,5,2.526863369090349e-08,373.08310445637034
CS_thermal,15963.189550518828,0.8507500810333857,6,3.167299598084116e-08,921.0070369695992
CS_thermal,15963.189550518828,0.8507500810333857,7,3.970055075686648e-08,2273.7447234943525
CS_thermal,15963.189550518828,0.8507500810333857,8,4.976269789419122e-08,5613.520448512989
CS_thermal,15963.189550518828,0.8507500810333857,9,6.237510700730634e-08,13859.464000893771
CS_thermal,15963.189550518828,0.8507500810333857,10,7.818414472715056e-08,34220.360045675574
CS_thermal,15963.189550518828,0.8507500810333857,11,9.8e-08,84506.7090055903
CS_thermal,16084.837988081505,0.8699563176096186,0,8.166666666666667e-09,inf
CS_thermal,16084.837988081505,0.8699563176096186,1,1.0236517085738568e-08,inf
CS_thermal,16084.837988081505,0.8699563176096186,2,1.2830973311830731e-08,21.054862165308315
CS_thermal,16084.837988081505,0.8699563176096186,3,1.6082997248964597e-08,51.97349328308037
CS_thermal,16084.837988081505,0.8699563176096186,4,2.0159250138234185e-08,128.29549900248324
CS_thermal,16084.837988081505,0.8699563176096186,5,2.526863369090349e-08,316.69733844773236
CS_thermal,16084.837988081505,0.8699563176096186,6,3.167299598084116e-08,781.804237572735
CS_thermal,16084.837988081505,0.8699563176096186,7,3.970055075686648e-08,1930.0874390848603
CS_thermal,16084.837988081505,0.8699563176096186,8,4.976269789419122e-08,4765.111856271084
CS_thermal,16084.837988081505,0.8699563176096186,9,6.237510700730634e-08,11764.863801469999
CS_thermal,16084.837988081505,0.8699563176096186,10,7.818414472715056e-08,29048.74802060309
CS_thermal,16084.837988081505,0.8699563176096186,11,9.8e-08,71735.90996019854
CS_thermal,16207.305951598022,0.8871819163783694,0,8.166666666666667e-09,inf
CS_thermal,16207.305951598022,0.8871819163783694,1,1.0236517085738568e-08,inf
CS_thermal,16207.305951598022,0.8871819163783694,2,1.2830973311830731e-08,18.138737318758555
CS_thermal,16207.305951598022,0.8871819163783694,3,1.6082997248964597e-08,44.775098751825425
CS_thermal,16207.305951598022,0.8871819163783694,4,2.0159250138234185e-08,110.52640244199688
CS_thermal,16207.305951598022,0.8871819163783694,5,2.526863369090349e-08,272.8333897458696
CS_thermal,16207.305951598022,0.8871819163783694,6,3.167299598084116e-08,673.5167849765269
CS_thermal,16207.305951598022,0.8871819163783694,7,3.970055075686648e-08,1662.7638596144882
CS_thermal,16207.305951598022,0.8871819163783694,8,4.976269789419122e-08,4105.203021181015
CS_thermal,16207.305951598022,0.8871819163783694,9,6.237510700730634e-08,10135.808217293576
CS_thermal,16207.305951598022,0.8871819163783694,10,7.818414472715056e-08,25027.11004958412
CS_thermal,16207.305951598022,0.8871819163783694,11,9.8e-08,61806.96523234922
CS_thermal,16332.549522602108,0.9026282038536281,0,8.166666666666667e-09,inf
CS_thermal,16332.549522602108,0.9026282038536281,1,1.0236517085738568e-08,inf
CS_thermal,16332.549522602108,0.9026282038536281,2,1.2830973311830731e-08,15.82101013725186
CS_thermal,16332.549522602108,0.9026282038536281,3,1.6082997248964597e-08,39.053836665332334
CS_thermal,16332.549522602108,0.9026282038536281,4,2.0159250138234185e-08,96.4035831555116
CS_thermal,16332.549522602108,0.9026282038536281,5,2.526863369090349e-08,237.97082021643612
CS_thermal,16332.549522602108,0.9026282038536281,6,3.167299598084116e-08,587.4517452369939
CS_thermal,16332.549522602108,0.9026282038536281,7,3.970055075686648e-08,1450.306205325865
CS_thermal,16332.549522602108,0.9026282038536281,8,4.976269789419122e-08,3580.7762119002473
CS_thermal,16332.549522602108,0.9026282038536281,9,6.237510700730634e-08,8841.34699414576
CS_thermal,16332.549522602108,0.9026282038536281,10,7.818414472715056e-08,21831.931266703203
CS_thermal,16332.549522602108,0.9026282038536281,11,9.8e-08,53920.16496633132
CS_thermal,16453.06727416909,0.9155204132330893,0,8.166666666666667e-09,inf
CS_thermal,16453.06727416909,0.9155204132330893,1,1.0236517085738568e-08,inf
CS_thermal,16453.06727416909,0.9155204132330893,2,1.2830973311830731e-08,14.069855343668204
CS_thermal,16453.06727416909,0.9155204132330893,3,1.6082997248964597e-08,34.731146919007934
CS_thermal,16453.06727416909,0.9155204132330893,4,2.0159250138234185e-08,85.73311209440304
CS_thermal,16453.06727416909,0.9155204132330893,5,2.526863369090349e-08,211.63065048867873
CS_thermal,16453.06727416909,0.9155204132330893,6,3.167299598084116e-08,522.4257517972374
CS_thermal,16453.06727416909,0.9155204132330893,7,3.970055075686648e-08,1289.7868128649661
CS_thermal,16453.06727416909,0.9155204132330893,8,4.976269789419122e-08,3184.583164513823
CS_thermal,16453.06727416909,0.9155204132330893,9,6.237510700730634e-08,7863.524725474142
CS_thermal,16453.06727416909,0.9155204132330893,10,7.818414472715056e-08,19418.68324555586
CS_thermal,16453.06727416909,0.9155204132330893,11,9.8e-08,47964.7572748163
CS_thermal,16579.18636019265,0.9271066211356386,0,8.166666666666667e-09,inf
CS_thermal,16579.18636019265,0.9271066211356386,1,1.0236517085738568e-08,inf
CS_thermal,16579.18636019265,0.9271066211356386,2,1.2830973311830731e-08,12.63306563593921
CS_thermal,16579.18636019265,0.9271066211356386,3,1.6082997248964597e-08,31.1844609149093
CS_thermal,16579.18636019265,0.9271066211356386,4,2.0159250138234185e-08,76.97819035266237
CS_thermal,16579.18636019265,0.9271066211356386,5,2.526863369090349e-08,190.0191408104494
CS_thermal,16579.18636019265,0.9271066211356386,6,3.167299598084116e-08,469.07303737552985
CS_thermal,16579.18636019265,0.9271066211356386,7,3.970055075686648e-08,1158.0818761532332
CS_thermal,16579.18636019265,0.9271066211356386,8,4.976269789419122e-08,2859.5338396891034
CS_thermal,16579.18636019265,0.9271066211356386,9,6.237510700730634e-08,7061.396228186339
CS_thermal,16579.18636019265,0.9271066211356386,10,7.818414472715056e-08,17439.37811678516
CS_thermal,16579.18636019265,0.9271066211356386,11,9.8e-08,43081.43058520173
CS_thermal,16701.605780417107,0.9366797285370975,0,8.166666666666667e-09,inf
CS_thermal,16701.605780417107,0.9366797285370975,1,1.0236517085738568e-08,inf
CS_thermal,16701.605780417107,0.9366797285370975,2,1.2830973311830731e-08,11.555283249962073
CS_thermal,16701.605780417107,0.9366797285370975,3,1.6082997248964597e-08,28.523977074217946
CS_thermal,16701.605780417107,0.9366797285370975,4,2.0159250138234185e-08,70.41084024831576
CS_thermal,16701.605780417107,0.9366797285370975,5,2.526863369090349e-08,173.80770252239134
CS_thermal,16701.605780417107,0.9366797285370975,6,3.167299598084116e-08,429.051297125927
CS_thermal,16701.605780417107,0.9366797285370975,7,3.970055075686648e-08,1059.2818275196144
CS_thermal,16701.605780417107,0.9366797285370975,8,4.976269789419122e-08,2615.7127548639196
CS_thermal,16701.605780417107,0.9366797285370975,9,6.237510700730634e-08,6459.819106473776
CS_thermal,16701.605780417107,0.9366797285370975,10,7.818414472715056e-08,15955.272361875182
CS_thermal,16701.605780417107,0.9366797285370975,11,9.8e-08,39421.000093811046
CS_thermal,16830.350293231764,0.9451850381432105,0,8.166666666666667e-09,inf
CS_thermal,16830.350293231764,0.9451850381432105,1,1.0236517085738568e-08,inf
CS_thermal,16830.350293231764,0.9451850381432105,2,1.2830973311830731e-08,inf
CS_thermal,16830.350293231764,0.9451850381432105,3,1.6082997248964597e-08,26.409810312125195
CS_thermal,16830.350293231764,0.9451850381432105,4,2.0159250138234185e-08,65.19206229436035
CS_thermal,16830.350293231764,0.9451850381432105,5,2.526863369090349e-08,160.92522677134755
CS_thermal,16830.350293231764,0.9451850381432105,6,3.167299598084116e-08,397.2477423225119
CS_thermal,16830.350293231764,0.9451850381432105,7,3.970055075686648e-08,980.7647514428083
CS_thermal,16830.350293231764,0.9451850381432105,8,4.976269789419122e-08,2421.9625032012063
CS_thermal,16830.350293231764,0.9451850381432105,9,6.237510700730634e-08,5981.895533068117
CS_thermal,16830.350293231764,0.9451850381432105,10,7.818414472715056e-08,14776.594322929273
CS_thermal,16830.350293231764,0.9451850381432105,11,9.8e-08,36515.17479850991
CS_thermal,16954.039085818236,0.9520486857020921,0,8.166666666666667e-09,inf
CS_thermal,16954.039085818236,0.9520486857020921,1,1.0236517085738568e-08,inf
CS_thermal,16954.039085818236,0.9520486857020921,2,1.2830973311830731e-08,inf
CS_thermal,16954.039085818236,0.9520486857020921,3,1.6082997248964597e-08,24.91892926503823
CS_thermal,16954.039085818236,0.9520486857020921,4,2.0159250138234185e-08,61.51185197976091
CS_thermal,16954.039085818236,0.9520486857020921,5,2.526863369090349e-08,151.84069075130017
CS_thermal,16954.039085818236,0.9520486857020921,6,3.167299598084116e-08,374.82030021404915
CS_thermal,16954.039085818236,0.9520486857020921,7,3.970055075686648e-08,925.3903391427975
CS_thermal,16954.039085818236,0.9520486857020921,8,4.976269789419122e-08,2285.3322315219625
CS_thermal,16954.039085818236,0.9520486857020921,9,6.237510700730634e-08,5644.988297491555
