case,t_s,rho,G_um,R_Z_eff_m,S_Z,Gamma_growth,P_Z_Pa
iso_1100C_40h,12955.107770546194,0.5707083385247316,0.12824239986392644,5.839128647065063e-08,0.25795945273903104,0.25807666335733026,8562921.460059222
iso_1100C_40h,13555.107770546194,0.5731579454859055,0.1295665338259605,5.8875030759251706e-08,0.25311358328623174,0.25322867558067386,8492564.565181637
iso_1100C_40h,14155.107770546194,0.5755687891039603,0.1308550116726449,5.935643146332613e-08,0.248964160512138,0.24907709954282076,8423686.99858463
iso_1100C_40h,14755.107770546194,0.5779424911724749,0.13211200624247815,5.983568434099782e-08,0.24540187542817607,0.24551264570322884,8356217.62342598
iso_1100C_40h,15355.107770546194,0.5802805174437542,0.13334103759195173,6.03129608647714e-08,0.2423387260786736,0.24244732685843867,8290092.093489781
iso_1100C_40h,15955.107770546194,0.5825842014879697,0.13454509952162624,6.078841222533408e-08,0.23970310840907322,0.23980955017371902,8225251.848108327
iso_1100C_40h,16555.107770546194,0.5848547638503288,0.13572675714487661,6.12621725098744e-08,0.23743619453941303,0.2375404963041601,8161643.303123288
iso_1100C_40h,17155.107770546194,0.5870933276063302,0.13688822304926535,6.17343612558783e-08,0.2354892240902879,0.2355914113462629,8099217.19166391
iso_1100C_40h,17755.107770546194,0.5893009311218198,0.13803141741452865,6.220508552620016e-08,0.23382145267409082,0.23392155579647353,8037928.021004086
iso_1100C_40h,18355.107770546194,0.5914785386180995,0.13915801595524208,6.267444161269232e-08,0.2323985799003745,0.2324966329093649,7977733.620505747
iso_1100C_40h,18955.107770546194,0.5936270489946922,0.14026948851611257,6.3142516448354e-08,0.23119153175034846,0.2312875713411538,7918594.761882253
iso_1100C_40h,19555.107770546194,0.595747303255239,0.14136713041387997,6.360938878830154e-08,0.2301755079539733,0.23026957273375992,7860474.837512596
iso_1100C_40h,20155.107770546194,0.5978400908032004,0.142452088094728,6.407513020553087e-08,0.22932922973479036,0.22942135962015794,7803339.585829523
iso_1100C_40h,20755.107770546194,0.5999061548153675,0.14352538029563014,6.453980593687461e-08,0.2286343406151174,0.22872457635499585,7747156.8552443795
iso_1100C_40h,21355.107770546194,0.601946196856987,0.1445879156190645,6.500347560667775e-08,0.2280749252687875,0.22816330806598834,7691896.399900123
iso_1100C_40h,21955.107770546194,0.6039608808686519,0.14564050722367816,6.546619384978578e-08,0.22763712023641114,0.22772369144724786,7637529.701929298
iso_1100C_40h,22555.107770546194,0.6059508366292425,0.14668388517850714,6.592801085093507e-08,0.22730879672789345,0.22739359762391745,7584029.815953538
iso_1100C_40h,23155.107770546194,0.6079166627791123,0.1477187069111295,6.638897281418544e-08,0.22707930044018648,0.22716237201958525,7531371.232379788
iso_1100C_40h,23755.107770546194,0.6098589294719978,0.14874556609063577,6.684912237337032e-08,0.22693923680351522,0.22702061964238823,7479529.756686491
iso_1100C_40h,24355.107770546194,0.611778180711726,0.1497650002173985,6.730849895246912e-08,0.22688029267627993,0.22696002681205632,7428482.402394418
iso_1100C_40h,24955.107770546194,0.6136749364199212,0.1507774971381469,6.7767139083181e-08,0.22689508747592826,0.22697321231677514,7378207.29581447
iso_1100C_40h,25555.107770546194,0.6155496942730211,0.15178350066303303,6.822507668569913e-08,0.22697704822980275,0.22705360248510842,7328683.590982414
iso_1100C_40h,26155.107770546194,0.6174029313405305,0.15278341542843832,6.868234331766543e-08,0.22712030417765525,0.22719532580563767,7279891.3934463505
iso_1100C_40h,26755.107770546194,0.6192351055512797,0.15377761112315322,6.913896839547067e-08,0.22731959744415406,0.2273931236134089,7231811.691780396
iso_1100C_40h,27355.107770546194,0.6210466570102291,0.15476642617472205,6.959497939140813e-08,0.22757020698946864,0.22764227405187523,7184426.295867654
iso_1100C_40h,27955.107770546194,0.6228380091849017,0.15575017097601257,7.00504020096565e-08,0.22786788358620227,0.2279385270590879,7137717.7811352825
iso_1100C_40h,28555.107770546194,0.6246095699776628,0.1567291307185619,7.050526034363134e-08,0.2282087939966164,0.22827804855246525,7091669.438040228
iso_1100C_40h,29155.107770546194,0.626361732697693,0.15770356788828085,7.095957701688695e-08,0.22858947286161857,0.22865737232392236,7046265.226200688
iso_1100C_40h,29755.107770546194,0.6280948769445285,0.15867372447015,7.141337330945312e-08,0.22900678108204908,0.22907335842614682,7001489.7326494735
iso_1100C_40h,30355.107770546194,0.6298093694133828,0.1596398239011996,7.186666927124346e-08,0.2294578696885258,0.2295231570464844,6957328.133753774
iso_1100C_40h,30955.107770546194,0.6315055646310728,0.1606020728050175,7.231948382396406e-08,0.22994014836990917,0.2300041770386618,6913766.1604039
iso_1100C_40h,31555.107770546194,0.6331838056301936,0.16156066253602297,7.27718348527748e-08,0.23045125797119156,0.23051405842328662,6870790.066123156
iso_1100C_40h,32155.107770546194,0.6348444245681961,0.16251577055758257,7.322373928880615e-08,0.23098904638610615,0.231050648282531,6828386.597793373
iso_1100C_40h,32755.107770546194,0.6364877432971624,0.16346756167457005,7.3675213183505e-08,0.2315515473632989,0.2316119795679333,6786542.968727291
iso_1100C_40h,33355.107770546194,0.6381140738893573,0.16441618913806103,7.412627177567316e-08,0.23213696182170857,0.23219625241703948,6745246.833850485
iso_1100C_40h,33955.107770546194,0.6397237191230105,0.16536179563740308,7.457692955196534e-08,0.23274364133403816,0.23280181763782887,6704486.266783069
iso_1100C_40h,34555.107770546194,0.6413169729322449,0.16630451419283399,7.502720030152962e-08,0.23337007348956285,0.23342716207222228,6664249.738635206
iso_1100C_40h,35155.107770546194,0.6428941208246126,0.1672444689600679,7.547709716540077e-08,0.2340148688909815,0.234070895593422,6624526.098351374
iso_1100C_40h,35755.107770546194,0.6444554402692962,0.1681817759567787,7.592663268119076e-08,0.23467674957622217,0.23473173952803075,6585304.554456616
iso_1100C_40h,36355.107770546194,0.6460012010586863,0.16911654371963802,7.637581882356485e-08,0.2353545386864411,0.23540851632421836,6546574.658073989
iso_1100C_40h,36955.107770546194,0.6475316656457492,0.17004887389947784,7.682466704094049e-08,0.23604715122685077,0.23610014031259785,6508326.287096642
iso_1100C_40h,37555.107770546194,0.6490470894593299,0.17097886180121172,7.727318828880048e-08,0.2367535857884341,0.2368056094278884,6470549.631410344
iso_1100C_40h,38155.107770546194,0.6505477211993108,0.17190659687434617,7.772139305997265e-08,0.23747291711667975,0.23752399777751831,6433235.179073307
iso_1100C_40h,38755.107770546194,0.6520338031133396,0.17283216315921748,7.816929141219147e-08,0.2382042894287938,0.23825444895863793,6396373.703369899
iso_1100C_40h,39355.107770546194,0.6535055712566671,0.1737556396934874,7.861689299322446e-08,0.2389469103938543,0.2389961700380218,6359956.250663483
iso_1100C_40h,39955.107770546194,0.6549632557364762,0.1746771008829102,7.90642070638181e-08,0.23970004570148515,0.23974842612044692,6323974.128981221
iso_1100C_40h,40555.107770546194,0.6564070809419462,0.1755966168399271,7.951124251869092e-08,0.24046301415409516,0.24051053544060164,6288418.89727058
iso_1100C_40h,41155.107770546194,0.6578372657611761,0.17651425369324839,7.995800790577833e-08,0.24123518322586585,0.241281864921717,6253282.355273217
iso_1100C_40h,41755.107770546194,0.6592540237859765,0.17743007387123486,8.040451144391234e-08,0.24201596503865117,0.2420618261510893,6218556.53396743
iso_1100C_40h,42355.107770546194,0.6606575635054543,0.17834413636158727,8.085076103910048e-08,0.2428048127109813,0.2428498717286915,6184233.686535041
iso_1100C_40h,42955.107770546194,0.6620480884892159,0.17925649694958337,8.129676429955084e-08,0.24360121704156212,0.24364549195027002,6150306.27981294
iso_1100C_40h,43555.107770546194,0.663425797560947,0.18016720843686682,8.17425285495742e-08,0.2444047034931575,0.24444821179081735,6116766.986193315
iso_1100C_40h,44155.107770546194,0.6647908849630573,0.1810763208425846,8.218806084248138e-08,0.24521482944668088,0.2452575881582502,6083608.675939947
iso_1100C_40h,44755.107770546194,0.6661435405130143,0.18198388158848425,8.263336797257951e-08,0.2460311816986916,0.24607320739049152,6050824.4098911295
iso_1100C_40h,45355.107770546194,0.667483949751938,0.18288993566942047,8.307845648636164e-08,0.2468533741785102,0.24689468297217262,6018407.432522307
iso_1100C_40h,45955.107770546194,0.6688122940859809,0.18379452581057418,8.3523332692972e-08,0.24768104586373,0.2477216534497346,5986351.165344149
iso_1100C_40h,46555.107770546194,0.670128750920967,0.18469769261256025,8.396800267402126e-08,0.24851385887520183,0.24855378052600724,5954649.200613822
iso_1100C_40h,47155.107770546194,0.6714334937907334,0.18559947468548327,8.441247229281746e-08,0.2493514967345736,0.24939074731734887,5923295.295339244
iso_1100C_40h,47755.107770546194,0.6727266924795717,0.18649990877289954,8.485674720307051e-08,0.2501936627692204,0.25023225675818317,5892283.36555785
iso_1100C_40h,48355.107770546194,0.6740085131391431,0.18739902986655158,8.530083285712245e-08,0.2510400786509793,0.2510780301393487,5861607.480872925
iso_1100C_40h,48955.107770546194,0.6752791184002045,0.18829687131265951,8.574473451374838e-08,0.2518904830564532,0.2519278057680247,5831261.8592320625
iso_1100C_40h,49555.107770546194,0.6765386674794611,0.18919346491047975,8.618845724556926e-08,0.2527446304379076,0.25278133773826006,5801240.861933444
iso_1100C_40h,50155.107770546194,0.6777873162818361,0.19008884100377607,8.663200594611121e-08,0.25360228989482503,0.2536383948021673,5771538.988846931
iso_1100C_40h,50755.107770546194,0.6790252174984222,0.19098302856578864,8.707538533654355e-08,0.25446324413719523,0.25449875933286326,5742150.873837838
iso_1100C_40h,51355.107770546194,0.6802525207003647,0.19187605527823284,8.751859997212254e-08,0.2553272885324383,0.2553622263710507,5713071.280382295
iso_1100C_40h,51955.107770546194,0.6814693724289074,0.19276794760481228,8.796165424836554e-08,0.2561942302286627,0.25622860274794584,5684295.09736387
iso_1100C_40h,52555.107770546194,0.6826759162818103,0.19365873085968655,8.840455240697643e-08,0.25706388734761904,0.2570977062779101,5655817.335041929
iso_1100C_40h,53155.107770546194,0.6838722929963402,0.19454842927129515,8.88472985415414e-08,0.25793608824134817,0.25796936501478684,5627633.12118286
iso_1100C_40h,53755.107770546194,0.6850586405290163,0.19543706604190403,8.928989660301106e-08,0.2588106708070658,0.258843416566483,5599737.697345915
iso_1100C_40h,54355.107770546194,0.6862350941322845,0.19632466340320845,8.973235040498381e-08,0.2596874818553398,0.2597197074628542,5572126.415315981
iso_1100C_40h,54955.107770546194,0.6874017864282763,0.1972112426682977,9.017466362880215e-08,0.2605663765270276,0.26059809257235833,5544794.733676145
iso_1100C_40h,55555.107770546194,0.6885588474798057,0.19809682428026038,9.061683982847376e-08,0.2614472177548975,0.2614784345634027,5517738.214513294
iso_1100C_40h,56155.107770546194,0.6897064048587394,0.19898142785768494,9.105888243542669e-08,0.26232987576618766,0.26236060340663764,5490952.520250498
iso_1100C_40h,56755.107770546194,0.690844583711873,0.1998650722372893,9.150079476310646e-08,0.26321422762267893,0.2632444759147729,5464433.410600301
iso_1100C_40h,57355.107770546194,0.6919735068244346,0.20074777551389306,9.194258001142395e-08,0.26410015679521087,0.26412993531684603,5438176.739633308
iso_1100C_40h,57955.107770546194,0.6930932946813291,0.20162955507792782,9.238424127105876e-08,0.2649875527697623,0.2650168708640632,5412178.452956946
iso_1100C_40h,58555.107770546194,0.6942040655262303,0.20251042765066568,9.282578152762539e-08,0.26587631068254025,0.2659051774646572,5386434.584999402
iso_1100C_40h,59155.107770546194,0.6953059354186235,0.2033904093173304,9.326720366570616e-08,0.2667663309816867,0.2667947553453707,5360941.256394152
iso_1100C_40h,59755.107770546194,0.6963990182888907,0.20426951555824233,9.370851047275629e-08,0.2676575191134533,0.26768550973741567,5335694.671460647
iso_1100C_40h,60355.107770546194,0.6974834259915283,0.20514776127813633,9.414970464288443e-08,0.26854978523085676,0.2685773505849203,5310691.115777054
iso_1100C_40h,60955.107770546194,0.6985592683565809,0.2060251608337803,9.459078878051269e-08,0.26944304392300344,0.26947019227405355,5285926.953841075
iso_1100C_40h,61555.107770546194,0.6996266532393701,0.20690172806001203,9.503176540391961e-08,0.2703372139634359,0.270363953381177,5261398.626815128
iso_1100C_40h,62155.107770546194,0.7006856865685944,0.20777747629430207,9.547263694866842e-08,0.27123221807595976,0.2712585564384857,5237102.65035236
iso_1100C_40h,62755.107770546194,0.7017364723928667,0.2086524183999431,9.591340577092436e-08,0.2721279827165918,0.2721539277157752,5213035.612500086
iso_1100C_40h,63355.107770546194,0.7027791129257588,0.2095265667879566,9.635407415066246e-08,0.27302443787032044,0.2730499970170287,5189194.171677507
iso_1100C_40h,63955.107770546194,0.7038137085894163,0.21039993343780244,9.679464429476948e-08,0.2739215168615444,0.27394669749068745,5165575.054724579
iso_1100C_40h,64555.107770546194,0.7048403580567993,0.21127252991696926,9.72351183400412e-08,0.2748191561770888,0.27484396545250483,5142175.055019202
iso_1100C_40h,65155.107770546194,0.7058591582926106,0.21214436739951745,9.767549835607804e-08,0.2757172953008391,0.2757417402200247,5118991.0306599075
iso_1100C_40h,65755.1077705462,0.7068702045929598,0.21301545668364227,9.811578634808061e-08,0.2766158765590786,0.27663996395776763,5096019.9027114175
iso_1100C_40h,66355.1077705462,0.7078735906238172,0.21388580820831826,9.855598425954776e-08,0.27751484497571094,0.27753858153230865,5073258.653510547
iso_1100C_40h,66955.1077705462,0.7088694084583027,0.21475543206908207,9.899609397487854e-08,0.27841414813660276,0.27843754037647894,5050704.3250300465
iso_1100C_40h,67555.1077705462,0.7098577486128594,0.21562433803300715,9.943611732188085e-08,0.2793137360623643,0.279336790362012,5028354.017298052
iso_1100C_40h,68155.1077705462,0.7108387000823506,0.21649253555291875,9.98760560741878e-08,0.2802135610889062,0.28023628367996933,5006204.8868709905
iso_1100C_40h,68755.1077705462,0.7118123503741232,0.21736003378089513,1.0031591195358481e-07,0.28111357775521656,0.28113597472839197,4984254.145357768
iso_1100C_40h,69355.1077705462,0.7127787855410792,0.2182268415810971,1.007556866322484e-07,0.2820137426977903,0.28203582000660815,4962499.057993292
iso_1100C_40h,69955.1077705462,0.7137380902137875,0.21909296754196517,1.0119538173489921e-07,0.2829140145512383,0.2829357780157254,4940936.942259344
iso_1100C_40h,70555.1077705462,0.7146903476316768,0.21995841998782065,1.0163499884087145e-07,0.28381435385461967,0.28383580916484913,4919565.166550976
iso_1100C_40h,71155.1077705462,0.7156356396733392,0.2208232069899051,1.0207453948609954e-07,0.28471472296305944,0.284735875682592,4898381.148886689
iso_1100C_40h,71755.1077705462,0.7165740468859805,0.22168733637688914,1.0251400516502567e-07,0.28561508596430624,0.2856359415335255,4877382.355660641
iso_1100C_40h,72355.1077705462,0.7175056485140442,0.22255081574488078,1.0295339733242842e-07,0.2865154085998372,0.2865359723391832,4856566.300435325
iso_1100C_40h,72955.1077705462,0.7184305225270422,0.22341365246696002,1.0339271740517601e-07,0.28741565819022374,0.28743593530332856,4835930.542773114
iso_1100C_40h,73555.1077705462,0.7193487456466187,0.22427585370226627,1.0383196676390517e-07,0.2883158035644388,0.2883357991411669,4815472.687105197
iso_1100C_40h,74155.1077705462,0.7202603933728726,0.2251374264046617,1.0427114675462743e-07,0.2892158149928266,0.2892355340122241,4795190.381636525
iso_1100C_40h,74755.1077705462,0.7211655400099688,0.22599837733099387,1.0471025869026622e-07,0.2901156641235182,0.29013511145667314,4775081.317285291
iso_1100C_40h,75355.1077705462,0.7220642586910565,0.22685871304897773,1.0514930385212471e-07,0.2910153239220153,0.29103450433483274,4755143.226655767
iso_1100C_40h,75955.1077705462,0.7229566214025239,0.22771843994471738,1.0558828349128835e-07,0.2919147686137724,0.29193368676966686,4735373.883043122
iso_1100C_40h,76555.1077705462,0.723842699007609,0.2285775642298858,1.0602719882996258e-07,0.29281397362955236,0.29283263409206045,4715771.099469086
iso_1100C_40h,77155.1077705462,0.7247225612693873,0.2294360919485797,1.064660510627486e-07,0.2937129155533921,0.29373132278870834,4696332.727747286
iso_1100C_40h,77755.1077705462,0.7255962768731598,0.23029402898386628,1.0690484135785871e-07,0.294611572073004,0.2946297304524419,4677056.65757713
iso_1100C_40h,78355.1077705462,0.7264639134482586,0.23115138106403632,1.0734357085827288e-07,0.29550992193245906,0.29552783573484015,4657940.8156652115
iso_1100C_40h,78955.1077705462,0.7273255375892902,0.23200815376857914,1.0778224068283976e-07,0.29640794488703126,0.2964256183010047,4638983.164873154
iso_1100C_40h,79555.1077705462,0.7281812148768358,0.23286435253389182,1.0822085192732221e-07,0.29730562166004154,0.29732305878633647,4620181.703390993
iso_1100C_40h,80155.1077705462,0.7290310098976232,0.23371998265873645,1.0865940566539067e-07,0.2982029339016073,0.2982201387552198,4601534.4639351
iso_1100C_40h,80755.1077705462,0.7298749862641893,0.23457504930945675,1.0909790294956547e-07,0.2990998641491769,0.29911684066149463,4583039.512969772
iso_1100C_40h,81355.1077705462,0.7307132066340514,0.2354295575249659,1.0953634481211041e-07,0.29999639578975046,0.3000131478106157,4564694.949951623
iso_1100C_40h,81955.1077705462,0.7315457327283961,0.23628351222151603,1.0997473226587878e-07,0.30089251302368514,0.30090904432339965,4546498.906595948
iso_1100C_40h,82555.1077705462,0.7323726253503083,0.2371369181972598,1.1041306630511465e-07,0.30178820083001906,0.30180451510129147,4528449.546164253
iso_1100C_40h,83155.1077705462,0.733193944402551,0.23798978013661332,1.1085134790620973e-07,0.3026834449332006,0.3026995457930388,4510545.06277222
iso_1100C_40h,83755.1077705462,0.7340097489049076,0.23884210261443012,1.1128957802841904e-07,0.3035782317711826,0.3035941227627332,4492783.680717339
iso_1100C_40h,84355.1077705462,0.7348200970111053,0.23969389009999417,1.1172775761453591e-07,0.3044725484647869,0.30448823305912226,4475163.653825533
iso_1100C_40h,84955.1077705462,0.7356250460253282,0.24054514696084045,1.1216588759152871e-07,0.30536638278829265,0.30538186438614884,4457683.264816088
iso_1100C_40h,85555.1077705462,0.7364246524183333,0.24139587746641092,1.1260396887114059e-07,0.3062597231411799,0.30627500507464567,4440340.82468425
iso_1100C_40h,86155.1077705462,0.7372189718431825,0.24224608579155332,1.1304200235045363e-07,0.30715255852096796,0.3071676440551271,4423134.672100875
iso_1100C_40h,86755.1077705462,0.7380080591506006,0.2430957760198694,1.1347998891241973e-07,0.3080448784971186,0.3080597708316466,4406063.172828509
iso_1100C_40h,87355.1077705462,0.7387919684039712,0.24394495214691964,1.1391792942635877e-07,0.30893667318593215,0.3089513754566496,4389124.719153367
iso_1100C_40h,87955.1077705462,0.7395707528939799,0.24479361808329073,1.1435582474842609e-07,0.30982793322640384,0.3098424485067865,4372317.729332643
iso_1100C_40h,88555.1077705462,0.7403444651529172,0.24564177765753184,1.1479367572205093e-07,0.3107186497570036,0.3107329810596516,4355640.647056605
iso_1100C_40h,89155.1077705462,0.7411131569686489,0.24648943461896572,1.1523148317834616e-07,0.3116088143933199,0.3116229646713873,4339091.94092503
iso_1100C_40h,89755.1077705462,0.7418768793982637,0.24733659264037922,1.1566924793649249e-07,0.3124984192065679,0.3125123913551527,4322670.10393741
iso_1100C_40h,90355.1077705462,0.7426356827814092,0.24818325532059973,1.161069708040963e-07,0.31338745670287993,0.3134012535603773,4306373.65299655
iso_1100C_40h,90955.1077705462,0.743389616753322,0.24902942618696156,1.1654465257752428e-07,0.3142759198033924,0.31428954415281113,4290201.12842505
iso_1100C_40h,91555.1077705462,0.7441387302575634,0.24987510869766752,1.1698229404221485e-07,0.3151638018250664,0.3151772563953103,4274151.093494263
iso_1100C_40h,92155.1077705462,0.7448830715584668,0.2507203062440501,1.1741989597296818e-07,0.31605109646222895,0.3160643839293438,4258222.133965333
iso_1100C_40h,92755.1077705462,0.7456226882533067,0.2515650221527367,1.1785745913421598e-07,0.31693779776880937,0.316950920757197,4242412.857641878
iso_1100C_40h,93355.1077705462,0.7463576272841947,0.25240925968772265,1.1829498428027151e-07,0.31782390014122996,0.31783686122482996,4226721.8939339835
iso_1100C_40h,93955.1077705462,0.7470879349497128,0.25325302205235695,1.187324721555618e-07,0.31870939830194767,0.31872220000538787,4211147.8934331145
iso_1100C_40h,94555.1077705462,0.7478136569162877,0.2540963123912433,1.1916992349484283e-07,0.31959428728361267,0.31960693208332963,4195689.527497581
iso_1100C_40h,95155.1077705462,0.7485348382293169,0.25493913379206123,1.1960733902339815e-07,0.32047856241382217,0.320491052739152,4180345.4878482632
iso_1100C_40h,95755.1077705462,0.7492515233240501,0.2557814892873098,1.2004471945722243e-07,0.32136221930044584,0.3213745575346868,4165114.4861742416
iso_1100C_40h,96355.1077705462,0.7499637560362349,0.25662338185597816,1.2048206550319112e-07,0.32224525381751995,0.32225744229896713,4149995.2537480104
iso_1100C_40h,96955.1077705462,0.7506715796125306,0.2574648144251453,1.209193778592161e-07,0.3231276620916657,0.3231397031146191,4134986.5410500173
iso_1100C_40h,97555.1077705462,0.7513750367206984,0.25830578987151237,1.2135665721438962e-07,0.32400944048904284,0.3240213363047892,4120087.1174021885
iso_1100C_40h,98155.1077705462,0.7520741694595733,0.2591463110228711,1.2179390424911584e-07,0.3248905856027953,0.324902338420565,4105295.770610209
iso_1100C_40h,98755.1077705462,0.7527690193688225,0.25998638065951013,1.2223111963523192e-07,0.32577109424098505,0.325782706228884,4090611.3066142597
iso_1100C_40h,99355.1077705462,0.7534596274384967,0.2608260015155622,1.226683040361189e-07,0.32665096341500427,0.3266624367009223,4076032.54914797
iso_1100C_40h,99955.1077705462,0.7541460341183803,0.2616651762802955,1.2310545810680295e-07,0.32753019032843594,0.3275415270009321,4061558.339405338
iso_1100C_40h,100555.1077705462,0.7548282793271432,0.262503907599351,1.235425824940483e-07,0.32840877236635996,0.3284199744755249,4047187.535715369
iso_1100C_40h,101155.1077705462,0.7555064024613024,0.26334219807592774,1.2397967783644172e-07,0.32928670708508706,0.3292977766433841,4032919.013224226
iso_1100C_40h,101755.1077705462,0.756180442403996,0.2641800502719193,1.244167447644699e-07,0.3301639922023056,0.3301749311853902,4018751.663584648
iso_1100C_40h,102355.1077705462,0.7568504375335756,0.26501746670900334,1.2485378390058967e-07,0.3310406255876268,0.3310514359351459,4004684.394652444
iso_1100C_40h,102955.1077705462,0.7575164257320208,0.26585444986968526,1.252907958592922e-07,0.33191660525352434,0.3319272888698951,3990716.1301898416
iso_1100C_40h,103555.1077705462,0.7581784443931806,0.26669100219829994,1.257277812471613e-07,0.3327919293466432,0.3328024881018125,3976845.8095755116
iso_1100C_40h,104155.1077705462,0.7588365304308464,0.26752712610197144,1.261647406629269e-07,0.3336665961394818,0.3336770318696672,3963072.387521052
iso_1100C_40h,104755.1077705462,0.7594907202866601,0.26836282395153405,1.2660167469751304e-07,0.334540604022414,0.33455091853082586,3949394.83379379
iso_1100C_40h,105355.1077705462,0.760141049937862,0.2691980980824152,1.2703858393408252e-07,0.335413951496065,0.3354241465536111,3935812.132945679
iso_1100C_40h,105955.1077705462,0.7607875549048817,0.27003295079548334,1.2747546894807694e-07,0.3362866371640098,0.33629671450998216,3922323.284048157
iso_1100C_40h,106555.1077705462,0.7614302702587763,0.27086738435786084,1.279123303072538e-07,0.3371586597257967,0.337168621068542,3908927.3004327826
iso_1100C_40h,107155.1077705462,0.7620692306285204,0.2717014010037045,1.2834916857172043e-07,0.33803001797027665,0.33803986498784994,3895623.209437498
iso_1100C_40h,107755.1077705462,0.7627044702081491,0.27253500293495464,1.2878598429396516e-07,0.338900710769236,0.33891044511003865,3882410.052158368
iso_1100C_40h,108355.1077705462,0.7633360227637609,0.2733681923220553,1.2922277801888638e-07,0.33977073707131844,0.3397803603547204,3869286.883206637
iso_1100C_40h,108955.1077705462,0.76396392164038,0.27420097130464466,1.2965955028381937e-07,0.3406400958962235,0.34064960971317065,3856252.770470982
iso_1100C_40h,109555.1077705462,0.764588199768685,0.27503334199221924,1.3009630161856165e-07,0.34150878632918363,0.3415181922427902,3843306.7948847967
iso_1100C_40h,110155.1077705462,0.7652088896716049,0.27586530646477214,1.3053303254539687e-07,0.3423768075157016,0.34238610706182854,3830448.0501984023
iso_1100C_40h,110755.1077705462,0.7658260234707865,0.2766968667734062,1.3096974357911741e-07,0.34324415865653635,0.34325335334435586,3817675.6427560337
iso_1100C_40h,111355.1077705462,0.7664396328929348,0.2775280249409242,1.3140643522704636e-07,0.3441108390029426,0.34411993031548893,3804988.691277495
iso_1100C_40h,111955.1077705462,0.767049749276032,0.2783587829623962,1.318431079890585e-07,0.3449768478521395,0.3449858372468468,3792386.3266443503
iso_1100C_40h,112555.1077705462,0.7676564035754354,0.2791891428057055,1.3227976235760124e-07,0.34584218454301496,0.34585107345224203,3779867.6916905446
iso_1100C_40h,113155.1077705462,0.7682596263698579,0.28001910641207434,1.3271639881771496e-07,0.34670684845204686,0.34671563828359003,3767431.940997333
iso_1100C_40h,113755.1077705462,0.768859447867235,0.28084867569657057,1.3315301784705355e-07,0.34757083898944124,0.3475795311270345,3755078.240692418
iso_1100C_40h,114355.1077705462,0.7694558979104783,0.2816778525485948,1.3358961991590473e-07,0.34843415559546775,0.3484427513992715,3742805.768253194
iso_1100C_40h,114955.1077705462,0.7700490059831201,0.2825066388323509,1.340262054872111e-07,0.34929679773700667,0.34930529854408465,3730613.7123139733
iso_1100C_40h,115555.1077705462,0.7706388012148521,0.28333503638729934,1.3446277501659116e-07,0.35015876490427755,0.3501671720290632,3718501.2724771276
iso_1100C_40h,116155.1077705462,0.7712253123869581,0.28416304702859435,1.3489932895236117e-07,0.35102005660775676,0.3510283713425081,3706467.6591280284
iso_1100C_40h,116755.1077705462,0.7718085679376453,0.2849906725475063,1.353358677355574e-07,0.3518806723752677,0.3518888959905116,3694512.0932536996
iso_1100C_40h,117355.1077705462,0.7723885959672757,0.2858179147118291,1.3577239179995954e-07,0.3527406117492514,0.35274874549421814,3682633.806265089
iso_1100C_40h,117955.1077705462,0.7729654242434996,0.28664477526627424,1.362089015721144e-07,0.3535998742841925,0.3536079193872397,3670832.03982289
iso_1100C_40h,118555.1077705462,0.7735390802062937,0.28747125593285117,1.366453974713612e-07,0.3544584595442093,0.3544664172132363,3659106.045666795
iso_1100C_40h,119155.1077705462,0.7741095909729065,0.2882973584112362,1.3708187990985743e-07,0.35531636710079495,0.35532423852364786,3647455.0854481347
iso_1100C_40h,119755.1077705462,0.7746769833427114,0.2891230843791283,1.375183492926059e-07,0.35617359653070285,0.3561813828755698,3635878.4305658042
iso_1100C_40h,120355.1077705462,0.7752412838019711,0.28994843549259447,1.3795480601748308e-07,0.3570301474139768,0.3570378498297745,3624375.3620054005
iso_1100C_40h,120955.1077705462,0.7758025185285146,0.29077341338640383,1.3839125047526854e-07,0.35788601933211195,0.3578936389488636,3612945.1701815026
iso_1100C_40h,121555.1077705462,0.7763607133963288,0.2915980196743521,1.3882768304967564e-07,0.35874121186635083,0.35874874979555527,3601587.154783019
iso_1100C_40h,122155.1077705462,0.7769158939800669,0.2924222559495758,1.3926410411738355e-07,0.35959572459609684,0.359603181931089,3590300.6246215305
iso_1100C_40h,122755.1077705462,0.7774680855594738,0.2932461237848576,1.397005140480706e-07,0.36044955709745413,0.36045693491375796,3579084.8974825623
iso_1100C_40h,123355.1077705462,0.7780173131237333,0.29406962473292236,1.4013691320444888e-07,0.361302708941877,0.36131000829755017,3567939.299979719
iso_1100C_40h,123955.1077705462,0.7785636013757359,0.2948927603267259,1.405733019423003e-07,0.3621551796949302,0.36216240163090097,3556863.167411618
iso_1100C_40h,124555.1077705462,0.7791069747362696,0.29571553207973456,1.4100968061051397e-07,0.36300696891515183,0.3630141144555484,3545855.8436215543
iso_1100C_40h,125155.1077705462,0.7796474573481373,0.29653794148619816,1.4144604955112493e-07,0.36385807615302035,0.36386514630549305,3534916.6808598475
iso_1100C_40h,125755.1077705462,0.7801850730801996,0.29735999002141544,1.4188240909935437e-07,0.36470850095001517,0.36471549670605147,3524045.0396487894
iso_1100C_40h,126355.1077705462,0.7807198455313458,0.2981816791419928,1.4231875958365103e-07,0.3655582428377645,0.3655651651729967,3513240.2886501676
