path,sha256,unchanged_by_this_analysis,minimum_fit_temperature_C,all_candidate_temperatures_extrapolated
data/zro2/bicrystal_creep_barrier_export.json,fa7c9a2fb30e55596d9cdf47d2b03d530ef073cbe15f6210282285b2fcee7f37,True,1557.0,True
