candidate_id,rho_target,initial_topology,heating_rate_C_min,peak_T_C,response_class,n_cases,HR_pct_median,PR_difference_median,fine_difference_median
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1400.0,beneficial,4,2.588530211974257,1683223.1833626488,0.00778705241676445
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1400.0,neutral,13,-0.032884630902639,423876.2121041665,0.0013485914636474
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1400.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1450.0,beneficial,7,4.039992429928494,2132565.2923565614,0.0098525571732266
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1450.0,harmful,12,-1.506234967426427,259177.21700161166,0.0010175691244959499
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1450.0,neutral,11,-0.2547957245402205,850419.6225003182,0.0018649830231296
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1450.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1500.0,beneficial,6,3.6070267050890017,2297995.418249375,0.0093785523674463
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1500.0,harmful,24,-3.3397203711205683,346558.0925038842,0.00136631111064205
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1500.0,neutral,6,-0.444153086092184,1327690.795212112,0.0024244076327646
mech_009_PR_attrition_moderate,0.9,baseline,20.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1350.0,neutral,3,0.1376191314075101,241996.44523215655,0.0016867451219302
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1400.0,beneficial,5,2.461136880239843,1422071.077373416,0.0069218256618866
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1400.0,neutral,12,-0.054648024507550144,357691.36503396847,0.00095450643063345
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1400.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1450.0,beneficial,7,4.254796704597315,2273661.849983131,0.0100667210304755
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1450.0,harmful,12,-1.6181776358344133,259809.17896852005,0.0008597218515482
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1450.0,neutral,11,-0.0860614196512095,882660.5302775439,0.0016979838163052
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1450.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1500.0,beneficial,6,3.729191860774443,2439727.8684320417,0.0098293360014028
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1500.0,harmful,24,-3.224399093459616,358570.90566544037,0.00082745743243085
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1500.0,neutral,6,-0.7309437750463308,1420479.222523866,0.0036566768652913
mech_009_PR_attrition_moderate,0.9,baseline,50.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1350.0,neutral,3,0.1659216676335487,244626.4545874427,0.0015832698823569
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1400.0,beneficial,4,2.9394956525480063,1810149.7021235698,0.0081848045602231
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1400.0,neutral,13,-0.0736128246609245,444018.6343104717,0.0007170667564337
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1400.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1450.0,beneficial,5,3.483800847299508,2477652.814717849,0.0092945766461771
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1450.0,harmful,13,-1.5903067643372244,261663.65548319535,0.0009626115360078
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1450.0,neutral,12,-0.2939224865613628,895053.196086794,0.0031567264895703
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1450.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1500.0,beneficial,6,3.691954651739706,2489820.6094149626,0.0099230546215575
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1500.0,harmful,22,-3.39715039479844,279724.45936653914,0.0010531412166347
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1500.0,neutral,8,-0.5659952346455521,1428161.8611902741,0.0031246269154477
mech_009_PR_attrition_moderate,0.9,baseline,100.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,1400.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,1450.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,1500.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1350.0,neutral,3,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1400.0,neutral,18,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1400.0,unattainable,54,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1450.0,neutral,35,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1500.0,neutral,41,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,1500.0,unattainable,31,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1350.0,neutral,3,-0.0445380602905975,136010.78039920755,0.0015840548665504
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1400.0,beneficial,3,2.7747470555045113,1262994.9901074958,0.0086150739989481
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1400.0,harmful,2,-1.1715314818529134,224013.67213949034,0.0009554065773784999
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1400.0,neutral,13,-0.1831954166609055,223365.60413109625,0.0017611617242988
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1400.0,unattainable,54,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1450.0,beneficial,5,3.217750188670071,1274766.3834514436,0.0072700181498126
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1450.0,harmful,15,-1.4753391628499908,150929.6321804383,0.0013669431488238
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1450.0,neutral,12,-0.37948307259337666,426077.835473563,0.0032218750677312996
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1450.0,unattainable,40,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1500.0,beneficial,6,3.778090755823068,1276393.7494746228,0.0085458356510972
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1500.0,harmful,26,-3.0517864511928012,217846.7814641611,0.0013777284798184
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1500.0,neutral,4,0.11171557233793841,694879.508219939,0.0033640354654025503
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1350.0,neutral,3,-0.0127171286327128,162430.9397382177,0.0017887407814869
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1400.0,beneficial,3,3.10205127756943,1600890.4215150643,0.0102466530418275
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1400.0,harmful,2,-1.3934587632570428,268290.4045670918,0.00120224808836145
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1400.0,neutral,13,-0.1113432344626589,267454.3686691701,0.0020449008248286
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1400.0,unattainable,54,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1450.0,beneficial,5,3.6374534967897834,1619895.9598548545,0.0091796146874751
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1450.0,harmful,19,-1.6053506613853383,261136.06867673487,0.0020375835479485
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1450.0,neutral,7,0.1504210918347354,852229.3547427095,0.0045774231555007
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1450.0,unattainable,41,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1500.0,beneficial,6,3.982037958453758,1623212.5348890251,0.0099220149542128
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1500.0,harmful,26,-3.6137653504402594,261291.6067593987,0.001728718199472
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1500.0,neutral,4,-0.236038456733117,849221.1959798329,0.00402882809694675
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1350.0,neutral,3,-0.04219304633226,167742.31589612097,0.0020667605042418
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1400.0,beneficial,4,2.940413537169375,1646999.8646662151,0.009175668752020999
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1400.0,harmful,2,-1.2353720068004823,277242.3407341093,0.0017504369428721
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1400.0,neutral,12,-0.1800743186654807,240818.1912245808,0.00196695133101855
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1400.0,unattainable,54,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1450.0,beneficial,5,3.361226296444628,1696072.2917207712,0.0093253012354733
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1450.0,harmful,18,-1.7961836956437431,237677.43211304356,0.00200809102005
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1450.0,neutral,7,0.303192453885881,884842.8968986783,0.0049558375097257
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1450.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1500.0,beneficial,6,3.9400621042712425,1700087.982466222,0.0106641135871765
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1500.0,harmful,26,-3.846233529354983,270088.10791939945,0.0016625322024315
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1500.0,neutral,4,0.3005839405720158,881285.8701334627,0.0047533663595471995
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1350.0,neutral,3,-0.0209873958657869,169522.97238256905,0.002321812558097
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1400.0,beneficial,3,3.032474669184404,1700163.107154138,0.0100398702435698
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1400.0,harmful,3,-1.3630850228980744,279333.7858506296,0.0014985439108027
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1400.0,neutral,12,-0.1295273177249666,369640.0802623495,0.00156965774004355
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1400.0,unattainable,54,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1450.0,beneficial,5,4.089478585007153,1722096.3856032758,0.0102331140814367
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1450.0,harmful,17,-1.8216652183503783,199417.3997604333,0.002079105131496
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1450.0,neutral,8,0.5941894211803056,891057.1984851712,0.0055318186783921
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1450.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1500.0,beneficial,6,3.465411306845455,1726407.7645186062,0.0100646696172473
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1500.0,harmful,26,-3.844966294932707,273028.43518752477,0.0019395765238233
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1500.0,neutral,4,-0.19112894058448932,892069.5385523175,0.004419718628903099
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,1400.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,1450.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,1500.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1350.0,neutral,3,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1400.0,neutral,21,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1400.0,unattainable,51,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1450.0,neutral,35,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1500.0,neutral,41,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,1500.0,unattainable,31,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1350.0,beneficial,1,1.0867402468518843,706749.8861703549,-0.0021035678020968
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1350.0,neutral,2,0.2695933895191102,336063.69829974265,-0.0003490360907027
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1400.0,beneficial,13,2.5513579016526866,1345646.6320937304,-0.0005577357788486
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1400.0,neutral,8,0.4095346916015644,357399.06817919086,-0.0009041471327467
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1400.0,unattainable,51,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1450.0,beneficial,13,2.065657409774418,1733679.967186789,0.0026736827043462
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1450.0,neutral,22,0.1827119465965218,432472.17868552945,-0.0009026503650125
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1500.0,beneficial,6,2.52287974004543,2301461.538091707,0.0078074779895767
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1500.0,harmful,28,-2.002138397138653,742742.3714783319,-0.0009735094874304001
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1500.0,neutral,2,-0.2646320010642843,1585207.847667862,0.0027892820665958
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1350.0,beneficial,1,1.4227148541067445,887673.2497211804,-0.002814307132001
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1350.0,neutral,2,0.32265461874440765,408332.67454672046,-0.0007526067737353499
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1400.0,beneficial,15,3.263378593515915,1674099.2880331727,-0.0013471877366351
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1400.0,neutral,6,0.3656553942092113,364442.72304943914,-0.0012909296182431
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1400.0,unattainable,51,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1450.0,beneficial,13,4.222366128620317,2374971.2341952957,0.0018704743849338
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1450.0,neutral,22,0.2349329284270685,523919.4116332967,-0.0012469386562803
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1500.0,beneficial,6,1.965850829050842,3359316.6104283077,0.0065296003806911
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1500.0,harmful,26,-2.4735870162765026,921198.9201909334,-0.001257863389966
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1500.0,neutral,4,-0.521885585613257,1916018.4257548703,0.00018910030313864997
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1350.0,beneficial,1,1.4754505068207435,926877.1351171072,-0.0030986698116198
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1350.0,neutral,2,0.32618571553502346,423235.67895366746,-0.0006523351124537
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1400.0,beneficial,16,3.1211495777243683,1720932.4768776486,-0.0010861070927163
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1400.0,neutral,5,0.4174350333422675,364614.8080160913,-0.0011231387045252
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1400.0,unattainable,51,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1450.0,beneficial,13,4.159845483616582,2542012.2925052266,0.0007027762366955
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1450.0,neutral,22,0.4453588300873281,542693.4651042687,-0.0010371295551725
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1500.0,beneficial,4,3.653971766647876,3504124.0292413044,0.0078716962449405
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1500.0,harmful,24,-2.7807017208538367,974182.8126963399,-0.00176008767080815
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1500.0,neutral,8,-0.45348249295106197,2052687.9608756392,9.152647035105e-05
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1350.0,beneficial,1,1.569696772755678,940408.7918354468,-0.002794853615091
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1350.0,neutral,2,0.35107803872130966,428251.62234874873,-0.0006456277378937
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1350.0,unattainable,69,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1400.0,beneficial,15,3.307115249469342,1797768.2243017503,-0.0017260161471072
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1400.0,neutral,6,0.4351590853499797,381095.0351373751,-0.00090063363358035
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1400.0,unattainable,51,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1450.0,beneficial,13,4.872921700555661,2602226.9249279397,0.0008749758486738
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1450.0,neutral,22,0.3365112196171457,548988.2952601616,-0.0014591739655166
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1450.0,unattainable,37,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1500.0,beneficial,6,2.442361230375037,3819021.226185948,0.0055965522075347
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1500.0,harmful,28,-2.2303529385488545,988247.9382452489,-0.00163941261542275
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1500.0,neutral,2,0.204404976193604,2452835.6595266983,0.0005040505160409
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,1500.0,unattainable,36,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,1400.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,1450.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,1500.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1400.0,neutral,4,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1400.0,unattainable,68,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1450.0,neutral,17,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1450.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1500.0,neutral,30,0.0,0.0,0.0
mech_009_PR_attrition_moderate,0.92,TJ_rich,1.0,1500.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1400.0,neutral,4,-0.410580739428294,117094.06634323642,0.0016959562087301501
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1400.0,unattainable,68,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1450.0,beneficial,5,2.02343538150934,448017.2677762389,0.0048303022130905
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1450.0,harmful,4,-1.098224060313801,117213.3451294267,0.00035905682451085755
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1450.0,neutral,8,-0.5192892526740771,135867.66055247185,0.00087224310477385
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1450.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1500.0,beneficial,10,4.117017399132154,649923.3403083605,0.004817327872401
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1500.0,harmful,8,-2.3455704845918666,98942.63760970377,0.0002195521076776
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1500.0,neutral,12,-0.3748620748592912,148852.4223656181,0.00158351787414805
mech_009_PR_attrition_moderate,0.92,TJ_rich,5.0,1500.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1400.0,neutral,4,-0.5733381940535417,139848.7067551604,0.00174427309826435
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1400.0,unattainable,68,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1450.0,beneficial,5,2.806250119570128,545331.0513669853,0.0068836674656175
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1450.0,harmful,6,-1.2438670584874947,125150.56608412229,0.00070536597855645
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1450.0,neutral,6,-0.16543903242710972,249878.28665210446,0.00115713627714925
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1450.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1500.0,beneficial,14,3.4025200587758224,541421.8746561615,0.0049208439623272
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1500.0,harmful,12,-2.434960742819917,125198.73060123305,0.00083728474883025
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1500.0,neutral,4,-0.3200925277251518,177734.25186095163,0.0015976364763748
mech_009_PR_attrition_moderate,0.92,TJ_rich,20.0,1500.0,unattainable,42,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1300.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1350.0,unattainable,72,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1400.0,neutral,4,-0.5765505882369089,144432.274364819,0.00188316902302075
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1400.0,unattainable,68,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1450.0,beneficial,5,2.6891394740376695,565422.8626594562,0.0068977440944413
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1450.0,harmful,5,-1.2350471192053851,127157.5919377039,0.0007249342132801
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1450.0,neutral,7,-0.5765638078149231,187466.47628805297,0.0011992132604544
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1450.0,unattainable,55,,,
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1500.0,beneficial,12,3.1965397742120816,566105.1640037753,0.00585861243144725
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1500.0,harmful,12,-2.751989010768606,129257.8543528762,0.00058709886878945
mech_009_PR_attrition_moderate,0.92,TJ_rich,50.0,1500.0,neutral,6,0.3429619782392803,258341.21972769737,0.0018585634662621
