candidate_id,base_mechanism,variant,G0_nm,rho0,initial_topology,heating_rate_C_min,reference_rate_C_min,peak_T_C,hold_time_h,rho_target,comparison_attained,response_class,HR_pct,G_at_target_nm,G_reference_nm,time_to_target_h,connected_fine_pore_fraction,pore_mean_radius_nm,large_pore_fraction,cumulative_PR_desintering_work,reference_PR_work,PR_exposure_difference,connected_fine_difference,mean_radius_difference_nm
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,20.0,1.0,1400.0,20.0,0.92,True,beneficial,3.2127345040486555,193.50696274263868,199.93018890561916,16.46866720491916,0.0689269432727897,64.82015502874202,0.0455054680425033,932456.7961200916,4316784.903891442,3384328.107771351,0.0053963539272592,-0.9593379755464896
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,50.0,1.0,1400.0,20.0,0.92,True,beneficial,3.03693431931369,193.85844038407572,199.93018890561916,15.555115019149827,0.0682619291516204,64.87250568145693,0.0454617505505764,692849.839699223,4316784.903891442,3623935.064192219,0.0047313398060899,-0.9069873228315828
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1400.0,20.0,0.92,True,beneficial,3.191962113019809,193.5484930232629,199.93018890561916,15.228328557782996,0.0680883430268124,64.8751081806572,0.0454092238888172,607723.9681799246,4316784.903891442,3709060.935711518,0.0045577536812819,-0.904384823631318
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,20.0,1.0,1450.0,8.0,0.85,True,beneficial,1.9433809972648113,136.9144463291654,139.62794936397543,2.9242705432754543,0.123949858780001,53.14892547791112,0.0221007366752047,670632.2322074957,4298925.562382324,3628293.330174828,0.0027698544228329,-0.3099974072688525
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,50.0,1.0,1450.0,8.0,0.85,True,beneficial,2.70758985830063,135.8473971676433,139.62794936397543,2.121993235960468,0.1235808312216894,53.202283218165405,0.0221149949169252,355462.6530447615,4298925.562382324,3943462.909337562,0.0024008268645212,-0.2566396670145678
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1450.0,8.0,0.85,True,beneficial,3.3558797876979347,134.94220323329267,139.62794936397543,1.8383193291299824,0.1236559204914061,53.18874091976479,0.0220665326129469,237349.68750593765,4298925.562382324,4061575.874876386,0.0024759161342379,-0.2701819654151833
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,20.0,1.0,1450.0,8.0,0.88,True,beneficial,1.0792743623440388,181.90150087388596,183.88613680431988,4.360346495184893,0.1047907817842449,56.64298304017234,0.0280457719123068,670884.0319875472,4299051.001566958,3628166.9695794103,0.0012019702355104,-0.2532958358347699
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,50.0,1.0,1450.0,8.0,0.88,True,beneficial,1.4887803684283605,181.14847609931584,183.88613680431988,3.5089847633209597,0.1037348719965119,56.7239899269075,0.0280306949625448,355744.907224191,4299051.001566958,3943306.094342767,0.0001460604477774,-0.1722889490996095
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1450.0,8.0,0.88,True,beneficial,1.1332328742725364,181.80227865082355,183.88613680431988,3.2565518793984305,0.1028330551521645,56.846478526781446,0.02818584213715,237655.55382631472,4299051.001566958,4061395.447740643,-0.0007557563965699,-0.0498003492256629
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,5.0,1.0,1450.0,8.0,0.9,True,beneficial,1.5654045400711043,227.5560291677799,231.17485077735117,10.009331354525168,0.0904450112250886,59.79480587254281,0.0345354291128336,1764206.6236734043,4299099.844677867,2534893.221004463,0.0054515411401837,-0.7115086618957633
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,20.0,1.0,1450.0,8.0,0.9,True,beneficial,1.0792743623440617,228.67983988072407,231.17485077735117,6.019576303733555,0.0875655534400251,60.07240238630249,0.0345670054285552,670959.9171428056,4299099.844677867,3628139.9275350617,0.0025720833551202,-0.4339121481360806
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,50.0,1.0,1450.0,8.0,0.9,True,beneficial,1.4887803684284004,227.7331649822343,231.17485077735117,5.1231628103504825,0.08666278780934,60.10965124529696,0.0344386196771002,355825.4994462821,4299099.844677867,3943274.345231585,0.0016693177244351,-0.396663289141614
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1450.0,8.0,0.9,True,beneficial,2.1121117567055063,226.29217957553632,231.17485077735117,4.784442308568726,0.0865677251456529,60.06766488848471,0.0342745688038384,237734.1389479397,4299099.844677867,4061365.705729928,0.001574255060748,-0.4386496459538662
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,50.0,0.65,GBseg_rich,20.0,1.0,1450.0,20.0,0.85,True,beneficial,1.9433809972648113,136.9144463291654,139.62794936397543,2.9242705432754543,0.123949858780001,53.14892547791112,0.0221007366752047,670632.2322074957,4298925.562382324,3628293.330174828,0.0027698544228329,-0.3099974072688525
