path,phase,t_s,T_C,rho,G_nm,cumulative_PR_desintering_work,cumulative_densifying_work,cumulative_non_densifying_work,connected_fine_pore_fraction,connected_mean_radius_nm,large_pore_fraction,f_GBseg,f_TJ,f_iso_location,X_J,Lambda_over_K_TJ,P_comp_TJ,C_GBseg,C_TJ,f_clean_GB,f_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_persistent_junction_drag,P_TJ_multihit,sigma_base,sigma_GBseg,sigma_TJ,sigma_total
two_step,first_step,0.0,25.0,0.7,225.0,0.0,0.0,0.0,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,0.0,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,3.2624529997953355e-59,5.77842947851938e-60,1.0436091874199407e-57,0.0,1.0436091874199407e-57,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,12.000000000000043,29.000000000000014,0.7,225.0,6.050569923184365e-15,2.093071158342174e-100,6.050569923184365e-15,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.101171605937984e-47,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,3.297679626900058e-58,5.840822585946066e-59,9.320552305211304e-57,8.210822040126808e-103,9.320552305211304e-57,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,24.000000000000085,33.00000000000003,0.7,225.0,1.2101139846368728e-14,2.0440386263905216e-98,1.2101139846368728e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,6.488513879469832e-47,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,3.137760539382861e-57,5.55757523508913e-58,7.86135401023942e-56,4.080680368549144e-101,7.86135401023942e-56,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,36.000000000000256,37.000000000000085,0.7,225.0,1.8151709769553155e-14,1.7574939485734157e-96,1.8151709769553155e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,3.1781544537622744e-46,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,2.8170465241852905e-56,4.9895292526004263e-57,6.275761141933467e-55,1.595627057918725e-99,6.275761141933467e-55,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,48.000000000000426,41.00000000000014,0.7,225.0,2.4202279692737573e-14,1.3484621952388391e-94,2.4202279692737573e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.4591702837487474e-45,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,2.3916363409280507e-55,4.236046292524012e-56,4.7518337087934626e-54,5.5469876329496156e-98,4.7518337087934626e-54,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,60.0000000000006,45.0000000000002,0.7,225.0,3.025284961592199e-14,9.273410472300287e-93,3.025284961592199e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,6.41693763402012e-45,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,1.9241490215837816e-54,3.408036660782991e-55,3.4193879864566306e-53,1.7553599564487868e-96,3.4193879864566306e-53,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,72.00000000000077,49.000000000000256,0.7,225.0,3.6303419539106404e-14,5.739558799712814e-91,3.6303419539106404e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,2.7176437897635495e-44,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,1.4699236028605859e-53,2.6035163965500413e-54,2.342887058182202e-52,5.093705971029002e-95,2.342887058182202e-52,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,84.00000000000094,53.00000000000031,0.7,225.0,4.2353989462290803e-14,3.209592193181572e-89,4.2353989462290803e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.1108419195770958e-43,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,1.0682937847962306e-52,1.8921530204949572e-53,1.5312752246347067e-51,1.360803767947253e-93,1.5312752246347067e-51,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,96.00000000000111,57.00000000000037,0.7,225.0,4.840455938547519e-14,1.627664171721779e-87,4.840455938547519e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,4.388791480738991e-43,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,7.399694700768313e-52,1.310627739116721e-52,9.56311203550205e-51,3.357640370461113e-92,9.56311203550205e-51,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
two_step,first_step,108.00000000000128,61.000000000000426,0.7,225.0,5.4455129308659565e-14,7.512023143471838e-86,5.4455129308659565e-14,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.6781065280408836e-42,2.408700286879576e-23,0.0,0.5419216845722417,0.7678777257180579,0.45807831542775834,0.09999999999999999,4.8934330346234763e-51,8.667207680908419e-52,5.716086492353732e-50,7.67376164613209e-91,5.716086492353732e-50,17777777.77777778,9634163.281284297,13651159.56832103,37780915.939228326
