candidate_id,map_type,prep_growth_tolerance,second_step_growth_tolerance,boundary_status,G0_nm,n_cases
mech_009,practical,0.1,0.05,UPPER_BOUND_RIGHT_CENSORED,250.0,5
mech_009,practical,0.1,0.05,UPPER_BOUND_RIGHT_CENSORED,300.0,84
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,125.0,57
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,150.0,52
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,175.0,61
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,200.0,55
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,225.0,51
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,250.0,46
mech_009,practical,0.1,0.1,COMPLETE_WINDOW,300.0,31
mech_009,practical,0.1,0.1,NO_OVERLAP,75.0,35
mech_009,practical,0.1,0.1,NO_OVERLAP,100.0,60
mech_009,practical,0.1,0.1,NO_OVERLAP,125.0,35
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,150.0,20
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,175.0,35
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,200.0,35
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,225.0,35
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,250.0,35
mech_009,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,300.0,105
mech_009,practical,0.2,0.05,NO_OVERLAP,75.0,35
mech_009,practical,0.2,0.05,NO_OVERLAP,100.0,60
mech_009,practical,0.2,0.05,NO_OVERLAP,125.0,64
mech_009,practical,0.2,0.05,UPPER_BOUND_RIGHT_CENSORED,250.0,5
mech_009,practical,0.2,0.05,UPPER_BOUND_RIGHT_CENSORED,300.0,84
mech_009,practical,0.2,0.1,NO_OVERLAP,75.0,35
mech_009,practical,0.2,0.1,NO_OVERLAP,100.0,60
mech_009,practical,0.2,0.1,NO_OVERLAP,125.0,35
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,150.0,20
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,175.0,35
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,200.0,35
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,225.0,35
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,250.0,35
mech_009,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,300.0,105
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,150.0,5
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,175.0,19
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,200.0,39
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,225.0,67
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,250.0,125
mech_009_q0,kinetic,0.05,0.05,COMPLETE_WINDOW,300.0,131
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,150.0,122
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,175.0,126
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,200.0,127
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,225.0,113
mech_009_q0,kinetic,0.05,0.05,NO_OVERLAP,250.0,69
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,150.0,25
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,175.0,88
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,200.0,129
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,225.0,129
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,250.0,135
mech_009_q0,kinetic,0.05,0.1,COMPLETE_WINDOW,300.0,131
mech_009_q0,kinetic,0.05,0.1,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.05,0.1,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.05,0.1,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.05,0.1,NO_OVERLAP,150.0,102
mech_009_q0,kinetic,0.05,0.1,NO_OVERLAP,175.0,54
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,150.0,5
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,175.0,14
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,200.0,34
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,225.0,42
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,250.0,70
mech_009_q0,kinetic,0.1,0.05,COMPLETE_WINDOW,300.0,64
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,150.0,122
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,175.0,126
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,200.0,127
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,225.0,113
mech_009_q0,kinetic,0.1,0.05,NO_OVERLAP,250.0,69
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,150.0,25
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,175.0,69
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,200.0,73
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,225.0,65
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,250.0,70
mech_009_q0,kinetic,0.1,0.1,COMPLETE_WINDOW,300.0,64
mech_009_q0,kinetic,0.1,0.1,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.1,0.1,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.1,0.1,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.1,0.1,NO_OVERLAP,150.0,102
mech_009_q0,kinetic,0.1,0.1,NO_OVERLAP,175.0,54
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,150.0,122
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,175.0,126
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,200.0,127
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,225.0,113
mech_009_q0,kinetic,0.2,0.05,NO_OVERLAP,250.0,69
mech_009_q0,kinetic,0.2,0.1,NO_OVERLAP,75.0,35
mech_009_q0,kinetic,0.2,0.1,NO_OVERLAP,100.0,60
mech_009_q0,kinetic,0.2,0.1,NO_OVERLAP,125.0,92
mech_009_q0,kinetic,0.2,0.1,NO_OVERLAP,150.0,102
mech_009_q0,kinetic,0.2,0.1,NO_OVERLAP,175.0,54
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,150.0,5
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,175.0,19
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,200.0,39
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,225.0,67
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,250.0,125
mech_009_q0,practical,0.05,0.05,COMPLETE_WINDOW,300.0,131
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,150.0,122
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,175.0,126
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,200.0,127
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,225.0,113
mech_009_q0,practical,0.05,0.05,NO_OVERLAP,250.0,69
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,150.0,25
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,175.0,88
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,200.0,129
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,225.0,129
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,250.0,135
mech_009_q0,practical,0.05,0.1,COMPLETE_WINDOW,300.0,131
mech_009_q0,practical,0.05,0.1,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.05,0.1,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.05,0.1,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.05,0.1,NO_OVERLAP,150.0,102
mech_009_q0,practical,0.05,0.1,NO_OVERLAP,175.0,54
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,150.0,5
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,175.0,14
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,200.0,34
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,225.0,42
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,250.0,70
mech_009_q0,practical,0.1,0.05,COMPLETE_WINDOW,300.0,64
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,150.0,122
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,175.0,126
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,200.0,127
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,225.0,113
mech_009_q0,practical,0.1,0.05,NO_OVERLAP,250.0,69
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,150.0,25
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,175.0,69
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,200.0,73
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,225.0,65
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,250.0,70
mech_009_q0,practical,0.1,0.1,COMPLETE_WINDOW,300.0,64
mech_009_q0,practical,0.1,0.1,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.1,0.1,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.1,0.1,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.1,0.1,NO_OVERLAP,150.0,102
mech_009_q0,practical,0.1,0.1,NO_OVERLAP,175.0,54
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,150.0,122
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,175.0,126
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,200.0,127
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,225.0,113
mech_009_q0,practical,0.2,0.05,NO_OVERLAP,250.0,69
mech_009_q0,practical,0.2,0.1,NO_OVERLAP,75.0,35
mech_009_q0,practical,0.2,0.1,NO_OVERLAP,100.0,60
mech_009_q0,practical,0.2,0.1,NO_OVERLAP,125.0,92
mech_009_q0,practical,0.2,0.1,NO_OVERLAP,150.0,102
mech_009_q0,practical,0.2,0.1,NO_OVERLAP,175.0,54
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,100.0,5
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,125.0,113
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,150.0,151
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,175.0,148
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,200.0,138
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,225.0,110
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,250.0,103
mech_019,kinetic,0.05,0.05,COMPLETE_WINDOW,300.0,80
mech_019,kinetic,0.05,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.05,0.05,NO_OVERLAP,75.0,12
mech_019,kinetic,0.05,0.05,NO_OVERLAP,100.0,135
mech_019,kinetic,0.05,0.05,NO_OVERLAP,125.0,75
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,100.0,56
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,125.0,160
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,150.0,151
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,175.0,148
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,200.0,138
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,225.0,110
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,250.0,103
mech_019,kinetic,0.05,0.1,COMPLETE_WINDOW,300.0,80
mech_019,kinetic,0.05,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.05,0.1,NO_OVERLAP,75.0,12
mech_019,kinetic,0.05,0.1,NO_OVERLAP,100.0,84
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,100.0,5
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,125.0,86
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,150.0,76
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,175.0,70
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,200.0,62
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,225.0,44
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,250.0,42
mech_019,kinetic,0.1,0.05,COMPLETE_WINDOW,300.0,31
mech_019,kinetic,0.1,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.1,0.05,NO_OVERLAP,75.0,12
mech_019,kinetic,0.1,0.05,NO_OVERLAP,100.0,135
mech_019,kinetic,0.1,0.05,NO_OVERLAP,125.0,75
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,100.0,52
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,125.0,90
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,150.0,76
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,175.0,70
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,200.0,62
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,225.0,44
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,250.0,42
mech_019,kinetic,0.1,0.1,COMPLETE_WINDOW,300.0,31
mech_019,kinetic,0.1,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.1,0.1,NO_OVERLAP,75.0,12
mech_019,kinetic,0.1,0.1,NO_OVERLAP,100.0,84
mech_019,kinetic,0.2,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.2,0.05,NO_OVERLAP,75.0,12
mech_019,kinetic,0.2,0.05,NO_OVERLAP,100.0,135
mech_019,kinetic,0.2,0.05,NO_OVERLAP,125.0,75
mech_019,kinetic,0.2,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,kinetic,0.2,0.1,NO_OVERLAP,75.0,12
mech_019,kinetic,0.2,0.1,NO_OVERLAP,100.0,84
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,100.0,5
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,125.0,113
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,150.0,151
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,175.0,148
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,200.0,138
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,225.0,110
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,250.0,103
mech_019,practical,0.05,0.05,COMPLETE_WINDOW,300.0,80
mech_019,practical,0.05,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.05,0.05,NO_OVERLAP,75.0,12
mech_019,practical,0.05,0.05,NO_OVERLAP,100.0,135
mech_019,practical,0.05,0.05,NO_OVERLAP,125.0,75
mech_019,practical,0.05,0.05,UPPER_BOUND_RIGHT_CENSORED,225.0,35
mech_019,practical,0.05,0.05,UPPER_BOUND_RIGHT_CENSORED,250.0,40
mech_019,practical,0.05,0.05,UPPER_BOUND_RIGHT_CENSORED,300.0,70
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,100.0,56
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,125.0,160
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,150.0,146
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,175.0,148
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,200.0,129
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,225.0,110
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,250.0,103
mech_019,practical,0.05,0.1,COMPLETE_WINDOW,300.0,80
mech_019,practical,0.05,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.05,0.1,NO_OVERLAP,75.0,12
mech_019,practical,0.05,0.1,NO_OVERLAP,100.0,84
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,150.0,30
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,175.0,35
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,200.0,44
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,225.0,70
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,250.0,70
mech_019,practical,0.05,0.1,UPPER_BOUND_RIGHT_CENSORED,300.0,105
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,100.0,5
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,125.0,86
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,150.0,76
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,175.0,70
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,200.0,62
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,225.0,44
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,250.0,42
mech_019,practical,0.1,0.05,COMPLETE_WINDOW,300.0,31
mech_019,practical,0.1,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.1,0.05,NO_OVERLAP,75.0,12
mech_019,practical,0.1,0.05,NO_OVERLAP,100.0,135
mech_019,practical,0.1,0.05,NO_OVERLAP,125.0,75
mech_019,practical,0.1,0.05,UPPER_BOUND_RIGHT_CENSORED,225.0,35
mech_019,practical,0.1,0.05,UPPER_BOUND_RIGHT_CENSORED,250.0,40
mech_019,practical,0.1,0.05,UPPER_BOUND_RIGHT_CENSORED,300.0,70
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,100.0,52
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,125.0,90
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,150.0,76
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,175.0,70
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,200.0,62
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,225.0,44
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,250.0,42
mech_019,practical,0.1,0.1,COMPLETE_WINDOW,300.0,31
mech_019,practical,0.1,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.1,0.1,NO_OVERLAP,75.0,12
mech_019,practical,0.1,0.1,NO_OVERLAP,100.0,84
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,150.0,30
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,175.0,35
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,200.0,44
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,225.0,70
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,250.0,70
mech_019,practical,0.1,0.1,UPPER_BOUND_RIGHT_CENSORED,300.0,105
mech_019,practical,0.2,0.05,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.2,0.05,NO_OVERLAP,75.0,12
mech_019,practical,0.2,0.05,NO_OVERLAP,100.0,135
mech_019,practical,0.2,0.05,NO_OVERLAP,125.0,75
mech_019,practical,0.2,0.05,UPPER_BOUND_RIGHT_CENSORED,225.0,35
mech_019,practical,0.2,0.05,UPPER_BOUND_RIGHT_CENSORED,250.0,40
mech_019,practical,0.2,0.05,UPPER_BOUND_RIGHT_CENSORED,300.0,70
mech_019,practical,0.2,0.1,LOWER_BOUND_RIGHT_CENSORED,75.0,79
mech_019,practical,0.2,0.1,NO_OVERLAP,75.0,12
mech_019,practical,0.2,0.1,NO_OVERLAP,100.0,84
mech_019,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,150.0,30
mech_019,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,175.0,35
mech_019,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,200.0,44
mech_019,practical,0.2,0.1,UPPER_BOUND_RIGHT_CENSORED,225.0,70
