path,phase,t_s,T_C,rho,G_nm,cumulative_PR_desintering_work,cumulative_densifying_work,cumulative_non_densifying_work,connected_fine_pore_fraction,connected_mean_radius_nm,large_pore_fraction,f_GBseg,f_TJ,f_iso_location,X_J,Lambda_over_K_TJ,P_comp_TJ,C_GBseg,C_TJ,f_clean_GB,f_iso,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_persistent_junction_drag,P_TJ_multihit,sigma_base,sigma_GBseg,sigma_TJ,sigma_total
slow,fast_firing,0.0,25.0,0.7,75.00000000000001,0.0,0.0,0.0,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,0.0,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,4.928779357176577e-59,4.027709390849628e-60,4.741784749353451e-56,0.0,4.741784749353451e-56,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,240.00000000001364,29.000000000000227,0.7,75.00000000000001,1.2101139846369377e-13,4.265457882930829e-99,1.2101139846369377e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,2.9280478551345546e-46,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,4.939715294768126e-58,4.036646041355417e-59,4.234923696452949e-55,2.976014219053813e-99,4.234923696452949e-55,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,480.0000000000273,33.000000000000455,0.7,75.00000000000001,2.4202279692738755e-13,4.0968510364490215e-97,2.4202279692738755e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.7254131570036734e-45,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,4.661313650839774e-57,3.80914125073307e-58,3.5719164802668093e-54,1.4791276057849447e-97,3.5719164802668093e-54,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,720.0000000000409,37.00000000000068,0.7,75.00000000000001,3.630341953910813e-13,3.4654296062273656e-95,3.630341953910813e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,8.451850653200168e-45,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,4.151170839752503e-56,3.3922617676012357e-57,2.8514801165160583e-53,5.784068180487249e-96,2.8514801165160583e-53,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,960.0000000000546,41.00000000000091,0.7,75.00000000000001,4.840455938547751e-13,2.6168876672504746e-93,4.840455938547751e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,3.8807382797629334e-44,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,3.496626321988852e-55,2.8573798201902244e-56,2.159062308327812e-52,2.0109013795970544e-94,2.159062308327812e-52,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,1200.0000000000682,45.00000000000114,0.7,75.00000000000001,6.050569923184688e-13,1.771920171257023e-91,6.050569923184688e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.7067491011834768e-43,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,2.791620213829148e-54,2.2812615733251804e-55,1.5536469017099053e-51,6.364045087319698e-93,1.5536469017099053e-51,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,1440.0000000000819,49.000000000001364,0.7,75.00000000000001,7.260683907821624e-13,1.0802151774938367e-89,7.260683907821624e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,7.228856115847895e-43,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,2.11669751323132e-53,1.729726943287961e-54,1.0645236028840712e-50,1.8468691097215084e-91,1.0645236028840712e-50,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,1680.0000000000955,53.00000000000159,0.7,75.00000000000001,8.470797892458561e-13,5.952113261648607e-88,8.470797892458561e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,2.955058856299643e-42,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,1.5271473745063795e-52,1.2479572274937886e-53,6.957563803353137e-50,4.9344025284884415e-90,6.957563803353137e-50,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,1920.0000000001091,57.00000000000182,0.7,75.00000000000001,9.680911877095498e-13,2.9753099343448653e-86,9.680911877095498e-13,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,1.1676086026480766e-41,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,1.0502850105582483e-51,8.582739241379488e-53,4.345134112745667e-49,1.2176198327283497e-88,4.345134112745667e-49,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
slow,fast_firing,2160.000000000123,61.000000000002046,0.7,75.00000000000001,1.0891025861732432e-12,1.3540080374920436e-84,1.0891025861732432e-12,0.23073193454111124,41.7765682953483,0.6369977906558801,0.6,0.3,0.09999999999999999,4.464902480856288e-41,2.9705616898952045e-23,0.0,0.22913218917001565,0.14979414628853194,0.7708678108299843,0.09999999999999999,6.897381946824273e-51,5.636415839765813e-52,2.597184087891711e-48,2.7830816825443617e-87,2.597184087891711e-48,53333333.33333333,12220383.422400834,7989021.13538837,70909465.11521551
