candidate_id,rho_target,initial_topology,heating_rate_C_min,n_cases,HR_pct,cumulative_PR_desintering_work,reference_PR_work,PR_exposure_difference
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,0.2,360,,,,
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,360,0.0,291751.80887816515,291751.80887816515,0.0
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,5.0,360,-2.01185369573857,62619.90275891871,291751.80887816515,230617.0561646974
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,360,-2.3659190977046256,19445.69861888647,292031.88695569127,275995.99080270535
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,50.0,360,-2.673668011810944,10019.58159897072,292031.88695569127,285128.9605970497
mech_009_PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,360,-2.5657990165702276,6190.695170836291,291751.80887816515,288016.0277638174
mech_009_PR_attrition_moderate,0.88,GBseg_rich,0.2,360,,,,
mech_009_PR_attrition_moderate,0.88,GBseg_rich,1.0,360,0.0,1029102.9033005332,1029102.9033005332,0.0
mech_009_PR_attrition_moderate,0.88,GBseg_rich,5.0,360,-0.11027774866993136,272916.68749961257,1029230.1386305896,773878.9153499239
mech_009_PR_attrition_moderate,0.88,GBseg_rich,20.0,360,0.03541791204577755,87370.89043580531,1029230.1386305896,959567.8867113376
mech_009_PR_attrition_moderate,0.88,GBseg_rich,50.0,360,0.0699585434596112,50367.67634399114,1029230.1386305896,999039.3590195891
mech_009_PR_attrition_moderate,0.88,GBseg_rich,100.0,360,0.03616156936803515,34569.50773678905,1029230.1386305896,1012393.1675877592
mech_009_PR_attrition_moderate,0.88,TJ_rich,0.2,360,,,,
mech_009_PR_attrition_moderate,0.88,TJ_rich,1.0,360,0.0,191679.04524657875,191679.04524657875,0.0
mech_009_PR_attrition_moderate,0.88,TJ_rich,5.0,360,-1.1992946522553676,40049.14611384636,191679.04524657875,152125.15094418643
mech_009_PR_attrition_moderate,0.88,TJ_rich,20.0,360,-1.4964839496733449,11041.0353802858,191733.85993424623,181626.40442493628
