candidate_id,rho_target,initial_topology,heating_rate_C_min,n_cases,HR_pct,cumulative_PR_desintering_work,reference_PR_work,PR_exposure_difference
mech_009_q0_PR_attrition_moderate,0.88,baseline,20.0,81,-0.5640069845480638,25912.923263912373,454934.8060503286,426460.626172584
mech_009_q0_PR_attrition_moderate,0.88,baseline,100.0,81,-0.5890055774155644,5698.476520246491,454934.8060503286,446273.7929881573
mech_009_q0_PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,81,0.0,281467.8177315957,281467.8177315957,0.0
mech_009_q0_PR_attrition_moderate,0.88,mixed_GBseg_TJ,20.0,81,-0.8472263777235948,15626.84799349601,283009.5220503996,266616.5526439944
mech_009_q0_PR_attrition_moderate,0.88,mixed_GBseg_TJ,100.0,81,-1.0046800858737537,3437.0942762804507,283009.5220503996,278464.83737383044
mech_009_q0_PR_attrition_moderate,0.9,GBseg_rich,1.0,81,0.0,1005400.8317517018,1005400.8317517018,0.0
mech_009_q0_PR_attrition_moderate,0.9,GBseg_rich,20.0,81,0.4487838659923904,72513.69852069831,1013114.228157989,925440.7044555682
mech_009_q0_PR_attrition_moderate,0.9,GBseg_rich,100.0,81,0.4673635133742649,16458.26186155156,1013114.228157989,977939.709118974
mech_009_q0_PR_attrition_moderate,0.9,TJ_rich,1.0,81,0.0,177320.34967309205,177320.34967309205,0.0
mech_009_q0_PR_attrition_moderate,0.9,TJ_rich,20.0,81,-0.18507917950089592,10006.846947936825,180428.30150067768,170385.46997853144
mech_009_q0_PR_attrition_moderate,0.9,TJ_rich,100.0,81,-0.5742037734168708,2257.0344703230194,180428.30150067768,177857.0743502181
mech_009_q0_PR_attrition_moderate,0.9,baseline,1.0,81,0.0,454954.50076427014,454954.50076427014,0.0
mech_009_q0_PR_attrition_moderate,0.9,baseline,20.0,81,-0.2688814295749078,25950.015153162563,454954.50076427014,426667.65717478277
mech_009_q0_PR_attrition_moderate,0.9,baseline,100.0,81,-0.43696379474343316,5735.290811583575,454954.50076427014,446750.4639836896
mech_009_q0_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,81,0.0,283030.5010213064,283030.5010213064,0.0
