candidate_id,path,t_s,T_C,rho,G_nm,connected_fine_pore_fraction,pore_mean_radius_nm,large_pore_fraction,cumulative_PR_desintering_work
mech_009_q0_PR_attrition_moderate,slow,0.0,25.0,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,0.0
mech_009_q0_PR_attrition_moderate,slow,240.00000000001364,29.000000000000227,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,1.2101139846369377e-13
mech_009_q0_PR_attrition_moderate,slow,480.0000000000273,33.000000000000455,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,2.4202279692738755e-13
mech_009_q0_PR_attrition_moderate,slow,720.0000000000409,37.00000000000068,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,3.630341953910813e-13
mech_009_q0_PR_attrition_moderate,slow,960.0000000000546,41.00000000000091,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,4.840455938547751e-13
mech_009_q0_PR_attrition_moderate,slow,1200.0000000000682,45.00000000000114,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,6.050569923184688e-13
mech_009_q0_PR_attrition_moderate,slow,1440.0000000000819,49.000000000001364,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,7.260683907821624e-13
mech_009_q0_PR_attrition_moderate,slow,1680.0000000000955,53.00000000000159,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,8.470797892458561e-13
mech_009_q0_PR_attrition_moderate,slow,1920.0000000001091,57.00000000000182,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,9.680911877095498e-13
mech_009_q0_PR_attrition_moderate,slow,2160.000000000123,61.000000000002046,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,1.0891025861732432e-12
mech_009_q0_PR_attrition_moderate,slow,2400.0000000001364,65.00000000000227,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,1.2101139846369367e-12
mech_009_q0_PR_attrition_moderate,slow,2640.00000000015,69.0000000000025,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,1.3311253831006302e-12
mech_009_q0_PR_attrition_moderate,slow,2880.0000000001637,73.00000000000273,0.7,75.00000000000001,0.23073193454111124,41.7765682953483,0.00923365889776383,1.4521367815643233e-12
